Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
paclitaxel,Sunitinib,ACHN,ALMANAC,5.6714095358599,-3.638934135437012
raloxifene,Vismodegib,HT29,ALMANAC,-4.76255196765668,-4.331914901733398
Axitinib,Vandetanib,UACC-257,ALMANAC,3.66313041087705,-8.971317291259766
Vismodegib,Axitinib,NCI-H522,ALMANAC,0.575967253941316,-9.404518127441406
Nilotinib,Enzastaurin,SK-MEL-5,FRIEDMAN,-12.0132089345431,-20.20450210571289
Nilotinib,Cediranib,UACC62,FRIEDMAN,5.43540834419154,-6.760585784912109
Ruxolitinib,Vandetanib,UO-31,ALMANAC,1.89336396504734,-7.443403244018555
Imatinib,Romidepsin,UACC62,ALMANAC,-64.2987925756874,-13.691073417663574
Enzastaurin,Lestaurtinib,SKMEL30,FRIEDMAN,15.9817503490381,-4.449733257293701
Lenalidomide,Imatinib,SR,ALMANAC,-0.0584721758068966,-8.402679443359375
Romidepsin,Lapatinib,CAKI-1,ALMANAC,-37.8453572333546,-5.515220642089844
Enzastaurin,Vorinostat,COLO 800,FRIEDMAN,-68.9718756362875,-10.95558738708496
Sunitinib,Sorafenib,TK-10,ALMANAC,-4.50862415923759,-5.122503280639648
Fingolimod,Crizotinib,COLO 829,FRIEDMAN,3.15940200797445,-7.621501922607422
Vandetanib,Axitinib,NCI-H522,ALMANAC,3.75236740868467,-8.770159721374512
Vismodegib,Cediranib,UACC-257,FRIEDMAN,-0.603524612703718,-6.581748962402344
MEGESTROL ACETATE,Vorinostat,SF-539,ALMANAC,-50.8363631911546,-11.27401065826416
Gefitinib,Enzastaurin,T-47D,ASTRAZENECA,-0.758807793678774,-23.40863800048828
Axitinib,Nilotinib,SK-MEL-28,ALMANAC,1.25240382594266,-8.483774185180664
Crizotinib,Abiraterone,SF-268,ALMANAC,7.1831444691674,-6.966503143310547
Sorafenib,Palbociclib,LB2518-MEL,FRIEDMAN,-19.2636792950819,-3.7008209228515625
Nilotinib,Tideglusib,COLO 800,FRIEDMAN,11.5697331598029,-4.900102615356445
Erlotinib,Lenalidomide,MeWo,FRIEDMAN,1.47352382616359,-6.388250350952148
VX-702,Vatalanib,WM115,FRIEDMAN,0.684090522697142,-8.16654109954834
Sunitinib,Midostaurin,A2058,FRIEDMAN,0.349315538926308,-3.485978126525879
Linsitinib,Erlotinib,Mel Ho,FRIEDMAN,-0.316731257312025,-7.325632095336914
Vemurafenib,Sorafenib,UO-31,ALMANAC,2.42988200069625,-8.161612510681152
Dasatinib,mitotane,NCI-H460,ALMANAC,-0.484210537476801,-0.5337677001953125
Lenalidomide,thalidomide,RXF 393,ALMANAC,-1.34398407245947,-3.712442398071289
vinblastine,Vorinostat,NCIH520,ONEIL,-3.15887949932979,-11.822650909423828
Romidepsin,Fulvestrant,SF-295,ALMANAC,-32.5470329370273,-5.596784591674805
Vatalanib,Erlotinib,RVH-421,FRIEDMAN,6.78302352558366,-5.707864761352539
Lenalidomide,Vorinostat,A549,ALMANAC,7.65214812700771,-10.290388107299805
Axitinib,Lenalidomide,ACHN,ALMANAC,-5.68033021519985,-4.754928588867188
Vemurafenib,Dasatinib,PC-3,ALMANAC,-14.0110886868556,0.6171941757202148
vinblastine,geldanamycin,UACC62,ONEIL,-14.564555056626377,-7.187068939208984
Ruxolitinib,Erlotinib,SKMEL30,FRIEDMAN,12.5130070585648,-7.439855575561523
Vemurafenib,Dasatinib,BT-549,ALMANAC,4.61707819599477,-3.612403869628906
Lenalidomide,Nilotinib,UO-31,ALMANAC,-0.606117284349385,-4.980154037475586
Lenalidomide,Cediranib,RPMI7951,FRIEDMAN,6.16833485535474,-6.243766784667969
Sunitinib,Sorafenib,K-562,ALMANAC,-14.9881482561835,-8.759160041809082
Abiraterone,Fulvestrant,MDA-MB-468,ALMANAC,-15.980825193882,-4.603755950927734
Sunitinib,mitotane,HOP-62,ALMANAC,1.3025673342216,-3.191838264465332
Ruxolitinib,Enzastaurin,SKMEL30,FRIEDMAN,-15.3669964559972,-11.881380081176758
Ruxolitinib,Lapatinib,IST-MEL1,FRIEDMAN,-6.22222765400135,-4.1064300537109375
Ruxolitinib,thalidomide,MDA-MB-231,ALMANAC,-0.937872758031419,-9.501214981079102
Pazopanib,Dasatinib,A2058,FRIEDMAN,-14.055209894439,1.3598899841308594
Tideglusib,VX-702,UACC-257,FRIEDMAN,-5.20898806907549,-3.874073028564453
Crizotinib,thalidomide,NCIH23,ALMANAC,-3.51488001849435,-4.869586944580078
Vismodegib,Vorinostat,G-361,FRIEDMAN,0.650117329872427,-10.741243362426758
Abiraterone,Vismodegib,MCF7,ALMANAC,3.8417570351335,-5.482831954956055
