Drug A,Drug B,Cell Line Name,Score,Pred Score
VEMURAFENIB,IMATINIB,HT-29,-17.9,-6.487706184387207
DASATINIB,FULVESTRANT,NCI-H460,-2.55,-10.12674045562744
VEMURAFENIB,LAPATINIB,Caki-1,5.08,-6.082111358642578
MIFEPRISTONE,RUXOLITINIB,L-1236,-28.831,-17.113868713378906
AXITINIB,FULVESTRANT,MDA-MB-231,-8.91,-4.786770343780518
VINBLASTINE,SORAFENIB,UACC-62,5.265000000000001,-7.33406925201416
MEGESTROL ACETATE,LAPATINIB,KM12,-4.16,-13.81217098236084
VISMODEGIB,RALOXIFENE,SK-MEL-28,7.09,-4.056805610656738
VANDETANIB,NILOTINIB,CCRF-CEM,0.23,-5.423519611358643
AXITINIB,LENALIDOMIDE,MOLT-4,-38.75,-6.595076560974121
CELECOXIB,SORAFENIB,Caki-1,-11.07,-6.515398979187012
TRETINOIN,SUNITINIB,OVCAR-5,1.5,-8.802864074707031
RALOXIFENE,CELECOXIB,SF268,-0.52,-4.506526947021484
NILOTINIB,MITOTANE,M14,-4.68,-6.037733554840088
CRIZOTINIB,TRETINOIN,HCT 116,-8.22,-8.925037384033203
VINBLASTINE,SUNITINIB,UACC-62,2.5925,-7.371109962463379
VEMURAFENIB,CELECOXIB,PC-3,-2.96,-5.008391857147217
IMATINIB,ROMIDEPSIN,PC-3,-80.0,-32.39817810058594
MEGESTROL ACETATE,ROMIDEPSIN,NCI-H23,-75.32,-57.85108947753906
VEMURAFENIB,PACLITAXEL,OVCAR-5,-68.78,-7.088706016540527
VEMURAFENIB,PACLITAXEL,U-251MG,-4.41,-5.9260663986206055
AXITINIB,SUNITINIB,NCI-H322M,1.12,-4.379979610443115
LENALIDOMIDE,LAPATINIB,SF539,-2.14,-6.173513412475586
RALOXIFENE,FULVESTRANT,BT-549,-0.87,-3.0035808086395264
RALOXIFENE,THALIDOMIDE,HT-29,-0.66,-5.340421676635742
VANDETANIB,VEMURAFENIB,COLO 205,-15.01,-4.997869968414307
RALOXIFENE,PACLITAXEL,EKVX,-12.23,-5.914748668670654
VEMURAFENIB,TRETINOIN,M14,-11.38,-7.807187557220459
RUXOLITINIB,PACLITAXEL,MOLT-4,17.43,-8.40384292602539
AXITINIB,GEFITINIB,NCI-H522,5.28,-3.836314201354981
VEMURAFENIB,DASATINIB,MCF-7,-0.44,-3.148231506347656
FULVESTRANT,ARSENIC TRIOXIDE,RXF 393L,-12.0,-13.195244789123535
LENALIDOMIDE,IMATINIB,Caki-1,-1.45,-6.743311882019043
AXITINIB,VANDETANIB,UACC-62,-1.36,-5.985906600952148
MEGESTROL ACETATE,FULVESTRANT,HCC2998,1.5,-5.523883819580078
VISMODEGIB,PACLITAXEL,786-O,14.15,-5.044963836669922
DASATINIB,MITOTANE,UACC-62,2.07,-13.28923225402832
