Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sunitinib,CCRF-CEM,ALMANAC,-15.9638552996211,-18.36732482910156
Pazopanib,Sunitinib,SK-MEL-2,FRIEDMAN,3.25229928350652,-2.4850516319274902
Fulvestrant,Sorafenib,EKVX,ALMANAC,-7.23696935762981,-6.867809295654297
RAF265,Lenalidomide,A2058,FRIEDMAN,-10.4900172010652,-3.754898071289064
Gefitinib,Crizotinib,OVCAR-4,ALMANAC,-2.75959313362692,-3.037924289703369
Lestaurtinib,Erlotinib,A101D,FRIEDMAN,-1.07345298944883,-1.382093906402588
Vemurafenib,Crizotinib,SW-620,ALMANAC,-19.5743781970185,-3.7452259063720703
Axitinib,Vorinostat,T-47D,ALMANAC,-5.28089706800535,-7.226068496704102
Crizotinib,Ruxolitinib,HOP-62,ALMANAC,-4.05858379609111,-2.200204849243164
Axitinib,Vemurafenib,MOLT-4,ALMANAC,-19.9619162743787,-5.845525741577148
Vismodegib,Gefitinib,KM12,ALMANAC,-8.80515197423557,-1.665356159210205
Palbociclib,Lenalidomide,COLO 800,FRIEDMAN,-12.4418037720741,-3.203437328338623
Abiraterone,thalidomide,LOX IMVI,ALMANAC,-31.3754958237612,-4.002983093261719
Vandetanib,Fulvestrant,SR,ALMANAC,2.20034277164746,-3.853163242340088
Pazopanib,VX-702,A375,FRIEDMAN,-5.97962814439066,-4.502663612365723
Nilotinib,Pioglitazone,SKMEL30,FRIEDMAN,-3.26106949312708,-4.092938423156738
Vandetanib,mitotane,LOX IMVI,ALMANAC,-14.531057011445,-1.884291648864746
Navitoclax,Ruxolitinib,HDLM-2,NCATS_HL,8.24712416579437,-3.421733856201172
celecoxib,Romidepsin,HT29,ALMANAC,-34.8260914967314,-30.61751937866211
Romidepsin,thalidomide,SR,ALMANAC,-1.71627039012234,-27.96514129638672
Palbociclib,SNS-032,RVH-421,FRIEDMAN,0.0161474449667711,-4.898412704467773
Nilotinib,paclitaxel,A498,ALMANAC,-11.1767817248896,-10.856294631958008
Vemurafenib,Ruxolitinib,CAKI-1,ALMANAC,6.61234507361516,-5.936602592468262
Lenalidomide,Fulvestrant,UACC-257,ALMANAC,3.46450312480079,-2.01224136352539
vinblastine,Lapatinib,NCIH1650,ONEIL,-9.72499716390718,-2.073014259338379
Vismodegib,RAF265,LOX IMVI,FRIEDMAN,-8.01455617901491,-3.77020263671875
Lenalidomide,Dasatinib,SK-MEL-2,ALMANAC,-7.07978127013736,-3.8030638694763184
Ruxolitinib,mitotane,COLO 205,ALMANAC,2.10214232920855,-2.8588809967041016
Pazopanib,Lenalidomide,G-361,FRIEDMAN,-15.9567056480827,-3.374148368835449
Lapatinib,Sorafenib,MCF7,ALMANAC,-10.9423103600892,-3.729114532470703
VX-702,Lestaurtinib,COLO 792,FRIEDMAN,-8.36536659586984,-3.0389108657836914
raloxifene,thalidomide,SR,ALMANAC,3.15732143671005,-5.444387435913086
Nilotinib,Sorafenib,NCI-H460,ALMANAC,3.5286739368204,-4.218105316162109
raloxifene,Gefitinib,A498,ALMANAC,-2.9565431450934,-3.2484560012817383
Palbociclib,Vatalanib,COLO 829,FRIEDMAN,-12.1876339975777,-1.2149906158447266
Bexarotene,Vatalanib,SK-MEL-28,FRIEDMAN,19.144905115456,-2.4546432495117188
Gefitinib,MEGESTROL ACETATE,MDA-MB-468,ALMANAC,-7.66458533619513,-2.2744760513305664
VX-702,Vismodegib,UACC-257,FRIEDMAN,-5.84950608985589,-8.759544372558594
Lapatinib,Erlotinib,RKO,ONEIL,-6.32558602127377,-0.844264030456543
Gefitinib,Vemurafenib,A549,ALMANAC,-3.19267551991861,-3.510708332061768
Axitinib,celecoxib,OVCAR-4,ALMANAC,-0.443135773009891,-1.2623109817504885
VX-702,Tanespimycin,IPC-298,FRIEDMAN,-4.33435111541994,-8.265386581420898
raloxifene,Vismodegib,UACC-257,ALMANAC,1.48847326133458,-9.418267250061035
Vorinostat,Lapatinib,786-0,ALMANAC,-1.26492792033317,-7.411977291107178
Erlotinib,Cediranib,WT2-iPS,FRIEDMAN,-0.263720277955744,-2.3966078758239746
Vemurafenib,Crizotinib,HCT-15,ALMANAC,-5.75629157598079,-3.312831401824951
Vemurafenib,Lapatinib,UO-31,ALMANAC,2.26081935137673,-2.6054649353027344
Sunitinib,geldanamycin,OCUBM,ONEIL,6.80321923705408,-5.86263370513916
gemfibrozil,Ruxolitinib,L-1236,NCATS_HL,-2.60313908817288,-10.089268684387209
raloxifene,Sunitinib,ACHN,ALMANAC,-7.5005989124769,-7.718561172485352
Enzastaurin,Vatalanib,451Lu,FRIEDMAN,0.656478126366572,-6.21396017074585
Fingolimod,Sorafenib,MeWo,FRIEDMAN,-15.7805623566002,-27.6130485534668
Gefitinib,Navitoclax,HCC1419,ASTRAZENECA,-0.275603304223254,-5.928820610046387
Vismodegib,Nilotinib,SF-268,ALMANAC,3.41734984850919,-1.886884689331055
raloxifene,Vandetanib,A549,ALMANAC,-4.3427347248035,-3.944127082824707
Navitoclax,Erlotinib,IST-MEL1,FRIEDMAN,12.0251565642469,-1.251032829284668
raloxifene,Vismodegib,NCI-H522,ALMANAC,-12.3493290714203,-10.5582275390625
Axitinib,Gefitinib,A498,ALMANAC,10.2549700840786,-1.8215970993041992
Vismodegib,Sorafenib,NCIH23,ALMANAC,-17.889314030948,-5.197447776794434
metformin,Vorinostat,LOVO,ONEIL,-35.0272315856836,-17.42914390563965
Lenalidomide,Fulvestrant,NCI-H322M,ALMANAC,3.0347291101173,-2.441208839416504
Vemurafenib,paclitaxel,EKVX,ALMANAC,-21.5358850098833,-10.70417308807373
Nilotinib,Sorafenib,COLO 792,FRIEDMAN,-13.909077807426,-5.17017126083374
Pazopanib,Enzastaurin,A2058,FRIEDMAN,3.60335263722705,-5.02022647857666
Tideglusib,Erlotinib,SKMEL30,FRIEDMAN,6.37465416420459,-1.4109234809875488
Enzastaurin,Vismodegib,A101D,FRIEDMAN,13.5606351149086,-4.612496376037598
Lapatinib,RAF265,WT2-iPS,FRIEDMAN,-10.3723838915222,-2.236675262451172
Vemurafenib,Lenalidomide,RPMI-8226,ALMANAC,1.73226480653365,-2.464406013488769
Navitoclax,Pazopanib,RPMI7951,FRIEDMAN,3.39692796274759,-6.203237056732178
MEGESTROL ACETATE,Imatinib,TK-10,ALMANAC,-1.22810079344137,-6.40789794921875
Linsitinib,Fingolimod,WM115,FRIEDMAN,-31.3559031377909,-12.20588493347168
Nilotinib,Sunitinib,WT2-iPS,FRIEDMAN,-19.6013720092394,-4.683743476867676
Vandetanib,Nilotinib,EKVX,ALMANAC,-3.47150733776869,-2.9173364639282227
Lenalidomide,Vorinostat,UO-31,ALMANAC,-3.89684870609922,-10.147278785705566
VX-702,Vatalanib,WT2-iPS,FRIEDMAN,5.61385942547688,-4.092341423034668
MEGESTROL ACETATE,Vemurafenib,ACHN,ALMANAC,-7.79802338069635,-7.533397674560547
Lenalidomide,SNS-032,MeWo,FRIEDMAN,-21.6044504485756,-5.934309005737305
Axitinib,Fulvestrant,HOP-62,ALMANAC,6.45258757053858,-2.090013027191162
Sunitinib,Erlotinib,COLO 800,FRIEDMAN,-37.38256536328,-3.244851589202881
Axitinib,thalidomide,COLO 205,ALMANAC,5.09415150811363,-2.870053291320801
Ruxolitinib,Tideglusib,SK-MEL-2,FRIEDMAN,-11.2245842888641,-4.793049812316895
Linsitinib,Cediranib,SK-MEL-2,FRIEDMAN,7.17005399178927,-1.7959299087524414
Gefitinib,Vorinostat,CCRF-CEM,ALMANAC,-6.81468106566196,-11.972363471984863
Crizotinib,Ruxolitinib,CCRF-CEM,ALMANAC,-20.015595624498,-5.260146141052246
Gefitinib,mitotane,MOLT-4,ALMANAC,-10.5190462644167,-1.8353586196899407
Axitinib,Romidepsin,HCT-15,ALMANAC,-1.33143014467093,-26.75172233581543
Ruxolitinib,Gefitinib,OVCAR3,ALMANAC,-6.33501819590225,-2.852409839630127
Gefitinib,Dasatinib,RPMI-8226,ALMANAC,4.32838100535184,-4.296202659606934
RAF265,Cediranib,451Lu,FRIEDMAN,-14.1699747412209,-1.5261898040771484
Tideglusib,Lenalidomide,COLO 800,FRIEDMAN,-5.24411007486229,-3.0883922576904297
Crizotinib,Erlotinib,SK-MEL-2,FRIEDMAN,6.34280564783718,-1.506887435913086
Axitinib,MEGESTROL ACETATE,HCC-2998,ALMANAC,-15.3717523736547,-2.3554515838623047
raloxifene,Ruxolitinib,786-0,ALMANAC,0.767826525466755,-7.7566375732421875
Axitinib,Dasatinib,SF-539,ALMANAC,3.35534285393721,-2.6541759967803955
Vandetanib,Vorinostat,UACC-812,ASTRAZENECA,-6.07607381981371,-6.953699111938477
Erlotinib,Dasatinib,UACC62,FRIEDMAN,4.33411743304411,-3.07511568069458
Dasatinib,Lapatinib,NCI-H226,ALMANAC,3.16404226296697,-2.983081817626953
