Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sorafenib,OVCAR3,ALMANAC,-56.122721799997,-10.24000358581543
Nilotinib,Linsitinib,A2058,FRIEDMAN,6.77918667248322,2.947011947631836
Vandetanib,raloxifene,K-562,ALMANAC,-0.0150611069314956,-13.23250961303711
Palbociclib,Dasatinib,SKMEL30,FRIEDMAN,8.47029863366818,3.002840995788574
MEGESTROL ACETATE,Crizotinib,SF-539,ALMANAC,-2.57413125595071,-12.296035766601562
Navitoclax,VX-702,A375,FRIEDMAN,9.7515293317828,8.524463653564453
raloxifene,celecoxib,SK-MEL-2,ALMANAC,-8.65959398467895,-1.8328304290771484
Abiraterone,celecoxib,RPMI-8226,ALMANAC,-10.8476643767466,-6.61344051361084
MEGESTROL ACETATE,Vorinostat,NCI-H522,ALMANAC,0.902561289987206,-20.4255599975586
Crizotinib,celecoxib,UO-31,ALMANAC,3.82105629128178,0.2072758674621582
Dasatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,0.0586948319991487,-3.621844291687012
Lenalidomide,Imatinib,A498,ALMANAC,-4.09852925248433,0.7210760116577148
Ruxolitinib,MEGESTROL ACETATE,COLO 205,ALMANAC,-7.98205549731415,-12.220695495605469
Vismodegib,Romidepsin,SF-539,ALMANAC,-51.4108150902313,-48.431907653808594
celecoxib,Fulvestrant,SF-539,ALMANAC,-1.30780642233404,-0.9711079597473145
Ruxolitinib,Lenalidomide,KM12,ALMANAC,-3.88736144460606,-6.649053573608398
Lenalidomide,Crizotinib,NCI-H522,ALMANAC,-4.66323858247907,-1.4615812301635742
Pazopanib,Vismodegib,451Lu,FRIEDMAN,-9.91891980635819,-3.6164026260375977
Vandetanib,Dasatinib,HS 578T,ALMANAC,-26.2156741756532,-4.575845241546631
Gefitinib,Dasatinib,HCT116,ALMANAC,-17.6779700107261,1.846576690673828
Sunitinib,Erlotinib,NCIH520,ONEIL,10.2532613363299,4.785940170288086
Vatalanib,Lenalidomide,IPC-298,FRIEDMAN,1.22901690851424,-17.478761672973633
dexamethasone,Erlotinib,NCI-H460,ONEIL,-13.950148061363093,-4.171318531036377
