Drug A,Drug B,Cell Line Name,Score,Pred Score
MEGESTROL ACETATE,PACLITAXEL,Caki-1,-20.23,-15.87112808227539
MEGESTROL ACETATE,LAPATINIB,K-562,-14.31,-4.938066482543945
TRETINOIN,PACLITAXEL,RPMI-8226,6.23,-10.888824462890623
CRIZOTINIB,PACLITAXEL,MCF-7,-4.65,-8.548786163330078
ABIRATERONE,VANDETANIB,SF295,0.55,-2.936103820800781
VISMODEGIB,SUNITINIB,UACC-257,0.37,-4.737071990966797
DOCETAXEL,LAPATINIB,U-251MG,26.61,-3.299565315246582
RUXOLITINIB,PACLITAXEL,OVCAR-4,-65.94,-23.88894271850586
IMATINIB,ARSENIC TRIOXIDE,UACC-62,-25.43,-11.041948318481444
VANDETANIB,NILOTINIB,M14,4.75,-5.18135929107666
LENALIDOMIDE,PACLITAXEL,786-O,-27.52,-11.599481582641602
DASATINIB,SORAFENIB,MDA-MB-468,-2.69,-9.615239143371582
CELECOXIB,DASATINIB,Caki-1,-6.27,-12.198334693908691
VANDETANIB,THALIDOMIDE,T-47D,7.65,-5.366933822631836
LAPATINIB,THALIDOMIDE,NCI-H460,-0.72,-4.2759552001953125
VANDETANIB,ABIRATERONE,HCC2998,-4.04,-5.850457668304443
CRIZOTINIB,DASATINIB,SW620,4.26,-1.0658302307128906
CRIZOTINIB,MITOTANE,UACC-257,-1.03,-8.75147819519043
DOCETAXEL,MITOTANE,HOP-92,-6.33,-3.0387778282165527
MEGESTROL ACETATE,DOCETAXEL,Caki-1,-78.37,-15.871129989624023
SULFASALAZINE,RUXOLITINIB,L-1236,-25.822,-11.416032791137695
CRIZOTINIB,FULVESTRANT,UO-31,2.56,-0.0229215621948242
CELECOXIB,THALIDOMIDE,NCI-H522,-2.03,-4.250886917114258
MEGESTROL ACETATE,LAPATINIB,U-251MG,2.11,-10.1558837890625
LOVASTATIN,RUXOLITINIB,L-1236,-5.19,-15.897361755371094
GABAPENTIN,RUXOLITINIB,L-1236,-51.926,-22.37438201904297
VANDETANIB,LAPATINIB,RXF 393L,-12.05,-8.572986602783203
RUXOLITINIB,RALOXIFENE,MOLT-4,-0.73,3.62406587600708
DASATINIB,SORAFENIB,NCI-H460,0.9159999999999998,-9.14943504333496
DOCETAXEL,LAPATINIB,TK-10,0.23,-0.4116973876953125
AXITINIB,GEFITINIB,NCI-H460,-0.36,-4.367862701416016
FULVESTRANT,THALIDOMIDE,DU145,-7.27,-1.3487529754638672
PACLITAXEL,SORAFENIB,UWB1.289,-0.745,-4.002248764038086
ROMIDEPSIN,THALIDOMIDE,SW620,-69.07,-50.54497146606445
LENALIDOMIDE,NILOTINIB,SF268,-1.17,-0.5959339141845703
CRIZOTINIB,ABIRATERONE,EKVX,-25.94,-9.44187355041504
VANDETANIB,FULVESTRANT,RXF 393L,0.84,-4.304107666015625
FULVESTRANT,ARSENIC TRIOXIDE,PC-3,0.97,-8.396902084350586
CRIZOTINIB,DASATINIB,DU145,0.77,-1.2670001983642578
IMATINIB,SORAFENIB,SK-MEL-5,-4.68,-6.025554656982422
VISMODEGIB,ABIRATERONE,OVCAR-3,-7.7,-1.4275083541870115
LENALIDOMIDE,DASATINIB,T-47D,-9.15,-7.450418472290039
RUXOLITINIB,AXITINIB,NCI-H23,6.17,-8.595067977905273
DASATINIB,THALIDOMIDE,SF268,0.11,-5.676571846008301
FULVESTRANT,THALIDOMIDE,UACC-62,-3.0,-3.783355712890625
VISMODEGIB,TRETINOIN,SF295,-0.94,-0.0421619415283203
CRIZOTINIB,VISMODEGIB,EKVX,-5.07,0.3999605178833008
RUXOLITINIB,ARSENIC TRIOXIDE,RXF 393L,-6.5,-13.298439025878906
ABIRATERONE,VEMURAFENIB,SR,-4.75,-5.100433349609375
RUXOLITINIB,LENALIDOMIDE,MDA-MB-468,3.25,-14.311307907104492
VANDETANIB,NILOTINIB,OVCAR-5,-5.53,-7.15095329284668
ABIRATERONE,TRETINOIN,UO-31,13.77,-1.1188335418701172
DOCETAXEL,LAPATINIB,CCRF-CEM,-59.79,-3.9801182746887207
RUXOLITINIB,GEFITINIB,OVCAR-3,-5.91,-2.57419490814209
RALOXIFENE,ABIRATERONE,UACC-62,1.08,-9.782163619995115
DASATINIB,LAPATINIB,SF295,-67.5,-5.79522705078125
TRETINOIN,SORAFENIB,EKVX,8.1,-2.362316131591797
NILOTINIB,LAPATINIB,HOP-92,-2.97,-7.327430725097656
VANDETANIB,ROMIDEPSIN,NCI-H23,-21.57,-31.048871994018555
DASATINIB,THALIDOMIDE,HT-29,-10.61,-10.828279495239258
AXITINIB,RUXOLITINIB,LOX-IMVI,3.71,-8.122865676879883
RUXOLITINIB,CRIZOTINIB,ACHN,-9.17,-2.623844146728516
NILOTINIB,MITOTANE,786-O,-2.35,-7.869647026062012
VANDETANIB,VISMODEGIB,U-251MG,-0.59,-2.586618423461914
IMATINIB,DASATINIB,RPMI-8226,-4.1,-4.700577735900879
RUXOLITINIB,SORAFENIB,SK-MEL-2,-30.21,-6.144864082336426
ABIRATERONE,ROMIDEPSIN,MDA-MB-231,-9.75,-27.0205307006836
CELECOXIB,PACLITAXEL,Caki-1,-4.52,-5.501928329467773
DOCETAXEL,SUNITINIB,SK-MEL-5,-9.65,-3.923622131347656
IMATINIB,ARSENIC TRIOXIDE,786-O,-17.93,-13.39022445678711
RUXOLITINIB,ARSENIC TRIOXIDE,OVCAR-4,-41.64,-13.41303825378418
VANDETANIB,MITOTANE,NCI-H226,-33.59,-7.350987911224365
AXITINIB,PACLITAXEL,T-47D,-16.61,-21.5562801361084
ROMIDEPSIN,DASATINIB,KM12,-44.75,-33.63127136230469
ABIRATERONE,CRIZOTINIB,A-498,-39.94,-13.37445831298828
MITOTANE,THALIDOMIDE,HT-29,1.57,-9.012487411499023
VEMURAFENIB,IMATINIB,TK-10,-16.84,0.209451675415039
ABIRATERONE,NILOTINIB,NCI-H522,-0.6,0.9362907409667968
VEMURAFENIB,FULVESTRANT,LOX-IMVI,-2.93,-1.908601880073548
VEMURAFENIB,DOCETAXEL,OVCAR-5,-50.04,-21.09358596801757
CRIZOTINIB,MITOTANE,PC-3,-38.37,-10.162867546081545
ABIRATERONE,SORAFENIB,A-498,-15.88,-6.86488151550293
VANDETANIB,ARSENIC TRIOXIDE,EKVX,-18.99,-18.22892570495605
RUXOLITINIB,FULVESTRANT,UACC-257,0.94,1.119279146194458
GEFITINIB,ROMIDEPSIN,MOLT-4,-20.76,-23.40205764770508
RALOXIFENE,FULVESTRANT,NCI-H460,-2.95,-2.988365173339844
VEMURAFENIB,MITOTANE,SK-MEL-2,4.43,-4.626392364501953
LENALIDOMIDE,IMATINIB,COLO 205,-0.95,-3.951017379760742
SUNITINIB,DASATINIB,T-47D,1.1025,2.0598511695861816
TRETINOIN,PACLITAXEL,SNB-75,8.29,-7.989589691162109
RALOXIFENE,DASATINIB,SN12C,-16.79,-9.352941513061523
VEMURAFENIB,DASATINIB,M14,-0.17,-2.983494758605957
ABIRATERONE,ROMIDEPSIN,SK-OV-3,-30.15,-28.21293258666992
CELECOXIB,PACLITAXEL,SK-MEL-5,-41.99,-13.41877555847168
MEGESTROL ACETATE,PACLITAXEL,SK-MEL-2,-47.22,-29.731142044067383
ROMIDEPSIN,MITOTANE,COLO 205,-0.54,-45.19072723388672
VEMURAFENIB,DASATINIB,MOLT-4,-60.26,-2.3696365356445312
VANDETANIB,ARSENIC TRIOXIDE,TK-10,-25.67,-18.82147979736328
RALOXIFENE,NILOTINIB,BT-549,-3.57,2.536445617675781
DASATINIB,ARSENIC TRIOXIDE,KM12,1.65,-11.210078239440918
GEFITINIB,SUNITINIB,T-47D,-1.02,-1.2785167694091797
VEMURAFENIB,PACLITAXEL,MOLT-4,-39.82,-17.007099151611328
CELECOXIB,SUNITINIB,RPMI-8226,-3.38,-5.310525894165039
CRIZOTINIB,LAPATINIB,SR,-2.24,-4.250955581665039
VANDETANIB,LENALIDOMIDE,NCI-H322M,-16.19,-5.517315864562988
CRIZOTINIB,MITOTANE,NCI-H460,-15.23,-4.997476577758789
VISMODEGIB,GEFITINIB,SW620,-1.69,-3.527923583984375
GEFITINIB,MITOTANE,ACHN,-18.56,-10.67966365814209
VANDETANIB,VISMODEGIB,SK-MEL-2,2.24,-4.202497482299805
MEGESTROL ACETATE,SUNITINIB,ACHN,-71.78,-10.589282035827637
CELECOXIB,ROMIDEPSIN,786-O,-29.37,-43.430419921875
RALOXIFENE,THALIDOMIDE,NCI-H322M,0.47,-4.371467590332031
IMATINIB,THALIDOMIDE,CCRF-CEM,-2.91,-7.105829238891602
ABIRATERONE,DASATINIB,DU145,2.1,-4.146526336669922
PACLITAXEL,THALIDOMIDE,EKVX,-68.38,-9.656601905822754
CELECOXIB,ARSENIC TRIOXIDE,786-O,-20.9,-16.9256534576416
ERLOTINIB,DASATINIB,SK-MEL-30,-11.4625,-2.5008792877197266
RUXOLITINIB,TRETINOIN,SK-OV-3,-4.66,-7.158992767333984
VANDETANIB,VISMODEGIB,786-O,2.32,-6.0362653732299805
IMATINIB,DOCETAXEL,UACC-257,-15.33,-8.982536315917969
GEFITINIB,THALIDOMIDE,HOP-92,-10.5,-8.503958702087402
GEFITINIB,DASATINIB,SW620,3.26,-1.5549263954162598
VANDETANIB,VISMODEGIB,PC-3,-1.48,-3.742523193359375
PACLITAXEL,SORAFENIB,VCaP,0.0224999999999999,-6.840266704559326
VANDETANIB,AXITINIB,PC-3,-3.77,-5.489410400390625
IMATINIB,FULVESTRANT,OVCAR-3,-3.7,-1.228262424468994
CRIZOTINIB,VANDETANIB,KM12,-24.27,-12.762313842773438
DASATINIB,LAPATINIB,OVCAR-4,-6.74,-6.162899017333984
ROMIDEPSIN,PELITINIB,TC-71,-20.431,-17.63597869873047
RUXOLITINIB,SUNITINIB,NCI-H322M,0.16,-5.2724609375
VEMURAFENIB,VEMURAFENIB,M14,0.7,-3.511484146118164
ABIRATERONE,ROMIDEPSIN,786-O,-52.13,-39.13602066040039
TRETINOIN,THALIDOMIDE,MDA-MB-468,-2.67,-1.8660850524902344
MITOTANE,NILOTINIB,RPMI-8226,-2.2,-7.29719352722168
MEGESTROL ACETATE,NILOTINIB,MOLT-4,0.46,-9.05038070678711
SORAFENIB,THALIDOMIDE,PC-3,-0.87,-4.090499877929688
VANDETANIB,FULVESTRANT,MDA-MB-231,-4.04,-5.949848651885986
PACLITAXEL,DASATINIB,OVCAR-5,1.59,-3.764397621154785
GEFITINIB,SORAFENIB,SK-OV-3,-3.41,-0.1013164520263671
TRETINOIN,SORAFENIB,IGROV-1,1.65,-5.460672378540039
DASATINIB,MITOTANE,TK-10,-92.9,-9.401424407958984
GEFITINIB,CELECOXIB,TK-10,-11.51,-7.973949432373047
GEFITINIB,DOCETAXEL,HCT 116,1.64,-2.40163516998291
SUNITINIB,ARSENIC TRIOXIDE,Caki-1,-4.77,-9.034463882446287
ERLOTINIB,DASATINIB,RPMI-7951,2.8175,1.8721857070922847
ABIRATERONE,RALOXIFENE,UACC-62,1.23,-0.7887802124023438
PACLITAXEL,MITOTANE,UACC-62,2.61,-3.2227015495300293
VISMODEGIB,SUNITINIB,SF539,-0.27,-4.345582962036133
MEGESTROL ACETATE,FULVESTRANT,BT-549,-7.24,-6.43220329284668
VANDETANIB,THALIDOMIDE,RPMI-8226,11.44,-4.198980331420898
LENALIDOMIDE,GEFITINIB,CCRF-CEM,-3.87,-28.34886741638184
GEFITINIB,ROMIDEPSIN,BT-549,-6.53,-10.345122337341309
GEFITINIB,CRIZOTINIB,SK-OV-3,-2.94,-5.769173622131348
VANDETANIB,MITOTANE,SW620,-12.06,-6.342488765716553
LENALIDOMIDE,SUNITINIB,LOX-IMVI,-4.37,-3.411503791809082
CRIZOTINIB,DASATINIB,IGROV-1,20.12,-2.386293411254883
VANDETANIB,AXITINIB,M14,-0.84,-8.29722785949707
PACLITAXEL,DOCETAXEL,SR,-2.5,-3.2890357971191406
LENALIDOMIDE,SORAFENIB,HCT 15,-13.56,-6.1231689453125
RUXOLITINIB,ARSENIC TRIOXIDE,HT-29,-78.8,-11.93862533569336
VEMURAFENIB,TRETINOIN,RXF 393L,2.56,-5.792121887207031
RALOXIFENE,MITOTANE,SF295,0.02,-0.363433837890625
RALOXIFENE,CRIZOTINIB,NCI-H322M,-10.97,-4.915027618408203
LAPATINIB,FULVESTRANT,UO-31,-13.34,-2.8339524269104004
VEMURAFENIB,NILOTINIB,RPMI-8226,3.54,-3.1879711151123047
AXITINIB,DOCETAXEL,OVCAR-5,-34.35,-15.376148223876951
ABIRATERONE,IMATINIB,HCT 116,-8.23,-10.164901733398438
TRETINOIN,ROMIDEPSIN,IGROV-1,-32.73,-47.45747375488281
AXITINIB,ABIRATERONE,UACC-62,-3.12,-5.991189479827881
AXITINIB,SORAFENIB,RXF 393L,-10.41,-10.43683910369873
MEGESTROL ACETATE,CRIZOTINIB,SR,-33.37,-10.353759765625
CELECOXIB,LAPATINIB,UO-31,-9.63,-7.135164260864258
NILOTINIB,ARSENIC TRIOXIDE,NCI-H226,-5.37,-11.968652725219728
VEMURAFENIB,GEFITINIB,SNB-75,0.21,-4.280755996704102
VISMODEGIB,GEFITINIB,RXF 393L,6.81,0.0213775634765625
RALOXIFENE,ABIRATERONE,K-562,-5.9,-9.238565444946287
VEMURAFENIB,RUXOLITINIB,NCI-H226,-11.41,-4.077877044677734
LENALIDOMIDE,PACLITAXEL,HOP-92,-15.9,-14.70166015625
VANDETANIB,MITOTANE,SK-MEL-2,3.57,-5.218775749206543
VANDETANIB,DASATINIB,OVCAR-3,2.27,-3.415023803710937
ABIRATERONE,SORAFENIB,HCT 15,-8.15,-7.773653030395508
RUXOLITINIB,DASATINIB,HOP-62,11.63,-1.9887456893920896
ABIRATERONE,FULVESTRANT,A-498,-4.07,-0.7359046936035156
CRIZOTINIB,LENALIDOMIDE,LOX-IMVI,-4.78,-7.076992988586426
PACLITAXEL,GELDANAMYCIN,VCaP,-42.7125,-1.046369552612305
CRIZOTINIB,RUXOLITINIB,EKVX,-5.33,-9.32980728149414
TRETINOIN,FULVESTRANT,K-562,-1.05,-5.028634071350098
DASATINIB,MITOTANE,SNB-75,-4.06,-10.465169906616213
VISMODEGIB,ARSENIC TRIOXIDE,HCT 116,-7.42,-1.2315635681152344
THALIDOMIDE,ARSENIC TRIOXIDE,UO-31,-10.37,-20.53386688232422
TRETINOIN,SORAFENIB,A-549,-6.72,-3.521059036254883
LENALIDOMIDE,SORAFENIB,COLO 205,-3.69,-2.5125131607055664
VANDETANIB,SUNITINIB,RXF 393L,-2.88,-4.966977119445801
ABIRATERONE,GEFITINIB,OVCAR-5,3.31,-5.335964202880859
VEMURAFENIB,FULVESTRANT,HCT 15,-6.11,-4.290247440338135
VISMODEGIB,IMATINIB,NCI-H522,-12.3,-19.39916610717773
VANDETANIB,RUXOLITINIB,SK-OV-3,-0.99,-5.387879848480225
VINBLASTINE,SUNITINIB,NCI-H1650,-1.88,-6.849485874176025
VANDETANIB,SUNITINIB,IGROV-1,-0.92,-7.0941314697265625
MEGESTROL ACETATE,VEMURAFENIB,IGROV-1,-29.12,-11.940670013427734
VISMODEGIB,AXITINIB,U-251MG,4.8,-9.0455904006958
IMATINIB,PACLITAXEL,SF268,-9.38,-9.123686790466309
VEMURAFENIB,THALIDOMIDE,NCI-H522,8.36,-7.304965972900391
RUXOLITINIB,ARSENIC TRIOXIDE,MCF-7,-8.62,-9.80087184906006
CRIZOTINIB,RALOXIFENE,NCI-H522,-0.93,-2.0494070053100586
NILOTINIB,PACLITAXEL,HCT 15,-3.99,-12.348957061767578
TRETINOIN,SORAFENIB,KM12,5.75,-6.151248931884766
ROMIDEPSIN,FULVESTRANT,OVCAR-5,-6.9,-21.47067070007324
NILOTINIB,SORAFENIB,BT-549,-0.06,-6.15861177444458
VISMODEGIB,DOCETAXEL,OVCAR-3,-0.72,-9.161285400390623
LENALIDOMIDE,CELECOXIB,NCI-H226,1.25,-0.2424793243408203
VEMURAFENIB,CELECOXIB,UACC-62,-13.72,-8.145082473754883
CRIZOTINIB,RUXOLITINIB,OVCAR-4,1.33,-8.96656322479248
PANOBINOSTAT,LINSITINIB,TC-71,1.674,-20.975948333740234
VISMODEGIB,RALOXIFENE,DU145,7.15,3.88775634765625
IMATINIB,DASATINIB,HCC2998,-24.81,-5.520328521728516
VISMODEGIB,NILOTINIB,T-47D,1.44,0.1037883758544921
LENALIDOMIDE,GEFITINIB,HT-29,16.22,-11.261516571044922
AXITINIB,NILOTINIB,Hs 578T,-3.79,-4.778173446655273
PACLITAXEL,GELDANAMYCIN,UWB1.289,-29.535,-5.852455139160156
VINBLASTINE,SUNITINIB,SK-OV-3,3.6425,1.614333152770996
AXITINIB,THALIDOMIDE,OVCAR-5,6.55,-9.748920440673828
NPS2143,RUXOLITINIB,L-1236,-16.49,-15.794036865234377
NINTEDANIB,LENVATINIB,TC-71,-9.388,0.3991661071777344
DOCETAXEL,ARSENIC TRIOXIDE,HOP-62,3.17,-2.830657958984375
