src,dest,conv_bind_weight
18,1241,0.7440346
18,1242,0.31189743
18,1243,0.39307564
18,1822,0.7286637
19,1241,0.29181343
19,1242,3.102e-42
19,1243,0.20906119
19,1822,0.031801857
20,23,0.13389793
20,177,0.41589236
20,798,0.22153988
20,1158,0.086636394
20,1160,0.8220935
20,1161,0.30569056
20,1162,0.35992315
20,1163,0.3040523
20,1165,0.13513568
20,1261,0.2522523
20,1765,0.5421153
20,1766,0.5015805
20,1767,0.045011397
20,1769,0.053981896
20,1772,0.22067647
21,1766,0.43374237
21,1767,0.20941839
22,1766,0.5799765
22,1767,0.43019962
23,1766,0.46260095
23,1767,0.27323097
24,1766,0.4856177
24,1767,0.45764765
25,1292,0.54918945
25,1293,0.6722647
25,1294,0.5678639
25,1295,1.046085
26,1516,0.0025284984
26,1517,0.9261285
26,1518,0.82876253
28,1516,0.6417919
28,1517,0.6014593
28,1518,0.16766016
29,1516,0.034221966
29,1517,0.7361512
29,1518,0.47276735
30,1516,0.14478442
30,1517,0.35504302
30,1518,0.3838462
31,1516,0.18557452
31,1517,0.12133292
31,1518,0.19957921
32,1516,0.90024173
32,1517,0.47664127
32,1518,0.074431
33,1516,0.440252
33,1517,0.27540308
33,1518,0.5558778
34,1516,0.47184074
34,1517,0.12754613
34,1518,0.60808045
35,1516,0.3625156
35,1517,0.61561966
35,1518,0.3719626
36,37,0.18019685
36,43,0.39277548
36,52,0.48464483
36,497,0.58022326
36,499,0.53789216
36,652,0.435457
36,698,0.026572566
36,703,0.48519224
36,832,0.17800717
36,834,0.7860931
36,1089,0.5170616
36,1182,0.21044588
36,1301,0.16613542
36,1553,0.21578261
36,1945,0.32802555
36,1973,0.43736786
37,715,0.13467751
39,40,0.30667618
39,41,0.12678018
40,223,0.98688895
40,1462,0.033549447
40,1821,0.6237141
41,223,0.29932728
41,1462,0.51121664
41,1821,0.98414195
42,709,0.8026455
42,710,0.3795828
42,711,0.36551923
43,712,0.39193046
43,714,0.11428948
43,715,0.45530757
44,712,0.028287543
44,714,0.8354783
44,715,0.31791735
45,709,0.9168177
45,710,0.7180275
45,711,0.31457087
46,704,0.038002405
46,705,0.43945485
46,706,0.47405028
46,707,0.9541859
46,708,1.1355121
46,714,0.21549426
46,1512,0.29875508
46,1513,0.45944476
46,1514,0.41802254
46,1515,0.3610743
46,1519,0.45903635
46,1520,0.30687124
46,1521,0.1831114
46,1941,0.8580999
