Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sunitinib,CCRF-CEM,ALMANAC,-15.9638552996211,-17.752269744873047
Pazopanib,Sunitinib,SK-MEL-2,FRIEDMAN,3.25229928350652,-4.997481822967529
Fulvestrant,Sorafenib,EKVX,ALMANAC,-7.23696935762981,-5.250034332275391
RAF265,Lenalidomide,A2058,FRIEDMAN,-10.4900172010652,-4.494653224945068
Gefitinib,Crizotinib,OVCAR-4,ALMANAC,-2.75959313362692,-4.415274620056152
Lestaurtinib,Erlotinib,A101D,FRIEDMAN,-1.07345298944883,-2.28112530708313
Vemurafenib,Crizotinib,SW-620,ALMANAC,-19.5743781970185,-4.886329650878906
Axitinib,Vorinostat,T-47D,ALMANAC,-5.28089706800535,-10.067246437072754
Crizotinib,Ruxolitinib,HOP-62,ALMANAC,-4.05858379609111,-2.3560450077056885
Axitinib,Vemurafenib,MOLT-4,ALMANAC,-19.9619162743787,-7.67176342010498
Vismodegib,Gefitinib,KM12,ALMANAC,-8.80515197423557,-2.937160015106201
Palbociclib,Lenalidomide,COLO 800,FRIEDMAN,-12.4418037720741,-7.238635063171387
Abiraterone,thalidomide,LOX IMVI,ALMANAC,-31.3754958237612,-3.8128933906555176
Vandetanib,Fulvestrant,SR,ALMANAC,2.20034277164746,-2.506661891937256
Pazopanib,VX-702,A375,FRIEDMAN,-5.97962814439066,-2.455073833465576
Nilotinib,Pioglitazone,SKMEL30,FRIEDMAN,-3.26106949312708,-8.885469436645508
Vandetanib,mitotane,LOX IMVI,ALMANAC,-14.531057011445,-0.7749335765838623
Navitoclax,Ruxolitinib,HDLM-2,NCATS_HL,8.24712416579437,9.07463836669922
celecoxib,Romidepsin,HT29,ALMANAC,-34.8260914967314,-37.095211029052734
Romidepsin,thalidomide,SR,ALMANAC,-1.71627039012234,-31.08780670166016
Palbociclib,SNS-032,RVH-421,FRIEDMAN,0.0161474449667711,6.192434310913086
Nilotinib,paclitaxel,A498,ALMANAC,-11.1767817248896,-10.741094589233398
Vemurafenib,Ruxolitinib,CAKI-1,ALMANAC,6.61234507361516,-9.61567497253418
Lenalidomide,Fulvestrant,UACC-257,ALMANAC,3.46450312480079,-3.163459300994873
vinblastine,Lapatinib,NCIH1650,ONEIL,-9.72499716390718,-6.808266639709473
Vismodegib,RAF265,LOX IMVI,FRIEDMAN,-8.01455617901491,-4.429201126098633
Lenalidomide,Dasatinib,SK-MEL-2,ALMANAC,-7.07978127013736,-6.900436401367188
Ruxolitinib,mitotane,COLO 205,ALMANAC,2.10214232920855,-5.202256202697754
Pazopanib,Lenalidomide,G-361,FRIEDMAN,-15.9567056480827,-5.711066722869873
Lapatinib,Sorafenib,MCF7,ALMANAC,-10.9423103600892,-3.765089273452759
VX-702,Lestaurtinib,COLO 792,FRIEDMAN,-8.36536659586984,4.357997894287109
raloxifene,thalidomide,SR,ALMANAC,3.15732143671005,-3.8341784477233887
Nilotinib,Sorafenib,NCI-H460,ALMANAC,3.5286739368204,-3.7646777629852295
