Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sunitinib,CCRF-CEM,ALMANAC,-15.9638552996211,-6.741876602172852
Pazopanib,Sunitinib,SK-MEL-2,FRIEDMAN,3.25229928350652,-6.090432167053223
Fulvestrant,Sorafenib,EKVX,ALMANAC,-7.23696935762981,-6.952439308166504
RAF265,Lenalidomide,A2058,FRIEDMAN,-10.4900172010652,-3.279934883117676
Gefitinib,Crizotinib,OVCAR-4,ALMANAC,-2.75959313362692,-4.592751502990723
Lestaurtinib,Erlotinib,A101D,FRIEDMAN,-1.07345298944883,-4.517611980438232
Vemurafenib,Crizotinib,SW-620,ALMANAC,-19.5743781970185,-4.465974807739258
Axitinib,Vorinostat,T-47D,ALMANAC,-5.28089706800535,-7.821353912353516
Crizotinib,Ruxolitinib,HOP-62,ALMANAC,-4.05858379609111,-1.564115285873413
Axitinib,Vemurafenib,MOLT-4,ALMANAC,-19.9619162743787,-3.763006210327149
Vismodegib,Gefitinib,KM12,ALMANAC,-8.80515197423557,-5.313485145568848
Palbociclib,Lenalidomide,COLO 800,FRIEDMAN,-12.4418037720741,-2.9443044662475586
Abiraterone,thalidomide,LOX IMVI,ALMANAC,-31.3754958237612,-6.212584018707275
Vandetanib,Fulvestrant,SR,ALMANAC,2.20034277164746,-3.920629739761353
Pazopanib,VX-702,A375,FRIEDMAN,-5.97962814439066,-4.710529327392578
Nilotinib,Pioglitazone,SKMEL30,FRIEDMAN,-3.26106949312708,-4.082971572875977
Vandetanib,mitotane,LOX IMVI,ALMANAC,-14.531057011445,-3.0580575466156006
Navitoclax,Ruxolitinib,HDLM-2,NCATS_HL,8.24712416579437,-30.11859130859375
celecoxib,Romidepsin,HT29,ALMANAC,-34.8260914967314,-34.99575424194336
Romidepsin,thalidomide,SR,ALMANAC,-1.71627039012234,-35.178592681884766
Palbociclib,SNS-032,RVH-421,FRIEDMAN,0.0161474449667711,-4.079736232757568
Nilotinib,paclitaxel,A498,ALMANAC,-11.1767817248896,-4.357434272766113
Vemurafenib,Ruxolitinib,CAKI-1,ALMANAC,6.61234507361516,0.9683113098144532
Lenalidomide,Fulvestrant,UACC-257,ALMANAC,3.46450312480079,-3.3875572681427
vinblastine,Lapatinib,NCIH1650,ONEIL,-9.72499716390718,-4.764483451843262
Vismodegib,RAF265,LOX IMVI,FRIEDMAN,-8.01455617901491,-4.727182388305664
Lenalidomide,Dasatinib,SK-MEL-2,ALMANAC,-7.07978127013736,-5.090260982513428
Ruxolitinib,mitotane,COLO 205,ALMANAC,2.10214232920855,-3.905261516571045
Pazopanib,Lenalidomide,G-361,FRIEDMAN,-15.9567056480827,-4.920254707336426
Lapatinib,Sorafenib,MCF7,ALMANAC,-10.9423103600892,-5.508381843566895
VX-702,Lestaurtinib,COLO 792,FRIEDMAN,-8.36536659586984,-3.9425692558288574
raloxifene,thalidomide,SR,ALMANAC,3.15732143671005,-3.982905387878418
Nilotinib,Sorafenib,NCI-H460,ALMANAC,3.5286739368204,-6.538506507873535
raloxifene,Gefitinib,A498,ALMANAC,-2.9565431450934,-3.179544687271118
Palbociclib,Vatalanib,COLO 829,FRIEDMAN,-12.1876339975777,-4.003559589385986
Bexarotene,Vatalanib,SK-MEL-28,FRIEDMAN,19.144905115456,-6.452411651611328
Gefitinib,MEGESTROL ACETATE,MDA-MB-468,ALMANAC,-7.66458533619513,-4.975989818572998
VX-702,Vismodegib,UACC-257,FRIEDMAN,-5.84950608985589,-4.260839939117432
Lapatinib,Erlotinib,RKO,ONEIL,-6.32558602127377,-4.4544525146484375
Gefitinib,Vemurafenib,A549,ALMANAC,-3.19267551991861,-4.5385518074035645
Axitinib,celecoxib,OVCAR-4,ALMANAC,-0.443135773009891,-3.679255247116089
VX-702,Tanespimycin,IPC-298,FRIEDMAN,-4.33435111541994,-5.009182929992676
raloxifene,Vismodegib,UACC-257,ALMANAC,1.48847326133458,-3.2224538326263428
Vorinostat,Lapatinib,786-0,ALMANAC,-1.26492792033317,-8.46369743347168
Erlotinib,Cediranib,WT2-iPS,FRIEDMAN,-0.263720277955744,-4.612192153930664
Vemurafenib,Crizotinib,HCT-15,ALMANAC,-5.75629157598079,-4.415008544921875
Vemurafenib,Lapatinib,UO-31,ALMANAC,2.26081935137673,-4.740766525268555
