Drug A,Drug B,Cell Line Name,Score,Pred Score
VEMURAFENIB,IMATINIB,HT-29,-17.9,-7.340429306030273
DASATINIB,FULVESTRANT,NCI-H460,-2.55,-9.315207481384276
VEMURAFENIB,LAPATINIB,Caki-1,5.08,-5.857548713684082
MIFEPRISTONE,RUXOLITINIB,L-1236,-28.831,-13.242786407470703
AXITINIB,FULVESTRANT,MDA-MB-231,-8.91,-4.558249950408936
VINBLASTINE,SORAFENIB,UACC-62,5.265000000000001,-9.630952835083008
MEGESTROL ACETATE,LAPATINIB,KM12,-4.16,-5.785447120666504
VISMODEGIB,RALOXIFENE,SK-MEL-28,7.09,-0.3285896778106689
VANDETANIB,NILOTINIB,CCRF-CEM,0.23,-1.797940731048584
AXITINIB,LENALIDOMIDE,MOLT-4,-38.75,-9.573882102966309
CELECOXIB,SORAFENIB,Caki-1,-11.07,-5.423183917999268
TRETINOIN,SUNITINIB,OVCAR-5,1.5,-1.4413554668426514
RALOXIFENE,CELECOXIB,SF268,-0.52,-10.554481506347656
NILOTINIB,MITOTANE,M14,-4.68,-5.655757904052734
CRIZOTINIB,TRETINOIN,HCT 116,-8.22,-12.547943115234377
VINBLASTINE,SUNITINIB,UACC-62,2.5925,-4.64715576171875
VEMURAFENIB,CELECOXIB,PC-3,-2.96,-7.615103244781494
IMATINIB,ROMIDEPSIN,PC-3,-80.0,-35.482154846191406
MEGESTROL ACETATE,ROMIDEPSIN,NCI-H23,-75.32,-51.685340881347656
VEMURAFENIB,PACLITAXEL,OVCAR-5,-68.78,-15.332185745239258
VEMURAFENIB,PACLITAXEL,U-251MG,-4.41,-3.282285690307617
AXITINIB,SUNITINIB,NCI-H322M,1.12,-3.560293197631836
LENALIDOMIDE,LAPATINIB,SF539,-2.14,-5.630782127380371
RALOXIFENE,FULVESTRANT,BT-549,-0.87,2.0238828659057617
RALOXIFENE,THALIDOMIDE,HT-29,-0.66,-5.384010314941406
VANDETANIB,VEMURAFENIB,COLO 205,-15.01,-4.981503009796143
RALOXIFENE,PACLITAXEL,EKVX,-12.23,-31.59787940979004
VEMURAFENIB,TRETINOIN,M14,-11.38,-3.825173377990722
RUXOLITINIB,PACLITAXEL,MOLT-4,17.43,-16.40082550048828
AXITINIB,GEFITINIB,NCI-H522,5.28,-3.787745952606201
VEMURAFENIB,DASATINIB,MCF-7,-0.44,-1.463677167892456
FULVESTRANT,ARSENIC TRIOXIDE,RXF 393L,-12.0,-9.69953441619873
LENALIDOMIDE,IMATINIB,Caki-1,-1.45,-7.236929416656494
AXITINIB,VANDETANIB,UACC-62,-1.36,-9.162908554077148
MEGESTROL ACETATE,FULVESTRANT,HCC2998,1.5,-5.314770698547363
VISMODEGIB,PACLITAXEL,786-O,14.15,-11.961196899414062
DASATINIB,MITOTANE,UACC-62,2.07,-9.413753509521484
ABIRATERONE,AXITINIB,SF295,-1.56,-5.84464168548584
LENALIDOMIDE,SUNITINIB,NCI-H23,4.23,-8.635846138000488
RALOXIFENE,SUNITINIB,ACHN,-30.18,-9.020450592041016
ARECOLINE,RUXOLITINIB,L-1236,-11.16,-19.45816230773925
VANDETANIB,SORAFENIB,CCRF-CEM,-17.64,-5.211372375488281
CRIZOTINIB,VEMURAFENIB,HCC2998,-49.14,-13.467107772827148
GEFITINIB,DASATINIB,T-47D,0.68,-0.8586289882659912
RALOXIFENE,GEFITINIB,ACHN,-1.42,-14.259026527404783
NILOTINIB,FULVESTRANT,SR,-9.74,-2.019644260406494
VEMURAFENIB,DASATINIB,SK-MEL-2,-6.13,-4.571770191192627
VEMURAFENIB,VANDETANIB,Caki-1,-0.71,-9.382617950439451
VEMURAFENIB,DASATINIB,Hs 578T,-22.22,-7.857059001922607
RUXOLITINIB,VANDETANIB,UO-31,-3.86,-6.791861534118652
LENALIDOMIDE,MEGESTROL ACETATE,SW620,-9.15,-4.022054672241211
VEMURAFENIB,PACLITAXEL,ACHN,-2.08,-7.745862007141113
AXITINIB,SORAFENIB,MOLT-4,-3.89,-3.120042085647583
DOCETAXEL,ROMIDEPSIN,786-O,-13.09,-9.545329093933104
VINBLASTINE,GELDANAMYCIN,SK-MEL-30,-6.415,15.595596313476562
LENALIDOMIDE,IMATINIB,786-O,-0.72,-8.549507141113281
VISMODEGIB,RALOXIFENE,RXF 393L,6.02,-7.27852725982666
VISMODEGIB,SORAFENIB,SNB-75,-40.89,-3.926422595977783
ABIRATERONE,VISMODEGIB,KM12,4.4,-18.42608642578125
VEMURAFENIB,GEFITINIB,NCI-H322M,-6.57,-3.7498779296875
VEMURAFENIB,TRETINOIN,UO-31,5.02,-5.596954345703125
DOCETAXEL,ARSENIC TRIOXIDE,HOP-92,-2.75,-7.968573093414307
VISMODEGIB,MEGESTROL ACETATE,HCT 116,-12.23,-4.065893173217773
PIBOSEROD,RUXOLITINIB,L-1236,-28.07,-14.176589965820312
AXITINIB,SORAFENIB,Hs 578T,-17.98,-1.815226674079895
NILOTINIB,MITOTANE,UO-31,-2.85,-4.184701919555664
GEFITINIB,SORAFENIB,OVCAR-4,-10.24,-6.091444969177246
LENALIDOMIDE,PACLITAXEL,OVCAR-5,-4.1,-19.626150131225582
IMATINIB,MITOTANE,786-O,-2.89,-5.430105209350586
MEGESTROL ACETATE,NILOTINIB,A-549,-2.4,-2.650899887084961
CELECOXIB,IMATINIB,MDA-MB-231,-0.22,-7.036475658416748
PACLITAXEL,SUNITINIB,TK-10,-15.04,-7.173892498016357
CRIZOTINIB,SORAFENIB,HT-29,-9.84,-12.79965114593506
ABIRATERONE,VANDETANIB,OVCAR-5,-1.33,-8.609650611877441
MIRTAZAPINE,RUXOLITINIB,L-1236,-22.79,-18.76713180541992
VISMODEGIB,RALOXIFENE,K-562,4.61,-4.39906120300293
VEMURAFENIB,NILOTINIB,MOLT-4,-17.51,-4.258835792541504
VEMURAFENIB,GEFITINIB,HCC2998,4.87,-4.9970550537109375
ROMIDEPSIN,DASATINIB,OVCAR-3,-21.94,-23.980621337890625
AXITINIB,SUNITINIB,SK-MEL-28,-3.25,-2.1612884998321533
RUXOLITINIB,DOCETAXEL,HCT 15,-33.48,-8.382447242736816
CRIZOTINIB,TRETINOIN,SK-MEL-5,-3.3,-7.490828037261963
VISMODEGIB,VEMURAFENIB,UACC-62,7.74,-12.862911224365234
VISMODEGIB,PACLITAXEL,NCI-H23,3.41,-11.786359786987305
FULVESTRANT,DOCETAXEL,ACHN,2.67,-8.777551651000977
TRETINOIN,PACLITAXEL,MCF-7,7.22,-5.923406600952148
RUXOLITINIB,NILOTINIB,HCT 15,-12.15,-1.6536686420440674
LENALIDOMIDE,VEMURAFENIB,SF268,-2.07,-17.684043884277344
PACLITAXEL,DASATINIB,SK-MEL-28,3.96,-3.915919542312622
TRETINOIN,ROMIDEPSIN,SN12C,-52.23,-33.500755310058594
LAPATINIB,FULVESTRANT,SF539,-2.86,-4.624181270599365
ABIRATERONE,NILOTINIB,A-498,-5.23,1.3398380279541016
AXITINIB,DASATINIB,RPMI-8226,-12.18,-0.7812436819076538
NILOTINIB,ARSENIC TRIOXIDE,Hs 578T,1.93,-11.009773254394531
VEMURAFENIB,VANDETANIB,786-O,0.89,-8.776187896728516
MEGESTROL ACETATE,ARSENIC TRIOXIDE,EKVX,-20.56,-24.85860061645508
NILOTINIB,FULVESTRANT,TK-10,-1.62,-5.7550554275512695
RALOXIFENE,LAPATINIB,HCT 15,-0.5,-8.212825775146484
CRIZOTINIB,MEGESTROL ACETATE,LOX-IMVI,-8.48,-7.953150272369385
ABIRATERONE,CRIZOTINIB,MDA-MB-231,2.71,-21.61607360839844
CRIZOTINIB,RALOXIFENE,COLO 205,-8.64,-10.265653610229492
DASATINIB,ARSENIC TRIOXIDE,T-47D,-0.45,-10.63776397705078
VEMURAFENIB,SORAFENIB,T-47D,-5.57,-6.37148380279541
ERLOTINIB,GELDANAMYCIN,HT-144,5.3175,28.564849853515625
VISMODEGIB,CELECOXIB,SF295,-0.69,-4.814815044403076
METFORMIN,SORAFENIB,RPMI-7951,-10.1525,-15.542657852172852
CELECOXIB,NILOTINIB,CCRF-CEM,-1.23,-0.7297775745391846
RALOXIFENE,CELECOXIB,Caki-1,0.33,-7.633905410766602
ABIRATERONE,PACLITAXEL,A-549,8.86,-17.894325256347656
CELECOXIB,LAPATINIB,MOLT-4,-3.94,-4.706785678863525
AXITINIB,DOCETAXEL,RPMI-8226,-39.28,-4.4175639152526855
GEFITINIB,VEMURAFENIB,HCT 116,-1.31,-4.058633327484131
METHYLDOPA,RUXOLITINIB,L-1236,-26.687,-18.4490909576416
CELECOXIB,THALIDOMIDE,SNB-75,-0.85,-1.414513111114502
RALOXIFENE,DASATINIB,Caki-1,-34.47,-6.583555221557617
TRETINOIN,MITOTANE,SK-MEL-28,3.02,-0.4249212741851806
MEGESTROL ACETATE,VEMURAFENIB,NCI-H522,2.31,-12.244274139404297
NILOTINIB,ROMIDEPSIN,HT-29,-69.8,-47.682037353515625
DOCETAXEL,ROMIDEPSIN,HCT 116,-23.8,-26.125709533691406
VISMODEGIB,LAPATINIB,MOLT-4,-9.0,-7.001073837280273
VEMURAFENIB,ROMIDEPSIN,NCI-H460,-59.28,-19.717517852783203
CRIZOTINIB,ARSENIC TRIOXIDE,Caki-1,-28.42,-5.314940452575684
VISMODEGIB,NILOTINIB,HOP-92,1.46,-4.08582878112793
RUXOLITINIB,RALOXIFENE,EKVX,5.34,-10.71914291381836
VANDETANIB,IMATINIB,NCI-H322M,-7.86,-6.198332786560059
DASATINIB,MITOTANE,MCF-7,-5.27,-4.983039379119873
GEFITINIB,ROMIDEPSIN,OVCAR-4,-8.07,-28.989625930786133
CRIZOTINIB,ABIRATERONE,RPMI-8226,-2.84,-1.52351975440979
VEMURAFENIB,NILOTINIB,M14,-5.62,0.1703765392303466
