Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sorafenib,OVCAR3,ALMANAC,-56.122721799997,-15.460530281066896
Nilotinib,Linsitinib,A2058,FRIEDMAN,6.77918667248322,-5.023604869842529
Vandetanib,raloxifene,K-562,ALMANAC,-0.0150611069314956,-5.04303503036499
Palbociclib,Dasatinib,SKMEL30,FRIEDMAN,8.47029863366818,-2.9636356830596924
MEGESTROL ACETATE,Crizotinib,SF-539,ALMANAC,-2.57413125595071,-4.997128963470459
Navitoclax,VX-702,A375,FRIEDMAN,9.7515293317828,2.1008145809173584
raloxifene,celecoxib,SK-MEL-2,ALMANAC,-8.65959398467895,-5.043156147003174
Abiraterone,celecoxib,RPMI-8226,ALMANAC,-10.8476643767466,-5.043196678161621
MEGESTROL ACETATE,Vorinostat,NCI-H522,ALMANAC,0.902561289987206,-12.56727409362793
Crizotinib,celecoxib,UO-31,ALMANAC,3.82105629128178,-5.058340072631836
Dasatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,0.0586948319991487,-4.344195365905762
Lenalidomide,Imatinib,A498,ALMANAC,-4.09852925248433,-5.043063640594482
Ruxolitinib,MEGESTROL ACETATE,COLO 205,ALMANAC,-7.98205549731415,-4.674786567687988
Vismodegib,Romidepsin,SF-539,ALMANAC,-51.4108150902313,-33.53494644165039
celecoxib,Fulvestrant,SF-539,ALMANAC,-1.30780642233404,-5.043200492858887
Ruxolitinib,Lenalidomide,KM12,ALMANAC,-3.88736144460606,-5.039287567138672
Lenalidomide,Crizotinib,NCI-H522,ALMANAC,-4.66323858247907,-5.043196201324463
Pazopanib,Vismodegib,451Lu,FRIEDMAN,-9.91891980635819,-4.337275981903076
Vandetanib,Dasatinib,HS 578T,ALMANAC,-26.2156741756532,-5.020120620727539
Gefitinib,Dasatinib,HCT116,ALMANAC,-17.6779700107261,-5.022934436798096
Sunitinib,Erlotinib,NCIH520,ONEIL,10.2532613363299,-5.043200492858887
Vatalanib,Lenalidomide,IPC-298,FRIEDMAN,1.22901690851424,-5.043165683746338
