Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sunitinib,CCRF-CEM,ALMANAC,-15.9638552996211,-14.70999526977539
Pazopanib,Sunitinib,SK-MEL-2,FRIEDMAN,3.25229928350652,-4.610926628112793
Fulvestrant,Sorafenib,EKVX,ALMANAC,-7.23696935762981,-6.285289764404297
RAF265,Lenalidomide,A2058,FRIEDMAN,-10.4900172010652,-9.55303192138672
Gefitinib,Crizotinib,OVCAR-4,ALMANAC,-2.75959313362692,-0.6929334402084351
Lestaurtinib,Erlotinib,A101D,FRIEDMAN,-1.07345298944883,-3.1282389163970947
Vemurafenib,Crizotinib,SW-620,ALMANAC,-19.5743781970185,-9.632267951965332
Axitinib,Vorinostat,T-47D,ALMANAC,-5.28089706800535,-8.909110069274902
Crizotinib,Ruxolitinib,HOP-62,ALMANAC,-4.05858379609111,0.184166669845581
Axitinib,Vemurafenib,MOLT-4,ALMANAC,-19.9619162743787,-6.4528398513793945
Vismodegib,Gefitinib,KM12,ALMANAC,-8.80515197423557,-1.3072848320007324
Palbociclib,Lenalidomide,COLO 800,FRIEDMAN,-12.4418037720741,-19.113012313842773
Abiraterone,thalidomide,LOX IMVI,ALMANAC,-31.3754958237612,-3.670319557189941
Vandetanib,Fulvestrant,SR,ALMANAC,2.20034277164746,0.2055766582489013
Pazopanib,VX-702,A375,FRIEDMAN,-5.97962814439066,-2.011733055114746
Nilotinib,Pioglitazone,SKMEL30,FRIEDMAN,-3.26106949312708,-5.272394180297852
Vandetanib,mitotane,LOX IMVI,ALMANAC,-14.531057011445,-2.4404296875
Navitoclax,Ruxolitinib,HDLM-2,NCATS_HL,8.24712416579437,-2.675466299057007
celecoxib,Romidepsin,HT29,ALMANAC,-34.8260914967314,-42.6540641784668
Romidepsin,thalidomide,SR,ALMANAC,-1.71627039012234,-30.23104858398437
Palbociclib,SNS-032,RVH-421,FRIEDMAN,0.0161474449667711,2.284315586090088
Nilotinib,paclitaxel,A498,ALMANAC,-11.1767817248896,-13.04470157623291
Vemurafenib,Ruxolitinib,CAKI-1,ALMANAC,6.61234507361516,2.255560874938965
Lenalidomide,Fulvestrant,UACC-257,ALMANAC,3.46450312480079,-1.055850625038147
vinblastine,Lapatinib,NCIH1650,ONEIL,-9.72499716390718,-1.801486015319824
Vismodegib,RAF265,LOX IMVI,FRIEDMAN,-8.01455617901491,-1.803277373313904
Lenalidomide,Dasatinib,SK-MEL-2,ALMANAC,-7.07978127013736,-10.43427848815918
Ruxolitinib,mitotane,COLO 205,ALMANAC,2.10214232920855,-2.2575807571411133
Pazopanib,Lenalidomide,G-361,FRIEDMAN,-15.9567056480827,-6.020573616027832
Lapatinib,Sorafenib,MCF7,ALMANAC,-10.9423103600892,-4.065018653869629
VX-702,Lestaurtinib,COLO 792,FRIEDMAN,-8.36536659586984,-2.2676022052764893
raloxifene,thalidomide,SR,ALMANAC,3.15732143671005,-3.674309968948364
Nilotinib,Sorafenib,NCI-H460,ALMANAC,3.5286739368204,-6.058344841003418
raloxifene,Gefitinib,A498,ALMANAC,-2.9565431450934,-9.967183113098145
Palbociclib,Vatalanib,COLO 829,FRIEDMAN,-12.1876339975777,-5.794776916503906
Bexarotene,Vatalanib,SK-MEL-28,FRIEDMAN,19.144905115456,-10.331828117370604
Gefitinib,MEGESTROL ACETATE,MDA-MB-468,ALMANAC,-7.66458533619513,-5.891730308532715
VX-702,Vismodegib,UACC-257,FRIEDMAN,-5.84950608985589,-8.206574440002441
Lapatinib,Erlotinib,RKO,ONEIL,-6.32558602127377,3.4338204860687256
Gefitinib,Vemurafenib,A549,ALMANAC,-3.19267551991861,-2.6598598957061768
Axitinib,celecoxib,OVCAR-4,ALMANAC,-0.443135773009891,-3.503270387649536
VX-702,Tanespimycin,IPC-298,FRIEDMAN,-4.33435111541994,-6.506087303161621
raloxifene,Vismodegib,UACC-257,ALMANAC,1.48847326133458,-3.8994040489196777
Vorinostat,Lapatinib,786-0,ALMANAC,-1.26492792033317,-4.715551376342773
Erlotinib,Cediranib,WT2-iPS,FRIEDMAN,-0.263720277955744,-2.026718139648437
Vemurafenib,Crizotinib,HCT-15,ALMANAC,-5.75629157598079,-5.002714157104492
Vemurafenib,Lapatinib,UO-31,ALMANAC,2.26081935137673,-7.563043594360352
Sunitinib,geldanamycin,OCUBM,ONEIL,6.80321923705408,-2.146202087402344
gemfibrozil,Ruxolitinib,L-1236,NCATS_HL,-2.60313908817288,-17.25445556640625
raloxifene,Sunitinib,ACHN,ALMANAC,-7.5005989124769,-9.392133712768556
Enzastaurin,Vatalanib,451Lu,FRIEDMAN,0.656478126366572,-6.53560733795166
Fingolimod,Sorafenib,MeWo,FRIEDMAN,-15.7805623566002,-27.741817474365234
Gefitinib,Navitoclax,HCC1419,ASTRAZENECA,-0.275603304223254,-2.0139307975769043
Vismodegib,Nilotinib,SF-268,ALMANAC,3.41734984850919,-2.060676336288452
raloxifene,Vandetanib,A549,ALMANAC,-4.3427347248035,-3.265103816986084
Navitoclax,Erlotinib,IST-MEL1,FRIEDMAN,12.0251565642469,6.095972061157227
raloxifene,Vismodegib,NCI-H522,ALMANAC,-12.3493290714203,-8.744722366333008
Axitinib,Gefitinib,A498,ALMANAC,10.2549700840786,-4.89846658706665
Vismodegib,Sorafenib,NCIH23,ALMANAC,-17.889314030948,-6.432639598846436
metformin,Vorinostat,LOVO,ONEIL,-35.0272315856836,-13.208751678466797
Lenalidomide,Fulvestrant,NCI-H322M,ALMANAC,3.0347291101173,-0.2856743335723877
Vemurafenib,paclitaxel,EKVX,ALMANAC,-21.5358850098833,-16.704166412353516
Nilotinib,Sorafenib,COLO 792,FRIEDMAN,-13.909077807426,-5.457526206970215
Pazopanib,Enzastaurin,A2058,FRIEDMAN,3.60335263722705,-5.541936874389648
Tideglusib,Erlotinib,SKMEL30,FRIEDMAN,6.37465416420459,-0.1720128059387207
Enzastaurin,Vismodegib,A101D,FRIEDMAN,13.5606351149086,-8.589035987854004
Lapatinib,RAF265,WT2-iPS,FRIEDMAN,-10.3723838915222,-7.189367294311523
Vemurafenib,Lenalidomide,RPMI-8226,ALMANAC,1.73226480653365,-2.531574487686157
Navitoclax,Pazopanib,RPMI7951,FRIEDMAN,3.39692796274759,14.303068161010742
MEGESTROL ACETATE,Imatinib,TK-10,ALMANAC,-1.22810079344137,-5.410701274871826
Linsitinib,Fingolimod,WM115,FRIEDMAN,-31.3559031377909,-20.15711975097656
Nilotinib,Sunitinib,WT2-iPS,FRIEDMAN,-19.6013720092394,-7.422991752624512
Vandetanib,Nilotinib,EKVX,ALMANAC,-3.47150733776869,-3.798218011856079
Lenalidomide,Vorinostat,UO-31,ALMANAC,-3.89684870609922,-5.222530364990234
VX-702,Vatalanib,WT2-iPS,FRIEDMAN,5.61385942547688,-5.399909973144531
MEGESTROL ACETATE,Vemurafenib,ACHN,ALMANAC,-7.79802338069635,-11.4305419921875
Lenalidomide,SNS-032,MeWo,FRIEDMAN,-21.6044504485756,-4.078732490539551
Axitinib,Fulvestrant,HOP-62,ALMANAC,6.45258757053858,-1.9566943645477293
Sunitinib,Erlotinib,COLO 800,FRIEDMAN,-37.38256536328,0.9259881973266602
Axitinib,thalidomide,COLO 205,ALMANAC,5.09415150811363,-2.440869808197021
Ruxolitinib,Tideglusib,SK-MEL-2,FRIEDMAN,-11.2245842888641,-9.583470344543455
Linsitinib,Cediranib,SK-MEL-2,FRIEDMAN,7.17005399178927,-1.1609153747558594
Gefitinib,Vorinostat,CCRF-CEM,ALMANAC,-6.81468106566196,-10.296513557434082
Crizotinib,Ruxolitinib,CCRF-CEM,ALMANAC,-20.015595624498,-3.1980583667755127
Gefitinib,mitotane,MOLT-4,ALMANAC,-10.5190462644167,-2.619657039642334
Axitinib,Romidepsin,HCT-15,ALMANAC,-1.33143014467093,-22.25187873840332
Ruxolitinib,Gefitinib,OVCAR3,ALMANAC,-6.33501819590225,-3.314049243927002
Gefitinib,Dasatinib,RPMI-8226,ALMANAC,4.32838100535184,-2.714148998260498
RAF265,Cediranib,451Lu,FRIEDMAN,-14.1699747412209,-9.10483169555664
Tideglusib,Lenalidomide,COLO 800,FRIEDMAN,-5.24411007486229,-9.529794692993164
Crizotinib,Erlotinib,SK-MEL-2,FRIEDMAN,6.34280564783718,0.9035866260528564
Axitinib,MEGESTROL ACETATE,HCC-2998,ALMANAC,-15.3717523736547,-5.827486515045166
raloxifene,Ruxolitinib,786-0,ALMANAC,0.767826525466755,-2.898946762084961
Axitinib,Dasatinib,SF-539,ALMANAC,3.35534285393721,1.6042118072509766
Vandetanib,Vorinostat,UACC-812,ASTRAZENECA,-6.07607381981371,-13.7864351272583
Erlotinib,Dasatinib,UACC62,FRIEDMAN,4.33411743304411,-1.007979393005371
Dasatinib,Lapatinib,NCI-H226,ALMANAC,3.16404226296697,-2.8122446537017822
Imatinib,Romidepsin,SF-539,ALMANAC,-29.984386582641,-49.14104080200195
Vandetanib,mitotane,UACC62,ALMANAC,-6.51194313781586,-1.918410301208496
raloxifene,Vandetanib,HCT-15,ALMANAC,-0.862944793083409,-6.458488464355469
Tideglusib,Dasatinib,SK-MEL-2,FRIEDMAN,4.83207496484385,-5.202481269836426
Lenalidomide,Midostaurin,SK-MEL-5,FRIEDMAN,-13.4649648002719,-6.678654193878174
dexamethasone,geldanamycin,RPMI7951,ONEIL,-34.3143130117107,-1.0229954719543457
Vismodegib,Vemurafenib,SF-539,ALMANAC,1.12767365549948,-3.126127958297729
MEGESTROL ACETATE,Dasatinib,SK-MEL-28,ALMANAC,-1.96417747925929,-19.69197654724121
Abiraterone,Lapatinib,TK-10,ALMANAC,-6.99504089125214,2.6272714138031006
Crizotinib,raloxifene,T-47D,ALMANAC,4.60309920556496,-1.942474126815796
Sorafenib,thalidomide,HCT-15,ALMANAC,-13.4575158748054,-3.857713222503662
Vemurafenib,Nilotinib,SK-OV-3,ALMANAC,0.394552893589899,-11.556655883789062
Gefitinib,Nilotinib,ACHN,ALMANAC,-2.80803255599084,-0.8602213859558105
Abiraterone,Dasatinib,HT29,ALMANAC,0.733476343028217,-6.006615161895752
Lenalidomide,Sorafenib,CAKI-1,ALMANAC,-5.31224997283128,-6.385684967041016
Romidepsin,Sunitinib,MOLT-4,ALMANAC,-14.2854065925891,-31.28899383544922
Vandetanib,Abiraterone,NCI-H322M,ALMANAC,-13.9843576096523,-5.066810607910156
Crizotinib,Vemurafenib,UACC-257,ALMANAC,-6.11634844921911,-1.3095803260803225
Axitinib,Gefitinib,RXF 393,ALMANAC,3.7819464038232,4.162880897521973
Bexarotene,RAF265,LOX IMVI,FRIEDMAN,-30.7570891928392,-4.9039716720581055
Sunitinib,RAF265,WT2-iPS,FRIEDMAN,1.63617635941736,-12.659119606018066
Sunitinib,Lapatinib,CAOV3,ONEIL,14.8229623836697,-3.297135353088379
Lestaurtinib,Tanespimycin,A375,FRIEDMAN,-12.8582653511049,-3.13956069946289
Navitoclax,VX-702,451Lu,FRIEDMAN,-1.79626055819425,3.860963344573975
MEGESTROL ACETATE,Sorafenib,NCIH23,ALMANAC,-25.5580592380756,-7.585095405578613
Vorinostat,Lapatinib,COLO 205,ALMANAC,-5.34278946962618,-10.801556587219238
fenofibrate,Ruxolitinib,L-1236,NCATS_HL,-26.0065459135175,-20.23839569091797
Lestaurtinib,Sorafenib,RVH-421,FRIEDMAN,10.674199472027,-6.063350200653076
Linsitinib,Crizotinib,G-361,FRIEDMAN,5.83988014820062,-2.967690944671631
Vorinostat,mitotane,OVCAR-5,ALMANAC,-35.2839454647183,-14.432518005371094
MEGESTROL ACETATE,Vorinostat,UACC-257,ALMANAC,-26.5920082472213,-23.578718185424805
Ruxolitinib,celecoxib,SNB-75,ALMANAC,-5.12256977234687,-1.856325626373291
Lenalidomide,Crizotinib,IGROV1,ALMANAC,-2.68003061013147,-6.268558979034424
Abiraterone,Romidepsin,NCIH23,ALMANAC,-47.0956889881476,-48.7065658569336
Dasatinib,Fulvestrant,RXF 393,ALMANAC,-14.1023107346994,-4.2871599197387695
Sorafenib,mitotane,SK-MEL-5,ALMANAC,4.71542017742068,-4.284760475158691
vinblastine,Dasatinib,A2058,ONEIL,-8.677497573270493,-13.188558578491213
Imatinib,Sunitinib,ACHN,ALMANAC,-5.03468485909802,-5.355459213256836
metformin,Sorafenib,T-47D,ONEIL,-1.3326443092463092,-13.981451988220217
raloxifene,Vemurafenib,NCI-H322M,ALMANAC,-10.47570765507033,0.1585769653320312
vinblastine,Sunitinib,OCUBM,ONEIL,0.8069046214032297,-7.967376708984375
Gefitinib,Sorafenib,IGROV1,ALMANAC,-7.02071599105862,-4.113955020904541
Enzastaurin,Tideglusib,SKMEL30,FRIEDMAN,-13.4333424167583,-11.697187423706056
Erlotinib,RAF265,SKMEL30,FRIEDMAN,4.67842375697983,-2.1333909034729004
Ruxolitinib,Nilotinib,NCI-H322M,ALMANAC,-2.99594179604734,-4.188116073608398
Axitinib,Vismodegib,MOLT-4,ALMANAC,-20.7556172460273,-2.31719708442688
Dasatinib,RAF265,SKMEL30,FRIEDMAN,6.71898723037359,-2.1357898712158203
Pazopanib,Palbociclib,A101D,FRIEDMAN,10.7934914633005,-6.480825424194336
Sunitinib,Erlotinib,SKMEL30,FRIEDMAN,15.3966376462977,1.4541614055633545
Ruxolitinib,Fulvestrant,T-47D,ALMANAC,-6.38780570389028,-14.489934921264648
Crizotinib,Lapatinib,SK-MEL-5,FRIEDMAN,4.05374837450968,-0.5255517959594727
Erlotinib,Pioglitazone,SKMEL30,FRIEDMAN,0.979696152508679,-4.876835823059082
Vemurafenib,Lapatinib,COLO 205,ALMANAC,-5.65721227353121,-4.192726135253906
Sunitinib,Cediranib,LB2518-MEL,FRIEDMAN,-4.51770729696708,2.085156440734864
dexamethasone,Sunitinib,NCIH23,ONEIL,-22.6841489367301,-8.86638069152832
MEGESTROL ACETATE,celecoxib,DU-145,ALMANAC,-11.9142067484361,-4.937942981719971
celecoxib,paclitaxel,HCT116,ALMANAC,-41.177171811292,-15.677194595336914
Vismodegib,Abiraterone,NCI-H322M,ALMANAC,1.41960012219527,-3.656378746032715
raloxifene,Sorafenib,U251,ALMANAC,-4.75776375972275,-4.179901599884033
Ruxolitinib,Gefitinib,COLO 205,ALMANAC,-4.36190346254314,-1.906172275543213
raloxifene,MEGESTROL ACETATE,K-562,ALMANAC,11.4724625532481,-4.656506061553955
celecoxib,Sunitinib,HCT116,ALMANAC,-4.25413301169647,-3.770276546478272
Gefitinib,Nilotinib,786-0,ALMANAC,4.66179331812081,-1.6697068214416504
Axitinib,Imatinib,CCRF-CEM,ALMANAC,-5.53780011060113,-2.5220775604248047
celecoxib,Sorafenib,HCC-2998,ALMANAC,-6.97628843050295,-8.078311920166016
Crizotinib,Gefitinib,PC-3,ALMANAC,11.5741920677948,-2.5602025985717773
Sunitinib,Sorafenib,LOX IMVI,FRIEDMAN,-25.7868018788954,-7.303867340087891
Imatinib,Fulvestrant,IGROV1,ALMANAC,-0.400964724829986,-0.8861963748931885
Nilotinib,Lestaurtinib,RPMI7951,FRIEDMAN,13.703994379888,-4.157464981079102
Nilotinib,Sunitinib,MeWo,FRIEDMAN,1.54518325654077,-3.773715019226074
Crizotinib,Romidepsin,TK-10,ALMANAC,-43.4586729900647,-31.012624740600582
Dasatinib,Sunitinib,SK-MEL-5,ALMANAC,-2.12367204134961,2.09699821472168
Lestaurtinib,Crizotinib,LOX IMVI,FRIEDMAN,-50.1496516305015,-4.446077346801758
Lenalidomide,Sunitinib,M14,ALMANAC,0.422542903753997,-5.399852752685547
Vandetanib,Nilotinib,UO-31,ALMANAC,-4.94315392692664,-3.92915153503418
Vemurafenib,Vandetanib,SK-OV-3,ALMANAC,-21.5950851909788,-8.809150695800781
Dasatinib,Sorafenib,786-0,ALMANAC,-15.5221169337245,-11.822393417358398
Lenalidomide,Sorafenib,EKVX,ALMANAC,-15.2358855558774,-9.280447959899902
Vandetanib,Enzastaurin,MDA-MB-361,ASTRAZENECA,-10.9181234894216,-4.52802848815918
Gefitinib,Romidepsin,HCT-15,ALMANAC,4.92969784576437,-16.767791748046875
Vismodegib,Abiraterone,SW-620,ALMANAC,-2.50859996875732,0.0815906524658203
MEGESTROL ACETATE,mitotane,NCI-H322M,ALMANAC,-4.14808628540633,-5.90526008605957
Lenalidomide,Gefitinib,ACHN,ALMANAC,-1.34908525563493,-2.20217514038086
Axitinib,Gefitinib,MCF7,ALMANAC,9.50225140146315,-1.525706768035889
Crizotinib,Gefitinib,OVCAR-8,ALMANAC,7.9691317397667,-1.522897243499756
Vemurafenib,MEGESTROL ACETATE,TK-10,ALMANAC,-7.02345412850382,-1.7710450887680054
Vemurafenib,Vorinostat,EKVX,ALMANAC,-0.566031842736029,-13.468761444091797
Abiraterone,Lapatinib,OVCAR-8,ALMANAC,-2.1037052033357,-5.836328029632568
Crizotinib,raloxifene,MDA-MB-231,ALMANAC,-0.44851591356439,-6.383602142333984
Linsitinib,Sunitinib,COLO 829,FRIEDMAN,15.9432632564746,-6.969122886657715
Crizotinib,raloxifene,COLO 205,ALMANAC,1.94937924028898,-6.703060626983643
Vandetanib,Lenalidomide,EKVX,ALMANAC,-28.0801703187947,-11.153335571289062
RAF265,SNS-032,Mel Ho,FRIEDMAN,14.0279373979248,-0.4955894947052002
Sunitinib,RAF265,A2058,FRIEDMAN,-17.2344911973728,-4.130168914794922
Vismodegib,Bexarotene,Mel Ho,FRIEDMAN,11.6266190697563,-2.427497386932373
Vismodegib,Lenalidomide,NCI-H522,ALMANAC,-1.27338101151143,-1.2487890720367432
Vemurafenib,Crizotinib,EKVX,ALMANAC,-6.20509866469392,-8.214499473571777
Crizotinib,thalidomide,SR,ALMANAC,-27.1365190186405,-5.847309112548828
Bexarotene,Cediranib,WT2-iPS,FRIEDMAN,-7.90657753084961,-5.145665645599365
MEGESTROL ACETATE,Dasatinib,COLO 205,ALMANAC,-5.7862746631855,-14.151838302612305
Vemurafenib,Vismodegib,786-0,ALMANAC,2.65997267131671,-1.6677651405334473
Lestaurtinib,Crizotinib,MeWo,FRIEDMAN,-7.30359965164538,-2.1241118907928467
Ruxolitinib,SNS-032,WT2-iPS,FRIEDMAN,-2.93905096783494,-2.749701976776123
Crizotinib,SNS-032,A2058,FRIEDMAN,-5.2983101110366,-5.447593688964844
Ruxolitinib,paclitaxel,SK-MEL-28,ALMANAC,-35.6471635552642,-11.33733081817627
Tanespimycin,Cediranib,A2058,FRIEDMAN,4.60736488308026,29.154586791992188
Abiraterone,Lapatinib,HS 578T,ALMANAC,-4.96093823538754,-1.215630292892456
Lapatinib,Fulvestrant,K-562,ALMANAC,2.46570333445373,1.8676321506500244
Nilotinib,Vismodegib,WM115,FRIEDMAN,-12.6151868375312,-12.25832176208496
MEGESTROL ACETATE,Romidepsin,OVCAR-4,ALMANAC,-74.8415703534652,-47.08906555175781
Crizotinib,Sunitinib,NCI-H522,ALMANAC,-1.93615936459942,-2.145293474197388
Vismodegib,Fulvestrant,CAKI-1,ALMANAC,-2.98539225437815,-1.1163110733032229
Nilotinib,Lestaurtinib,A101D,FRIEDMAN,-16.918556059914,-3.0073204040527344
paclitaxel,Fulvestrant,MCF7,ALMANAC,1.59568717266776,-11.952108383178713
Enzastaurin,VX-702,SK-MEL-28,FRIEDMAN,4.49514588431854,-4.30152702331543
Axitinib,Dasatinib,HCT116,ALMANAC,-4.50860248385791,11.11674976348877
Gefitinib,Fulvestrant,MOLT-4,ALMANAC,5.00483092399829,0.5790107250213623
Vatalanib,Cediranib,A375,FRIEDMAN,11.6700350921764,3.597130060195923
Vandetanib,Abiraterone,A498,ALMANAC,-9.4369324612407,-5.4245147705078125
Crizotinib,Lenalidomide,SF-539,ALMANAC,0.75630859446408,-0.2545523643493652
Gefitinib,Nilotinib,MCF7,ALMANAC,1.63957224759003,-1.2004508972167969
Sunitinib,Tanespimycin,COLO 792,FRIEDMAN,21.7832541241534,2.318424224853516
Axitinib,Imatinib,786-0,ALMANAC,-4.84693647839546,-3.348504066467285
Vismodegib,thalidomide,NCI-H460,ALMANAC,-2.76952547024497,-6.806336402893066
Vismodegib,raloxifene,SF-295,ALMANAC,2.84482097729179,-1.676845908164978
Lenalidomide,Vemurafenib,TK-10,ALMANAC,-6.44378711841402,-5.075403690338135
Linsitinib,Lapatinib,WM115,FRIEDMAN,-10.5581342111656,-2.094046831130981
Vemurafenib,thalidomide,TK-10,ALMANAC,2.43862960553023,-2.831231117248535
Vemurafenib,Lenalidomide,LOX IMVI,ALMANAC,-1.67256989147613,-7.645208358764648
Crizotinib,Lenalidomide,SK-MEL-5,FRIEDMAN,7.68374901448236,-6.545529842376709
Sunitinib,Fulvestrant,RPMI-8226,ALMANAC,-3.28022215180439,-3.4215450286865234
Erlotinib,Sorafenib,RKO,ONEIL,2.099307195887115,-4.809752464294434
Tanespimycin,Midostaurin,SK-MEL-28,FRIEDMAN,-33.6543701042561,5.527710914611816
raloxifene,Crizotinib,HCT116,ALMANAC,-8.67652434399928,-5.891805648803711
Lestaurtinib,Vismodegib,A2058,FRIEDMAN,-2.76907560434824,-3.4583187103271484
Crizotinib,Ruxolitinib,786-0,ALMANAC,0.152833278594123,-7.213366031646728
Vorinostat,thalidomide,RXF 393,ALMANAC,-1.44808661235916,-6.059525489807129
cilostazol,Ruxolitinib,L-1236,NCATS_HL,-17.1629721281397,-28.22029495239257
Tideglusib,Lestaurtinib,SK-MEL-28,FRIEDMAN,10.6597523549858,-6.872369289398193
Ruxolitinib,Lestaurtinib,COLO 829,FRIEDMAN,7.43525272291676,-5.253296852111816
Bexarotene,Erlotinib,RVH-421,FRIEDMAN,-0.81386055074885,-2.6609463691711426
Linsitinib,Tanespimycin,G-361,FRIEDMAN,-12.0235797143751,-22.16155242919922
Crizotinib,celecoxib,SF-268,ALMANAC,-0.128651998705421,0.1137380599975586
Crizotinib,Dasatinib,SK-MEL-28,ALMANAC,-8.62042731444847,-1.3150181770324707
Ruxolitinib,paclitaxel,DU-145,ALMANAC,-10.0150422359361,-10.876070022583008
Vandetanib,Abiraterone,UACC-257,ALMANAC,6.49797097876143,-1.9846439361572263
Lapatinib,Sorafenib,OVCAR-8,ALMANAC,-6.20742444569938,-4.55552864074707
Axitinib,Vorinostat,SW-620,ALMANAC,-0.709167377968708,-11.793010711669922
Ruxolitinib,Nilotinib,MCF7,ALMANAC,5.0892970085176,-0.2746782302856445
Ruxolitinib,Gefitinib,MCF7,ALMANAC,5.46149749976551,-0.7427153587341309
raloxifene,Axitinib,MDA-MB-231,ALMANAC,-4.29562770144578,-1.431490182876587
vinblastine,geldanamycin,HCT116,ONEIL,-6.13466459150186,-5.545815467834473
Enzastaurin,SNS-032,451Lu,FRIEDMAN,11.9661796422555,-4.76845645904541
Crizotinib,Vemurafenib,HOP-92,ALMANAC,-3.01328071934001,-2.6720638275146484
Ruxolitinib,celecoxib,UACC-257,ALMANAC,-0.604219901121727,-3.1995060443878174
Ruxolitinib,Imatinib,SN12C,ALMANAC,-0.562078661907361,-3.18973159790039
Dasatinib,Lenalidomide,MZ-MEL-2,FRIEDMAN,-3.80436437069743,-6.066736698150635
Emricasan,Ruxolitinib,L-1236,NCATS_HL,-33.6179353531868,-13.149002075195312
Crizotinib,Vorinostat,SF-268,ALMANAC,-0.0075367755136222,-1.414236068725586
MEGESTROL ACETATE,Sunitinib,A549,ALMANAC,-2.68104261690877,-5.315717697143555
