Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
paclitaxel,Sunitinib,ACHN,ALMANAC,5.6714095358599,-13.629331588745115
raloxifene,Vismodegib,HT29,ALMANAC,-4.76255196765668,-13.465312957763672
Axitinib,Vandetanib,UACC-257,ALMANAC,3.66313041087705,-2.4165496826171875
Vismodegib,Axitinib,NCI-H522,ALMANAC,0.575967253941316,-9.32828140258789
Nilotinib,Enzastaurin,SK-MEL-5,FRIEDMAN,-12.0132089345431,-14.38884735107422
Nilotinib,Cediranib,UACC62,FRIEDMAN,5.43540834419154,-3.2950477600097656
Ruxolitinib,Vandetanib,UO-31,ALMANAC,1.89336396504734,-5.4933929443359375
Imatinib,Romidepsin,UACC62,ALMANAC,-64.2987925756874,-25.26898002624512
Enzastaurin,Lestaurtinib,SKMEL30,FRIEDMAN,15.9817503490381,-6.748196601867676
Lenalidomide,Imatinib,SR,ALMANAC,-0.0584721758068966,-4.378986358642578
Romidepsin,Lapatinib,CAKI-1,ALMANAC,-37.8453572333546,-19.18298721313477
Enzastaurin,Vorinostat,COLO 800,FRIEDMAN,-68.9718756362875,-9.09336280822754
Sunitinib,Sorafenib,TK-10,ALMANAC,-4.50862415923759,-4.922553062438965
Fingolimod,Crizotinib,COLO 829,FRIEDMAN,3.15940200797445,-10.414095878601074
Vandetanib,Axitinib,NCI-H522,ALMANAC,3.75236740868467,-4.158175945281982
Vismodegib,Cediranib,UACC-257,FRIEDMAN,-0.603524612703718,-3.72301173210144
MEGESTROL ACETATE,Vorinostat,SF-539,ALMANAC,-50.8363631911546,-20.2989501953125
Gefitinib,Enzastaurin,T-47D,ASTRAZENECA,-0.758807793678774,-19.24170684814453
Axitinib,Nilotinib,SK-MEL-28,ALMANAC,1.25240382594266,-3.7473573684692383
Crizotinib,Abiraterone,SF-268,ALMANAC,7.1831444691674,0.7464778423309326
Sorafenib,Palbociclib,LB2518-MEL,FRIEDMAN,-19.2636792950819,-4.506268501281738
Nilotinib,Tideglusib,COLO 800,FRIEDMAN,11.5697331598029,-1.343006610870361
Erlotinib,Lenalidomide,MeWo,FRIEDMAN,1.47352382616359,-3.84414005279541
VX-702,Vatalanib,WM115,FRIEDMAN,0.684090522697142,-5.493992805480957
Sunitinib,Midostaurin,A2058,FRIEDMAN,0.349315538926308,-4.965538024902344
Linsitinib,Erlotinib,Mel Ho,FRIEDMAN,-0.316731257312025,-2.227899074554444
Vemurafenib,Sorafenib,UO-31,ALMANAC,2.42988200069625,-7.861259460449219
Dasatinib,mitotane,NCI-H460,ALMANAC,-0.484210537476801,-4.317382335662842
Lenalidomide,thalidomide,RXF 393,ALMANAC,-1.34398407245947,-3.197763442993164
vinblastine,Vorinostat,NCIH520,ONEIL,-3.15887949932979,-11.346755981445312
Romidepsin,Fulvestrant,SF-295,ALMANAC,-32.5470329370273,-21.398696899414062
Vatalanib,Erlotinib,RVH-421,FRIEDMAN,6.78302352558366,-3.29783582687378
Lenalidomide,Vorinostat,A549,ALMANAC,7.65214812700771,-7.348636627197266
Axitinib,Lenalidomide,ACHN,ALMANAC,-5.68033021519985,-6.6899285316467285
Vemurafenib,Dasatinib,PC-3,ALMANAC,-14.0110886868556,-3.466607093811035
vinblastine,geldanamycin,UACC62,ONEIL,-14.564555056626377,-10.163407325744627
Ruxolitinib,Erlotinib,SKMEL30,FRIEDMAN,12.5130070585648,-4.086644172668457
Vemurafenib,Dasatinib,BT-549,ALMANAC,4.61707819599477,-4.006297111511231
Lenalidomide,Nilotinib,UO-31,ALMANAC,-0.606117284349385,-3.1398520469665527
Lenalidomide,Cediranib,RPMI7951,FRIEDMAN,6.16833485535474,-3.0617384910583496
Sunitinib,Sorafenib,K-562,ALMANAC,-14.9881482561835,-4.771693706512451
Abiraterone,Fulvestrant,MDA-MB-468,ALMANAC,-15.980825193882,-3.99235725402832
Sunitinib,mitotane,HOP-62,ALMANAC,1.3025673342216,-3.1566479206085205
Ruxolitinib,Enzastaurin,SKMEL30,FRIEDMAN,-15.3669964559972,-17.471736907958984
Ruxolitinib,Lapatinib,IST-MEL1,FRIEDMAN,-6.22222765400135,-5.82110595703125
Ruxolitinib,thalidomide,MDA-MB-231,ALMANAC,-0.937872758031419,-4.278937339782715
Pazopanib,Dasatinib,A2058,FRIEDMAN,-14.055209894439,0.8121956586837769
Tideglusib,VX-702,UACC-257,FRIEDMAN,-5.20898806907549,-3.616305351257324
Crizotinib,thalidomide,NCIH23,ALMANAC,-3.51488001849435,-2.1004867553710938
Vismodegib,Vorinostat,G-361,FRIEDMAN,0.650117329872427,-9.92602825164795
Abiraterone,Vismodegib,MCF7,ALMANAC,3.8417570351335,-6.745645523071289
Fingolimod,Lapatinib,LB2518-MEL,FRIEDMAN,-22.2160384187578,-15.594874382019045
Vemurafenib,Ruxolitinib,RPMI-8226,ALMANAC,-4.89979095035332,-5.210038185119629
