Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sorafenib,OVCAR3,ALMANAC,-56.122721799997,-14.134774208068848
Nilotinib,Linsitinib,A2058,FRIEDMAN,6.77918667248322,-3.882697582244873
Vandetanib,raloxifene,K-562,ALMANAC,-0.0150611069314956,-2.53586483001709
Palbociclib,Dasatinib,SKMEL30,FRIEDMAN,8.47029863366818,10.531551361083984
MEGESTROL ACETATE,Crizotinib,SF-539,ALMANAC,-2.57413125595071,-6.787817478179932
Navitoclax,VX-702,A375,FRIEDMAN,9.7515293317828,2.9448866844177246
raloxifene,celecoxib,SK-MEL-2,ALMANAC,-8.65959398467895,-5.313712596893311
Abiraterone,celecoxib,RPMI-8226,ALMANAC,-10.8476643767466,-6.9861016273498535
MEGESTROL ACETATE,Vorinostat,NCI-H522,ALMANAC,0.902561289987206,-11.177160263061523
Crizotinib,celecoxib,UO-31,ALMANAC,3.82105629128178,-7.970066547393799
Dasatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,0.0586948319991487,-7.281949043273926
Lenalidomide,Imatinib,A498,ALMANAC,-4.09852925248433,-7.194418430328369
Ruxolitinib,MEGESTROL ACETATE,COLO 205,ALMANAC,-7.98205549731415,-3.453606605529785
Vismodegib,Romidepsin,SF-539,ALMANAC,-51.4108150902313,-56.5804557800293
celecoxib,Fulvestrant,SF-539,ALMANAC,-1.30780642233404,-5.603350639343262
Ruxolitinib,Lenalidomide,KM12,ALMANAC,-3.88736144460606,-6.80743408203125
Lenalidomide,Crizotinib,NCI-H522,ALMANAC,-4.66323858247907,-6.441318988800049
Pazopanib,Vismodegib,451Lu,FRIEDMAN,-9.91891980635819,-4.323117256164551
Vandetanib,Dasatinib,HS 578T,ALMANAC,-26.2156741756532,-4.701910018920898
Gefitinib,Dasatinib,HCT116,ALMANAC,-17.6779700107261,-2.132488250732422
Sunitinib,Erlotinib,NCIH520,ONEIL,10.2532613363299,-2.339263916015625
Vatalanib,Lenalidomide,IPC-298,FRIEDMAN,1.22901690851424,-9.177931785583496
dexamethasone,Erlotinib,NCI-H460,ONEIL,-13.950148061363093,1.232371807098389
Lapatinib,Vatalanib,MZ-MEL-2,FRIEDMAN,17.5546664685344,-4.503718376159668
Navitoclax,Linsitinib,SK-MEL-28,FRIEDMAN,0.36881938784191,0.2749872207641601
paclitaxel,Sorafenib,RXF 393,ALMANAC,14.5649103326125,-16.45907974243164
Dasatinib,Lapatinib,IGROV1,ALMANAC,1.07667365828829,-1.3191509246826172
Abiraterone,celecoxib,T-47D,ALMANAC,4.36308333507122,-11.714427947998049
Vemurafenib,Gefitinib,KM12,ALMANAC,-14.7116489596591,-9.015514373779297
Ruxolitinib,VX-702,A2058,FRIEDMAN,-6.03742693212586,-8.650404930114746
vinblastine,Sorafenib,PA1,ONEIL,-1.338045882914232,-5.739577293395996
Nilotinib,thalidomide,SF-268,ALMANAC,0.0485758269698482,-12.971731185913086
Fingolimod,Bexarotene,LOX IMVI,FRIEDMAN,-16.9905361671798,-22.11776351928711
Pazopanib,Fingolimod,G-361,FRIEDMAN,-37.4157397685342,-30.104686737060547
Vismodegib,Crizotinib,KM12,ALMANAC,-0.123131049996076,-4.499215126037598
Vemurafenib,Nilotinib,ACHN,ALMANAC,6.33581023010737,-2.200568199157715
Axitinib,Dasatinib,HOP-92,ALMANAC,-1.76533153786198,-4.701279163360596
Lestaurtinib,Vismodegib,SK-MEL-2,FRIEDMAN,-45.9781368400099,-3.2906227111816406
paclitaxel,Fulvestrant,OVCAR-4,ALMANAC,-2.66474794212439,-12.195518493652344
Vismodegib,Romidepsin,SF-268,ALMANAC,-37.4687186796538,-41.18634796142578
Sorafenib,Cediranib,A101D,FRIEDMAN,-7.67884397015857,-2.5215930938720703
Abiraterone,Vemurafenib,COLO 205,ALMANAC,-7.13694910458265,-3.171823501586914
