Drug A,Drug B,Cell Line Name,Score,Pred Score
ROMIDEPSIN,MITOTANE,SR,-61.34,-30.96076393127441
IMATINIB,DOCETAXEL,BT-549,8.94,-7.00658655166626
VISMODEGIB,CELECOXIB,NCI-H322M,-1.47,-6.9162702560424805
LUMACAFTOR,RUXOLITINIB,L-1236,-4.731,-19.59004211425781
VISMODEGIB,TRETINOIN,UO-31,11.0,-7.674235820770264
DOCETAXEL,MITOTANE,MDA-MB-231,0.49,-8.759422302246094
SORAFENIB,MITOTANE,A-498,6.78,-1.639509201049805
PACLITAXEL,THALIDOMIDE,UACC-257,-64.7,-7.031394004821777
VISMODEGIB,MITOTANE,KM12,6.93,-12.128119468688965
RUXOLITINIB,DASATINIB,HT-29,-16.1,-3.497998714447021
SUNITINIB,MITOTANE,OVCAR-5,-1.97,-1.6787681579589844
THALIDOMIDE,ARSENIC TRIOXIDE,HT-29,-17.5,-18.68302345275879
VEMURAFENIB,ROMIDEPSIN,HOP-92,-74.98,-28.11956596374512
VISMODEGIB,LAPATINIB,NCI-H23,-2.97,-5.198641777038574
AXITINIB,DASATINIB,OVCAR-4,-5.3,-12.398061752319336
PACLITAXEL,SUNITINIB,A-427,4.19,-3.7270827293396
VISMODEGIB,AXITINIB,SK-OV-3,5.46,-4.915067672729492
CRIZOTINIB,PACLITAXEL,T-47D,-4.99,-14.661229133605955
VISMODEGIB,AXITINIB,HT-29,-1.43,-4.249404430389404
CELECOXIB,IMATINIB,Caki-1,-13.62,-5.197721481323242
MITOTANE,ARSENIC TRIOXIDE,NCI-H226,-28.16,-19.990447998046875
VEMURAFENIB,ABIRATERONE,HOP-62,-3.77,-2.508040428161621
SUNITINIB,SORAFENIB,NCI-H2122,-11.535,-3.609230518341065
NILOTINIB,DOCETAXEL,SF295,-4.12,-7.634600162506103
DASATINIB,SUNITINIB,OVCAR-5,0.0,-3.85869026184082
VANDETANIB,PACLITAXEL,SN12C,-1.67,-9.077325820922852
SUNITINIB,LAPATINIB,SK-MES-1,8.0725,-4.274331569671631
THALIDOMIDE,ARSENIC TRIOXIDE,NCI-H226,-20.45,-21.125545501708984
ABIRATERONE,CELECOXIB,IGROV-1,3.32,-6.108378887176514
RALOXIFENE,AXITINIB,IGROV-1,-0.18,-6.459628582000732
RUXOLITINIB,SUNITINIB,OVCAR-5,-3.06,-3.356842041015625
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HT-29,-57.29,-27.28132438659668
CRIZOTINIB,ROMIDEPSIN,SF268,-11.48,-28.73541259765625
VANDETANIB,FULVESTRANT,NCI-H322M,-8.71,-4.109220504760742
VEMURAFENIB,VEMURAFENIB,CCRF-CEM,3.63,-4.802950859069824
DASATINIB,MITOTANE,BT-549,-0.48,-0.8082637786865234
AXITINIB,DOCETAXEL,COLO 205,-27.58,-9.4340181350708
VISMODEGIB,LENALIDOMIDE,HT-29,-15.27,-8.710562705993652
VISMODEGIB,CELECOXIB,OVCAR-3,-7.28,-6.634193420410156
VISMODEGIB,SUNITINIB,SNB-75,-1.89,-5.77108097076416
ABIRATERONE,DOCETAXEL,TK-10,10.19,-9.086474418640137
LENALIDOMIDE,CRIZOTINIB,UO-31,-1.75,-7.462007522583008
RALOXIFENE,IMATINIB,SK-MEL-2,-3.04,-6.673418521881104
IMATINIB,DOCETAXEL,A-498,10.94,-9.167007446289062
VANDETANIB,AXITINIB,SF539,4.86,-4.40544319152832
RALOXIFENE,PACLITAXEL,A-498,-19.21,-11.496133804321287
LEVOSIMENDAN,RUXOLITINIB,L-1236,-38.72,-17.373607635498047
RALOXIFENE,THALIDOMIDE,T-47D,-0.96,-23.116619110107425
VEMURAFENIB,CELECOXIB,786-O,3.67,-5.590059280395508
NILOTINIB,FULVESTRANT,MDA-MB-468,-0.26,-5.381208419799805
ABIRATERONE,VISMODEGIB,SF268,-35.44,-26.86490249633789
AXITINIB,VISMODEGIB,SK-MEL-2,-1.68,-9.834606170654297
SUNITINIB,FULVESTRANT,HCC2998,-1.55,-3.872772216796875
LENALIDOMIDE,CRIZOTINIB,HCT 116,-24.94,-9.155454635620115
VANDETANIB,SORAFENIB,A-498,-10.84,-4.178384304046631
GEFITINIB,MITOTANE,UACC-62,-7.39,-1.853506088256836
GEFITINIB,MITOTANE,SK-OV-3,-15.25,-2.5876998901367188
CRIZOTINIB,PACLITAXEL,HCC2998,-2.18,-9.463757514953612
TRETINOIN,SORAFENIB,DU145,10.58,-9.712886810302734
AXITINIB,FULVESTRANT,SK-MEL-5,-5.35,-5.751629829406738
ABIRATERONE,DOCETAXEL,SNB-75,-13.15,-10.013120651245115
CELECOXIB,LAPATINIB,SK-OV-3,-33.91,-0.200291633605957
AXITINIB,SUNITINIB,BT-549,-0.81,-5.267225742340088
NILOTINIB,DOCETAXEL,SK-OV-3,-0.25,-11.072820663452148
