,Unnamed: 0,Score,Pred Score
0,0,-5.444444444444445,-3.6029372215271
1,1,-3.0,-1.5778318643569946
2,2,-3.6666666666666665,-5.352077960968018
3,3,4.333333333333333,-3.432114601135254
4,4,-9.333333333333334,-2.76320481300354
5,5,-1.5555555555555556,-0.7916005849838257
6,6,-7.555555555555555,-4.873012065887451
7,7,-4.222222222222222,-5.512708187103272
8,8,-1.4444444444444444,-3.4423632621765137
9,9,-12.333333333333334,-0.8324737548828125
10,10,-0.7777777777777778,-4.6742472648620605
11,11,-0.8888888888888888,-3.49411678314209
12,12,6.0,5.7147297859191895
13,13,1.0,-0.5939766764640808
14,14,3.4444444444444446,-6.716126441955566
15,15,-2.555555555555556,-1.3226275444030762
16,16,-1.2222222222222223,-1.6512216329574585
17,17,-9.88888888888889,-2.786109685897827
18,18,-3.4444444444444446,-0.7246063947677612
19,19,4.333333333333333,-5.569790363311768
20,20,1.7777777777777777,-3.670844078063965
21,21,-5.555555555555555,-3.009163856506348
22,22,-10.0,-3.76244854927063
23,23,-8.222222222222221,-6.022135257720947
24,24,-3.555555555555556,-9.461349487304688
25,25,-6.111111111111111,-2.8659684658050537
26,26,48.22222222222222,8.555315971374512
27,27,0.3333333333333333,-1.6497130393981934
28,28,-22.444444444444443,-10.452743530273438
29,29,-10.333333333333334,-6.029455661773682
30,30,3.6666666666666665,1.152894139289856
31,31,3.888888888888889,-1.8308093547821045
32,32,-2.111111111111111,-5.156927585601807
33,33,2.6666666666666665,12.032504081726074
34,34,0.0,-2.607926368713379
35,35,-1.3333333333333333,-4.438868522644043
36,36,-7.222222222222222,-4.983555316925049
37,37,0.1111111111111111,1.1172364950180054
38,38,-0.4444444444444444,-1.76733660697937
39,39,-4.222222222222222,-3.347933053970337
40,40,-8.444444444444445,-8.56063461303711
41,41,6.555555555555555,-0.7249784469604492
42,42,-3.888888888888889,-2.678741931915283
43,43,1.8888888888888888,-3.632673501968384
44,44,-8.333333333333334,-9.656451225280762
45,45,22.33333333333333,-2.49455189704895
46,46,3.555555555555556,2.5370001792907715
47,47,-5.0,-1.4718945026397705
48,48,12.333333333333334,12.79546070098877
49,49,-16.77777777777778,-7.230378150939941
50,50,9.666666666666666,11.401192665100098
51,51,-4.333333333333333,0.9663895964622498
52,52,-4.444444444444445,-11.59507942199707
53,53,-7.666666666666667,-4.109275341033936
54,54,-3.555555555555556,-1.7635104656219482
55,55,27.77777777777778,14.806252479553224
56,56,-4.888888888888889,-3.887878894805908
57,57,15.88888888888889,13.042839050292969
58,58,-2.111111111111111,-4.776729106903076
59,59,-4.555555555555555,-1.0546609163284302
60,60,1.2222222222222223,-3.7170777320861816
61,61,-3.111111111111111,-1.2583836317062378
62,62,-9.11111111111111,-8.211471557617188
63,63,2.111111111111111,-1.5462032556533811
64,64,-1.7777777777777777,-0.8462951183319092
65,65,11.88888888888889,19.844741821289062
66,66,1.1111111111111112,-0.3451685905456543
67,67,2.2222222222222223,1.4971860647201538
68,68,0.0,-2.055680990219116
69,69,2.0,-1.5482573509216309
70,70,-5.777777777777778,-1.727919101715088
71,71,-37.888888888888886,-9.101767539978027
72,72,-7.111111111111111,-6.445869445800781
73,73,-6.888888888888889,-3.914566993713379
74,74,-9.333333333333334,-2.914726495742798
75,75,6.777777777777778,-2.1917941570281982
76,76,-5.333333333333333,-1.6699059009552002
77,77,-2.111111111111111,-5.001206874847412
78,78,-4.0,-7.504087448120117
79,79,-2.555555555555556,-4.966964721679688
80,80,-8.777777777777779,-5.484086990356445
81,81,3.2222222222222223,-0.618781328201294
82,82,-10.88888888888889,-5.876537322998047
83,83,10.77777777777778,6.894225120544434
84,84,3.4444444444444446,0.3341735005378723
