Drug A,Drug B,Cell Line Name,Score,Pred Score
MEGESTROL ACETATE,PACLITAXEL,Caki-1,-20.23,-8.168441772460938
MEGESTROL ACETATE,LAPATINIB,K-562,-14.31,-8.098363876342773
TRETINOIN,PACLITAXEL,RPMI-8226,6.23,-4.460087299346924
CRIZOTINIB,PACLITAXEL,MCF-7,-4.65,-7.75685453414917
ABIRATERONE,VANDETANIB,SF295,0.55,-7.514817237854004
VISMODEGIB,SUNITINIB,UACC-257,0.37,-6.110984802246094
DOCETAXEL,LAPATINIB,U-251MG,26.61,-5.661211967468262
RUXOLITINIB,PACLITAXEL,OVCAR-4,-65.94,-8.673332214355469
IMATINIB,ARSENIC TRIOXIDE,UACC-62,-25.43,-13.44108772277832
VANDETANIB,NILOTINIB,M14,4.75,-4.611872673034668
LENALIDOMIDE,PACLITAXEL,786-O,-27.52,-7.04621696472168
DASATINIB,SORAFENIB,MDA-MB-468,-2.69,-15.846036911010742
CELECOXIB,DASATINIB,Caki-1,-6.27,-4.7433271408081055
VANDETANIB,THALIDOMIDE,T-47D,7.65,-5.434584617614746
LAPATINIB,THALIDOMIDE,NCI-H460,-0.72,-5.761506080627441
VANDETANIB,ABIRATERONE,HCC2998,-4.04,-6.022789001464844
CRIZOTINIB,DASATINIB,SW620,4.26,-2.0226926803588867
CRIZOTINIB,MITOTANE,UACC-257,-1.03,-4.791933059692383
DOCETAXEL,MITOTANE,HOP-92,-6.33,-3.466160535812378
MEGESTROL ACETATE,DOCETAXEL,Caki-1,-78.37,-8.168439865112305
SULFASALAZINE,RUXOLITINIB,L-1236,-25.822,-17.738115310668945
CRIZOTINIB,FULVESTRANT,UO-31,2.56,-6.314274787902832
CELECOXIB,THALIDOMIDE,NCI-H522,-2.03,-6.415056228637695
MEGESTROL ACETATE,LAPATINIB,U-251MG,2.11,-7.788175582885742
LOVASTATIN,RUXOLITINIB,L-1236,-5.19,-17.257139205932617
GABAPENTIN,RUXOLITINIB,L-1236,-51.926,-6.969638824462891
VANDETANIB,LAPATINIB,RXF 393L,-12.05,-6.537906646728516
RUXOLITINIB,RALOXIFENE,MOLT-4,-0.73,-5.465743541717529
DASATINIB,SORAFENIB,NCI-H460,0.9159999999999998,-10.061784744262695
DOCETAXEL,LAPATINIB,TK-10,0.23,-5.453628540039063
AXITINIB,GEFITINIB,NCI-H460,-0.36,-6.614479064941406
FULVESTRANT,THALIDOMIDE,DU145,-7.27,-6.723909378051758
PACLITAXEL,SORAFENIB,UWB1.289,-0.745,-5.401061534881592
ROMIDEPSIN,THALIDOMIDE,SW620,-69.07,-33.82280731201172
LENALIDOMIDE,NILOTINIB,SF268,-1.17,-6.134697914123535
CRIZOTINIB,ABIRATERONE,EKVX,-25.94,-6.865818500518799
VANDETANIB,FULVESTRANT,RXF 393L,0.84,-6.85366153717041
FULVESTRANT,ARSENIC TRIOXIDE,PC-3,0.97,-9.618324279785156
CRIZOTINIB,DASATINIB,DU145,0.77,-5.085072040557861
IMATINIB,SORAFENIB,SK-MEL-5,-4.68,-5.277827262878418
VISMODEGIB,ABIRATERONE,OVCAR-3,-7.7,-6.408851623535156
LENALIDOMIDE,DASATINIB,T-47D,-9.15,-2.506158828735352
RUXOLITINIB,AXITINIB,NCI-H23,6.17,-4.754560470581055
DASATINIB,THALIDOMIDE,SF268,0.11,-10.309146881103516
FULVESTRANT,THALIDOMIDE,UACC-62,-3.0,-6.453137397766113
VISMODEGIB,TRETINOIN,SF295,-0.94,-2.145452976226806
CRIZOTINIB,VISMODEGIB,EKVX,-5.07,-5.700141429901123
RUXOLITINIB,ARSENIC TRIOXIDE,RXF 393L,-6.5,-2.0654220581054688
ABIRATERONE,VEMURAFENIB,SR,-4.75,-7.492849349975586
RUXOLITINIB,LENALIDOMIDE,MDA-MB-468,3.25,-6.820489406585693
VANDETANIB,NILOTINIB,OVCAR-5,-5.53,-5.371222019195557
ABIRATERONE,TRETINOIN,UO-31,13.77,-3.686075448989868
DOCETAXEL,LAPATINIB,CCRF-CEM,-59.79,-5.931582450866699
RUXOLITINIB,GEFITINIB,OVCAR-3,-5.91,-1.1017355918884275
RALOXIFENE,ABIRATERONE,UACC-62,1.08,-5.3546462059021
DASATINIB,LAPATINIB,SF295,-67.5,-8.52338981628418
TRETINOIN,SORAFENIB,EKVX,8.1,-7.261425018310547
NILOTINIB,LAPATINIB,HOP-92,-2.97,-7.508141994476318
VANDETANIB,ROMIDEPSIN,NCI-H23,-21.57,-34.54176712036133
DASATINIB,THALIDOMIDE,HT-29,-10.61,-5.836376190185547
AXITINIB,RUXOLITINIB,LOX-IMVI,3.71,-15.867883682250977
RUXOLITINIB,CRIZOTINIB,ACHN,-9.17,-7.24733829498291
NILOTINIB,MITOTANE,786-O,-2.35,-4.0429277420043945
VANDETANIB,VISMODEGIB,U-251MG,-0.59,-5.953753471374512
IMATINIB,DASATINIB,RPMI-8226,-4.1,2.4380807876586914
RUXOLITINIB,SORAFENIB,SK-MEL-2,-30.21,-6.447189331054688
ABIRATERONE,ROMIDEPSIN,MDA-MB-231,-9.75,-37.6841049194336
CELECOXIB,PACLITAXEL,Caki-1,-4.52,-8.136327743530273
DOCETAXEL,SUNITINIB,SK-MEL-5,-9.65,-4.22381591796875
IMATINIB,ARSENIC TRIOXIDE,786-O,-17.93,-8.884572982788086
RUXOLITINIB,ARSENIC TRIOXIDE,OVCAR-4,-41.64,-14.906271934509276
VANDETANIB,MITOTANE,NCI-H226,-33.59,-4.170943260192871
AXITINIB,PACLITAXEL,T-47D,-16.61,-6.621042251586914
ROMIDEPSIN,DASATINIB,KM12,-44.75,-12.889667510986328
ABIRATERONE,CRIZOTINIB,A-498,-39.94,-7.580540657043457
MITOTANE,THALIDOMIDE,HT-29,1.57,-5.928829669952393
VEMURAFENIB,IMATINIB,TK-10,-16.84,-6.058374404907227
ABIRATERONE,NILOTINIB,NCI-H522,-0.6,-7.576982975006103
VEMURAFENIB,FULVESTRANT,LOX-IMVI,-2.93,-6.113081932067871
VEMURAFENIB,DOCETAXEL,OVCAR-5,-50.04,-7.750811576843262
CRIZOTINIB,MITOTANE,PC-3,-38.37,-4.91359281539917
ABIRATERONE,SORAFENIB,A-498,-15.88,-9.88958740234375
VANDETANIB,ARSENIC TRIOXIDE,EKVX,-18.99,-10.683993339538574
RUXOLITINIB,FULVESTRANT,UACC-257,0.94,-7.230085849761963
GEFITINIB,ROMIDEPSIN,MOLT-4,-20.76,-28.087549209594727
RALOXIFENE,FULVESTRANT,NCI-H460,-2.95,-2.9808645248413086
VEMURAFENIB,MITOTANE,SK-MEL-2,4.43,-4.577611923217773
LENALIDOMIDE,IMATINIB,COLO 205,-0.95,-5.46746301651001
SUNITINIB,DASATINIB,T-47D,1.1025,5.240353584289551
TRETINOIN,PACLITAXEL,SNB-75,8.29,-4.757497787475586
RALOXIFENE,DASATINIB,SN12C,-16.79,-7.212486267089844
VEMURAFENIB,DASATINIB,M14,-0.17,-3.8410959243774414
ABIRATERONE,ROMIDEPSIN,SK-OV-3,-30.15,-37.69236755371094
CELECOXIB,PACLITAXEL,SK-MEL-5,-41.99,-6.998464584350586
MEGESTROL ACETATE,PACLITAXEL,SK-MEL-2,-47.22,-8.197067260742188
ROMIDEPSIN,MITOTANE,COLO 205,-0.54,-30.43118095397949
VEMURAFENIB,DASATINIB,MOLT-4,-60.26,-4.776325225830078
VANDETANIB,ARSENIC TRIOXIDE,TK-10,-25.67,-9.64212417602539
RALOXIFENE,NILOTINIB,BT-549,-3.57,-4.518260002136231
DASATINIB,ARSENIC TRIOXIDE,KM12,1.65,-6.024135112762451
GEFITINIB,SUNITINIB,T-47D,-1.02,-4.939841270446777
VEMURAFENIB,PACLITAXEL,MOLT-4,-39.82,-7.664570808410644
CELECOXIB,SUNITINIB,RPMI-8226,-3.38,-5.1541290283203125
CRIZOTINIB,LAPATINIB,SR,-2.24,-7.785719871520996
VANDETANIB,LENALIDOMIDE,NCI-H322M,-16.19,-3.7351460456848153
CRIZOTINIB,MITOTANE,NCI-H460,-15.23,-4.941273212432861
VISMODEGIB,GEFITINIB,SW620,-1.69,-7.025142669677734
GEFITINIB,MITOTANE,ACHN,-18.56,-3.582141399383545
VANDETANIB,VISMODEGIB,SK-MEL-2,2.24,-4.710596084594727
MEGESTROL ACETATE,SUNITINIB,ACHN,-71.78,-7.851980209350586
CELECOXIB,ROMIDEPSIN,786-O,-29.37,-39.382606506347656
RALOXIFENE,THALIDOMIDE,NCI-H322M,0.47,-5.310379981994629
IMATINIB,THALIDOMIDE,CCRF-CEM,-2.91,-5.890590190887451
ABIRATERONE,DASATINIB,DU145,2.1,-8.313488960266113
PACLITAXEL,THALIDOMIDE,EKVX,-68.38,-5.431010246276856
CELECOXIB,ARSENIC TRIOXIDE,786-O,-20.9,-11.154426574707031
ERLOTINIB,DASATINIB,SK-MEL-30,-11.4625,0.0047359466552734
RUXOLITINIB,TRETINOIN,SK-OV-3,-4.66,-3.248291492462158
VANDETANIB,VISMODEGIB,786-O,2.32,-5.187177658081055
IMATINIB,DOCETAXEL,UACC-257,-15.33,-5.392912864685059
GEFITINIB,THALIDOMIDE,HOP-92,-10.5,-5.819454193115234
GEFITINIB,DASATINIB,SW620,3.26,-0.5190024375915527
VANDETANIB,VISMODEGIB,PC-3,-1.48,-4.77927303314209
PACLITAXEL,SORAFENIB,VCaP,0.0224999999999999,-6.761487007141113
VANDETANIB,AXITINIB,PC-3,-3.77,-5.346429824829102
IMATINIB,FULVESTRANT,OVCAR-3,-3.7,-4.579190731048584
CRIZOTINIB,VANDETANIB,KM12,-24.27,-6.497572898864746
DASATINIB,LAPATINIB,OVCAR-4,-6.74,-8.603506088256836
ROMIDEPSIN,PELITINIB,TC-71,-20.431,-35.30150604248047
RUXOLITINIB,SUNITINIB,NCI-H322M,0.16,-9.043770790100098
VEMURAFENIB,VEMURAFENIB,M14,0.7,-6.90364933013916
ABIRATERONE,ROMIDEPSIN,786-O,-52.13,-37.64710235595703
TRETINOIN,THALIDOMIDE,MDA-MB-468,-2.67,-4.301636695861816
MITOTANE,NILOTINIB,RPMI-8226,-2.2,-5.614697456359863
MEGESTROL ACETATE,NILOTINIB,MOLT-4,0.46,-7.165894985198975
SORAFENIB,THALIDOMIDE,PC-3,-0.87,-3.818215370178223
VANDETANIB,FULVESTRANT,MDA-MB-231,-4.04,-5.415663719177246
PACLITAXEL,DASATINIB,OVCAR-5,1.59,-1.9847779273986816
GEFITINIB,SORAFENIB,SK-OV-3,-3.41,-4.085325717926025
TRETINOIN,SORAFENIB,IGROV-1,1.65,-6.727935791015625
DASATINIB,MITOTANE,TK-10,-92.9,-9.109370231628418
GEFITINIB,CELECOXIB,TK-10,-11.51,-4.4740190505981445
GEFITINIB,DOCETAXEL,HCT 116,1.64,-6.294836044311523
SUNITINIB,ARSENIC TRIOXIDE,Caki-1,-4.77,-14.689964294433594
ERLOTINIB,DASATINIB,RPMI-7951,2.8175,-2.587451934814453
ABIRATERONE,RALOXIFENE,UACC-62,1.23,-4.493653297424316
PACLITAXEL,MITOTANE,UACC-62,2.61,-3.4882280826568604
VISMODEGIB,SUNITINIB,SF539,-0.27,-6.0626373291015625
MEGESTROL ACETATE,FULVESTRANT,BT-549,-7.24,-6.541341304779053
VANDETANIB,THALIDOMIDE,RPMI-8226,11.44,-5.4743757247924805
LENALIDOMIDE,GEFITINIB,CCRF-CEM,-3.87,-6.8320841789245605
GEFITINIB,ROMIDEPSIN,BT-549,-6.53,-27.084455490112305
GEFITINIB,CRIZOTINIB,SK-OV-3,-2.94,-5.699287414550781
VANDETANIB,MITOTANE,SW620,-12.06,-4.096926689147949
LENALIDOMIDE,SUNITINIB,LOX-IMVI,-4.37,-6.257602214813232
CRIZOTINIB,DASATINIB,IGROV-1,20.12,-4.192439079284668
VANDETANIB,AXITINIB,M14,-0.84,-5.328048229217529
PACLITAXEL,DOCETAXEL,SR,-2.5,-5.716826438903809
LENALIDOMIDE,SORAFENIB,HCT 15,-13.56,-7.811487674713135
RUXOLITINIB,ARSENIC TRIOXIDE,HT-29,-78.8,-16.858701705932617
VEMURAFENIB,TRETINOIN,RXF 393L,2.56,-3.058257341384888
RALOXIFENE,MITOTANE,SF295,0.02,-2.874699592590332
RALOXIFENE,CRIZOTINIB,NCI-H322M,-10.97,-4.652095317840576
LAPATINIB,FULVESTRANT,UO-31,-13.34,-4.641139984130859
VEMURAFENIB,NILOTINIB,RPMI-8226,3.54,-6.191784858703613
AXITINIB,DOCETAXEL,OVCAR-5,-34.35,-6.363298416137695
ABIRATERONE,IMATINIB,HCT 116,-8.23,-6.957943439483643
TRETINOIN,ROMIDEPSIN,IGROV-1,-32.73,-39.24448776245117
AXITINIB,ABIRATERONE,UACC-62,-3.12,-5.888113021850586
AXITINIB,SORAFENIB,RXF 393L,-10.41,-6.533216953277588
MEGESTROL ACETATE,CRIZOTINIB,SR,-33.37,-7.182609081268311
CELECOXIB,LAPATINIB,UO-31,-9.63,-7.584978103637695
NILOTINIB,ARSENIC TRIOXIDE,NCI-H226,-5.37,-10.17697525024414
VEMURAFENIB,GEFITINIB,SNB-75,0.21,-7.52567195892334
VISMODEGIB,GEFITINIB,RXF 393L,6.81,-7.209091186523437
RALOXIFENE,ABIRATERONE,K-562,-5.9,-5.012932777404785
VEMURAFENIB,RUXOLITINIB,NCI-H226,-11.41,-10.74977207183838
LENALIDOMIDE,PACLITAXEL,HOP-92,-15.9,-6.67313814163208
VANDETANIB,MITOTANE,SK-MEL-2,3.57,-3.736745834350586
VANDETANIB,DASATINIB,OVCAR-3,2.27,-0.0933141708374023
ABIRATERONE,SORAFENIB,HCT 15,-8.15,-9.860126495361328
RUXOLITINIB,DASATINIB,HOP-62,11.63,-3.582742691040039
ABIRATERONE,FULVESTRANT,A-498,-4.07,-6.524237632751465
CRIZOTINIB,LENALIDOMIDE,LOX-IMVI,-4.78,-5.803953647613525
PACLITAXEL,GELDANAMYCIN,VCaP,-42.7125,-3.5964255332946777
CRIZOTINIB,RUXOLITINIB,EKVX,-5.33,-14.675992012023926
TRETINOIN,FULVESTRANT,K-562,-1.05,-2.842326641082764
DASATINIB,MITOTANE,SNB-75,-4.06,-9.011280059814451
VISMODEGIB,ARSENIC TRIOXIDE,HCT 116,-7.42,-10.726734161376951
THALIDOMIDE,ARSENIC TRIOXIDE,UO-31,-10.37,-11.375656127929688
TRETINOIN,SORAFENIB,A-549,-6.72,-7.14307975769043
LENALIDOMIDE,SORAFENIB,COLO 205,-3.69,-7.813963413238525
VANDETANIB,SUNITINIB,RXF 393L,-2.88,-9.218867301940918
ABIRATERONE,GEFITINIB,OVCAR-5,3.31,-8.2174072265625
VEMURAFENIB,FULVESTRANT,HCT 15,-6.11,-5.979269027709961
VISMODEGIB,IMATINIB,NCI-H522,-12.3,-5.520473003387451
VANDETANIB,RUXOLITINIB,SK-OV-3,-0.99,-13.253958702087402
VINBLASTINE,SUNITINIB,NCI-H1650,-1.88,-5.383915901184082
VANDETANIB,SUNITINIB,IGROV-1,-0.92,-4.944587707519531
MEGESTROL ACETATE,VEMURAFENIB,IGROV-1,-29.12,-7.215254306793213
VISMODEGIB,AXITINIB,U-251MG,4.8,-7.141908645629883
IMATINIB,PACLITAXEL,SF268,-9.38,-4.865316390991211
VEMURAFENIB,THALIDOMIDE,NCI-H522,8.36,-7.086389541625977
RUXOLITINIB,ARSENIC TRIOXIDE,MCF-7,-8.62,-13.426250457763672
CRIZOTINIB,RALOXIFENE,NCI-H522,-0.93,-3.6384565830230713
NILOTINIB,PACLITAXEL,HCT 15,-3.99,-7.392839431762695
TRETINOIN,SORAFENIB,KM12,5.75,-6.892132759094238
ROMIDEPSIN,FULVESTRANT,OVCAR-5,-6.9,-34.86820983886719
NILOTINIB,SORAFENIB,BT-549,-0.06,-6.148214340209961
VISMODEGIB,DOCETAXEL,OVCAR-3,-0.72,-7.198912620544434
LENALIDOMIDE,CELECOXIB,NCI-H226,1.25,-6.278820991516113
VEMURAFENIB,CELECOXIB,UACC-62,-13.72,-7.232268333435059
CRIZOTINIB,RUXOLITINIB,OVCAR-4,1.33,-8.135741233825684
PANOBINOSTAT,LINSITINIB,TC-71,1.674,-37.45563888549805
VISMODEGIB,RALOXIFENE,DU145,7.15,-3.372745513916016
IMATINIB,DASATINIB,HCC2998,-24.81,-3.875421047210693
VISMODEGIB,NILOTINIB,T-47D,1.44,-6.526437282562256
LENALIDOMIDE,GEFITINIB,HT-29,16.22,-6.891270637512207
AXITINIB,NILOTINIB,Hs 578T,-3.79,-5.450260162353516
PACLITAXEL,GELDANAMYCIN,UWB1.289,-29.535,-2.447096347808838
VINBLASTINE,SUNITINIB,SK-OV-3,3.6425,-6.013716220855713
AXITINIB,THALIDOMIDE,OVCAR-5,6.55,-5.9508819580078125
NPS2143,RUXOLITINIB,L-1236,-16.49,-17.220096588134766
NINTEDANIB,LENVATINIB,TC-71,-9.388,-2.497045993804932
DOCETAXEL,ARSENIC TRIOXIDE,HOP-62,3.17,-9.13503646850586
AXITINIB,MITOTANE,HCC2998,-43.05,-3.883652925491333
GEFITINIB,SORAFENIB,SK-MEL-28,-7.63,-6.923444271087647
ABIRATERONE,RALOXIFENE,NCI-H23,0.32,-4.031128406524658
PELITINIB,PANOBINOSTAT,TC-71,-14.3635,-23.55130958557129
LENALIDOMIDE,LAPATINIB,NCI-H226,-4.81,-6.445496559143066
VISMODEGIB,GEFITINIB,DU145,4.0,-7.003957748413086
RALOXIFENE,LENALIDOMIDE,HCT 116,3.14,-3.539332866668701
ROMIDEPSIN,THALIDOMIDE,U-251MG,-47.73,-33.978519439697266
PACLITAXEL,GELDANAMYCIN,A-427,-2.64,-4.436139106750488
GEFITINIB,DASATINIB,NCI-H460,2.81,2.433440685272217
SUNITINIB,LAPATINIB,A2780,10.96,-2.699551582336426
VANDETANIB,LAPATINIB,IGROV-1,0.42,-5.877653121948242
METFORMIN,DASATINIB,NCI-H520,0.8,-0.6073918342590332
NILOTINIB,DOCETAXEL,RXF 393L,0.94,-6.997725486755371
RALOXIFENE,DOCETAXEL,SR,-37.14,-6.940899848937988
RUXOLITINIB,CRIZOTINIB,M14,-0.47,-8.604412078857422
VEMURAFENIB,GEFITINIB,MCF-7,4.85,-7.486959457397461
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SK-MEL-5,-78.02,-10.630742073059082
NILOTINIB,ROMIDEPSIN,A-498,-77.62,-37.64431381225586
RALOXIFENE,RUXOLITINIB,EKVX,1.89,-13.983699798583984
RALOXIFENE,FULVESTRANT,NCI-H322M,4.4,-3.3564653396606445
DASATINIB,SORAFENIB,NCI-H522,-10.64,-17.531850814819336
METFORMIN,SORAFENIB,RKO,-44.79,-7.418270111083984
FULVESTRANT,DOCETAXEL,NCI-H460,-0.17,-7.081594467163086
CRIZOTINIB,ABIRATERONE,Caki-1,6.43,-6.714076519012451
SUNITINIB,MITOTANE,SNB-75,-1.22,0.3912611007690429
CRIZOTINIB,THALIDOMIDE,SF268,-36.95,-6.822116851806641
VISMODEGIB,IMATINIB,MDA-MB-231,-1.32,-5.89485502243042
AXITINIB,ROMIDEPSIN,NCI-H226,-67.87,-30.59935188293457
DOCETAXEL,SORAFENIB,NCI-H460,-26.61,-6.818847179412842
TRETINOIN,DASATINIB,MOLT-4,-71.04,-6.4386305809021
ABIRATERONE,VISMODEGIB,PC-3,-4.57,-6.3121018409729
TRETINOIN,DOCETAXEL,OVCAR-4,9.92,-4.7963080406188965
DOCETAXEL,SORAFENIB,RXF 393L,6.21,-3.6088247299194336
CRIZOTINIB,IMATINIB,HT-29,-34.99,-5.980894088745117
RALOXIFENE,DOCETAXEL,786-O,-34.41,-5.660022735595703
RUXOLITINIB,GEFITINIB,Hs 578T,1.98,-9.02633285522461
RALOXIFENE,NILOTINIB,T-47D,-0.53,-4.432398796081543
RALOXIFENE,THALIDOMIDE,MOLT-4,2.03,-5.199896812438965
VANDETANIB,THALIDOMIDE,UACC-257,1.58,-5.508878231048584
ABIRATERONE,SUNITINIB,MDA-MB-468,4.47,-8.154887199401855
VANDETANIB,PACLITAXEL,HCT 116,-11.63,-6.641490459442139
GEFITINIB,NILOTINIB,RXF 393L,-1.59,-5.591606140136719
LAPATINIB,ARSENIC TRIOXIDE,M14,-4.0,-8.252936363220215
GEFITINIB,SUNITINIB,COLO 205,9.13,-5.873963356018066
PACLITAXEL,ARSENIC TRIOXIDE,HOP-92,-7.69,-9.439149856567385
VANDETANIB,ROMIDEPSIN,SR,-66.27,-35.92033767700195
AXITINIB,VEMURAFENIB,HOP-62,-0.21,-5.8152923583984375
GEFITINIB,DASATINIB,HCC2998,-5.24,-2.289274215698242
SNX5422,RUXOLITINIB,L-428,2.3725,-16.618423461914062
RALOXIFENE,DOCETAXEL,UO-31,1.23,-5.532382488250732
IMATINIB,SORAFENIB,MOLT-4,-7.89,-8.234417915344238
VEMURAFENIB,NILOTINIB,LOX-IMVI,-13.49,-7.103775978088379
MEGESTROL ACETATE,DASATINIB,SW620,-6.15,-4.225393772125244
LENALIDOMIDE,IMATINIB,SK-OV-3,-1.46,-5.736137390136719
ROMIDEPSIN,SORAFENIB,NCI-H522,-30.67,-41.416839599609375
ABIRATERONE,THALIDOMIDE,CCRF-CEM,-7.81,-7.687246322631836
AXITINIB,ARSENIC TRIOXIDE,SF295,-10.84,-10.530743598937988
ABIRATERONE,TRETINOIN,SK-MEL-2,2.22,-3.096081018447876
DEXAMETHASONE,GELDANAMYCIN,LoVo,-10.02,-4.673973083496094
VISMODEGIB,ROMIDEPSIN,SN12C,-26.45,-38.86403274536133
LAPATINIB,ARSENIC TRIOXIDE,HCC2998,4.65,-8.695947647094727
RALOXIFENE,VEMURAFENIB,786-O,1.14,-4.674481391906738
RUXOLITINIB,SORAFENIB,HOP-62,-15.46,-14.411056518554688
DASATINIB,ARSENIC TRIOXIDE,IGROV-1,-5.92,-7.595298767089844
ABIRATERONE,SORAFENIB,TK-10,-17.24,-7.953826904296875
ROMIDEPSIN,THALIDOMIDE,M14,-56.27,-33.67008972167969
GEFITINIB,SUNITINIB,SK-MEL-5,-3.42,-4.656139850616455
LENALIDOMIDE,SORAFENIB,Hs 578T,-38.72,-7.6126298904418945
