Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sunitinib,CCRF-CEM,ALMANAC,-15.9638552996211,-12.083163261413574
Pazopanib,Sunitinib,SK-MEL-2,FRIEDMAN,3.25229928350652,-6.46995735168457
Fulvestrant,Sorafenib,EKVX,ALMANAC,-7.23696935762981,-7.337910652160644
RAF265,Lenalidomide,A2058,FRIEDMAN,-10.4900172010652,-8.132208824157715
Gefitinib,Crizotinib,OVCAR-4,ALMANAC,-2.75959313362692,-2.1237611770629883
Lestaurtinib,Erlotinib,A101D,FRIEDMAN,-1.07345298944883,-0.0728378295898437
Vemurafenib,Crizotinib,SW-620,ALMANAC,-19.5743781970185,-5.788432121276856
Axitinib,Vorinostat,T-47D,ALMANAC,-5.28089706800535,-8.638899803161621
Crizotinib,Ruxolitinib,HOP-62,ALMANAC,-4.05858379609111,-6.002219200134277
Axitinib,Vemurafenib,MOLT-4,ALMANAC,-19.9619162743787,-7.8625640869140625
Vismodegib,Gefitinib,KM12,ALMANAC,-8.80515197423557,-4.09941291809082
Palbociclib,Lenalidomide,COLO 800,FRIEDMAN,-12.4418037720741,-8.388829231262207
Abiraterone,thalidomide,LOX IMVI,ALMANAC,-31.3754958237612,-1.0065250396728516
Vandetanib,Fulvestrant,SR,ALMANAC,2.20034277164746,-4.06187105178833
Pazopanib,VX-702,A375,FRIEDMAN,-5.97962814439066,-8.738077163696289
Nilotinib,Pioglitazone,SKMEL30,FRIEDMAN,-3.26106949312708,-12.88588523864746
Vandetanib,mitotane,LOX IMVI,ALMANAC,-14.531057011445,-1.773935317993164
Navitoclax,Ruxolitinib,HDLM-2,NCATS_HL,8.24712416579437,-8.192220687866211
celecoxib,Romidepsin,HT29,ALMANAC,-34.8260914967314,-32.18521499633789
Romidepsin,thalidomide,SR,ALMANAC,-1.71627039012234,-44.78697204589844
Palbociclib,SNS-032,RVH-421,FRIEDMAN,0.0161474449667711,0.4587221145629883
Nilotinib,paclitaxel,A498,ALMANAC,-11.1767817248896,-15.882525444030762
Vemurafenib,Ruxolitinib,CAKI-1,ALMANAC,6.61234507361516,-6.191244125366211
Lenalidomide,Fulvestrant,UACC-257,ALMANAC,3.46450312480079,-1.3259639739990234
vinblastine,Lapatinib,NCIH1650,ONEIL,-9.72499716390718,-13.161215782165527
Vismodegib,RAF265,LOX IMVI,FRIEDMAN,-8.01455617901491,-3.780776977539064
Lenalidomide,Dasatinib,SK-MEL-2,ALMANAC,-7.07978127013736,-5.579647064208984
Ruxolitinib,mitotane,COLO 205,ALMANAC,2.10214232920855,-1.0574455261230469
Pazopanib,Lenalidomide,G-361,FRIEDMAN,-15.9567056480827,-8.751503944396973
Lapatinib,Sorafenib,MCF7,ALMANAC,-10.9423103600892,-4.708003044128418
VX-702,Lestaurtinib,COLO 792,FRIEDMAN,-8.36536659586984,-4.413571357727051
raloxifene,thalidomide,SR,ALMANAC,3.15732143671005,-6.942127227783203
Nilotinib,Sorafenib,NCI-H460,ALMANAC,3.5286739368204,-2.5619664192199707
raloxifene,Gefitinib,A498,ALMANAC,-2.9565431450934,-4.764795303344727
Palbociclib,Vatalanib,COLO 829,FRIEDMAN,-12.1876339975777,-1.538503646850586
Bexarotene,Vatalanib,SK-MEL-28,FRIEDMAN,19.144905115456,-2.261199951171875
Gefitinib,MEGESTROL ACETATE,MDA-MB-468,ALMANAC,-7.66458533619513,-9.863033294677734
VX-702,Vismodegib,UACC-257,FRIEDMAN,-5.84950608985589,-2.73445987701416
Lapatinib,Erlotinib,RKO,ONEIL,-6.32558602127377,-3.30902099609375
Gefitinib,Vemurafenib,A549,ALMANAC,-3.19267551991861,-7.110652923583984
Axitinib,celecoxib,OVCAR-4,ALMANAC,-0.443135773009891,-0.846588134765625
VX-702,Tanespimycin,IPC-298,FRIEDMAN,-4.33435111541994,-11.76811408996582
raloxifene,Vismodegib,UACC-257,ALMANAC,1.48847326133458,-3.080005645751953
Vorinostat,Lapatinib,786-0,ALMANAC,-1.26492792033317,-8.485930442810059
Erlotinib,Cediranib,WT2-iPS,FRIEDMAN,-0.263720277955744,-2.070333480834961
Vemurafenib,Crizotinib,HCT-15,ALMANAC,-5.75629157598079,-8.063140869140625
Vemurafenib,Lapatinib,UO-31,ALMANAC,2.26081935137673,-6.075461387634277
Sunitinib,geldanamycin,OCUBM,ONEIL,6.80321923705408,1.7181847095489502
gemfibrozil,Ruxolitinib,L-1236,NCATS_HL,-2.60313908817288,-16.987571716308594
raloxifene,Sunitinib,ACHN,ALMANAC,-7.5005989124769,-5.329155921936035
Enzastaurin,Vatalanib,451Lu,FRIEDMAN,0.656478126366572,-1.0815744400024414
Fingolimod,Sorafenib,MeWo,FRIEDMAN,-15.7805623566002,-24.85881423950196
Gefitinib,Navitoclax,HCC1419,ASTRAZENECA,-0.275603304223254,-12.59852409362793
Vismodegib,Nilotinib,SF-268,ALMANAC,3.41734984850919,-1.0985960960388184
raloxifene,Vandetanib,A549,ALMANAC,-4.3427347248035,-3.7258596420288086
Navitoclax,Erlotinib,IST-MEL1,FRIEDMAN,12.0251565642469,11.562875747680664
raloxifene,Vismodegib,NCI-H522,ALMANAC,-12.3493290714203,-10.96734619140625
Axitinib,Gefitinib,A498,ALMANAC,10.2549700840786,-4.012041091918945
Vismodegib,Sorafenib,NCIH23,ALMANAC,-17.889314030948,-6.076027870178223
metformin,Vorinostat,LOVO,ONEIL,-35.0272315856836,-26.38618469238281
Lenalidomide,Fulvestrant,NCI-H322M,ALMANAC,3.0347291101173,-3.027419090270996
Vemurafenib,paclitaxel,EKVX,ALMANAC,-21.5358850098833,-10.481012344360352
Nilotinib,Sorafenib,COLO 792,FRIEDMAN,-13.909077807426,-6.774262428283691
Pazopanib,Enzastaurin,A2058,FRIEDMAN,3.60335263722705,-4.557090759277344
Tideglusib,Erlotinib,SKMEL30,FRIEDMAN,6.37465416420459,-3.215672492980957
Enzastaurin,Vismodegib,A101D,FRIEDMAN,13.5606351149086,-4.710423469543457
Lapatinib,RAF265,WT2-iPS,FRIEDMAN,-10.3723838915222,-4.955726623535156
Vemurafenib,Lenalidomide,RPMI-8226,ALMANAC,1.73226480653365,-7.262261390686035
