Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
paclitaxel,Sunitinib,ACHN,ALMANAC,5.6714095358599,-4.514842033386231
raloxifene,Vismodegib,HT29,ALMANAC,-4.76255196765668,-5.071097373962402
Axitinib,Vandetanib,UACC-257,ALMANAC,3.66313041087705,-5.928324699401856
Vismodegib,Axitinib,NCI-H522,ALMANAC,0.575967253941316,-6.178359031677246
Nilotinib,Enzastaurin,SK-MEL-5,FRIEDMAN,-12.0132089345431,-10.605941772460938
Nilotinib,Cediranib,UACC62,FRIEDMAN,5.43540834419154,-7.501515865325928
Ruxolitinib,Vandetanib,UO-31,ALMANAC,1.89336396504734,-4.280555248260498
Imatinib,Romidepsin,UACC62,ALMANAC,-64.2987925756874,-12.461008071899414
Enzastaurin,Lestaurtinib,SKMEL30,FRIEDMAN,15.9817503490381,-6.999002456665039
Lenalidomide,Imatinib,SR,ALMANAC,-0.0584721758068966,-10.17181396484375
Romidepsin,Lapatinib,CAKI-1,ALMANAC,-37.8453572333546,-8.338080406188965
Enzastaurin,Vorinostat,COLO 800,FRIEDMAN,-68.9718756362875,-9.581708908081056
Sunitinib,Sorafenib,TK-10,ALMANAC,-4.50862415923759,-5.47669792175293
Fingolimod,Crizotinib,COLO 829,FRIEDMAN,3.15940200797445,-5.4969329833984375
Vandetanib,Axitinib,NCI-H522,ALMANAC,3.75236740868467,-5.201786518096924
Vismodegib,Cediranib,UACC-257,FRIEDMAN,-0.603524612703718,-5.9183502197265625
MEGESTROL ACETATE,Vorinostat,SF-539,ALMANAC,-50.8363631911546,-8.953459739685059
Gefitinib,Enzastaurin,T-47D,ASTRAZENECA,-0.758807793678774,-13.523272514343262
Axitinib,Nilotinib,SK-MEL-28,ALMANAC,1.25240382594266,-10.705671310424805
Crizotinib,Abiraterone,SF-268,ALMANAC,7.1831444691674,-2.855355262756348
Sorafenib,Palbociclib,LB2518-MEL,FRIEDMAN,-19.2636792950819,-7.303730487823486
Nilotinib,Tideglusib,COLO 800,FRIEDMAN,11.5697331598029,-7.494658470153809
Erlotinib,Lenalidomide,MeWo,FRIEDMAN,1.47352382616359,-9.129281997680664
VX-702,Vatalanib,WM115,FRIEDMAN,0.684090522697142,-7.934855461120605
Sunitinib,Midostaurin,A2058,FRIEDMAN,0.349315538926308,-6.509765625
Linsitinib,Erlotinib,Mel Ho,FRIEDMAN,-0.316731257312025,-4.941810607910156
Vemurafenib,Sorafenib,UO-31,ALMANAC,2.42988200069625,-11.028949737548828
Dasatinib,mitotane,NCI-H460,ALMANAC,-0.484210537476801,-9.612922668457031
Lenalidomide,thalidomide,RXF 393,ALMANAC,-1.34398407245947,-8.083571434020996
vinblastine,Vorinostat,NCIH520,ONEIL,-3.15887949932979,-9.45296859741211
Romidepsin,Fulvestrant,SF-295,ALMANAC,-32.5470329370273,-7.546295166015625
Vatalanib,Erlotinib,RVH-421,FRIEDMAN,6.78302352558366,-4.822829246520996
Lenalidomide,Vorinostat,A549,ALMANAC,7.65214812700771,-12.192718505859377
Axitinib,Lenalidomide,ACHN,ALMANAC,-5.68033021519985,-3.473604679107666
Vemurafenib,Dasatinib,PC-3,ALMANAC,-14.0110886868556,-7.966312408447266
vinblastine,geldanamycin,UACC62,ONEIL,-14.564555056626377,-4.948178768157959
Ruxolitinib,Erlotinib,SKMEL30,FRIEDMAN,12.5130070585648,-4.8291730880737305
Vemurafenib,Dasatinib,BT-549,ALMANAC,4.61707819599477,-5.757559776306152
Lenalidomide,Nilotinib,UO-31,ALMANAC,-0.606117284349385,-14.065963745117188
Lenalidomide,Cediranib,RPMI7951,FRIEDMAN,6.16833485535474,-6.168033599853516
Sunitinib,Sorafenib,K-562,ALMANAC,-14.9881482561835,-9.02772331237793
Abiraterone,Fulvestrant,MDA-MB-468,ALMANAC,-15.980825193882,-6.740358352661133
Sunitinib,mitotane,HOP-62,ALMANAC,1.3025673342216,-4.987857341766357
Ruxolitinib,Enzastaurin,SKMEL30,FRIEDMAN,-15.3669964559972,-8.227421760559082
Ruxolitinib,Lapatinib,IST-MEL1,FRIEDMAN,-6.22222765400135,-7.222955226898193
Ruxolitinib,thalidomide,MDA-MB-231,ALMANAC,-0.937872758031419,-5.4759063720703125
Pazopanib,Dasatinib,A2058,FRIEDMAN,-14.055209894439,-7.681590557098389
Tideglusib,VX-702,UACC-257,FRIEDMAN,-5.20898806907549,-7.861248016357422
Crizotinib,thalidomide,NCIH23,ALMANAC,-3.51488001849435,-6.565927505493164
Vismodegib,Vorinostat,G-361,FRIEDMAN,0.650117329872427,-5.789273262023926
Abiraterone,Vismodegib,MCF7,ALMANAC,3.8417570351335,-6.154292583465576
Fingolimod,Lapatinib,LB2518-MEL,FRIEDMAN,-22.2160384187578,-8.422723770141602
Vemurafenib,Ruxolitinib,RPMI-8226,ALMANAC,-4.89979095035332,-9.0211763381958
Axitinib,paclitaxel,OVCAR-8,ALMANAC,-33.9369501784522,-22.511096954345703
paclitaxel,Vorinostat,NCIH23,ALMANAC,-4.06766358306629,-10.271004676818848
Vemurafenib,Vismodegib,A549,ALMANAC,1.11649237269139,-7.078163146972656
RAF265,Vorinostat,SKMEL30,FRIEDMAN,27.8877345966701,-9.268634796142578
SNS-032,Pioglitazone,G-361,FRIEDMAN,-11.9287003329828,-5.611120700836182
Palbociclib,SNS-032,COLO 829,FRIEDMAN,-2.4690824914817,-5.078414916992188
Sunitinib,Erlotinib,VCAP,ONEIL,7.960789166364423,-5.574332237243652
Vandetanib,Imatinib,MOLT-4,ALMANAC,-8.37657147519698,-9.702237129211426
Lapatinib,Sorafenib,HCC-2998,ALMANAC,-17.6139119989163,-8.39184856414795
Lestaurtinib,Sunitinib,SK-MEL-5,FRIEDMAN,-4.79548610970282,-6.133301258087158
Imatinib,Vorinostat,786-0,ALMANAC,-5.52407468128231,-10.34793472290039
Romidepsin,Sorafenib,BT-549,ALMANAC,-40.8001827319698,-6.9436116218566895
Lestaurtinib,SNS-032,UACC62,FRIEDMAN,-22.1374028431766,-5.323185920715332
Sorafenib,Pioglitazone,COLO 800,FRIEDMAN,-41.6184891502181,-7.250589370727539
Tideglusib,Crizotinib,G-361,FRIEDMAN,8.62734190041881,-4.598606109619141
Gefitinib,paclitaxel,SR,ALMANAC,-7.47282955279261,-23.35888290405273
Abiraterone,Vemurafenib,DU-145,ALMANAC,-6.6851824220026,-4.405996322631836
Vemurafenib,paclitaxel,RXF 393,ALMANAC,0.315578814023026,-16.497404098510742
Nilotinib,Dasatinib,SNB-75,ALMANAC,-8.24513254299302,-5.356922149658203
Vemurafenib,MEGESTROL ACETATE,SF-295,ALMANAC,-3.70048107242709,-10.141223907470703
MEGESTROL ACETATE,mitotane,RPMI-8226,ALMANAC,10.412796900842,2.3390450477600098
Vismodegib,Fingolimod,RPMI7951,FRIEDMAN,-24.5745022253841,-9.625191688537598
Vemurafenib,Vismodegib,SK-MEL-28,ALMANAC,-7.86764307950133,-8.548007011413574
Vismodegib,Romidepsin,UACC62,ALMANAC,-50.3712263871724,-9.882638931274414
Gefitinib,Vorinostat,HT29,ALMANAC,5.4162891194034,-8.560440063476562
Vandetanib,mitotane,SW-620,ALMANAC,1.00582257448986,-10.312786102294922
Bexarotene,Vatalanib,LB2518-MEL,FRIEDMAN,7.87465608096032,-6.235665321350098
Nilotinib,Pioglitazone,A101D,FRIEDMAN,-17.5201882861416,-9.016757011413574
dexamethasone,Vorinostat,NCIH1650,ONEIL,-17.5589533745204,-11.509615898132324
Vemurafenib,Vemurafenib,NCI-H460,ALMANAC,5.35914620052196,-6.830248355865479
Crizotinib,Axitinib,SF-539,ALMANAC,0.150997296330576,-5.986556053161621
Dasatinib,RAF265,A2058,FRIEDMAN,1.3852567399597,-6.349802494049072
Vandetanib,Axitinib,HCT-15,ALMANAC,-1.61695385405742,-6.376577854156494
vinblastine,Sunitinib,UWB1289,ONEIL,0.8319171014720902,-5.252377510070801
Gefitinib,Crizotinib,SN12C,ALMANAC,1.26290835483175,-2.7396278381347656
vinblastine,Sunitinib,A427,ONEIL,5.81602235619721,-6.601571559906006
Lapatinib,Cediranib,IST-MEL1,FRIEDMAN,10.6714363442266,-5.318397521972656
celecoxib,Nilotinib,K-562,ALMANAC,-0.244141011587675,-9.177434921264648
Abiraterone,Vandetanib,HOP-92,ALMANAC,-3.60324753039327,1.3009822368621826
Vismodegib,Crizotinib,A2058,FRIEDMAN,8.2662332788314,-5.448451042175293
Erlotinib,Lenalidomide,UACC-257,FRIEDMAN,11.5630740554485,-6.918181419372559
raloxifene,Abiraterone,A498,ALMANAC,-2.59646759810543,1.615020751953125
Bexarotene,Tanespimycin,SK-MEL-2,FRIEDMAN,11.920217768321,-5.759241580963135
raloxifene,paclitaxel,UACC62,ALMANAC,-48.0500853547529,-1.1267791986465454
Vorinostat,thalidomide,MDA-MB-231,ALMANAC,-9.64449610725007,-9.813438415527344
Bexarotene,SNS-032,MeWo,FRIEDMAN,-10.3818378064521,-5.648352146148682
Lenalidomide,Fulvestrant,OVCAR3,ALMANAC,-3.70940047949397,-6.691343307495117
Ruxolitinib,Vemurafenib,TK-10,ALMANAC,-3.35704532399536,-4.737382888793945
MEGESTROL ACETATE,Fulvestrant,A498,ALMANAC,2.10067607442641,-7.157671928405762
mitotane,thalidomide,RXF 393,ALMANAC,1.55626153878933,-9.318695068359377
celecoxib,thalidomide,NCI-H322M,ALMANAC,-3.3681150002437,-9.292794227600098
Gefitinib,Nilotinib,OVCAR-4,ALMANAC,-1.94995224570989,-10.462818145751951
Sorafenib,Vatalanib,451Lu,FRIEDMAN,-16.5083142641943,-7.604447364807129
Fingolimod,Pioglitazone,MeWo,FRIEDMAN,-39.6858915666686,-8.293234825134277
Enzastaurin,Dasatinib,MeWo,FRIEDMAN,-0.128796582711366,-7.318138122558594
VX-702,Midostaurin,IPC-298,FRIEDMAN,11.2249067174426,-7.630791187286377
Palbociclib,Dasatinib,A101D,FRIEDMAN,-0.0730822582042352,-6.03028678894043
Lapatinib,Sorafenib,VCAP,ONEIL,7.92708077877978,-7.805706024169922
