Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sorafenib,OVCAR3,ALMANAC,-56.122721799997,-19.757226943969727
Nilotinib,Linsitinib,A2058,FRIEDMAN,6.77918667248322,-5.765800952911377
Vandetanib,raloxifene,K-562,ALMANAC,-0.0150611069314956,-5.0856804847717285
Palbociclib,Dasatinib,SKMEL30,FRIEDMAN,8.47029863366818,5.535055160522461
MEGESTROL ACETATE,Crizotinib,SF-539,ALMANAC,-2.57413125595071,-7.65836238861084
Navitoclax,VX-702,A375,FRIEDMAN,9.7515293317828,5.75877571105957
raloxifene,celecoxib,SK-MEL-2,ALMANAC,-8.65959398467895,-7.699380397796631
Abiraterone,celecoxib,RPMI-8226,ALMANAC,-10.8476643767466,-1.0175018310546875
MEGESTROL ACETATE,Vorinostat,NCI-H522,ALMANAC,0.902561289987206,-26.18197059631348
Crizotinib,celecoxib,UO-31,ALMANAC,3.82105629128178,-1.9967012405395508
Dasatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,0.0586948319991487,-8.009719848632812
Lenalidomide,Imatinib,A498,ALMANAC,-4.09852925248433,-8.000227928161621
Ruxolitinib,MEGESTROL ACETATE,COLO 205,ALMANAC,-7.98205549731415,-7.708230018615723
Vismodegib,Romidepsin,SF-539,ALMANAC,-51.4108150902313,-42.05125427246094
celecoxib,Fulvestrant,SF-539,ALMANAC,-1.30780642233404,0.3694591522216797
Ruxolitinib,Lenalidomide,KM12,ALMANAC,-3.88736144460606,-7.417991638183594
Lenalidomide,Crizotinib,NCI-H522,ALMANAC,-4.66323858247907,-7.820638656616211
Pazopanib,Vismodegib,451Lu,FRIEDMAN,-9.91891980635819,-2.902292251586914
Vandetanib,Dasatinib,HS 578T,ALMANAC,-26.2156741756532,0.7217311859130859
Gefitinib,Dasatinib,HCT116,ALMANAC,-17.6779700107261,0.8947019577026367
Sunitinib,Erlotinib,NCIH520,ONEIL,10.2532613363299,-1.0684633255004885
Vatalanib,Lenalidomide,IPC-298,FRIEDMAN,1.22901690851424,-3.517972469329834
dexamethasone,Erlotinib,NCI-H460,ONEIL,-13.950148061363093,-5.267920017242432
Lapatinib,Vatalanib,MZ-MEL-2,FRIEDMAN,17.5546664685344,-2.984257221221924
Navitoclax,Linsitinib,SK-MEL-28,FRIEDMAN,0.36881938784191,0.4712140560150146
paclitaxel,Sorafenib,RXF 393,ALMANAC,14.5649103326125,-8.06578540802002
Dasatinib,Lapatinib,IGROV1,ALMANAC,1.07667365828829,-3.041708946228028
Abiraterone,celecoxib,T-47D,ALMANAC,4.36308333507122,-3.573916435241699
Vemurafenib,Gefitinib,KM12,ALMANAC,-14.7116489596591,-6.330674171447754
Ruxolitinib,VX-702,A2058,FRIEDMAN,-6.03742693212586,-14.092753410339355
vinblastine,Sorafenib,PA1,ONEIL,-1.338045882914232,-0.3666152954101562
Nilotinib,thalidomide,SF-268,ALMANAC,0.0485758269698482,-7.320229530334473
Fingolimod,Bexarotene,LOX IMVI,FRIEDMAN,-16.9905361671798,-23.67645835876465
Pazopanib,Fingolimod,G-361,FRIEDMAN,-37.4157397685342,-18.29339599609375
Vismodegib,Crizotinib,KM12,ALMANAC,-0.123131049996076,-5.457743644714356
Vemurafenib,Nilotinib,ACHN,ALMANAC,6.33581023010737,-9.120953559875488
Axitinib,Dasatinib,HOP-92,ALMANAC,-1.76533153786198,-2.0732898712158203
Lestaurtinib,Vismodegib,SK-MEL-2,FRIEDMAN,-45.9781368400099,-7.285882949829102
paclitaxel,Fulvestrant,OVCAR-4,ALMANAC,-2.66474794212439,0.5298333168029785
Vismodegib,Romidepsin,SF-268,ALMANAC,-37.4687186796538,-30.153526306152344
Sorafenib,Cediranib,A101D,FRIEDMAN,-7.67884397015857,-8.564377784729004
Abiraterone,Vemurafenib,COLO 205,ALMANAC,-7.13694910458265,-3.506620407104492
Linsitinib,Palbociclib,RVH-421,FRIEDMAN,-1.75470357214464,-4.586086273193359
Crizotinib,Palbociclib,MZ-MEL-2,FRIEDMAN,-14.7565599199826,-4.860964298248291
Ruxolitinib,Lapatinib,CAKI-1,ALMANAC,-4.37537979065064,-3.078122138977051
Abiraterone,celecoxib,K-562,ALMANAC,0.540263408730049,-1.250234603881836
Abiraterone,MEGESTROL ACETATE,SF-539,ALMANAC,-8.704966492604,-9.383220672607422
Vatalanib,Lenalidomide,G-361,FRIEDMAN,0.605828289609783,-5.031558990478516
Tideglusib,Cediranib,A2058,FRIEDMAN,-3.53859106775973,-7.926822662353516
Crizotinib,Romidepsin,MDA-MB-468,ALMANAC,-65.4943721649017,-22.48812866210937
Ruxolitinib,Vorinostat,HCT-15,ALMANAC,7.18166830773503,-16.486358642578125
Vandetanib,Imatinib,SW-620,ALMANAC,-5.24937349495237,-2.030611038208008
Vismodegib,Ruxolitinib,SF-268,ALMANAC,2.53635947006299,-3.4134464263916016
Dasatinib,Lenalidomide,A375,FRIEDMAN,-0.661114965254757,-5.4195942878723145
Vandetanib,Imatinib,NCI-H522,ALMANAC,-7.69695406793051,-3.17132568359375
raloxifene,Dasatinib,NCI-H226,ALMANAC,-16.0756394722206,-11.218267440795898
Vismodegib,MEGESTROL ACETATE,PC-3,ALMANAC,-2.30921257083763,-2.060323715209961
Crizotinib,Imatinib,OVCAR-5,ALMANAC,1.69496843048609,-3.341549873352051
Vemurafenib,Abiraterone,DU-145,ALMANAC,8.60223834116715,-0.7134571075439453
Gefitinib,MEGESTROL ACETATE,NCIH23,ALMANAC,-17.6507540400062,-6.495006561279297
Romidepsin,Sunitinib,OVCAR3,ALMANAC,-59.8918047762397,-50.35314178466797
Vemurafenib,Dasatinib,LOX IMVI,ALMANAC,8.56956554440541,-11.893391609191896
metformin,Sunitinib,A375,ONEIL,-55.54568697318505,-19.226016998291016
Gefitinib,Vorinostat,A498,ALMANAC,-3.55041734643976,-7.863934516906738
Vemurafenib,thalidomide,MDA-MB-468,ALMANAC,3.1188539156663,-5.907259464263916
celecoxib,Fulvestrant,OVCAR-8,ALMANAC,1.00304050820047,-0.1288390159606933
Pazopanib,Vatalanib,COLO 792,FRIEDMAN,7.8792608527769,2.818572998046875
Enzastaurin,Midostaurin,LOX IMVI,FRIEDMAN,-31.2486495977274,-7.280362129211426
Ruxolitinib,Lapatinib,SN12C,ALMANAC,4.03725156441238,-6.142986297607422
paclitaxel,Sunitinib,SNB-75,ALMANAC,4.03072845394138,-1.5890254974365234
Vismodegib,Ruxolitinib,BT-549,ALMANAC,1.36540008929911,-14.591794967651367
