Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vatalanib,Pioglitazone,UACC-257,FRIEDMAN,-1.24763099974921,-1.3777427673339844
Lestaurtinib,Linsitinib,RPMI7951,FRIEDMAN,-18.3596440451736,-2.0955710411071777
Romidepsin,Lapatinib,T-47D,ALMANAC,-33.1239857400473,-21.86615562438965
Vemurafenib,Sunitinib,UO-31,ALMANAC,2.53639809293939,-8.582216262817383
Vismodegib,Erlotinib,COLO 792,FRIEDMAN,-5.34836570502546,-2.7648162841796875
Ruxolitinib,Imatinib,UACC62,ALMANAC,-7.08818443049842,-5.600281715393066
Abiraterone,raloxifene,IGROV1,ALMANAC,-4.82351552730086,0.3523998260498047
Ruxolitinib,Axitinib,SN12C,ALMANAC,-1.73588239984917,-3.8638219833374015
Nilotinib,Pioglitazone,MeWo,FRIEDMAN,-8.99917850711853,-3.333261489868164
Vandetanib,Crizotinib,786-0,ALMANAC,-1.18991114546778,-0.9073877334594728
Fulvestrant,Sorafenib,MDA-MB-231,ALMANAC,2.65571229611472,-7.989542961120605
vinblastine,Sorafenib,A2780,ONEIL,4.338369925074482,-8.169100761413574
Dasatinib,geldanamycin,RPMI7951,ONEIL,-0.3887710448227697,-1.2507729530334473
Imatinib,Fulvestrant,SN12C,ALMANAC,-3.21680728227897,-3.1723952293396
Abiraterone,Sorafenib,NCI-H226,ALMANAC,-10.3442831235297,-7.003172874450684
raloxifene,Lenalidomide,SK-MEL-5,ALMANAC,3.34168889787017,-7.375710487365723
Fingolimod,Crizotinib,SK-MEL-5,FRIEDMAN,-5.91642645602158,-8.80246353149414
Nilotinib,mitotane,MDA-MB-468,ALMANAC,2.75517896114404,-1.1580133438110352
Lestaurtinib,Midostaurin,UACC62,FRIEDMAN,-12.0937100039059,-2.830831527709961
Lenalidomide,SNS-032,A375,FRIEDMAN,-3.60219336139636,-3.0805892944335938
Crizotinib,raloxifene,MCF7,ALMANAC,10.1321928625797,-4.617603302001953
MEGESTROL ACETATE,Fulvestrant,K-562,ALMANAC,-4.99207054071392,-5.61065149307251
