Actual,Predicted
-6.27,-5.072550296783447
0.82,-5.230669975280762
-57.05,-38.06446838378906
-11.7,-5.39312219619751
-1.21,-5.072550296783447
-47.93,-8.018963813781738
-3.21,-5.707827568054199
-2.84,-5.230669975280762
7.02,-5.52961540222168
10.1,-10.264641761779785
-6.79,-11.46199893951416
-1.82,-5.072550296783447
-9.92,-5.230669975280762
-2.22,-5.811468601226807
-7.19,-7.587677955627441
-29.44,-5.072550296783447
-0.66,-5.072550296783447
-9.62,-5.230669975280762
0.82,-8.809907913208008
4.92,-5.52961540222168
-33.024,-15.813433647155762
3.605,-8.412166595458984
-1.35,-5.230669975280762
5.5325,-10.926422119140625
5.08,-8.320924758911133
-46.51,-15.813433647155762
0.25,-8.62938404083252
-10.51,-5.230669975280762
10.03,-5.230669975280762
-10.24,-9.077604293823242
0.13,-4.832928657531738
-7.48,-5.799066543579102
-12.14,-5.52961540222168
3.97,-5.757457256317139
-5.22,-5.927356719970703
5.18,-6.203943252563477
17.47,-5.413727283477783
4.22,-6.268533706665039
-13.59,-6.451775074005127
-1.54,-6.119638442993164
-13.03,-4.832928657531738
2.04,-5.072550296783447
-4.94,-32.928489685058594
-6.16,-5.52961540222168
-3.29,-5.072550296783447
-9.68,-34.26307678222656
-5.05,-5.927356719970703
-3.42,-8.476028442382812
1.42,-9.893120765686035
3.53,-6.196807861328125
-5.82,-4.832928657531738
-3.24,-4.832928657531738
-32.79,-21.994243621826172
-6.0,-6.861110210418701
-3.9,-4.832928657531738
2.09,-8.153318405151367
7.79,-5.52961540222168
-0.12,-5.470291614532471
-7.85,-7.779341697692871
-10.25,-5.866419315338135
-21.54,-28.870677947998047
9.17,-5.52961540222168
-0.36,-5.399644374847412
6.4025,-5.683178424835205
-8.65,-4.832928657531738
-7.42,-8.018963813781738
-1.08,-4.832928657531738
-2.55,-5.470291614532471
-4.59,-5.500121116638184
11.27,-6.5173797607421875
-6.42,-8.412166595458984
-8.67,-4.76436710357666
-13.75,-9.439566612243652
11.71,-8.142715454101562
2.95,-4.76436710357666
4.39,-5.46820592880249
0.83,-5.811468601226807
-45.58,-9.82576847076416
1.17,-4.832928657531738
0.62,-5.477427005767822
-2.39,-5.470291614532471
6.48,-5.3543901443481445
0.14,-7.4460272789001465
-9.37,-5.927356719970703
-9.59,-7.229738712310791
-7.05,-5.230669975280762
-0.89,-19.782665252685547
-8.1975,-12.703055381774902
-3.09,-5.230669975280762
-5.66,-6.5173797607421875
-12.65,-29.164880752563477
0.54,-5.52961540222168
-11.88,-35.06550979614258
-73.53,-5.968611240386963
-16.06,-5.924062728881836
-12.07,-10.525032043457031
-0.12,-5.52961540222168
-14.68,-6.634346961975098
14.03,-7.4460272789001465
-30.92,-5.470291614532471
-5.41,-6.119638442993164
4.5225,-8.47951889038086
-10.25,-5.4315595626831055
-3.09,-5.470291614532471
-6.2,-6.142796516418457
-5.5,-11.556640625
-45.68,-8.540456771850586
-1.47,-5.230669975280762
-8.56,-7.041798114776611
-5.0,-10.376533508300781
5.15,-11.089127540588379
-3.7,-4.832928657531738
-1.06,-5.230669975280762
-3.59,-5.230669975280762
5.13,-29.16166114807129
-3.2,-5.470291614532471
-2.09,-4.832928657531738
-24.72,-7.4460272789001465
-32.123,-15.813433647155762
6.49,-4.76436710357666
-2.34,-5.230669975280762
-37.47,-36.530479431152344
-8.12,-6.119638442993164
-6.57,-33.31812286376953
-11.9,-15.813433647155762
-0.85,-5.399644374847412
-4.34,-5.230669975280762
7.54,-6.5173797607421875
-2.34,-5.230669975280762
-0.66,-5.072550296783447
-1.91,-5.757457256317139
-36.38,-6.196807861328125
-2.52,-5.602560520172119
-3.12,-6.203943252563477
-3.18,-8.476028442382812
-1.13,-5.927356719970703
-4.61,-7.779341697692871
-1.32,-19.06106948852539
3.5,-5.072550296783447
8.41,-10.670759201049805
-22.798,-15.378315925598145
-31.28,-8.660446166992188
-1.43,-5.162108421325684
-13.38,-5.924062728881836
-11.28,-4.832928657531738
2.04,-4.832928657531738
-39.875,-13.239067077636719
4.26,-5.230669975280762
1.13,-5.3775482177734375
-29.32,-15.813433647155762
8.7,-7.6856489181518555
9.52,-7.6856489181518555
6.24,-5.799066543579102
6.06,-5.477427005767822
-6.43,-5.927356719970703
0.17,-5.934492111206055
-5.47,-8.142715454101562
-26.235,-15.972463607788086
3.27,-5.10237979888916
6.07,-5.707827568054199
-0.52,-6.196807861328125
-3.89,-5.46820592880249
-4.86,-5.927356719970703
0.29,-5.072550296783447
-4.57,-5.230669975280762
-67.77,-36.00247573852539
1.1716666666666669,-7.955100059509277
-18.372,-5.470291614532471
-13.09,-6.861110210418701
-12.53,-31.684383392333984
-35.42,-8.610383033752441
-2.09,-5.87880802154541
-51.42,-7.7243852615356445
-26.11,-8.859628677368164
8.81,-8.083390235900879
-18.99,-9.137986183166504
6.87,-8.540456771850586
-35.13,-5.968611240386963
3.5,-6.054033279418945
-26.79,-5.237805366516113
-69.43,-37.569175720214844
-10.85,-6.928463459014893
-28.24,-6.861110210418701
8.59,-7.4460272789001465
24.097,-5.927356719970703
-3.32,-5.072550296783447
-4.1475,-5.500121116638184
-6.13,-5.230669975280762
-6.98,-5.230669975280762
1.67,-4.832928657531738
1.11,-4.832928657531738
1.91,-7.4460272789001465
-2.36,-19.199312210083008
-6.29,-5.470291614532471
-1.82,-9.778411865234375
-31.23,-9.556317329406738
-55.3475,-13.26660442352295
-3.73,-5.799066543579102
-4.39,-6.196807861328125
-9.8,-6.366352558135986
-2.56,-5.162108421325684
-7.79,-7.985420227050781
3.12,-5.470291614532471
-35.65,-31.885862350463867
6.44,-5.470291614532471
-10.88,-15.813433647155762
2.34,-4.832928657531738
-1.66,-8.859628677368164
5.34,-5.927356719970703
2.12,-6.196807861328125
-41.42,-31.2390193939209
-45.26,-10.038260459899902
-5.05,-8.859628677368164
-30.8075,-4.832928657531738
-31.816,-15.813433647155762
16.37,-8.838225364685059
-10.72,-6.540538311004639
-0.17,-5.477427005767822
-2.05,-5.072550296783447
-8.55,-11.314888000488281
-4.74,-5.399644374847412
-2.78,-5.230669975280762
-51.42,-9.556317329406738
