Drug A,Drug B,Cell Line Name,Score,Pred Score
Docetaxel,Tretinoin,UACC-257,8.88888888888889,-1.7654765844345093
Fulvestrant,Paclitaxel,HOP-62,0.3333333333333333,2.4687087535858154
Tretinoin,Cladribine,UACC-257,-1.8888888888888888,-2.9435575008392334
Everolimus,Tretinoin,HS 578T,2.555555555555556,1.0727239847183228
Romidepsin,Docetaxel,SN12C,-3.111111111111111,-0.6342067122459412
Mitotane,Nilotinib,SF-268,-5.222222222222222,-4.647339820861816
Fulvestrant,Everolimus,OVCAR-3,13.88888888888889,-2.124420404434204
Thalidomide,Mitotane,OVCAR-3,1.8888888888888888,-5.586909770965576
Sirolimus,Cladribine,SF-268,-3.111111111111111,-4.593470573425293
Streptozocin,Paclitaxel,CAKI-1,-3.6666666666666665,0.6504485607147217
Thalidomide,Tretinoin,KM12,-4.888888888888889,-1.9893043041229248
Vorinostat,Tretinoin,T-47D,7.333333333333333,-1.2520875930786133
Everolimus,Dasatinib,K-562,-2.7777777777777777,4.222115993499756
Mitotane,Everolimus,HCT-116,1.2222222222222223,-1.5839002132415771
Romidepsin,Cladribine,NCI-H522,-2.111111111111111,-1.346524357795715
Vorinostat,Sirolimus,SW-620,3.4444444444444446,-2.071094036102295
Docetaxel,Celecoxib,A498,6.444444444444445,-1.1067159175872805
Dasatinib,Sirolimus,RPMI-8226,-8.444444444444445,-2.629946708679199
Docetaxel,Celecoxib,NCI-H322M,-10.0,-2.698430061340332
Fulvestrant,Dasatinib,A549/ATCC,7.111111111111111,-1.7709767818450928
Docetaxel,Sirolimus,HCC-2998,-0.5555555555555556,-0.8484612703323364
Sirolimus,Mitotane,A498,0.8888888888888888,-2.483049392700196
Megestrol acetate,Gefitinib,COLO 205,2.7777777777777777,-0.8973177671432495
Mitotane,Dasatinib,SK-MEL-5,-10.555555555555555,-2.064077854156494
Tretinoin,Cladribine,SR,-8.11111111111111,-4.380242824554443
Nilotinib,Celecoxib,A549/ATCC,-4.111111111111111,-4.017497539520264
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111,3.625992774963379
Thalidomide,Sirolimus,SF-539,3.4444444444444446,-0.7504518032073975
Fulvestrant,Celecoxib,SR,-12.444444444444445,0.4504711627960205
Vorinostat,Sirolimus,A498,-5.777777777777778,-2.11836314201355
Streptozocin,Sirolimus,U251,-0.4444444444444444,0.5779628753662109
Fulvestrant,Paclitaxel,LOX IMVI,-20.88888888888889,-2.529545783996582
Mitotane,Paclitaxel,UACC-257,-10.444444444444445,-2.0615453720092773
Mitotane,Paclitaxel,HOP-62,-5.444444444444445,17.26500701904297
Fulvestrant,Sirolimus,BT-549,-2.555555555555556,-0.5991273522377014
Mitotane,Nilotinib,HS 578T,-1.2222222222222223,-3.2682464122772217
Fulvestrant,Sirolimus,NCI-H23,-5.111111111111111,-3.092692375183105
Mitotane,Docetaxel,NCI-H226,15.333333333333334,0.2761676609516144
Tretinoin,Celecoxib,SK-MEL-28,-10.0,-3.0426840782165527
Gefitinib,Lenalidomide,OVCAR-8,0.1111111111111111,-3.6878042221069336
Vorinostat,Sirolimus,SN12C,-0.6666666666666666,-4.956660270690918
Paclitaxel,Sirolimus,SW-620,1.7777777777777777,-7.429265975952148
