Score,Pred Score
19.33333333333333,-1.0232529640197754
-0.4444444444444444,3.064129590988159
-3.2222222222222223,-3.566619396209717
1.7777777777777777,2.6028993129730225
-2.0,4.959019660949707
0.4444444444444444,0.448706716299057
2.7777777777777777,-5.000645637512207
-5.0,-2.208256244659424
-0.1111111111111111,-7.037448406219482
-14.666666666666666,-2.8034229278564453
-0.5555555555555556,3.1195995807647705
-1.6666666666666667,3.747577667236328
0.8888888888888888,-4.080113410949707
4.888888888888889,-1.1591774225234985
0.8888888888888888,0.7664557099342346
29.0,19.597999572753906
1.5555555555555556,0.686479926109314
9.77777777777778,15.059990882873535
-3.4444444444444446,-3.133521556854248
-3.2222222222222223,-5.42705774307251
-3.333333333333333,0.9554872512817383
4.222222222222222,-3.5968587398529053
-9.88888888888889,-0.4863910675048828
-9.666666666666666,-8.30449390411377
-15.0,11.158681869506836
-7.222222222222222,1.4290403127670288
-1.0,-0.1884189248085022
15.666666666666666,-5.339452743530273
-2.2222222222222223,-7.458524227142334
2.0,-0.9894154071807861
-2.111111111111111,-6.757955074310303
1.3333333333333333,2.6038684844970703
-4.444444444444445,-1.614356517791748
-17.22222222222222,-0.8333618640899658
-14.333333333333334,-2.1774206161499023
-4.888888888888889,-3.175821304321289
-24.33333333333333,-3.5275564193725586
-3.2222222222222223,4.753477096557617
1.4444444444444444,0.6878555417060852
1.2222222222222223,-1.2408829927444458
8.333333333333334,-0.8070847988128662
1.3333333333333333,1.2546380758285522
-4.111111111111111,1.6093652248382568
0.0,-0.6812275648117065
17.11111111111111,19.156991958618164
18.11111111111111,2.0824129581451416
-4.0,-1.742850422859192
-6.111111111111111,1.9435850381851196
-3.333333333333333,-8.578178405761719
0.0,-1.3085978031158447
-0.7777777777777778,-1.3245701789855957
5.555555555555555,-0.7759318351745605
-0.6666666666666666,-2.0949244499206543
-4.777777777777778,-9.346824645996094
-8.666666666666666,-2.6274595260620117
-2.555555555555556,-2.9507205486297607
9.555555555555555,12.952706336975098
-8.11111111111111,-1.0697133541107178
-6.888888888888889,-4.872678279876709
-8.333333333333334,-1.5932228565216064
-7.0,-3.5662755966186523
0.5555555555555556,12.325507164001465
-2.333333333333333,13.978479385375977
-0.5555555555555556,-5.52195405960083
-3.333333333333333,-10.710320472717285
17.666666666666668,9.377883911132812
-7.111111111111111,0.8906092047691345
