Drug A,Drug B,Cell Line Name,Score,Pred Score
VISMODEGIB,LENALIDOMIDE,NCI-H322M,-6.27,-2.052892208099365
CRIZOTINIB,RUXOLITINIB,786-O,0.82,2.7295682430267334
MEGESTROL ACETATE,ROMIDEPSIN,MDA-MB-468,-57.05,-42.87690734863281
DEXAMETHASONE,ERLOTINIB,SK-MES-1,-11.7,-3.001377582550049
IMATINIB,FULVESTRANT,HOP-62,-1.21,-3.082754611968994
MEGESTROL ACETATE,LAPATINIB,HOP-92,-47.93,-5.689018249511719
RALOXIFENE,MEGESTROL ACETATE,HCT 15,-3.21,-3.299610137939453
VISMODEGIB,SORAFENIB,U-251MG,-2.84,-4.944215297698975
GEFITINIB,DASATINIB,TK-10,7.02,-1.2531893253326416
RALOXIFENE,MITOTANE,HCC2998,10.1,-3.5211195945739746
RUXOLITINIB,ARSENIC TRIOXIDE,HCT 15,-6.79,-11.269794464111328
RALOXIFENE,NILOTINIB,PC-3,-1.82,-4.965643405914307
GEFITINIB,THALIDOMIDE,UO-31,-9.92,-6.344356060028076
AXITINIB,VEMURAFENIB,MDA-MB-231,-2.22,-10.699392318725586
ABIRATERONE,DASATINIB,HCC2998,-7.19,-7.019370079040527
NILOTINIB,LAPATINIB,SN12C,-29.44,-7.304527759552002
VANDETANIB,CELECOXIB,PC-3,-0.66,-5.943467140197754
CRIZOTINIB,RUXOLITINIB,NCI-H460,-9.62,-1.8045780658721924
PACLITAXEL,SORAFENIB,M14,0.82,-10.905489921569824
RUXOLITINIB,GEFITINIB,IGROV-1,4.92,-8.983175277709961
TAURINE,RUXOLITINIB,L-1236,-33.024,-20.579803466796875
PACLITAXEL,DASATINIB,SW837,3.605,-5.306951999664307
VISMODEGIB,SUNITINIB,OVCAR-4,-1.35,-2.531930923461914
METFORMIN,SUNITINIB,OV-90,5.5325,-8.797561645507812
DOCETAXEL,MITOTANE,DU145,5.08,-7.129782676696777
GLICLAZIDE,RUXOLITINIB,L-1236,-46.51,-15.038108825683594
DOCETAXEL,ARSENIC TRIOXIDE,SF268,0.25,1.0504975318908691
VEMURAFENIB,SUNITINIB,LOX-IMVI,-10.51,-8.404870986938477
VISMODEGIB,RUXOLITINIB,Caki-1,10.03,-5.822536468505859
GEFITINIB,ARSENIC TRIOXIDE,UO-31,-10.24,-7.190248489379883
DASATINIB,LAPATINIB,Caki-1,0.13,-6.185373306274414
ABIRATERONE,LENALIDOMIDE,M14,-7.48,-10.534122467041016
VANDETANIB,IMATINIB,SK-MEL-5,-12.14,-4.038509368896484
TRETINOIN,DASATINIB,HCT 116,3.97,-4.929340362548828
GEFITINIB,SUNITINIB,IGROV-1,-5.22,-1.556962966918945
GEFITINIB,CRIZOTINIB,M14,5.18,-6.110483169555664
ABIRATERONE,DASATINIB,MDA-MB-231,17.47,-6.970546722412109
VEMURAFENIB,RUXOLITINIB,OVCAR-5,4.22,-4.126248836517334
AXITINIB,SUNITINIB,SF268,-13.59,-6.876854419708252
VISMODEGIB,IMATINIB,CCRF-CEM,-1.54,-6.286548614501953
VEMURAFENIB,ABIRATERONE,MCF-7,-13.03,-7.25676155090332
