Drug A,Drug B,Cell Line Name,Score,Pred Score
Mitotane,Docetaxel,LOX IMVI,19.33333333333333,0.5613218545913696
Fulvestrant,Tretinoin,NCI-H226,-0.4444444444444444,-1.271409511566162
Vorinostat,Docetaxel,PC-3,-3.2222222222222223,-2.573054313659668
Dasatinib,Celecoxib,A498,1.7777777777777777,1.1405019760131836
Mitotane,Paclitaxel,OVCAR-5,-2.0,0.0574225187301635
Dasatinib,Docetaxel,MDA-MB-231/ATCC,0.4444444444444444,-4.750226974487305
Romidepsin,Cladribine,RXF 393,2.7777777777777777,0.643057644367218
Everolimus,Dasatinib,UACC-257,-5.0,-4.98419189453125
Megestrol acetate,Lenalidomide,UACC-62,-0.1111111111111111,-3.51664400100708
Vorinostat,Paclitaxel,SNB-75,-14.666666666666666,-2.472031593322754
Mitotane,Everolimus,KM12,-0.5555555555555556,-2.646930694580078
Fulvestrant,Tretinoin,A498,-1.6666666666666667,-1.2864444255828855
Nilotinib,Tretinoin,TK-10,0.8888888888888888,-3.782621383666992
Everolimus,Sirolimus,COLO 205,4.888888888888889,-1.4643672704696655
Mitotane,Dasatinib,M14,0.8888888888888888,-3.889081954956055
Paclitaxel,Nilotinib,HS 578T,29.0,8.081892967224121
Megestrol acetate,Gefitinib,A549/ATCC,1.5555555555555556,-0.5112925171852112
Paclitaxel,Tretinoin,A498,9.77777777777778,12.59955883026123
Dasatinib,Docetaxel,MCF7,-3.4444444444444446,-4.366504669189453
Fulvestrant,Celecoxib,OVCAR-8,-3.2222222222222223,-2.472796678543091
Thalidomide,Docetaxel,OVCAR-5,-3.333333333333333,0.0487270355224609
Streptozocin,Paclitaxel,SK-MEL-28,4.222222222222222,-0.8614370822906494
Mitotane,Tretinoin,LOX IMVI,-9.88888888888889,-2.078943252563477
Vorinostat,Paclitaxel,NCI-H522,-9.666666666666666,-2.2971858978271484
Docetaxel,Nilotinib,MDA-MB-231/ATCC,-15.0,11.4166898727417
Everolimus,Tretinoin,IGROV1,-7.222222222222222,-1.2095407247543335
Dasatinib,Docetaxel,MDA-MB-468,-1.0,-2.839805603027344
Romidepsin,Cladribine,SN12C,15.666666666666666,0.8432179689407349
Megestrol acetate,Lenalidomide,OVCAR-3,-2.2222222222222223,-3.756054401397705
Dasatinib,Sirolimus,HCT-116,2.0,-3.142050743103028
Mitotane,Celecoxib,CCRF-CEM,-2.111111111111111,-2.845491886138916
Streptozocin,Docetaxel,BT-549,1.3333333333333333,-0.4380351305007934
Everolimus,Cladribine,OVCAR-5,-4.444444444444445,-3.8438873291015625
Everolimus,Nilotinib,HS 578T,-17.22222222222222,-2.359302043914795
Mitotane,Sirolimus,RXF 393,-14.333333333333334,-2.166205883026123
Mitotane,Cladribine,IGROV1,-4.888888888888889,-2.377863883972168
Vorinostat,Tretinoin,MDA-MB-231/ATCC,-24.33333333333333,-2.604830265045166
Docetaxel,Sirolimus,RXF 393,-3.2222222222222223,4.100945472717285
Romidepsin,Sirolimus,A498,1.4444444444444444,-4.138525485992432
Everolimus,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223,-0.8200953006744385
Paclitaxel,Cladribine,MDA-MB-468,8.333333333333334,-5.516385555267334
Dasatinib,Docetaxel,KM12,1.3333333333333333,-2.5149917602539062
Romidepsin,Celecoxib,OVCAR-4,-4.111111111111111,-4.653209686279297
Mitotane,Sirolimus,CCRF-CEM,0.0,-2.2955050468444824
Fulvestrant,Everolimus,A498,17.11111111111111,-2.3338866233825684
Mitotane,Docetaxel,NCI-H460,18.11111111111111,0.9298379421234132
Fulvestrant,Sirolimus,UACC-257,-4.0,-1.021066188812256
Vorinostat,Romidepsin,SF-268,-6.111111111111111,2.3472962379455566
Megestrol acetate,Lenalidomide,UO-31,-3.333333333333333,-3.459068298339844
Vorinostat,Docetaxel,IGROV1,0.0,-2.015481948852539
Thalidomide,Mitotane,MCF7,-0.7777777777777778,-4.681168556213379
Dasatinib,Vorinostat,TK-10,5.555555555555555,-2.701623678207397
Nilotinib,Celecoxib,A498,-0.6666666666666666,-4.015050888061523
Fulvestrant,Cladribine,HOP-62,-4.777777777777778,-2.674501419067383
Nilotinib,Mitotane,OVCAR-3,-8.666666666666666,-4.455094337463379
Docetaxel,Cladribine,A498,-2.555555555555556,-1.577425837516785
Paclitaxel,Tretinoin,OVCAR-4,9.555555555555555,10.87017059326172
Streptozocin,Docetaxel,NCI-H322M,-8.11111111111111,-0.904349446296692
Streptozocin,Cladribine,NCI-H322M,-6.888888888888889,-2.662655830383301
Romidepsin,Paclitaxel,UACC-62,-8.333333333333334,-3.3973562717437744
Vorinostat,Paclitaxel,HCT-116,-7.0,-2.422842025756836
Docetaxel,Fulvestrant,BT-549,0.5555555555555556,11.49821662902832
Fulvestrant,Everolimus,ACHN,-2.333333333333333,-1.4958367347717283
Cladribine,Celecoxib,SK-MEL-5,-0.5555555555555556,-3.694546222686768
Everolimus,Romidepsin,SK-MEL-28,-3.333333333333333,-3.510748624801636
Paclitaxel,Tretinoin,PC-3,17.666666666666668,9.955345153808594
Mitotane,Sirolimus,BT-549,-7.111111111111111,-0.8297032713890076
Streptozocin,Sirolimus,SK-OV-3,-2.2222222222222223,-0.7490771412849426
Fulvestrant,Romidepsin,786-0,1.7777777777777777,-1.4639055728912354
Mitotane,Everolimus,M14,-1.2222222222222223,-1.2832083702087402
Streptozocin,Tretinoin,HT29,-8.444444444444445,-1.8244731426239007
Nilotinib,Tretinoin,NCI-H522,-8.444444444444445,-4.435061931610107
Romidepsin,Paclitaxel,TK-10,-2.0,-3.151679515838623
Romidepsin,Nilotinib,BT-549,-2.4444444444444446,-6.542984008789063
Streptozocin,Mitotane,SF-539,-4.666666666666667,-3.076555252075196
Dasatinib,Romidepsin,OVCAR-4,-5.555555555555555,-4.1127519607543945
Dasatinib,Cladribine,SNB-75,-8.777777777777779,-3.2830638885498047
Docetaxel,Tretinoin,SK-MEL-5,20.33333333333333,15.38484001159668
Vorinostat,Paclitaxel,SW-620,-3.7777777777777777,-3.1028499603271484
Docetaxel,Nilotinib,OVCAR-5,-9.0,9.868295669555664
Thalidomide,Tretinoin,LOX IMVI,-5.222222222222222,-4.612030982971191
Docetaxel,Tretinoin,OVCAR-3,16.555555555555557,15.416749954223633
Docetaxel,Nilotinib,HCT-116,3.7777777777777777,9.941232681274414
Vorinostat,Celecoxib,OVCAR-8,-3.6666666666666665,-3.29985785484314
Mitotane,Dasatinib,T-47D,-7.444444444444445,-4.920488834381104
Mitotane,Sirolimus,SNB-75,-4.777777777777778,-1.9038795232772827
Mitotane,Everolimus,ACHN,2.111111111111111,-1.5796772241592407
Fulvestrant,Celecoxib,NCI-H322M,-4.222222222222222,-3.31984543800354
Dasatinib,Vorinostat,SF-539,-5.222222222222222,-3.523092269897461
Docetaxel,Nilotinib,CCRF-CEM,2.333333333333333,8.173919677734375
Fulvestrant,Sirolimus,MCF7,-4.777777777777778,-2.423286437988281
Vorinostat,Celecoxib,RXF 393,-9.11111111111111,-3.1598520278930664
Streptozocin,Tretinoin,UACC-257,-3.2222222222222223,-1.4100512266159058
Vorinostat,Sirolimus,OVCAR-3,-10.0,-2.949227333068848
Megestrol acetate,Gefitinib,SN12C,-1.0,-4.066890716552734
Cladribine,Celecoxib,HOP-62,4.666666666666667,-3.485527515411377
Fulvestrant,Nilotinib,MOLT-4,-21.22222222222222,-4.214471340179443
Tretinoin,Cladribine,K-562,-2.555555555555556,-3.580904245376587
Docetaxel,Paclitaxel,SK-MEL-5,-1.3333333333333333,-5.585774898529053
Mitotane,Docetaxel,SR,31.22222222222222,1.093096375465393
Nilotinib,Mitotane,PC-3,-3.888888888888889,-4.5184712409973145
Everolimus,Docetaxel,MDA-MB-231/ATCC,5.0,1.443340301513672
Everolimus,Nilotinib,HCT-15,-7.555555555555555,-2.3038249015808105
Fulvestrant,Romidepsin,EKVX,-2.0,-1.4947216510772705
Streptozocin,Paclitaxel,HOP-92,-1.0,-0.8817485570907593
Everolimus,Docetaxel,UO-31,-2.2222222222222223,0.8440144062042236
Mitotane,Celecoxib,U251,-1.4444444444444444,-2.775908946990967
Docetaxel,Sirolimus,HS 578T,-3.111111111111111,4.917553901672363
Romidepsin,Nilotinib,UACC-62,-15.88888888888889,-6.413996696472168
Streptozocin,Mitotane,SK-MEL-5,-0.3333333333333333,-3.357426643371582
Paclitaxel,Cladribine,CCRF-CEM,-0.3333333333333333,-3.784556388854981
Mitotane,Cladribine,HCT-15,-7.777777777777778,-2.1349635124206543
