Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sorafenib,OVCAR3,ALMANAC,-56.122721799997,-22.468318939208984
Nilotinib,Linsitinib,A2058,FRIEDMAN,6.77918667248322,-3.5302233695983887
Vandetanib,raloxifene,K-562,ALMANAC,-0.0150611069314956,-4.190717697143555
Palbociclib,Dasatinib,SKMEL30,FRIEDMAN,8.47029863366818,-6.25734806060791
MEGESTROL ACETATE,Crizotinib,SF-539,ALMANAC,-2.57413125595071,-3.859660863876343
Navitoclax,VX-702,A375,FRIEDMAN,9.7515293317828,2.0494842529296875
raloxifene,celecoxib,SK-MEL-2,ALMANAC,-8.65959398467895,-4.653095245361328
Abiraterone,celecoxib,RPMI-8226,ALMANAC,-10.8476643767466,-4.212446212768555
MEGESTROL ACETATE,Vorinostat,NCI-H522,ALMANAC,0.902561289987206,-10.61587142944336
Crizotinib,celecoxib,UO-31,ALMANAC,3.82105629128178,-4.518348217010498
Dasatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,0.0586948319991487,-2.366604804992676
Lenalidomide,Imatinib,A498,ALMANAC,-4.09852925248433,-4.838479042053223
Ruxolitinib,MEGESTROL ACETATE,COLO 205,ALMANAC,-7.98205549731415,-4.850628852844238
Vismodegib,Romidepsin,SF-539,ALMANAC,-51.4108150902313,-39.51886367797852
celecoxib,Fulvestrant,SF-539,ALMANAC,-1.30780642233404,-3.68314528465271
Ruxolitinib,Lenalidomide,KM12,ALMANAC,-3.88736144460606,-4.694103240966797
Lenalidomide,Crizotinib,NCI-H522,ALMANAC,-4.66323858247907,-3.576018810272217
Pazopanib,Vismodegib,451Lu,FRIEDMAN,-9.91891980635819,-2.101353645324707
Vandetanib,Dasatinib,HS 578T,ALMANAC,-26.2156741756532,-14.567876815795898
Gefitinib,Dasatinib,HCT116,ALMANAC,-17.6779700107261,-2.883296012878418
Sunitinib,Erlotinib,NCIH520,ONEIL,10.2532613363299,-4.594738960266113
Vatalanib,Lenalidomide,IPC-298,FRIEDMAN,1.22901690851424,-3.565569877624512
dexamethasone,Erlotinib,NCI-H460,ONEIL,-13.950148061363093,-2.647145748138428
Lapatinib,Vatalanib,MZ-MEL-2,FRIEDMAN,17.5546664685344,-3.480131387710572
Navitoclax,Linsitinib,SK-MEL-28,FRIEDMAN,0.36881938784191,3.648991584777832
paclitaxel,Sorafenib,RXF 393,ALMANAC,14.5649103326125,-10.54170036315918
Dasatinib,Lapatinib,IGROV1,ALMANAC,1.07667365828829,-2.701906204223633
Abiraterone,celecoxib,T-47D,ALMANAC,4.36308333507122,-4.266086578369141
Vemurafenib,Gefitinib,KM12,ALMANAC,-14.7116489596591,-3.627627372741699
Ruxolitinib,VX-702,A2058,FRIEDMAN,-6.03742693212586,-7.542397022247314
vinblastine,Sorafenib,PA1,ONEIL,-1.338045882914232,-8.909499168395996
Nilotinib,thalidomide,SF-268,ALMANAC,0.0485758269698482,-8.257894515991211
Fingolimod,Bexarotene,LOX IMVI,FRIEDMAN,-16.9905361671798,-18.328289031982425
Pazopanib,Fingolimod,G-361,FRIEDMAN,-37.4157397685342,-12.698708534240724
Vismodegib,Crizotinib,KM12,ALMANAC,-0.123131049996076,-3.7042737007141113
Vemurafenib,Nilotinib,ACHN,ALMANAC,6.33581023010737,-4.149833679199219
Axitinib,Dasatinib,HOP-92,ALMANAC,-1.76533153786198,-3.314647674560547
Lestaurtinib,Vismodegib,SK-MEL-2,FRIEDMAN,-45.9781368400099,-4.034748554229736
paclitaxel,Fulvestrant,OVCAR-4,ALMANAC,-2.66474794212439,-4.336753845214844
Vismodegib,Romidepsin,SF-268,ALMANAC,-37.4687186796538,-37.2021369934082
Sorafenib,Cediranib,A101D,FRIEDMAN,-7.67884397015857,-3.652597427368164
Abiraterone,Vemurafenib,COLO 205,ALMANAC,-7.13694910458265,-4.650012493133545
Linsitinib,Palbociclib,RVH-421,FRIEDMAN,-1.75470357214464,-4.293591976165772
Crizotinib,Palbociclib,MZ-MEL-2,FRIEDMAN,-14.7565599199826,-5.050838470458984
Ruxolitinib,Lapatinib,CAKI-1,ALMANAC,-4.37537979065064,-11.39681625366211
Abiraterone,celecoxib,K-562,ALMANAC,0.540263408730049,-4.223696231842041
Abiraterone,MEGESTROL ACETATE,SF-539,ALMANAC,-8.704966492604,-4.358114242553711
Vatalanib,Lenalidomide,G-361,FRIEDMAN,0.605828289609783,-3.5198349952697754
Tideglusib,Cediranib,A2058,FRIEDMAN,-3.53859106775973,-2.643831729888916
Crizotinib,Romidepsin,MDA-MB-468,ALMANAC,-65.4943721649017,-37.317779541015625
Ruxolitinib,Vorinostat,HCT-15,ALMANAC,7.18166830773503,-11.79119873046875
Vandetanib,Imatinib,SW-620,ALMANAC,-5.24937349495237,-4.058318614959717
Vismodegib,Ruxolitinib,SF-268,ALMANAC,2.53635947006299,-5.530734539031982
Dasatinib,Lenalidomide,A375,FRIEDMAN,-0.661114965254757,-1.8825569152832031
Vandetanib,Imatinib,NCI-H522,ALMANAC,-7.69695406793051,-4.111177444458008
raloxifene,Dasatinib,NCI-H226,ALMANAC,-16.0756394722206,-6.216680526733398
Vismodegib,MEGESTROL ACETATE,PC-3,ALMANAC,-2.30921257083763,-4.542601585388184
Crizotinib,Imatinib,OVCAR-5,ALMANAC,1.69496843048609,-4.7420334815979
Vemurafenib,Abiraterone,DU-145,ALMANAC,8.60223834116715,-5.205394268035889
Gefitinib,MEGESTROL ACETATE,NCIH23,ALMANAC,-17.6507540400062,-4.080507278442383
Romidepsin,Sunitinib,OVCAR3,ALMANAC,-59.8918047762397,-43.65443420410156
