Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sorafenib,OVCAR3,ALMANAC,-56.122721799997,-14.732446670532228
Nilotinib,Linsitinib,A2058,FRIEDMAN,6.77918667248322,-4.046411991119385
Vandetanib,raloxifene,K-562,ALMANAC,-0.0150611069314956,-3.8806095123291016
Palbociclib,Dasatinib,SKMEL30,FRIEDMAN,8.47029863366818,-3.440563440322876
MEGESTROL ACETATE,Crizotinib,SF-539,ALMANAC,-2.57413125595071,-4.838724613189697
Navitoclax,VX-702,A375,FRIEDMAN,9.7515293317828,-1.0089969635009766
raloxifene,celecoxib,SK-MEL-2,ALMANAC,-8.65959398467895,-3.954117774963379
Abiraterone,celecoxib,RPMI-8226,ALMANAC,-10.8476643767466,-2.869861602783203
MEGESTROL ACETATE,Vorinostat,NCI-H522,ALMANAC,0.902561289987206,-22.94911193847656
Crizotinib,celecoxib,UO-31,ALMANAC,3.82105629128178,-0.9021263122558594
Dasatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,0.0586948319991487,-5.571105003356934
Lenalidomide,Imatinib,A498,ALMANAC,-4.09852925248433,-5.473964691162109
Ruxolitinib,MEGESTROL ACETATE,COLO 205,ALMANAC,-7.98205549731415,-7.699193000793457
Vismodegib,Romidepsin,SF-539,ALMANAC,-51.4108150902313,-36.11874771118164
celecoxib,Fulvestrant,SF-539,ALMANAC,-1.30780642233404,-4.497304916381836
Ruxolitinib,Lenalidomide,KM12,ALMANAC,-3.88736144460606,-6.157121658325195
Lenalidomide,Crizotinib,NCI-H522,ALMANAC,-4.66323858247907,-3.9775686264038086
Pazopanib,Vismodegib,451Lu,FRIEDMAN,-9.91891980635819,-3.93318510055542
Vandetanib,Dasatinib,HS 578T,ALMANAC,-26.2156741756532,-4.922009944915772
Gefitinib,Dasatinib,HCT116,ALMANAC,-17.6779700107261,-3.3038341999053955
Sunitinib,Erlotinib,NCIH520,ONEIL,10.2532613363299,-2.102412700653076
Vatalanib,Lenalidomide,IPC-298,FRIEDMAN,1.22901690851424,-4.00996208190918
dexamethasone,Erlotinib,NCI-H460,ONEIL,-13.950148061363093,-5.952270030975342
Lapatinib,Vatalanib,MZ-MEL-2,FRIEDMAN,17.5546664685344,-1.9858646392822263
Navitoclax,Linsitinib,SK-MEL-28,FRIEDMAN,0.36881938784191,-3.0206074714660645
paclitaxel,Sorafenib,RXF 393,ALMANAC,14.5649103326125,-12.000903129577637
Dasatinib,Lapatinib,IGROV1,ALMANAC,1.07667365828829,-4.220641613006592
Abiraterone,celecoxib,T-47D,ALMANAC,4.36308333507122,-5.358913421630859
Vemurafenib,Gefitinib,KM12,ALMANAC,-14.7116489596591,-3.778684616088867
Ruxolitinib,VX-702,A2058,FRIEDMAN,-6.03742693212586,-6.404463768005371
vinblastine,Sorafenib,PA1,ONEIL,-1.338045882914232,-8.366910934448242
Nilotinib,thalidomide,SF-268,ALMANAC,0.0485758269698482,-1.6707448959350586
Fingolimod,Bexarotene,LOX IMVI,FRIEDMAN,-16.9905361671798,-7.855650901794434
Pazopanib,Fingolimod,G-361,FRIEDMAN,-37.4157397685342,-5.009927749633789
Vismodegib,Crizotinib,KM12,ALMANAC,-0.123131049996076,-4.460295677185059
Vemurafenib,Nilotinib,ACHN,ALMANAC,6.33581023010737,-7.45538330078125
Axitinib,Dasatinib,HOP-92,ALMANAC,-1.76533153786198,-2.105372667312622
Lestaurtinib,Vismodegib,SK-MEL-2,FRIEDMAN,-45.9781368400099,-5.660869121551514
paclitaxel,Fulvestrant,OVCAR-4,ALMANAC,-2.66474794212439,-9.630895614624023
Vismodegib,Romidepsin,SF-268,ALMANAC,-37.4687186796538,-29.13763999938965
Sorafenib,Cediranib,A101D,FRIEDMAN,-7.67884397015857,-3.821859121322632
Abiraterone,Vemurafenib,COLO 205,ALMANAC,-7.13694910458265,-5.128598213195801
Linsitinib,Palbociclib,RVH-421,FRIEDMAN,-1.75470357214464,1.0041093826293943
Crizotinib,Palbociclib,MZ-MEL-2,FRIEDMAN,-14.7565599199826,-2.288214683532715
Ruxolitinib,Lapatinib,CAKI-1,ALMANAC,-4.37537979065064,-5.767974853515625
Abiraterone,celecoxib,K-562,ALMANAC,0.540263408730049,-5.295292377471924
Abiraterone,MEGESTROL ACETATE,SF-539,ALMANAC,-8.704966492604,-3.882330894470215
Vatalanib,Lenalidomide,G-361,FRIEDMAN,0.605828289609783,-4.15949010848999
Tideglusib,Cediranib,A2058,FRIEDMAN,-3.53859106775973,-5.260809898376465
Crizotinib,Romidepsin,MDA-MB-468,ALMANAC,-65.4943721649017,-28.396568298339844
Ruxolitinib,Vorinostat,HCT-15,ALMANAC,7.18166830773503,-9.216537475585938
