Score,Pred Score
5.6714095358599,-19.227310180664062
-4.76255196765668,-13.512833595275879
3.66313041087705,-0.11659049987792969
0.575967253941316,-4.349350929260254
-12.0132089345431,-12.726583480834961
5.43540834419154,-3.5042734146118164
1.89336396504734,-3.720132827758789
-64.2987925756874,-30.215456008911133
15.9817503490381,-6.888943672180176
-0.0584721758068966,-3.0598316192626953
-37.8453572333546,-25.169218063354492
-68.9718756362875,-7.617013454437256
-4.50862415923759,-4.459541320800781
3.15940200797445,-11.439123153686523
3.75236740868467,-2.055600166320801
-0.603524612703718,-3.631944179534912
-50.8363631911546,-17.41388702392578
-0.758807793678774,-17.593524932861328
1.25240382594266,-3.4254398345947266
7.1831444691674,-4.068486213684082
-19.2636792950819,-3.3943967819213867
11.5697331598029,-2.1411843299865723
1.47352382616359,-5.163955211639404
0.684090522697142,-5.323531150817871
0.349315538926308,-2.7087631225585938
-0.316731257312025,-2.266040086746216
2.42988200069625,-9.549498558044434
-0.484210537476801,-5.111867904663086
-1.34398407245947,-2.9355316162109375
-3.15887949932979,-10.967777252197266
-32.5470329370273,-24.2895450592041
6.78302352558366,-2.5330772399902344
7.65214812700771,-6.184654235839844
-5.68033021519985,-4.258544921875
-14.0110886868556,-5.666123390197754
-14.564555056626377,-2.6400680541992188
12.5130070585648,-4.140398979187012
4.61707819599477,-5.784239292144775
-0.606117284349385,-3.531996726989746
6.16833485535474,-3.226484775543213
-14.9881482561835,-1.722428321838379
-15.980825193882,-6.27401876449585
1.3025673342216,-1.5548391342163086
-15.3669964559972,-15.090723991394043
-6.22222765400135,-4.1920318603515625
-0.937872758031419,-3.461872100830078
-14.055209894439,1.6122236251831055
-5.20898806907549,-4.332454681396484
-3.51488001849435,-1.2800416946411133
0.650117329872427,-8.202741622924805
3.8417570351335,-10.568050384521484
-22.2160384187578,-14.389864921569824
-4.89979095035332,-6.50367546081543
-33.9369501784522,-16.156084060668945
-4.06766358306629,-12.165323257446289
1.11649237269139,-9.116113662719727
27.8877345966701,-15.141913414001465
-11.9287003329828,-7.303305625915527
-2.4690824914817,-2.2314987182617188
7.960789166364423,-2.7391529083251953
-8.37657147519698,-2.1025924682617188
-17.6139119989163,-4.176042556762695
-4.79548610970282,-0.8634777069091797
-5.52407468128231,-6.63198184967041
-40.8001827319698,-27.56504249572754
-22.1374028431766,-4.6537652015686035
-41.6184891502181,-3.5475597381591797
8.62734190041881,-2.707068920135498
-7.47282955279261,-17.967504501342773
-6.6851824220026,-2.638803005218506
0.315578814023026,-16.938087463378906
-8.24513254299302,-3.274606704711914
-3.70048107242709,-3.4883508682250977
10.412796900842,3.470452308654785
-24.5745022253841,-21.625267028808594
-7.86764307950133,-9.194780349731445
-50.3712263871724,-33.98462677001953
5.4162891194034,-6.9910993576049805
1.00582257448986,-0.4408998489379883
7.87465608096032,-2.9849472045898438
-17.5201882861416,-3.7442169189453125
-17.5589533745204,-9.493902206420898
5.35914620052196,-0.5557671785354614
0.150997296330576,-1.1619443893432617
1.3852567399597,-3.1638541221618652
-1.61695385405742,-0.8806114196777344
0.8319171014720902,-6.149725914001465
1.26290835483175,-3.0368170738220215
5.81602235619721,-6.617831230163574
10.6714363442266,-2.595694065093994
-0.244141011587675,-2.551703453063965
-3.60324753039327,1.7278404235839844
8.2662332788314,-5.490730285644531
11.5630740554485,-3.7505011558532715
-2.59646759810543,-6.263476371765137
11.920217768321,3.2109756469726562
-48.0500853547529,-21.428268432617188
-9.64449610725007,-9.124950408935547
-10.3818378064521,-7.061407089233398
-3.70940047949397,-2.5745620727539062
-3.35704532399536,-5.249288558959961
2.10067607442641,-2.953597068786621
1.55626153878933,-5.221916198730469
-3.3681150002437,-0.22581768035888672
-1.94995224570989,-3.097111225128174
-16.5083142641943,-0.5246896743774414
-39.6858915666686,-29.497013092041016
-0.128796582711366,-3.761357307434082
11.2249067174426,-6.16672420501709
-0.0730822582042352,-2.6290903091430664
7.92708077877978,-2.1683292388916016
-23.9065179761691,-14.759171485900879
-41.5497624242669,-10.095609664916992
-5.12818356812943,-0.6883764266967773
-31.6383862342898,4.984236240386963
-2.40056564686298,-1.6410026550292969
-10.4475632541358,-4.375499248504639
-6.8523585232021,-6.499113082885742
2.43189618525931,-5.592799186706543
10.7708887939411,-3.2786712646484375
-0.3170472839931942,-1.3588066101074219
-4.46227429348879,-4.353280067443848
-0.389276978142267,-2.49556827545166
-5.54721127999213,-1.9472389221191406
-4.52354734762334,-2.7697360515594482
-20.5834711596477,-3.0638694763183594
-0.2823200449385875,-1.5590944290161133
6.29347705018513,-3.622352123260498
2.0055011578356,-0.8468084335327148
-66.0077700442728,-34.136260986328125
-31.4107012950308,-11.708033561706543
-4.44837021181411,-6.82374382019043
4.40477020493968,-9.06161880493164
-30.9111782063343,-12.803729057312012
-10.3816815289603,-13.31248950958252
-4.6063569405548,-2.3025364875793457
4.72052325966567,-5.370256423950195
0.437516964247949,-0.30135512351989746
-2.89817945271278,-5.983257293701172
-0.833005875086649,-2.9938273429870605
-1.0711203221836,-3.609132766723633
5.7162045112992,-11.224981307983398
-4.09161731543102,-6.094906806945801
0.522114421266239,-7.064824104309082
-1.0824764419321014,-8.069560050964355
-6.77180707954032,-6.403966903686523
3.5561794821731,-1.5011849403381348
-15.8489433218576,-1.939720630645752
0.7709161631446207,-12.036398887634277
-18.743971940789,-4.062493801116943
14.9636873695258,-1.0137062072753906
-27.3193458273008,-3.39328670501709
3.02336191857225,-2.7695212364196777
-8.333028333997822,-12.084400177001953
-8.04226208046022,-0.6389551162719727
28.5248145208725,-4.700991630554199
-12.6461196983325,-13.208430290222168
-47.483172320795,-38.50898361206055
-1.55824812001831,-3.924407958984375
15.2157969181154,-1.7587394714355469
-26.7141072774414,0.0639638900756836
9.41170192433558,-8.05075454711914
2.8812679678296,-3.7147250175476074
-2.25901794218417,-4.66700553894043
-3.00730985542225,-5.751315116882324
-6.19747274015411,-3.7661213874816895
11.0605066545001,-1.4825515747070312
-14.7588192847049,-5.095789909362793
-6.337992532841642,-9.684677124023438
6.16783352343104,-0.11702251434326172
6.28032085669844,-0.3025369644165039
-62.4675830243269,-38.31582260131836
-22.3699595171652,-3.819056987762451
1.53905706430542,-3.4118709564208984
-2.10827339054611,-3.666945457458496
10.0496182732013,-0.8389701843261719
-14.0754519676526,-4.927803039550781
4.31800901302665,-8.82526969909668
