Drug A,Drug B,Cell Line Name,Score,Pred Score
VEMURAFENIB,IMATINIB,HT-29,-17.9,-7.054627418518066
DASATINIB,FULVESTRANT,NCI-H460,-2.55,-15.408273696899414
VEMURAFENIB,LAPATINIB,Caki-1,5.08,-1.1677484512329102
MIFEPRISTONE,RUXOLITINIB,L-1236,-28.831,-22.865833282470703
AXITINIB,FULVESTRANT,MDA-MB-231,-8.91,-3.2938761711120605
VINBLASTINE,SORAFENIB,UACC-62,5.265000000000001,-10.62631607055664
MEGESTROL ACETATE,LAPATINIB,KM12,-4.16,-11.471631050109863
VISMODEGIB,RALOXIFENE,SK-MEL-28,7.09,0.7787928581237793
VANDETANIB,NILOTINIB,CCRF-CEM,0.23,-4.953022003173828
AXITINIB,LENALIDOMIDE,MOLT-4,-38.75,-9.164966583251951
CELECOXIB,SORAFENIB,Caki-1,-11.07,-6.315208435058594
TRETINOIN,SUNITINIB,OVCAR-5,1.5,-7.32452917098999
RALOXIFENE,CELECOXIB,SF268,-0.52,1.8516769409179688
NILOTINIB,MITOTANE,M14,-4.68,-6.34672737121582
CRIZOTINIB,TRETINOIN,HCT 116,-8.22,-11.939360618591309
VINBLASTINE,SUNITINIB,UACC-62,2.5925,-7.876413345336914
VEMURAFENIB,CELECOXIB,PC-3,-2.96,-1.934575080871582
IMATINIB,ROMIDEPSIN,PC-3,-80.0,-45.576759338378906
MEGESTROL ACETATE,ROMIDEPSIN,NCI-H23,-75.32,-59.85508346557617
VEMURAFENIB,PACLITAXEL,OVCAR-5,-68.78,-20.21102523803711
VEMURAFENIB,PACLITAXEL,U-251MG,-4.41,-18.618274688720703
AXITINIB,SUNITINIB,NCI-H322M,1.12,-5.156356334686279
LENALIDOMIDE,LAPATINIB,SF539,-2.14,2.7816553115844727
RALOXIFENE,FULVESTRANT,BT-549,-0.87,-3.292633056640625
RALOXIFENE,THALIDOMIDE,HT-29,-0.66,-5.376485824584961
VANDETANIB,VEMURAFENIB,COLO 205,-15.01,-11.58505916595459
RALOXIFENE,PACLITAXEL,EKVX,-12.23,-21.00881767272949
VEMURAFENIB,TRETINOIN,M14,-11.38,-5.679571151733398
RUXOLITINIB,PACLITAXEL,MOLT-4,17.43,-18.24662971496582
AXITINIB,GEFITINIB,NCI-H522,5.28,3.0978260040283203
VEMURAFENIB,DASATINIB,MCF-7,-0.44,-8.672953605651855
FULVESTRANT,ARSENIC TRIOXIDE,RXF 393L,-12.0,-11.204509735107422
LENALIDOMIDE,IMATINIB,Caki-1,-1.45,-4.093520164489746
