Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Dasatinib,Lenalidomide,A2058,FRIEDMAN,-10.4421941416379,-5.159212589263916
alfuzosin,Ruxolitinib,L-1236,NCATS_HL,-20.415937842574,-15.23383331298828
Ruxolitinib,Nilotinib,OVCAR-5,ALMANAC,-7.68362417458673,-5.442358016967773
Lestaurtinib,Midostaurin,LOX IMVI,FRIEDMAN,-41.2216846057537,-7.9229865074157715
Tideglusib,Lapatinib,UACC-257,FRIEDMAN,4.79864898330136,-5.764804363250732
Tolvaptan,Ruxolitinib,L-1236,NCATS_HL,-32.0370930046522,-6.795109272003174
Linsitinib,Lapatinib,SK-MEL-28,FRIEDMAN,12.9935109358931,-5.415783882141113
Crizotinib,Dasatinib,A101D,FRIEDMAN,-30.6447286216216,-7.219545364379883
celecoxib,Dasatinib,OVCAR-4,ALMANAC,-1.50354104374073,-8.03390121459961
Abiraterone,MEGESTROL ACETATE,SK-OV-3,ALMANAC,-4.26460031196013,-7.53425407409668
mitotane,thalidomide,NCIH23,ALMANAC,-6.38504845900417,-6.6915435791015625
Ruxolitinib,Axitinib,MDA-MB-231,ALMANAC,-7.12422334674708,-5.473405838012695
Lapatinib,Sorafenib,RPMI-8226,ALMANAC,-13.5536998315198,-10.125436782836914
raloxifene,Vorinostat,OVCAR3,ALMANAC,-4.55888290533162,-18.22764015197754
paclitaxel,Lapatinib,M14,ALMANAC,-6.75232109042226,-3.8331103324890137
paclitaxel,Dasatinib,EKVX,ALMANAC,-2.46814384883699,-6.628115177154541
Dasatinib,mitotane,ACHN,ALMANAC,-15.6634750273414,-10.904687881469728
Lestaurtinib,Sunitinib,SK-MEL-28,FRIEDMAN,-15.1312085451397,-5.973604202270508
Lenalidomide,paclitaxel,SK-MEL-28,ALMANAC,-28.701426665276,-7.157830715179443
Vismodegib,Fulvestrant,DU-145,ALMANAC,3.72082811782698,-5.168223857879639
Vandetanib,Fulvestrant,M14,ALMANAC,1.9063950775947,-5.061659812927246
Vismodegib,Imatinib,786-0,ALMANAC,-4.27685908501249,-4.70057487487793
Linsitinib,Lapatinib,451Lu,FRIEDMAN,-12.0718754405752,-5.448574066162109
Sunitinib,Lapatinib,LOVO,ONEIL,9.06213659212517,-4.28927755355835
Sunitinib,Fulvestrant,UO-31,ALMANAC,0.218929563308117,-6.747837543487549
celecoxib,mitotane,T-47D,ALMANAC,-1.00525088583301,-4.774527072906494
Erlotinib,Dasatinib,MeWo,FRIEDMAN,13.6192061689873,-3.741110324859619
Vemurafenib,MEGESTROL ACETATE,HCC-2998,ALMANAC,-10.2777534768671,-6.080554962158203
Vismodegib,mitotane,A549,ALMANAC,-2.07305947106928,-4.632473945617676
Linsitinib,Lapatinib,A101D,FRIEDMAN,-2.55235448313782,-5.980149269104004
Vemurafenib,thalidomide,COLO 205,ALMANAC,-20.5803141003491,-6.139115810394287
Vandetanib,celecoxib,NCI-H460,ALMANAC,-9.51984892004568,-4.905208587646484
Lapatinib,Erlotinib,CAOV3,ONEIL,4.54734483862441,-5.643301963806152
Vorinostat,Cediranib,Mel Ho,FRIEDMAN,6.30230180508677,-18.097850799560547
Romidepsin,Fulvestrant,K-562,ALMANAC,-57.3143481111111,-18.427433013916016
paclitaxel,Dasatinib,UACC62,ALMANAC,-0.15164661638559,-7.92491340637207
mitotane,thalidomide,K-562,ALMANAC,-7.895926814476,-6.085141658782959
Imatinib,Nilotinib,CAKI-1,ALMANAC,-2.62494670489677,-5.031298637390137
