Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sorafenib,OVCAR3,ALMANAC,-56.122721799997,-12.11166763305664
Nilotinib,Linsitinib,A2058,FRIEDMAN,6.77918667248322,-6.746909141540527
Vandetanib,raloxifene,K-562,ALMANAC,-0.0150611069314956,0.7993335723876953
Palbociclib,Dasatinib,SKMEL30,FRIEDMAN,8.47029863366818,5.960866451263428
MEGESTROL ACETATE,Crizotinib,SF-539,ALMANAC,-2.57413125595071,-13.590974807739258
Navitoclax,VX-702,A375,FRIEDMAN,9.7515293317828,5.937920570373535
raloxifene,celecoxib,SK-MEL-2,ALMANAC,-8.65959398467895,-4.80960750579834
Abiraterone,celecoxib,RPMI-8226,ALMANAC,-10.8476643767466,0.615534782409668
MEGESTROL ACETATE,Vorinostat,NCI-H522,ALMANAC,0.902561289987206,-12.317541122436523
Crizotinib,celecoxib,UO-31,ALMANAC,3.82105629128178,-0.6590161323547363
Dasatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,0.0586948319991487,-7.076478958129883
Lenalidomide,Imatinib,A498,ALMANAC,-4.09852925248433,-4.839578628540039
Ruxolitinib,MEGESTROL ACETATE,COLO 205,ALMANAC,-7.98205549731415,-7.418704986572266
Vismodegib,Romidepsin,SF-539,ALMANAC,-51.4108150902313,-42.1899299621582
celecoxib,Fulvestrant,SF-539,ALMANAC,-1.30780642233404,-0.1174945831298828
Ruxolitinib,Lenalidomide,KM12,ALMANAC,-3.88736144460606,-3.802690505981445
Lenalidomide,Crizotinib,NCI-H522,ALMANAC,-4.66323858247907,-11.817861557006836
Pazopanib,Vismodegib,451Lu,FRIEDMAN,-9.91891980635819,-5.8214311599731445
Vandetanib,Dasatinib,HS 578T,ALMANAC,-26.2156741756532,-0.5378880500793457
Gefitinib,Dasatinib,HCT116,ALMANAC,-17.6779700107261,-3.626615524291992
Sunitinib,Erlotinib,NCIH520,ONEIL,10.2532613363299,-1.7788200378417969
Vatalanib,Lenalidomide,IPC-298,FRIEDMAN,1.22901690851424,-6.661155700683594
dexamethasone,Erlotinib,NCI-H460,ONEIL,-13.950148061363093,-5.822579860687256
Lapatinib,Vatalanib,MZ-MEL-2,FRIEDMAN,17.5546664685344,-6.161176681518555
Navitoclax,Linsitinib,SK-MEL-28,FRIEDMAN,0.36881938784191,9.525228500366213
paclitaxel,Sorafenib,RXF 393,ALMANAC,14.5649103326125,-11.591792106628418
Dasatinib,Lapatinib,IGROV1,ALMANAC,1.07667365828829,-4.722902774810791
Abiraterone,celecoxib,T-47D,ALMANAC,4.36308333507122,1.0063772201538086
Vemurafenib,Gefitinib,KM12,ALMANAC,-14.7116489596591,-4.880908966064453
Ruxolitinib,VX-702,A2058,FRIEDMAN,-6.03742693212586,-5.499675750732422
vinblastine,Sorafenib,PA1,ONEIL,-1.338045882914232,-1.757378101348877
Nilotinib,thalidomide,SF-268,ALMANAC,0.0485758269698482,-5.124145030975342
Fingolimod,Bexarotene,LOX IMVI,FRIEDMAN,-16.9905361671798,-16.19683074951172
Pazopanib,Fingolimod,G-361,FRIEDMAN,-37.4157397685342,-16.680561065673828
Vismodegib,Crizotinib,KM12,ALMANAC,-0.123131049996076,-6.584685325622559
