Drug A,Drug B,Cell Line Name,Score,Pred Score
Lapatinib,Dasatinib,HCT116,-13.812973987503693,2.2807540893554688
metformin,Lapatinib,MDAMB436,-14.6311710829416,-47.5472412109375
dexamethasone,Sunitinib,UACC62,-15.020937907067507,-10.90567398071289
Sunitinib,geldanamycin,NCI-H460,5.61896917638109,2.306356430053711
vinblastine,Vorinostat,MDAMB436,0.1461877509898399,-6.8681488037109375
Erlotinib,Dasatinib,MDAMB436,3.59745169898486,9.91069793701172
paclitaxel,Sorafenib,A2058,-6.72144892291601,-6.676825523376465
Lapatinib,geldanamycin,PA1,4.304204520484877,-4.129972457885742
vinblastine,Lapatinib,SK-OV-3,3.37898618824583,9.318129539489746
Sunitinib,geldanamycin,MDAMB436,3.939818822274421,6.141332626342773
Lapatinib,Sorafenib,SK-OV-3,13.9953943577381,9.048033714294434
Dasatinib,geldanamycin,CAOV3,-5.39913759737588,-0.7115726470947266
Lapatinib,Sorafenib,RPMI7951,-2.204579993178592,3.34897518157959
Lapatinib,Sorafenib,NCIH1650,8.829561804598438,4.993268013000488
Dasatinib,Sorafenib,UWB1289,6.01696699102072,3.1880075931549072
Vorinostat,geldanamycin,SKMEL30,-6.376202369524528,-0.5543184280395508
Vorinostat,geldanamycin,OCUBM,-6.50906463316165,-1.043863296508789
metformin,geldanamycin,VCAP,-60.92137282626391,-15.992053985595703
paclitaxel,Erlotinib,UWB1289,1.99934019108803,-8.200197219848633
Sunitinib,Erlotinib,HT144,2.188685633501576,10.671571731567385
Erlotinib,geldanamycin,SKMEL30,4.07090957771029,-3.505786895751953
Dasatinib,geldanamycin,OVCAR3,0.5211206139658471,-3.903770446777344
Erlotinib,Dasatinib,UWB1289,12.5580583918003,7.480770111083984
Erlotinib,geldanamycin,CAOV3,3.320229681965675,1.240945816040039
vinblastine,Lapatinib,UACC62,-0.4381862293696001,3.8812103271484375
paclitaxel,Dasatinib,NCIH23,0.1752112379752922,-3.248723030090332
geldanamycin,Sorafenib,A375,4.123908949931413,-6.600769996643066
Sunitinib,Lapatinib,SW-620,-14.2382866820043,7.707089424133301
