Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
paclitaxel,Sunitinib,ACHN,ALMANAC,5.6714095358599,-3.488964080810547
raloxifene,Vismodegib,HT29,ALMANAC,-4.76255196765668,-2.241328954696656
Axitinib,Vandetanib,UACC-257,ALMANAC,3.66313041087705,-1.828288555145264
Vismodegib,Axitinib,NCI-H522,ALMANAC,0.575967253941316,3.716582775115967
Nilotinib,Enzastaurin,SK-MEL-5,FRIEDMAN,-12.0132089345431,-3.338908672332764
Nilotinib,Cediranib,UACC62,FRIEDMAN,5.43540834419154,-11.493282318115234
Ruxolitinib,Vandetanib,UO-31,ALMANAC,1.89336396504734,0.1795487403869629
Imatinib,Romidepsin,UACC62,ALMANAC,-64.2987925756874,-46.76016998291016
Enzastaurin,Lestaurtinib,SKMEL30,FRIEDMAN,15.9817503490381,-1.4598703384399414
Lenalidomide,Imatinib,SR,ALMANAC,-0.0584721758068966,-1.8589043617248533
Romidepsin,Lapatinib,CAKI-1,ALMANAC,-37.8453572333546,-48.671142578125
Enzastaurin,Vorinostat,COLO 800,FRIEDMAN,-68.9718756362875,-11.02102279663086
Sunitinib,Sorafenib,TK-10,ALMANAC,-4.50862415923759,-1.4757843017578125
Fingolimod,Crizotinib,COLO 829,FRIEDMAN,3.15940200797445,-7.041553497314453
Vandetanib,Axitinib,NCI-H522,ALMANAC,3.75236740868467,-7.680520057678223
Vismodegib,Cediranib,UACC-257,FRIEDMAN,-0.603524612703718,1.3100688457489014
MEGESTROL ACETATE,Vorinostat,SF-539,ALMANAC,-50.8363631911546,-31.190174102783203
Gefitinib,Enzastaurin,T-47D,ASTRAZENECA,-0.758807793678774,-10.91202163696289
Axitinib,Nilotinib,SK-MEL-28,ALMANAC,1.25240382594266,0.7270431518554688
Crizotinib,Abiraterone,SF-268,ALMANAC,7.1831444691674,2.560845136642456
Sorafenib,Palbociclib,LB2518-MEL,FRIEDMAN,-19.2636792950819,1.93457555770874
Nilotinib,Tideglusib,COLO 800,FRIEDMAN,11.5697331598029,-14.254384994506836
Erlotinib,Lenalidomide,MeWo,FRIEDMAN,1.47352382616359,-6.965030670166016
VX-702,Vatalanib,WM115,FRIEDMAN,0.684090522697142,-12.373248100280762
Sunitinib,Midostaurin,A2058,FRIEDMAN,0.349315538926308,-10.374547958374023
Linsitinib,Erlotinib,Mel Ho,FRIEDMAN,-0.316731257312025,1.529256820678711
Vemurafenib,Sorafenib,UO-31,ALMANAC,2.42988200069625,-13.042803764343262
Dasatinib,mitotane,NCI-H460,ALMANAC,-0.484210537476801,-1.2620086669921875
Lenalidomide,thalidomide,RXF 393,ALMANAC,-1.34398407245947,-4.069392204284668
vinblastine,Vorinostat,NCIH520,ONEIL,-3.15887949932979,-1.9575157165527344
Romidepsin,Fulvestrant,SF-295,ALMANAC,-32.5470329370273,-22.7453727722168
Vatalanib,Erlotinib,RVH-421,FRIEDMAN,6.78302352558366,4.535694122314453
Lenalidomide,Vorinostat,A549,ALMANAC,7.65214812700771,-9.995330810546877
Axitinib,Lenalidomide,ACHN,ALMANAC,-5.68033021519985,4.457380771636963
Vemurafenib,Dasatinib,PC-3,ALMANAC,-14.0110886868556,-9.168806076049805
vinblastine,geldanamycin,UACC62,ONEIL,-14.564555056626377,-4.259323120117188
Ruxolitinib,Erlotinib,SKMEL30,FRIEDMAN,12.5130070585648,-1.508199691772461
Vemurafenib,Dasatinib,BT-549,ALMANAC,4.61707819599477,-4.295013427734375
Lenalidomide,Nilotinib,UO-31,ALMANAC,-0.606117284349385,-2.1376399993896484
Lenalidomide,Cediranib,RPMI7951,FRIEDMAN,6.16833485535474,-0.1600866317749023
Sunitinib,Sorafenib,K-562,ALMANAC,-14.9881482561835,-1.2909116744995115
Abiraterone,Fulvestrant,MDA-MB-468,ALMANAC,-15.980825193882,1.9801101684570312
Sunitinib,mitotane,HOP-62,ALMANAC,1.3025673342216,-2.12893295288086
Ruxolitinib,Enzastaurin,SKMEL30,FRIEDMAN,-15.3669964559972,-8.971789360046387
Ruxolitinib,Lapatinib,IST-MEL1,FRIEDMAN,-6.22222765400135,-7.285245418548584
Ruxolitinib,thalidomide,MDA-MB-231,ALMANAC,-0.937872758031419,4.808251857757568
Pazopanib,Dasatinib,A2058,FRIEDMAN,-14.055209894439,-4.81534481048584
Tideglusib,VX-702,UACC-257,FRIEDMAN,-5.20898806907549,-3.882968425750733
Crizotinib,thalidomide,NCIH23,ALMANAC,-3.51488001849435,-0.588876485824585
Vismodegib,Vorinostat,G-361,FRIEDMAN,0.650117329872427,-4.053618907928467
Abiraterone,Vismodegib,MCF7,ALMANAC,3.8417570351335,0.5885066986083984
Fingolimod,Lapatinib,LB2518-MEL,FRIEDMAN,-22.2160384187578,-22.076404571533203
Vemurafenib,Ruxolitinib,RPMI-8226,ALMANAC,-4.89979095035332,-3.786797046661377
Axitinib,paclitaxel,OVCAR-8,ALMANAC,-33.9369501784522,-21.550125122070312
paclitaxel,Vorinostat,NCIH23,ALMANAC,-4.06766358306629,-0.4475789070129394
Vemurafenib,Vismodegib,A549,ALMANAC,1.11649237269139,-3.64839220046997
RAF265,Vorinostat,SKMEL30,FRIEDMAN,27.8877345966701,1.995345115661621
SNS-032,Pioglitazone,G-361,FRIEDMAN,-11.9287003329828,-3.825695514678955
Palbociclib,SNS-032,COLO 829,FRIEDMAN,-2.4690824914817,2.8647661209106445
Sunitinib,Erlotinib,VCAP,ONEIL,7.960789166364423,8.188581466674805
Vandetanib,Imatinib,MOLT-4,ALMANAC,-8.37657147519698,-7.651305675506592
Lapatinib,Sorafenib,HCC-2998,ALMANAC,-17.6139119989163,-3.691441535949707
Lestaurtinib,Sunitinib,SK-MEL-5,FRIEDMAN,-4.79548610970282,3.767004013061523
Imatinib,Vorinostat,786-0,ALMANAC,-5.52407468128231,-15.218339920043944
Romidepsin,Sorafenib,BT-549,ALMANAC,-40.8001827319698,-55.65689849853516
Lestaurtinib,SNS-032,UACC62,FRIEDMAN,-22.1374028431766,0.1251058578491211
Sorafenib,Pioglitazone,COLO 800,FRIEDMAN,-41.6184891502181,-15.357534408569336
Tideglusib,Crizotinib,G-361,FRIEDMAN,8.62734190041881,-8.676210403442383
Gefitinib,paclitaxel,SR,ALMANAC,-7.47282955279261,-2.2622194290161133
Abiraterone,Vemurafenib,DU-145,ALMANAC,-6.6851824220026,-0.4058294296264648
Vemurafenib,paclitaxel,RXF 393,ALMANAC,0.315578814023026,1.123161792755127
Nilotinib,Dasatinib,SNB-75,ALMANAC,-8.24513254299302,-12.157388687133787
Vemurafenib,MEGESTROL ACETATE,SF-295,ALMANAC,-3.70048107242709,-5.636693954467773
MEGESTROL ACETATE,mitotane,RPMI-8226,ALMANAC,10.412796900842,0.6469926834106445
Vismodegib,Fingolimod,RPMI7951,FRIEDMAN,-24.5745022253841,-9.71983528137207
Vemurafenib,Vismodegib,SK-MEL-28,ALMANAC,-7.86764307950133,-12.685113906860352
Vismodegib,Romidepsin,UACC62,ALMANAC,-50.3712263871724,-43.7536506652832
Gefitinib,Vorinostat,HT29,ALMANAC,5.4162891194034,-0.7701189517974854
Vandetanib,mitotane,SW-620,ALMANAC,1.00582257448986,-3.22939395904541
Bexarotene,Vatalanib,LB2518-MEL,FRIEDMAN,7.87465608096032,-7.808607578277588
Nilotinib,Pioglitazone,A101D,FRIEDMAN,-17.5201882861416,-6.190173149108887
dexamethasone,Vorinostat,NCIH1650,ONEIL,-17.5589533745204,-26.97052001953125
Vemurafenib,Vemurafenib,NCI-H460,ALMANAC,5.35914620052196,-2.615724563598633
Crizotinib,Axitinib,SF-539,ALMANAC,0.150997296330576,5.889994621276856
Dasatinib,RAF265,A2058,FRIEDMAN,1.3852567399597,2.88126540184021
Vandetanib,Axitinib,HCT-15,ALMANAC,-1.61695385405742,-5.318540096282959
vinblastine,Sunitinib,UWB1289,ONEIL,0.8319171014720902,-2.0951852798461914
Gefitinib,Crizotinib,SN12C,ALMANAC,1.26290835483175,0.3671708106994629
vinblastine,Sunitinib,A427,ONEIL,5.81602235619721,-5.968893051147461
Lapatinib,Cediranib,IST-MEL1,FRIEDMAN,10.6714363442266,7.865519046783447
celecoxib,Nilotinib,K-562,ALMANAC,-0.244141011587675,-2.186166763305664
Abiraterone,Vandetanib,HOP-92,ALMANAC,-3.60324753039327,-4.779453277587891
Vismodegib,Crizotinib,A2058,FRIEDMAN,8.2662332788314,0.3044524192810058
Erlotinib,Lenalidomide,UACC-257,FRIEDMAN,11.5630740554485,-8.589399337768555
raloxifene,Abiraterone,A498,ALMANAC,-2.59646759810543,-1.2731125354766846
Bexarotene,Tanespimycin,SK-MEL-2,FRIEDMAN,11.920217768321,-4.717621803283691
raloxifene,paclitaxel,UACC62,ALMANAC,-48.0500853547529,-39.995452880859375
Vorinostat,thalidomide,MDA-MB-231,ALMANAC,-9.64449610725007,-5.832110404968262
Bexarotene,SNS-032,MeWo,FRIEDMAN,-10.3818378064521,-17.636680603027344
