Drug A,Drug B,Cell Line Name,Score,Pred Score
Dasatinib,Docetaxel,HCT-15,-4.777777777777778,-2.629281520843506
Streptozocin,Tretinoin,HOP-62,-12.0,-1.4566882848739624
Thalidomide,Paclitaxel,NCI-H322M,1.8888888888888888,1.8009049892425537
Mitotane,Sirolimus,SN12C,-7.666666666666667,-3.571234703063965
Sirolimus,Cladribine,NCI-H322M,-18.55555555555556,-2.4431748390197754
Romidepsin,Paclitaxel,LOX IMVI,-2.333333333333333,-2.127063274383545
Fulvestrant,Celecoxib,HCT-15,-8.0,-0.798258900642395
Everolimus,Romidepsin,HS 578T,1.1111111111111112,-4.193791389465332
Mitotane,Cladribine,OVCAR-3,-3.2222222222222223,-3.545050621032715
Fulvestrant,Paclitaxel,SK-OV-3,-9.88888888888889,-5.849818229675293
Paclitaxel,Sirolimus,BT-549,2.2222222222222223,10.203235626220703
Streptozocin,Paclitaxel,HOP-62,-0.8888888888888888,-2.996712446212769
Docetaxel,Sirolimus,K-562,5.222222222222222,7.185935974121094
Streptozocin,Cladribine,CCRF-CEM,-4.888888888888889,-4.737799167633057
Fulvestrant,Sirolimus,SF-539,-9.444444444444445,-2.055889368057251
Streptozocin,Paclitaxel,A498,-7.777777777777778,-1.200608491897583
Vorinostat,Docetaxel,NCI-H460,-2.2222222222222223,-2.5563623905181885
Romidepsin,Docetaxel,SK-MEL-5,-1.4444444444444444,-2.917088747024536
Everolimus,Sirolimus,A549/ATCC,4.222222222222222,0.2872141301631927
Tretinoin,Celecoxib,ACHN,-2.0,0.913789451122284
Thalidomide,Mitotane,SK-MEL-28,0.8888888888888888,-2.860706329345703
Everolimus,Paclitaxel,HS 578T,8.0,-1.4544557332992554
Sirolimus,Tretinoin,SF-268,1.7777777777777777,2.0506808757781982
Vorinostat,Tretinoin,SN12C,0.8888888888888888,-5.3505859375
Everolimus,Dasatinib,SW-620,-1.6666666666666667,-2.3448750972747803
Paclitaxel,Nilotinib,T-47D,-21.11111111111111,-6.9131951332092285
Thalidomide,Paclitaxel,MCF7,-1.3333333333333333,-3.541538953781128
Vorinostat,Paclitaxel,PC-3,-8.777777777777779,-3.790867328643799
Paclitaxel,Sirolimus,OVCAR-4,-2.555555555555556,1.0759661197662354
Vorinostat,Tretinoin,IGROV1,-1.8888888888888888,-3.7382407188415527
Streptozocin,Cladribine,SF-268,-4.111111111111111,-4.934342384338379
Fulvestrant,Romidepsin,M14,-2.555555555555556,-1.5951141119003296
Vorinostat,Paclitaxel,KM12,1.6666666666666667,-0.9950810074806212
Fulvestrant,Paclitaxel,HCT-116,-4.0,-2.8245275020599365
Sirolimus,Celecoxib,RPMI-8226,5.222222222222222,5.574243068695068
Nilotinib,Tretinoin,NCI-H322M,-31.55555555555556,-5.984066963195801
Mitotane,Docetaxel,IGROV1,6.777777777777778,1.1770459413528442
Docetaxel,Cladribine,OVCAR-5,-12.11111111111111,-1.9828518629074097
Dasatinib,Cladribine,DU-145,-4.777777777777778,-5.987330913543701
Mitotane,Docetaxel,NCI-H522,19.55555555555556,2.6204071044921875
Fulvestrant,Cladribine,SF-539,-7.333333333333333,-2.2396016120910645
Everolimus,Dasatinib,UO-31,2.0,2.063056230545044
Romidepsin,Docetaxel,TK-10,0.6666666666666666,0.9538589119911194
Fulvestrant,Romidepsin,OVCAR-8,2.333333333333333,-0.6560916900634766
Everolimus,Cladribine,NCI-H226,0.2222222222222222,-5.223119735717773
Dasatinib,Celecoxib,UACC-257,-4.111111111111111,-2.2911319732666016
