Drug A,Drug B,Cell Line Name,Score
Dasatinib,Docetaxel,HCT-15,-4.777777777777778
Streptozocin,Tretinoin,HOP-62,-12.0
Thalidomide,Paclitaxel,NCI-H322M,1.8888888888888888
Mitotane,Sirolimus,SN12C,-7.666666666666667
Sirolimus,Cladribine,NCI-H322M,-18.55555555555556
Romidepsin,Paclitaxel,LOX IMVI,-2.333333333333333
Fulvestrant,Celecoxib,HCT-15,-8.0
Everolimus,Romidepsin,HS 578T,1.1111111111111112
Mitotane,Cladribine,OVCAR-3,-3.2222222222222223
Fulvestrant,Paclitaxel,SK-OV-3,-9.88888888888889
Paclitaxel,Sirolimus,BT-549,2.2222222222222223
Streptozocin,Paclitaxel,HOP-62,-0.8888888888888888
Docetaxel,Sirolimus,K-562,5.222222222222222
Streptozocin,Cladribine,CCRF-CEM,-4.888888888888889
Fulvestrant,Sirolimus,SF-539,-9.444444444444445
Streptozocin,Paclitaxel,A498,-7.777777777777778
Vorinostat,Docetaxel,NCI-H460,-2.2222222222222223
Romidepsin,Docetaxel,SK-MEL-5,-1.4444444444444444
Everolimus,Sirolimus,A549/ATCC,4.222222222222222
Tretinoin,Celecoxib,ACHN,-2.0
Thalidomide,Mitotane,SK-MEL-28,0.8888888888888888
Everolimus,Paclitaxel,HS 578T,8.0
Sirolimus,Tretinoin,SF-268,1.7777777777777777
Vorinostat,Tretinoin,SN12C,0.8888888888888888
Everolimus,Dasatinib,SW-620,-1.6666666666666667
Paclitaxel,Nilotinib,T-47D,-21.11111111111111
Thalidomide,Paclitaxel,MCF7,-1.3333333333333333
Vorinostat,Paclitaxel,PC-3,-8.777777777777779
Paclitaxel,Sirolimus,OVCAR-4,-2.555555555555556
Vorinostat,Tretinoin,IGROV1,-1.8888888888888888
Streptozocin,Cladribine,SF-268,-4.111111111111111
Fulvestrant,Romidepsin,M14,-2.555555555555556
Vorinostat,Paclitaxel,KM12,1.6666666666666667
Fulvestrant,Paclitaxel,HCT-116,-4.0
Sirolimus,Celecoxib,RPMI-8226,5.222222222222222
Nilotinib,Tretinoin,NCI-H322M,-31.55555555555556
Mitotane,Docetaxel,IGROV1,6.777777777777778
Docetaxel,Cladribine,OVCAR-5,-12.11111111111111
Dasatinib,Cladribine,DU-145,-4.777777777777778
Mitotane,Docetaxel,NCI-H522,19.55555555555556
Fulvestrant,Cladribine,SF-539,-7.333333333333333
Everolimus,Dasatinib,UO-31,2.0
Romidepsin,Docetaxel,TK-10,0.6666666666666666
Fulvestrant,Romidepsin,OVCAR-8,2.333333333333333
Everolimus,Cladribine,NCI-H226,0.2222222222222222
Dasatinib,Celecoxib,UACC-257,-4.111111111111111
Romidepsin,Cladribine,RPMI-8226,-6.888888888888889
Docetaxel,Celecoxib,SF-268,2.2222222222222223
Docetaxel,Cladribine,SF-268,-10.333333333333334
Everolimus,Paclitaxel,KM12,-9.0
