Drug A,Drug B,Cell Line Name,Score
vinblastine,Dasatinib,SW-620,-40.7258600860177
dexamethasone,Vorinostat,A375,-35.3994683825842
dexamethasone,Dasatinib,UACC62,-10.968565079401992
metformin,Sunitinib,T-47D,15.384553292915324
Lapatinib,Erlotinib,RPMI7951,-0.4271227388875901
paclitaxel,Dasatinib,UACC62,-7.69948364751984
metformin,Sorafenib,UWB1289,-26.6822467124322
vinblastine,geldanamycin,SW837,-0.2823200449385875
dexamethasone,Sorafenib,A375,-3.8453528225106623
Lapatinib,Sorafenib,SKMES1,-2.4599041427842496
dexamethasone,Sorafenib,NCI-H460,-12.7315114055493
vinblastine,geldanamycin,A2780,1.418014053180695
vinblastine,geldanamycin,OV90,-3.4922781726655696
paclitaxel,Sunitinib,NCI-H460,9.58062385928767
metformin,Dasatinib,SW837,-17.5801214502402
metformin,Sorafenib,HCT116,-49.5120706514507
Erlotinib,Dasatinib,NCI-H460,-0.4503474699443348
Vorinostat,geldanamycin,SK-OV-3,2.332279780348585
metformin,Erlotinib,MDAMB436,-42.2483635713802
paclitaxel,Sorafenib,NCIH1650,-5.00028834575103
vinblastine,Vorinostat,A375,-5.14141487663266
paclitaxel,Erlotinib,VCAP,-19.923371510770203
Lapatinib,geldanamycin,SKMES1,4.28301459624688
paclitaxel,Vorinostat,NCIH1650,0.3224388648416145
Sunitinib,geldanamycin,A2058,6.795393661635613
Dasatinib,Sorafenib,VCAP,6.720388221210122
vinblastine,geldanamycin,VCAP,-20.7558388881914
dexamethasone,Erlotinib,LOVO,-12.5922662394529
Vorinostat,Erlotinib,SW-620,-5.19085420781142
dexamethasone,Vorinostat,NCIH23,-27.3858072066324
Erlotinib,Dasatinib,PA1,6.488490212037078
dexamethasone,Lapatinib,MDAMB436,-12.5233171201947
vinblastine,Vorinostat,UACC62,0.996650643215182
Vorinostat,Lapatinib,VCAP,3.27144637329635
vinblastine,Sunitinib,NCIH520,1.203208947199059
Erlotinib,geldanamycin,UACC62,4.5031585012656095
metformin,Vorinostat,SKMEL30,-46.6686841099013
paclitaxel,Vorinostat,NCIH520,3.600655729290548
dexamethasone,geldanamycin,CAOV3,-2.7077151362496297
metformin,Vorinostat,SKMES1,-42.936846127142296
Erlotinib,Sorafenib,UACC62,2.679404112105611
metformin,Sorafenib,A427,-23.975827854410426
metformin,Sorafenib,CAOV3,-24.4869919201538
Vorinostat,Sorafenib,T-47D,-6.22433036882608
dexamethasone,Lapatinib,RKO,-24.992167376126925
vinblastine,geldanamycin,LOVO,-9.742168339465294
paclitaxel,Erlotinib,T-47D,0.1235817830644999
vinblastine,Lapatinib,OVCAR3,-11.607028837624
Vorinostat,Dasatinib,T-47D,5.321680837772678
Erlotinib,geldanamycin,A2780,3.3452637215970498
Sunitinib,Dasatinib,VCAP,13.015759276594096
vinblastine,geldanamycin,HCT116,-6.13466459150186
