Drug A,Drug B,Cell Line Name,Score
Cladribine,Celecoxib,786-0,-5.777777777777778
Cladribine,Celecoxib,A498,-8.333333333333334
Cladribine,Celecoxib,A549/ATCC,-4.0
Cladribine,Celecoxib,ACHN,0.2222222222222222
Cladribine,Celecoxib,BT-549,-3.4444444444444446
Cladribine,Celecoxib,CCRF-CEM,-9.666666666666666
Cladribine,Celecoxib,COLO 205,-4.222222222222222
Cladribine,Celecoxib,DU-145,0.4444444444444444
Cladribine,Celecoxib,EKVX,-10.666666666666666
Cladribine,Celecoxib,HCC-2998,-3.111111111111111
Cladribine,Celecoxib,HCT-116,-7.333333333333333
Cladribine,Celecoxib,HCT-15,-3.2222222222222223
Cladribine,Celecoxib,HOP-62,4.666666666666667
Cladribine,Celecoxib,HOP-92,-9.88888888888889
Cladribine,Celecoxib,HS 578T,-1.7777777777777777
Cladribine,Celecoxib,HT29,-7.666666666666667
Cladribine,Celecoxib,IGROV1,-4.111111111111111
Cladribine,Celecoxib,K-562,2.4444444444444446
Cladribine,Celecoxib,KM12,-5.666666666666667
Cladribine,Celecoxib,LOX IMVI,-1.2222222222222223
Cladribine,Celecoxib,M14,-1.7777777777777777
Cladribine,Celecoxib,MCF7,-3.555555555555556
Cladribine,Celecoxib,MDA-MB-231/ATCC,-4.111111111111111
Cladribine,Celecoxib,MDA-MB-468,-2.7777777777777777
Cladribine,Celecoxib,MOLT-4,-2.555555555555556
Cladribine,Celecoxib,NCI-H226,13.0
Cladribine,Celecoxib,NCI-H23,1.1111111111111112
Cladribine,Celecoxib,NCI-H322M,-4.333333333333333
Cladribine,Celecoxib,NCI-H460,-10.555555555555555
Cladribine,Celecoxib,NCI-H522,-3.6666666666666665
Cladribine,Celecoxib,OVCAR-3,8.555555555555555
Cladribine,Celecoxib,OVCAR-4,-4.888888888888889
Cladribine,Celecoxib,OVCAR-5,4.111111111111111
Cladribine,Celecoxib,PC-3,-0.3333333333333333
Cladribine,Celecoxib,RPMI-8226,-5.555555555555555
Cladribine,Celecoxib,RXF 393,-4.111111111111111
Cladribine,Celecoxib,SF-268,-9.333333333333334
Cladribine,Celecoxib,SF-539,-10.11111111111111
Cladribine,Celecoxib,SK-MEL-28,-5.111111111111111
Cladribine,Celecoxib,SK-MEL-5,-0.5555555555555556
Cladribine,Celecoxib,SK-OV-3,-4.111111111111111
Cladribine,Celecoxib,SN12C,-1.5555555555555556
Cladribine,Celecoxib,SNB-75,-1.8888888888888888
Cladribine,Celecoxib,SR,2.111111111111111
Cladribine,Celecoxib,SW-620,-0.7777777777777778
Cladribine,Celecoxib,T-47D,-10.444444444444445
Cladribine,Celecoxib,TK-10,-0.2222222222222222
Cladribine,Celecoxib,U251,-5.111111111111111
Cladribine,Celecoxib,UACC-257,-2.4444444444444446
Cladribine,Celecoxib,UACC-62,-2.7777777777777777
Cladribine,Celecoxib,UO-31,-2.0
Dasatinib,Celecoxib,A498,1.7777777777777777
Dasatinib,Celecoxib,A549/ATCC,3.4444444444444446
Dasatinib,Celecoxib,BT-549,-3.4444444444444446
Dasatinib,Celecoxib,COLO 205,-2.888888888888889
Dasatinib,Celecoxib,DU-145,-8.222222222222221
Dasatinib,Celecoxib,HCC-2998,-1.0
Dasatinib,Celecoxib,HCT-116,-1.7777777777777777
Dasatinib,Celecoxib,HCT-15,-3.555555555555556
Dasatinib,Celecoxib,HS 578T,8.88888888888889
Dasatinib,Celecoxib,HT29,3.6666666666666665
Dasatinib,Celecoxib,IGROV1,13.11111111111111
Dasatinib,Celecoxib,K-562,46.333333333333336
Dasatinib,Celecoxib,KM12,-6.0
Dasatinib,Celecoxib,LOX IMVI,-1.3333333333333333
Dasatinib,Celecoxib,MCF7,-0.5555555555555556
Dasatinib,Celecoxib,MDA-MB-231/ATCC,8.777777777777779
Dasatinib,Celecoxib,MDA-MB-468,-2.888888888888889
Dasatinib,Celecoxib,NCI-H226,2.7777777777777777
Dasatinib,Celecoxib,NCI-H322M,-2.555555555555556
Dasatinib,Celecoxib,NCI-H460,-3.555555555555556
Dasatinib,Celecoxib,NCI-H522,8.0
Dasatinib,Celecoxib,OVCAR-3,9.444444444444445
Dasatinib,Celecoxib,OVCAR-4,0.1111111111111111
Dasatinib,Celecoxib,OVCAR-5,-2.888888888888889
Dasatinib,Celecoxib,PC-3,6.888888888888889
Dasatinib,Celecoxib,RPMI-8226,0.0
Dasatinib,Celecoxib,RXF 393,14.88888888888889
Dasatinib,Celecoxib,SF-268,-0.6666666666666666
Dasatinib,Celecoxib,SF-539,-1.4444444444444444
Dasatinib,Celecoxib,SK-MEL-28,-9.88888888888889
Dasatinib,Celecoxib,SNB-75,8.555555555555555
Dasatinib,Celecoxib,SW-620,-1.0
Dasatinib,Celecoxib,T-47D,1.6666666666666667
Dasatinib,Celecoxib,TK-10,12.77777777777778
Dasatinib,Celecoxib,U251,-2.555555555555556
Dasatinib,Celecoxib,UACC-257,-4.111111111111111
Dasatinib,Celecoxib,UACC-62,-3.0
Dasatinib,Celecoxib,UO-31,6.444444444444445
Dasatinib,Cladribine,A498,-0.3333333333333333
Dasatinib,Cladribine,A549/ATCC,2.6666666666666665
Dasatinib,Cladribine,BT-549,0.5555555555555556
Dasatinib,Cladribine,COLO 205,1.3333333333333333
Dasatinib,Cladribine,DU-145,-4.777777777777778
Dasatinib,Cladribine,HCC-2998,0.7777777777777778
Dasatinib,Cladribine,HCT-116,-3.7777777777777777
Dasatinib,Cladribine,HCT-15,-6.222222222222222
Dasatinib,Cladribine,HS 578T,1.3333333333333333
Dasatinib,Cladribine,HT29,-9.333333333333334
Dasatinib,Cladribine,IGROV1,-5.0
Dasatinib,Cladribine,KM12,-4.333333333333333
Dasatinib,Cladribine,LOX IMVI,-7.666666666666667
Dasatinib,Cladribine,MCF7,-1.2222222222222223
Dasatinib,Cladribine,MDA-MB-231/ATCC,-0.3333333333333333
Dasatinib,Cladribine,MDA-MB-468,-2.7777777777777777
Dasatinib,Cladribine,NCI-H226,-3.555555555555556
Dasatinib,Cladribine,NCI-H322M,-12.11111111111111
Dasatinib,Cladribine,NCI-H460,-1.3333333333333333
Dasatinib,Cladribine,NCI-H522,-2.2222222222222223
Dasatinib,Cladribine,OVCAR-3,-6.444444444444445
Dasatinib,Cladribine,OVCAR-4,-0.5555555555555556
Dasatinib,Cladribine,OVCAR-5,-5.0
Dasatinib,Cladribine,PC-3,-3.0
Dasatinib,Cladribine,RPMI-8226,-8.555555555555555
Dasatinib,Cladribine,RXF 393,-9.11111111111111
Dasatinib,Cladribine,SF-268,-3.0
Dasatinib,Cladribine,SF-539,-8.666666666666666
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555555
Dasatinib,Cladribine,SNB-75,-8.777777777777779
Dasatinib,Cladribine,SW-620,-4.333333333333333
Dasatinib,Cladribine,T-47D,0.6666666666666666
Dasatinib,Cladribine,TK-10,-1.3333333333333333
Dasatinib,Cladribine,U251,-7.0
Dasatinib,Cladribine,UACC-257,-5.333333333333333
Dasatinib,Cladribine,UACC-62,3.333333333333333
Dasatinib,Cladribine,UO-31,-4.555555555555555
Dasatinib,Docetaxel,A498,-0.4444444444444444
Dasatinib,Docetaxel,A549/ATCC,-1.6666666666666667
Dasatinib,Docetaxel,BT-549,-1.3333333333333333
Dasatinib,Docetaxel,COLO 205,4.444444444444445
Dasatinib,Docetaxel,DU-145,-3.555555555555556
Dasatinib,Docetaxel,HCC-2998,-3.6666666666666665
Dasatinib,Docetaxel,HCT-116,-7.777777777777778
Dasatinib,Docetaxel,HCT-15,-4.777777777777778
Dasatinib,Docetaxel,HS 578T,-1.0
Dasatinib,Docetaxel,HT29,1.5555555555555556
Dasatinib,Docetaxel,IGROV1,-4.444444444444445
Dasatinib,Docetaxel,K-562,7.666666666666667
Dasatinib,Docetaxel,KM12,1.3333333333333333
Dasatinib,Docetaxel,LOX IMVI,-3.333333333333333
Dasatinib,Docetaxel,MCF7,-3.4444444444444446
Dasatinib,Docetaxel,MDA-MB-231/ATCC,0.4444444444444444
Dasatinib,Docetaxel,MDA-MB-468,-1.0
Dasatinib,Docetaxel,NCI-H226,-3.6666666666666665
Dasatinib,Docetaxel,NCI-H322M,-1.8888888888888888
Dasatinib,Docetaxel,NCI-H460,-1.0
Dasatinib,Docetaxel,NCI-H522,-0.2222222222222222
Dasatinib,Docetaxel,OVCAR-3,-0.8888888888888888
Dasatinib,Docetaxel,OVCAR-4,-1.0
Dasatinib,Docetaxel,OVCAR-5,-7.444444444444445
Dasatinib,Docetaxel,PC-3,1.4444444444444444
Dasatinib,Docetaxel,RPMI-8226,0.1111111111111111
Dasatinib,Docetaxel,RXF 393,7.666666666666667
Dasatinib,Docetaxel,SF-268,0.3333333333333333
Dasatinib,Docetaxel,SF-539,3.111111111111111
Dasatinib,Docetaxel,SK-MEL-28,-0.4444444444444444
Dasatinib,Docetaxel,SNB-75,3.555555555555556
Dasatinib,Docetaxel,SW-620,-0.1111111111111111
Dasatinib,Docetaxel,T-47D,5.555555555555555
Dasatinib,Docetaxel,TK-10,0.1111111111111111
Dasatinib,Docetaxel,U251,-0.2222222222222222
Dasatinib,Docetaxel,UACC-257,0.5555555555555556
Dasatinib,Docetaxel,UACC-62,2.888888888888889
Dasatinib,Docetaxel,UO-31,0.2222222222222222
Dasatinib,Nilotinib,A498,-7.0
Dasatinib,Nilotinib,A549/ATCC,-3.0
Dasatinib,Nilotinib,BT-549,-4.888888888888889
Dasatinib,Nilotinib,COLO 205,2.111111111111111
Dasatinib,Nilotinib,DU-145,-11.88888888888889
Dasatinib,Nilotinib,HCC-2998,-4.444444444444445
Dasatinib,Nilotinib,HCT-116,-4.0
Dasatinib,Nilotinib,HCT-15,-18.22222222222222
Dasatinib,Nilotinib,HS 578T,-0.1111111111111111
Dasatinib,Nilotinib,HT29,-8.555555555555555
Dasatinib,Nilotinib,IGROV1,-2.4444444444444446
Dasatinib,Nilotinib,K-562,3.4444444444444446
Dasatinib,Nilotinib,KM12,-0.7777777777777778
Dasatinib,Nilotinib,LOX IMVI,-10.22222222222222
Dasatinib,Nilotinib,MCF7,-5.333333333333333
Dasatinib,Nilotinib,MDA-MB-231/ATCC,-18.22222222222222
Dasatinib,Nilotinib,MDA-MB-468,-11.666666666666666
Dasatinib,Nilotinib,NCI-H226,-1.4444444444444444
Dasatinib,Nilotinib,NCI-H322M,-17.88888888888889
Dasatinib,Nilotinib,NCI-H460,-6.0
Dasatinib,Nilotinib,NCI-H522,1.5555555555555556
Dasatinib,Nilotinib,OVCAR-3,-2.0
Dasatinib,Nilotinib,OVCAR-4,-4.222222222222222
Dasatinib,Nilotinib,OVCAR-5,-11.0
Dasatinib,Nilotinib,PC-3,-3.555555555555556
Dasatinib,Nilotinib,RPMI-8226,-7.444444444444445
Dasatinib,Nilotinib,RXF 393,-10.0
Dasatinib,Nilotinib,SF-268,-10.0
Dasatinib,Nilotinib,SF-539,-4.0
Dasatinib,Nilotinib,SK-MEL-28,-24.11111111111111
Dasatinib,Nilotinib,SNB-75,-5.888888888888889
Dasatinib,Nilotinib,SW-620,-1.0
Dasatinib,Nilotinib,T-47D,-16.555555555555557
Dasatinib,Nilotinib,TK-10,0.1111111111111111
Dasatinib,Nilotinib,U251,-10.22222222222222
Dasatinib,Nilotinib,UACC-257,-7.222222222222222
Dasatinib,Nilotinib,UACC-62,-11.22222222222222
Dasatinib,Nilotinib,UO-31,-7.666666666666667
Dasatinib,Paclitaxel,A498,3.0
Dasatinib,Paclitaxel,A549/ATCC,2.4444444444444446
Dasatinib,Paclitaxel,BT-549,3.6666666666666665
Dasatinib,Paclitaxel,COLO 205,-1.6666666666666667
Dasatinib,Paclitaxel,DU-145,-3.2222222222222223
Dasatinib,Paclitaxel,HCC-2998,1.6666666666666667
Dasatinib,Paclitaxel,HCT-116,0.5555555555555556
Dasatinib,Paclitaxel,HCT-15,-2.888888888888889
Dasatinib,Paclitaxel,HS 578T,4.0
Dasatinib,Paclitaxel,HT29,-8.88888888888889
Dasatinib,Paclitaxel,IGROV1,3.4444444444444446
Dasatinib,Paclitaxel,K-562,13.11111111111111
Dasatinib,Paclitaxel,KM12,16.22222222222222
Dasatinib,Paclitaxel,LOX IMVI,9.11111111111111
Dasatinib,Paclitaxel,MCF7,-9.333333333333334
Dasatinib,Paclitaxel,MDA-MB-231/ATCC,-8.444444444444445
Dasatinib,Paclitaxel,MDA-MB-468,-1.2222222222222223
Dasatinib,Paclitaxel,NCI-H226,1.8888888888888888
Dasatinib,Paclitaxel,NCI-H322M,3.7777777777777777
Dasatinib,Paclitaxel,NCI-H460,0.3333333333333333
Dasatinib,Paclitaxel,NCI-H522,-1.7777777777777777
Dasatinib,Paclitaxel,OVCAR-3,13.666666666666666
Dasatinib,Paclitaxel,OVCAR-4,-1.5555555555555556
Dasatinib,Paclitaxel,OVCAR-5,-0.3333333333333333
Dasatinib,Paclitaxel,PC-3,0.6666666666666666
Dasatinib,Paclitaxel,RPMI-8226,3.2222222222222223
Dasatinib,Paclitaxel,RXF 393,0.4444444444444444
Dasatinib,Paclitaxel,SF-268,-1.0
Dasatinib,Paclitaxel,SF-539,-1.3333333333333333
Dasatinib,Paclitaxel,SK-MEL-28,4.0
Dasatinib,Paclitaxel,SNB-75,4.444444444444445
Dasatinib,Paclitaxel,SW-620,-0.1111111111111111
Dasatinib,Paclitaxel,T-47D,-0.8888888888888888
Dasatinib,Paclitaxel,TK-10,6.444444444444445
Dasatinib,Paclitaxel,U251,3.4444444444444446
Dasatinib,Paclitaxel,UACC-257,-1.2222222222222223
Dasatinib,Paclitaxel,UACC-62,-3.0
Dasatinib,Paclitaxel,UO-31,3.6666666666666665
