Drug A,Drug B,Cell Line Name,Score,Pred Score
ROMIDEPSIN,MITOTANE,SR,-61.34,-57.55728149414063
IMATINIB,DOCETAXEL,BT-549,8.94,-49.57099914550781
VISMODEGIB,CELECOXIB,NCI-H322M,-1.47,12.502853393554688
LUMACAFTOR,RUXOLITINIB,L-1236,-4.731,-11.628692626953123
VISMODEGIB,TRETINOIN,UO-31,11.0,15.818687438964844
DOCETAXEL,MITOTANE,MDA-MB-231,0.49,-1.7174835205078125
SORAFENIB,MITOTANE,A-498,6.78,-1.7373428344726562
PACLITAXEL,THALIDOMIDE,UACC-257,-64.7,2.750244140625
VISMODEGIB,MITOTANE,KM12,6.93,6.0060882568359375
RUXOLITINIB,DASATINIB,HT-29,-16.1,22.46475982666016
SUNITINIB,MITOTANE,OVCAR-5,-1.97,-14.41357421875
THALIDOMIDE,ARSENIC TRIOXIDE,HT-29,-17.5,-21.65045166015625
VEMURAFENIB,ROMIDEPSIN,HOP-92,-74.98,-56.14453887939453
VISMODEGIB,LAPATINIB,NCI-H23,-2.97,17.851139068603516
AXITINIB,DASATINIB,OVCAR-4,-5.3,49.65022277832031
PACLITAXEL,SUNITINIB,A-427,4.19,-30.521881103515625
VISMODEGIB,AXITINIB,SK-OV-3,5.46,-19.30966567993164
CRIZOTINIB,PACLITAXEL,T-47D,-4.99,-18.8890380859375
VISMODEGIB,AXITINIB,HT-29,-1.43,-11.199129104614258
CELECOXIB,IMATINIB,Caki-1,-13.62,-33.43929672241211
MITOTANE,ARSENIC TRIOXIDE,NCI-H226,-28.16,-46.886192321777344
VEMURAFENIB,ABIRATERONE,HOP-62,-3.77,6.580078125
SUNITINIB,SORAFENIB,NCI-H2122,-11.535,78.48394775390625
NILOTINIB,DOCETAXEL,SF295,-4.12,-11.614166259765623
DASATINIB,SUNITINIB,OVCAR-5,0.0,55.34898376464844
VANDETANIB,PACLITAXEL,SN12C,-1.67,-6.2796783447265625
SUNITINIB,LAPATINIB,SK-MES-1,8.0725,49.11408233642578
THALIDOMIDE,ARSENIC TRIOXIDE,NCI-H226,-20.45,0.7222442626953125
ABIRATERONE,CELECOXIB,IGROV-1,3.32,-21.34014892578125
RALOXIFENE,AXITINIB,IGROV-1,-0.18,20.38727569580078
RUXOLITINIB,SUNITINIB,OVCAR-5,-3.06,17.757400512695312
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HT-29,-57.29,-30.84173583984375
CRIZOTINIB,ROMIDEPSIN,SF268,-11.48,5.777984619140625
VANDETANIB,FULVESTRANT,NCI-H322M,-8.71,0.3631362915039062
VEMURAFENIB,VEMURAFENIB,CCRF-CEM,3.63,4.47918701171875
DASATINIB,MITOTANE,BT-549,-0.48,-89.73281860351562
AXITINIB,DOCETAXEL,COLO 205,-27.58,-32.58903503417969
VISMODEGIB,LENALIDOMIDE,HT-29,-15.27,0.6225738525390625
VISMODEGIB,CELECOXIB,OVCAR-3,-7.28,17.168167114257812
VISMODEGIB,SUNITINIB,SNB-75,-1.89,-8.417495727539062
ABIRATERONE,DOCETAXEL,TK-10,10.19,-10.525787353515623
LENALIDOMIDE,CRIZOTINIB,UO-31,-1.75,-5.63446044921875
RALOXIFENE,IMATINIB,SK-MEL-2,-3.04,21.5333251953125
IMATINIB,DOCETAXEL,A-498,10.94,-24.272640228271484
VANDETANIB,AXITINIB,SF539,4.86,1.2557220458984375
RALOXIFENE,PACLITAXEL,A-498,-19.21,-2.497650146484375
LEVOSIMENDAN,RUXOLITINIB,L-1236,-38.72,-4.824371337890625
RALOXIFENE,THALIDOMIDE,T-47D,-0.96,-21.58924102783203
VEMURAFENIB,CELECOXIB,786-O,3.67,15.545211791992188
NILOTINIB,FULVESTRANT,MDA-MB-468,-0.26,15.530677795410156
ABIRATERONE,VISMODEGIB,SF268,-35.44,-3.894805908203125
AXITINIB,VISMODEGIB,SK-MEL-2,-1.68,6.965961456298828
SUNITINIB,FULVESTRANT,HCC2998,-1.55,9.20263671875
LENALIDOMIDE,CRIZOTINIB,HCT 116,-24.94,-48.059600830078125
VANDETANIB,SORAFENIB,A-498,-10.84,-18.2086181640625
GEFITINIB,MITOTANE,UACC-62,-7.39,-2.5543975830078125
GEFITINIB,MITOTANE,SK-OV-3,-15.25,-15.822265625
CRIZOTINIB,PACLITAXEL,HCC2998,-2.18,-8.900100708007812
TRETINOIN,SORAFENIB,DU145,10.58,39.72621154785156
AXITINIB,FULVESTRANT,SK-MEL-5,-5.35,2.1558990478515625
ABIRATERONE,DOCETAXEL,SNB-75,-13.15,-9.86083984375
CELECOXIB,LAPATINIB,SK-OV-3,-33.91,-54.65583801269531
AXITINIB,SUNITINIB,BT-549,-0.81,-17.23011016845703
NILOTINIB,DOCETAXEL,SK-OV-3,-0.25,-6.314666748046875
