Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vorinostat,Sunitinib,CCRF-CEM,ALMANAC,-15.9638552996211,-13.848466873168944
Pazopanib,Sunitinib,SK-MEL-2,FRIEDMAN,3.25229928350652,-12.860355377197266
Fulvestrant,Sorafenib,EKVX,ALMANAC,-7.23696935762981,1.2587509155273438
RAF265,Lenalidomide,A2058,FRIEDMAN,-10.4900172010652,-3.770008087158203
Gefitinib,Crizotinib,OVCAR-4,ALMANAC,-2.75959313362692,4.114744186401367
Lestaurtinib,Erlotinib,A101D,FRIEDMAN,-1.07345298944883,1.3995418548583984
Vemurafenib,Crizotinib,SW-620,ALMANAC,-19.5743781970185,-14.03400421142578
Axitinib,Vorinostat,T-47D,ALMANAC,-5.28089706800535,-7.317485809326172
Crizotinib,Ruxolitinib,HOP-62,ALMANAC,-4.05858379609111,-1.863508224487305
Axitinib,Vemurafenib,MOLT-4,ALMANAC,-19.9619162743787,-10.018802642822266
Vismodegib,Gefitinib,KM12,ALMANAC,-8.80515197423557,-4.561801910400391
Palbociclib,Lenalidomide,COLO 800,FRIEDMAN,-12.4418037720741,-18.86417388916016
Abiraterone,thalidomide,LOX IMVI,ALMANAC,-31.3754958237612,0.8909873962402344
Vandetanib,Fulvestrant,SR,ALMANAC,2.20034277164746,0.5792198181152344
Pazopanib,VX-702,A375,FRIEDMAN,-5.97962814439066,-2.4643707275390625
Nilotinib,Pioglitazone,SKMEL30,FRIEDMAN,-3.26106949312708,-9.340991973876951
Vandetanib,mitotane,LOX IMVI,ALMANAC,-14.531057011445,-2.20217514038086
Navitoclax,Ruxolitinib,HDLM-2,NCATS_HL,8.24712416579437,2.2156219482421875
celecoxib,Romidepsin,HT29,ALMANAC,-34.8260914967314,-48.23648071289063
Romidepsin,thalidomide,SR,ALMANAC,-1.71627039012234,-50.12020492553711
Palbociclib,SNS-032,RVH-421,FRIEDMAN,0.0161474449667711,2.47256088256836
Nilotinib,paclitaxel,A498,ALMANAC,-11.1767817248896,-6.20648193359375
Vemurafenib,Ruxolitinib,CAKI-1,ALMANAC,6.61234507361516,-3.791769981384277
Lenalidomide,Fulvestrant,UACC-257,ALMANAC,3.46450312480079,3.2320556640625
vinblastine,Lapatinib,NCIH1650,ONEIL,-9.72499716390718,0.2262554168701172
Vismodegib,RAF265,LOX IMVI,FRIEDMAN,-8.01455617901491,-12.616205215454102
Lenalidomide,Dasatinib,SK-MEL-2,ALMANAC,-7.07978127013736,-11.510175704956056
Ruxolitinib,mitotane,COLO 205,ALMANAC,2.10214232920855,-4.709709167480469
Pazopanib,Lenalidomide,G-361,FRIEDMAN,-15.9567056480827,-10.197813034057615
Lapatinib,Sorafenib,MCF7,ALMANAC,-10.9423103600892,-7.754676818847656
VX-702,Lestaurtinib,COLO 792,FRIEDMAN,-8.36536659586984,-3.884132385253906
raloxifene,thalidomide,SR,ALMANAC,3.15732143671005,-1.9944534301757808
Nilotinib,Sorafenib,NCI-H460,ALMANAC,3.5286739368204,0.3205080032348633
raloxifene,Gefitinib,A498,ALMANAC,-2.9565431450934,-0.8491296768188477
Palbociclib,Vatalanib,COLO 829,FRIEDMAN,-12.1876339975777,0.7063446044921875
Bexarotene,Vatalanib,SK-MEL-28,FRIEDMAN,19.144905115456,-3.20596694946289
Gefitinib,MEGESTROL ACETATE,MDA-MB-468,ALMANAC,-7.66458533619513,-5.826457977294922
VX-702,Vismodegib,UACC-257,FRIEDMAN,-5.84950608985589,-12.424797058105469
Lapatinib,Erlotinib,RKO,ONEIL,-6.32558602127377,0.055826187133789
