Drug A,Drug B,Cell Line Name,Study Name,Score
ABEXINOSTAT,Ruxolitinib,L-1236,NCATS_HL,3.00078705541109
ADAPALENE,Ruxolitinib,L-1236,NCATS_HL,-0.437566388080797
ADL5859,Ruxolitinib,L-1236,NCATS_HL,-31.9817354011153
AMILORIDE,Ruxolitinib,L-1236,NCATS_HL,-20.8492702972728
AT7519,Ruxolitinib,L-1236,NCATS_HL,-8.48993472550133
AZD8330,Ruxolitinib,L-1236,NCATS_HL,-15.6930347107578
Abiraterone,Axitinib,786-0,ALMANAC,-0.334841722992216
Abiraterone,Axitinib,A498,ALMANAC,-4.18866976390985
Abiraterone,Axitinib,A549,ALMANAC,1.50023413767734
Abiraterone,Axitinib,ACHN,ALMANAC,2.18264023365236
Abiraterone,Axitinib,BT-549,ALMANAC,1.00197500952296
Abiraterone,Axitinib,CAKI-1,ALMANAC,8.8696308270807
Abiraterone,Axitinib,CCRF-CEM,ALMANAC,3.43285463007763
Abiraterone,Axitinib,COLO 205,ALMANAC,5.45160906218747
Abiraterone,Axitinib,DU-145,ALMANAC,7.26316289416915
Abiraterone,Axitinib,EKVX,ALMANAC,-0.359962281243892
Abiraterone,Axitinib,HCC-2998,ALMANAC,0.220136440685885
Abiraterone,Axitinib,HCT-15,ALMANAC,0.67794499554771
Abiraterone,Axitinib,HCT116,ALMANAC,6.64195453781618
Abiraterone,Axitinib,HOP-62,ALMANAC,2.76106356284659
Abiraterone,Axitinib,HOP-92,ALMANAC,-0.98135788273598
Abiraterone,Axitinib,HS 578T,ALMANAC,6.41467328025373
Abiraterone,Axitinib,HT29,ALMANAC,1.86318306791625
Abiraterone,Axitinib,IGROV1,ALMANAC,-0.270132485209246
Abiraterone,Axitinib,K-562,ALMANAC,-4.00979426401747
Abiraterone,Axitinib,KM12,ALMANAC,2.46759500319718
Abiraterone,Axitinib,LOX IMVI,ALMANAC,1.55583288607623
Abiraterone,Axitinib,M14,ALMANAC,1.85223030072933
Abiraterone,Axitinib,MCF7,ALMANAC,6.36239738754655
Abiraterone,Axitinib,MDA-MB-231,ALMANAC,-3.50460520325458
Abiraterone,Axitinib,MDA-MB-468,ALMANAC,-2.97107354555264
Abiraterone,Axitinib,MOLT-4,ALMANAC,-11.1876240324414
Abiraterone,Axitinib,NCI-H226,ALMANAC,-0.468160603994788
Abiraterone,Axitinib,NCI-H322M,ALMANAC,-0.184808129388511
Abiraterone,Axitinib,NCI-H460,ALMANAC,0.623826841081701
Abiraterone,Axitinib,NCI-H522,ALMANAC,2.68455831853502
Abiraterone,Axitinib,NCIH23,ALMANAC,3.71241338079414
Abiraterone,Axitinib,OVCAR-4,ALMANAC,0.823292215251207
Abiraterone,Axitinib,OVCAR-5,ALMANAC,0.257759093262537
Abiraterone,Axitinib,OVCAR3,ALMANAC,-5.32950870658935
Abiraterone,Axitinib,PC-3,ALMANAC,-2.46107252710704
Abiraterone,Axitinib,RPMI-8226,ALMANAC,-6.38352021951985
Abiraterone,Axitinib,RXF 393,ALMANAC,3.69119975660514
Abiraterone,Axitinib,SF-268,ALMANAC,3.11833539134309
Abiraterone,Axitinib,SF-295,ALMANAC,-0.353989858520026
Abiraterone,Axitinib,SF-539,ALMANAC,5.17193511454005
Abiraterone,Axitinib,SK-MEL-2,ALMANAC,4.56836584225543
Abiraterone,Axitinib,SK-MEL-28,ALMANAC,2.54940648758366
Abiraterone,Axitinib,SK-MEL-5,ALMANAC,-2.93350934968074
Abiraterone,Axitinib,SK-OV-3,ALMANAC,2.00516863487936
Abiraterone,Axitinib,SN12C,ALMANAC,-2.6655286050417
Abiraterone,Axitinib,SNB-75,ALMANAC,1.38637769790911
Abiraterone,Axitinib,SR,ALMANAC,0.173275275954643
Abiraterone,Axitinib,SW-620,ALMANAC,0.910418597196662
Abiraterone,Axitinib,T-47D,ALMANAC,4.45073541109821
Abiraterone,Axitinib,TK-10,ALMANAC,0.354351313316134
Abiraterone,Axitinib,U251,ALMANAC,2.91058891083619
Abiraterone,Axitinib,UACC-257,ALMANAC,3.18019725552478
Abiraterone,Axitinib,UACC62,ALMANAC,0.541836322529633
Abiraterone,Axitinib,UO-31,ALMANAC,0.609994861042644
Abiraterone,Crizotinib,786-0,ALMANAC,0.984225632865688
Abiraterone,Crizotinib,A498,ALMANAC,-7.51411189501813
Abiraterone,Crizotinib,A549,ALMANAC,0.559241244290335
Abiraterone,Crizotinib,ACHN,ALMANAC,-6.68199710042883
Abiraterone,Crizotinib,BT-549,ALMANAC,6.7035305650785
Abiraterone,Crizotinib,CAKI-1,ALMANAC,4.8280000019626
Abiraterone,Crizotinib,CCRF-CEM,ALMANAC,-18.7942923301873
Abiraterone,Crizotinib,COLO 205,ALMANAC,0.140075406877946
Abiraterone,Crizotinib,DU-145,ALMANAC,-5.45154130613768
Abiraterone,Crizotinib,EKVX,ALMANAC,-0.634767422259435
Abiraterone,Crizotinib,HCC-2998,ALMANAC,-1.8940405997699
Abiraterone,Crizotinib,HCT-15,ALMANAC,2.35377689531281
Abiraterone,Crizotinib,HCT116,ALMANAC,-2.4842436459189
Abiraterone,Crizotinib,HOP-62,ALMANAC,-2.82334401280159
Abiraterone,Crizotinib,HOP-92,ALMANAC,-4.72012066463782
Abiraterone,Crizotinib,HS 578T,ALMANAC,3.53529411180679
Abiraterone,Crizotinib,HT29,ALMANAC,4.20798006523962
Abiraterone,Crizotinib,IGROV1,ALMANAC,3.06297967681465
Abiraterone,Crizotinib,K-562,ALMANAC,-17.6543247586525
Abiraterone,Crizotinib,KM12,ALMANAC,-12.3179659166635
Abiraterone,Crizotinib,LOX IMVI,ALMANAC,8.57569792242849
Abiraterone,Crizotinib,M14,ALMANAC,-1.7959919214929
Abiraterone,Crizotinib,MCF7,ALMANAC,3.26390222134776
Abiraterone,Crizotinib,MDA-MB-231,ALMANAC,3.24542391219608
Abiraterone,Crizotinib,MDA-MB-468,ALMANAC,-5.00521801396645
Abiraterone,Crizotinib,MOLT-4,ALMANAC,-36.1834759222921
Abiraterone,Crizotinib,NCI-H226,ALMANAC,-0.256212185340105
Abiraterone,Crizotinib,NCI-H322M,ALMANAC,-2.45345433085518
Abiraterone,Crizotinib,NCI-H460,ALMANAC,-1.49060797304086
Abiraterone,Crizotinib,NCI-H522,ALMANAC,-1.89171946460424
Abiraterone,Crizotinib,NCIH23,ALMANAC,-5.0419922371841
Abiraterone,Crizotinib,OVCAR-4,ALMANAC,1.57567158915964
Abiraterone,Crizotinib,OVCAR-5,ALMANAC,-2.11322140067497
Abiraterone,Crizotinib,OVCAR-8,ALMANAC,-5.56065088597072
Abiraterone,Crizotinib,OVCAR3,ALMANAC,-3.83739759547824
Abiraterone,Crizotinib,PC-3,ALMANAC,-6.0604178552231
Abiraterone,Crizotinib,RPMI-8226,ALMANAC,1.36348191603333
Abiraterone,Crizotinib,RXF 393,ALMANAC,-2.90538743186665
Abiraterone,Crizotinib,SF-268,ALMANAC,4.23358085579803
Abiraterone,Crizotinib,SF-295,ALMANAC,-11.8884505969124
Abiraterone,Crizotinib,SF-539,ALMANAC,1.56058356941728
Abiraterone,Crizotinib,SK-MEL-2,ALMANAC,0.0176809665105121
Abiraterone,Crizotinib,SK-MEL-28,ALMANAC,-4.0878238836204
Abiraterone,Crizotinib,SK-MEL-5,ALMANAC,-4.91362046079186
Abiraterone,Crizotinib,SK-OV-3,ALMANAC,3.97725720206199
Abiraterone,Crizotinib,SN12C,ALMANAC,-1.92694331183355
Abiraterone,Crizotinib,SNB-75,ALMANAC,-1.85484604412612
Abiraterone,Crizotinib,SR,ALMANAC,-15.6460423084662
Abiraterone,Crizotinib,SW-620,ALMANAC,5.02473278188272
Abiraterone,Crizotinib,T-47D,ALMANAC,1.38331625437579
Abiraterone,Crizotinib,TK-10,ALMANAC,-3.9608575062494
Abiraterone,Crizotinib,U251,ALMANAC,7.76134963485576
Abiraterone,Crizotinib,UACC-257,ALMANAC,0.179322163564376
Abiraterone,Crizotinib,UACC62,ALMANAC,3.30881835383264
Abiraterone,Crizotinib,UO-31,ALMANAC,0.621270184545087
Abiraterone,Dasatinib,786-0,ALMANAC,-8.24488609950184
Abiraterone,Dasatinib,A498,ALMANAC,-1.6670742089382
Abiraterone,Dasatinib,A549,ALMANAC,-11.5482062000208
Abiraterone,Dasatinib,ACHN,ALMANAC,-10.4102367614279
Abiraterone,Dasatinib,BT-549,ALMANAC,10.0310802440613
Abiraterone,Dasatinib,CAKI-1,ALMANAC,33.5749422258014
Abiraterone,Dasatinib,CCRF-CEM,ALMANAC,-5.57694903472283
Abiraterone,Dasatinib,COLO 205,ALMANAC,-11.1580532536707
Abiraterone,Dasatinib,DU-145,ALMANAC,0.528448432365613
Abiraterone,Dasatinib,EKVX,ALMANAC,-10.9194179323674
Abiraterone,Dasatinib,HCC-2998,ALMANAC,-7.00311637507905
Abiraterone,Dasatinib,HCT-15,ALMANAC,-2.26383915209553
Abiraterone,Dasatinib,HCT116,ALMANAC,-4.95259510225891
Abiraterone,Dasatinib,HOP-62,ALMANAC,11.2045082179773
Abiraterone,Dasatinib,HOP-92,ALMANAC,2.31446779267768
Abiraterone,Dasatinib,HS 578T,ALMANAC,-18.518639417208
Abiraterone,Dasatinib,HT29,ALMANAC,0.733476343028217
Abiraterone,Dasatinib,IGROV1,ALMANAC,-12.1664243099198
Abiraterone,Dasatinib,K-562,ALMANAC,-3.84353266760217
Abiraterone,Dasatinib,KM12,ALMANAC,3.73807186845834
Abiraterone,Dasatinib,LOX IMVI,ALMANAC,14.0934661104155
Abiraterone,Dasatinib,M14,ALMANAC,-9.12861474639945
Abiraterone,Dasatinib,MCF7,ALMANAC,1.07401862093002
Abiraterone,Dasatinib,MDA-MB-231,ALMANAC,-20.5705310232607
Abiraterone,Dasatinib,MDA-MB-468,ALMANAC,3.7412266311896
Abiraterone,Dasatinib,MOLT-4,ALMANAC,-0.115628861634432
Abiraterone,Dasatinib,NCI-H226,ALMANAC,12.3611496567123
Abiraterone,Dasatinib,NCI-H322M,ALMANAC,5.92923752327117
Abiraterone,Dasatinib,NCI-H460,ALMANAC,16.9829383719922
Abiraterone,Dasatinib,NCI-H522,ALMANAC,0.679057686832459
Abiraterone,Dasatinib,NCIH23,ALMANAC,-14.7076897643838
Abiraterone,Dasatinib,OVCAR-4,ALMANAC,4.42765114314542
Abiraterone,Dasatinib,OVCAR-5,ALMANAC,1.55385069156954
Abiraterone,Dasatinib,OVCAR-8,ALMANAC,4.41873622559492
Abiraterone,Dasatinib,OVCAR3,ALMANAC,-3.5658571546462
Abiraterone,Dasatinib,PC-3,ALMANAC,-1.90211446667908
Abiraterone,Dasatinib,RPMI-8226,ALMANAC,-5.44783228431659
Abiraterone,Dasatinib,RXF 393,ALMANAC,6.1818288052626
Abiraterone,Dasatinib,SF-268,ALMANAC,-0.168308927702216
Abiraterone,Dasatinib,SF-295,ALMANAC,-0.202474697205924
Abiraterone,Dasatinib,SF-539,ALMANAC,-4.59021402951819
Abiraterone,Dasatinib,SK-MEL-2,ALMANAC,-5.81694179587026
Abiraterone,Dasatinib,SK-MEL-28,ALMANAC,-3.25751005710005
Abiraterone,Dasatinib,SK-MEL-5,ALMANAC,-7.37819971767698
Abiraterone,Dasatinib,SK-OV-3,ALMANAC,-0.0841670300737079
Abiraterone,Dasatinib,SN12C,ALMANAC,-6.66387938318251
Abiraterone,Dasatinib,SNB-75,ALMANAC,-30.8253657696818
Abiraterone,Dasatinib,SR,ALMANAC,-6.63030300228865
Abiraterone,Dasatinib,SW-620,ALMANAC,-6.14904873104888
Abiraterone,Dasatinib,T-47D,ALMANAC,2.58901733751322
