Drug A,Drug B,Cell Line Name,Score,Pred Score
ROMIDEPSIN,MITOTANE,SR,-61.34,-43.54232406616211
IMATINIB,DOCETAXEL,BT-549,8.94,-6.361972808837891
VISMODEGIB,CELECOXIB,NCI-H322M,-1.47,-5.523190975189209
LUMACAFTOR,RUXOLITINIB,L-1236,-4.731,-11.93824577331543
VISMODEGIB,TRETINOIN,UO-31,11.0,-6.860579967498779
DOCETAXEL,MITOTANE,MDA-MB-231,0.49,-6.12248420715332
SORAFENIB,MITOTANE,A-498,6.78,-3.9381723403930655
PACLITAXEL,THALIDOMIDE,UACC-257,-64.7,-7.794267177581787
VISMODEGIB,MITOTANE,KM12,6.93,-3.438237428665161
RUXOLITINIB,DASATINIB,HT-29,-16.1,0.0793824195861816
SUNITINIB,MITOTANE,OVCAR-5,-1.97,-7.2277021408081055
THALIDOMIDE,ARSENIC TRIOXIDE,HT-29,-17.5,-18.620500564575195
VEMURAFENIB,ROMIDEPSIN,HOP-92,-74.98,-35.08087539672852
VISMODEGIB,LAPATINIB,NCI-H23,-2.97,-5.688881874084473
AXITINIB,DASATINIB,OVCAR-4,-5.3,0.9266061782836914
PACLITAXEL,SUNITINIB,A-427,4.19,-7.728770732879639
VISMODEGIB,AXITINIB,SK-OV-3,5.46,-6.466660499572754
CRIZOTINIB,PACLITAXEL,T-47D,-4.99,-7.1574225425720215
VISMODEGIB,AXITINIB,HT-29,-1.43,-6.159680366516113
CELECOXIB,IMATINIB,Caki-1,-13.62,-7.556681632995605
MITOTANE,ARSENIC TRIOXIDE,NCI-H226,-28.16,-21.38212776184082
VEMURAFENIB,ABIRATERONE,HOP-62,-3.77,-7.72243070602417
SUNITINIB,SORAFENIB,NCI-H2122,-11.535,-7.411855697631836
NILOTINIB,DOCETAXEL,SF295,-4.12,-10.719837188720703
DASATINIB,SUNITINIB,OVCAR-5,0.0,-4.996100425720215
VANDETANIB,PACLITAXEL,SN12C,-1.67,-9.464649200439451
SUNITINIB,LAPATINIB,SK-MES-1,8.0725,-2.5516746044158936
THALIDOMIDE,ARSENIC TRIOXIDE,NCI-H226,-20.45,-16.132396697998047
ABIRATERONE,CELECOXIB,IGROV-1,3.32,-4.616917133331299
RALOXIFENE,AXITINIB,IGROV-1,-0.18,-9.491440773010254
RUXOLITINIB,SUNITINIB,OVCAR-5,-3.06,-5.979937553405762
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HT-29,-57.29,-25.49504280090332
CRIZOTINIB,ROMIDEPSIN,SF268,-11.48,-17.486473083496094
VANDETANIB,FULVESTRANT,NCI-H322M,-8.71,-3.715751171112061
VEMURAFENIB,VEMURAFENIB,CCRF-CEM,3.63,-7.491497993469238
DASATINIB,MITOTANE,BT-549,-0.48,-12.21234130859375
AXITINIB,DOCETAXEL,COLO 205,-27.58,-7.693723678588867
VISMODEGIB,LENALIDOMIDE,HT-29,-15.27,-5.845096111297607
VISMODEGIB,CELECOXIB,OVCAR-3,-7.28,-5.454073429107666
VISMODEGIB,SUNITINIB,SNB-75,-1.89,-6.6036577224731445
ABIRATERONE,DOCETAXEL,TK-10,10.19,-9.759918212890623
LENALIDOMIDE,CRIZOTINIB,UO-31,-1.75,-7.140665531158447
RALOXIFENE,IMATINIB,SK-MEL-2,-3.04,-4.496323108673096
IMATINIB,DOCETAXEL,A-498,10.94,-7.969511032104492
VANDETANIB,AXITINIB,SF539,4.86,-7.088094711303711
RALOXIFENE,PACLITAXEL,A-498,-19.21,-12.83350658416748
LEVOSIMENDAN,RUXOLITINIB,L-1236,-38.72,-11.016740798950195
RALOXIFENE,THALIDOMIDE,T-47D,-0.96,-6.878946304321289
VEMURAFENIB,CELECOXIB,786-O,3.67,-6.237390995025635
NILOTINIB,FULVESTRANT,MDA-MB-468,-0.26,-3.56454873085022
ABIRATERONE,VISMODEGIB,SF268,-35.44,-7.185803413391113
AXITINIB,VISMODEGIB,SK-MEL-2,-1.68,-6.769125461578369
SUNITINIB,FULVESTRANT,HCC2998,-1.55,-4.223211765289307
LENALIDOMIDE,CRIZOTINIB,HCT 116,-24.94,-5.821280479431152
VANDETANIB,SORAFENIB,A-498,-10.84,-9.264243125915527
GEFITINIB,MITOTANE,UACC-62,-7.39,-3.0100786685943604
GEFITINIB,MITOTANE,SK-OV-3,-15.25,-3.910625457763672
CRIZOTINIB,PACLITAXEL,HCC2998,-2.18,-9.433815956115724
TRETINOIN,SORAFENIB,DU145,10.58,-11.385122299194336
AXITINIB,FULVESTRANT,SK-MEL-5,-5.35,-3.439988851547241
ABIRATERONE,DOCETAXEL,SNB-75,-13.15,-9.495367050170898
CELECOXIB,LAPATINIB,SK-OV-3,-33.91,-1.080833911895752
AXITINIB,SUNITINIB,BT-549,-0.81,-6.447899341583252
NILOTINIB,DOCETAXEL,SK-OV-3,-0.25,-10.314690589904783
PACLITAXEL,LAPATINIB,HCT 15,3.12,-6.147252559661865
RUXOLITINIB,TRETINOIN,NCI-H460,-4.86,-10.3903169631958
PACLITAXEL,LAPATINIB,PC-3,4.24,-7.186483383178711
AXITINIB,DOCETAXEL,NCI-H322M,-18.72,-7.790962696075439
AXITINIB,SUNITINIB,Caki-1,-1.63,-6.179398536682129
LENALIDOMIDE,DASATINIB,SF539,0.71,-5.681094169616699
MEGESTROL ACETATE,THALIDOMIDE,SR,3.43,-5.649079322814941
VISMODEGIB,CELECOXIB,T-47D,6.11,-5.933853149414063
IMATINIB,PACLITAXEL,SF539,-16.36,-7.887275695800781
GEFITINIB,VEMURAFENIB,RPMI-8226,-3.38,-4.518732070922852
VEMURAFENIB,ROMIDEPSIN,UACC-62,-9.11,-36.0391731262207
GEFITINIB,CRIZOTINIB,TK-10,-1.43,-3.115475654602051
GEFITINIB,FULVESTRANT,SN12C,-1.79,-3.081161499023437
LENALIDOMIDE,MEGESTROL ACETATE,ACHN,-2.39,-2.5200090408325195
VISMODEGIB,LENALIDOMIDE,MOLT-4,-28.59,-6.130088806152344
VANDETANIB,LAPATINIB,NCI-H460,8.27,-7.07357120513916
RALOXIFENE,PACLITAXEL,A-549,-40.27,-16.5252742767334
SORAFENIB,MITOTANE,SF539,5.53,-3.0741641521453857
NILOTINIB,SUNITINIB,SN12C,-15.83,-6.662496566772461
THALIDOMIDE,ARSENIC TRIOXIDE,OVCAR-3,-39.23,-16.7853946685791
LAPATINIB,SORAFENIB,SR,-3.3,-5.438809871673584
VISMODEGIB,DOCETAXEL,OVCAR-5,6.13,-9.125602722167969
LENALIDOMIDE,DASATINIB,OVCAR-4,-7.73,-8.233556747436523
VEMURAFENIB,ARSENIC TRIOXIDE,RXF 393L,5.47,-10.191078186035156
LENALIDOMIDE,LAPATINIB,OVCAR-3,-25.37,-7.704629421234131
BARDOXOLONE METHYL,AV412,TC-71,-3.304,-6.179632663726807
THALIDOMIDE,ARSENIC TRIOXIDE,BT-549,-15.44,-17.49373435974121
LENALIDOMIDE,PACLITAXEL,MDA-MB-468,-33.52,-12.952797889709473
