Drug A,Drug B,Cell Line Name,Score,Pred Score
Sunitinib,Dasatinib,HCT116,4.2006804390709,-3.388819456100464
Sunitinib,Erlotinib,MDAMB436,4.76541245752904,10.527292251586914
Sunitinib,geldanamycin,A427,5.87221574658101,225.73944091796875
metformin,Lapatinib,SK-OV-3,-12.955988512618,-65.51115417480469
dexamethasone,Sunitinib,RPMI7951,-14.4061745570978,-28.06669235229492
Sunitinib,Erlotinib,HT29,13.644333664082708,5.046774864196777
dexamethasone,Lapatinib,SK-OV-3,7.522446474796843,-19.181602478027344
paclitaxel,geldanamycin,SKMES1,2.858782897786812,-5.776630401611328
metformin,Vorinostat,SK-OV-3,-49.8653288018085,-42.60158157348633
Vorinostat,Dasatinib,NCIH520,-4.029904705212941,-4.957488536834717
metformin,Dasatinib,A2058,-6.2026319104393295,-27.76557922363281
paclitaxel,Dasatinib,RKO,4.452168509343501,-7.845061302185059
geldanamycin,Sorafenib,OVCAR3,-16.475900892606802,32.84989929199219
metformin,Lapatinib,A2058,-11.03094492075089,-19.08230781555176
geldanamycin,Sorafenib,RPMI7951,-8.08045020128908,-10.182456970214844
paclitaxel,Lapatinib,A2780,1.39259946716825,-19.11466407775879
Vorinostat,Dasatinib,SKMEL30,-14.885807229381896,-5.260682582855225
dexamethasone,Dasatinib,A2058,-11.113180908425988,-12.79712200164795
paclitaxel,Erlotinib,CAOV3,5.506094216928792,7.588289737701416
paclitaxel,Erlotinib,LOVO,5.29091659278858,-9.568798065185549
Lapatinib,Erlotinib,NCIH2122,3.42106467876526,-5.12960147857666
Lapatinib,Erlotinib,UWB1289,5.162821279449693,11.085144996643066
paclitaxel,Dasatinib,HT29,6.020551076354931,4.953412055969238
Lapatinib,geldanamycin,A427,0.8086942897832163,-13.53570556640625
dexamethasone,Sunitinib,UWB1289,-8.80546181278599,-17.87575340270996
vinblastine,Vorinostat,NCI-H460,-7.42349600405968,-13.490496635437012
Sunitinib,Sorafenib,NCIH2122,-14.4731176558811,-4.165569305419922
dexamethasone,Erlotinib,HT144,-35.5448186771701,-11.184309005737305
paclitaxel,Erlotinib,SW837,-1.657597602265355,-18.507652282714844
dexamethasone,Sunitinib,SK-OV-3,-1.930224441335125,-24.770092010498047
Vorinostat,Lapatinib,NCI-H460,-10.398648228661925,0.4060487747192383
paclitaxel,Lapatinib,MDAMB436,-1.6521884315998507,-3.182575225830078
Lapatinib,geldanamycin,VCAP,1.3131129859732091,-31.332075119018555
paclitaxel,Erlotinib,SKMEL30,-0.1240821746904601,-10.546268463134766
dexamethasone,Vorinostat,UACC62,-35.1709788883515,-14.242663383483888
vinblastine,Dasatinib,CAOV3,0.6771989561182002,0.1336250305175781
Vorinostat,Sunitinib,HT144,-5.8677981963370005,-6.364879608154297
paclitaxel,Erlotinib,MDAMB436,0.7982616963508231,0.3214864730834961
vinblastine,Sunitinib,UACC62,2.595279020812243,-0.3937845230102539
geldanamycin,Sorafenib,OCUBM,6.9472187772133225,9.294265747070312
dexamethasone,Erlotinib,A2058,-41.1395198834054,-14.271831512451172
dexamethasone,Vorinostat,HT29,-35.4604736838065,-9.117605209350586
Lapatinib,Erlotinib,NCIH520,7.87379173269718,-2.540229797363281
metformin,Vorinostat,A2058,-8.72128086410909,-24.647464752197266
vinblastine,Sunitinib,OV90,-82.13826531723697,-10.76516056060791
dexamethasone,Sunitinib,HT29,-9.70693692529289,-7.346656322479248
metformin,Sunitinib,PA1,-61.4386715672369,-39.64875030517578
Lapatinib,Sorafenib,NCIH520,7.10938257895085,-3.2596993446350098
Sunitinib,geldanamycin,LOVO,0.4007388327427847,-15.774002075195312
paclitaxel,Sorafenib,UWB1289,-0.7455370396145937,-2.0514025688171387
vinblastine,Erlotinib,HT29,1.674966057420845,1.956027030944824
paclitaxel,Erlotinib,A375,11.877856996640997,0.6170558929443359
Sunitinib,Sorafenib,A2058,-0.9096556467231308,-3.6985559463500977
vinblastine,Dasatinib,UACC62,-1.4680391508473674,-4.091865539550781
dexamethasone,Sorafenib,CAOV3,15.6414782015599,-7.188560962677002
geldanamycin,Sorafenib,VCAP,-10.35739215730591,-23.17123413085937
paclitaxel,Sorafenib,A427,1.926107182225645,-1.1873788833618164
Erlotinib,Dasatinib,NCIH23,6.99756701325662,-3.146946430206299
Vorinostat,Erlotinib,OVCAR3,3.54836143321337,-1.000133991241455
vinblastine,Vorinostat,A2058,-7.726553411266567,-9.852458953857422
metformin,Vorinostat,PA1,-48.51478094223695,-40.838829040527344
Vorinostat,geldanamycin,RKO,-3.0453156276270903,-1.728240966796875
Vorinostat,Dasatinib,SKMES1,-3.454798154796729,-7.167624473571777
Erlotinib,Dasatinib,CAOV3,9.503977484174175,10.22881317138672
Sunitinib,Erlotinib,SW837,6.001532732018722,-15.400233268737791
vinblastine,geldanamycin,SK-OV-3,1.775572054007981,284.83709716796875
paclitaxel,Erlotinib,RKO,-2.6871577689602653,-13.342070579528809
metformin,Dasatinib,NCIH23,-7.920344649869953,-22.33244705200196
Lapatinib,geldanamycin,OV90,2.578081311550471,-21.46562385559082
Vorinostat,Sunitinib,T-47D,-14.434457477598505,-2.5592641830444336
vinblastine,Sorafenib,PA1,-1.338045882914232,-1.452504277229309
metformin,Sunitinib,SKMES1,-44.1817825469333,-25.99384117126465
dexamethasone,Dasatinib,NCIH520,2.4314234692194163,-7.340364456176758
paclitaxel,Sunitinib,RKO,-2.35314836228574,-3.7245683670043945
Vorinostat,Sunitinib,PA1,-2.07036107592124,-3.359815120697021
dexamethasone,Dasatinib,SKMEL30,-6.560167066336443,-14.632165908813477
Erlotinib,geldanamycin,RPMI7951,-2.54688332955635,-17.22264862060547
vinblastine,Vorinostat,SW-620,-7.940842049461227,-11.799427032470703
Sunitinib,Sorafenib,SK-OV-3,-7.789052707582185,-0.0292768478393554
paclitaxel,Vorinostat,NCI-H460,-1.4295761119406232,2.6203346252441406
Erlotinib,geldanamycin,NCIH1650,7.206977941743588,16.02102279663086
Lapatinib,geldanamycin,UWB1289,-4.081394009803599,-15.279885292053224
dexamethasone,geldanamycin,NCIH23,-30.167243616457,31.51788711547852
Dasatinib,Sorafenib,A2780,11.7225687296843,5.120587348937988
geldanamycin,Sorafenib,SW-620,-0.8984319813221007,0.5622787475585938
paclitaxel,Erlotinib,NCI-H460,10.349523074958825,4.287547111511231
Dasatinib,Sorafenib,NCIH1650,5.42147270471237,3.773099899291992
Vorinostat,Dasatinib,LOVO,-0.3136273830120112,-2.227736473083496
paclitaxel,Erlotinib,SK-OV-3,4.398848813602776,-11.171297073364258
Erlotinib,Sorafenib,RKO,2.099307195887115,-7.998447418212891
metformin,geldanamycin,RKO,-61.6890402284636,-8.235527038574219
Vorinostat,Sunitinib,SKMEL30,-7.08434802004719,-0.9891080856323242
paclitaxel,Sunitinib,PA1,0.6962467393230812,-2.869412422180176
geldanamycin,Sorafenib,T-47D,9.0758909366509,7.157516479492188
Vorinostat,Sorafenib,OCUBM,-1.9263965715605047,0.9628276824951172
dexamethasone,Dasatinib,PA1,-6.262949496708321,-17.295644760131836
Lapatinib,geldanamycin,HCT116,-4.739766082030863,107.14996337890624
metformin,Lapatinib,HT144,-36.8822022827233,-16.920276641845703
paclitaxel,Sorafenib,SKMEL30,3.24770439300306,-6.051308631896973
paclitaxel,Lapatinib,NCIH2122,-2.289513933263135,-5.743143558502197
Lapatinib,Sorafenib,NCI-H460,1.41805545618482,-3.122457504272461
Vorinostat,Lapatinib,SW-620,-24.4432878855492,0.2483384609222412
metformin,geldanamycin,OVCAR3,-24.96156751119129,-114.38436889648438
