Drug A,Drug B,Cell Line Name,Score,Pred Score
MEGESTROL ACETATE,PACLITAXEL,Caki-1,-20.23,-22.676055908203125
MEGESTROL ACETATE,LAPATINIB,K-562,-14.31,-9.823820114135742
TRETINOIN,PACLITAXEL,RPMI-8226,6.23,-3.4073729515075684
CRIZOTINIB,PACLITAXEL,MCF-7,-4.65,6.431792259216309
ABIRATERONE,VANDETANIB,SF295,0.55,-5.486948490142822
VISMODEGIB,SUNITINIB,UACC-257,0.37,-7.818242073059082
DOCETAXEL,LAPATINIB,U-251MG,26.61,-0.0476717948913574
RUXOLITINIB,PACLITAXEL,OVCAR-4,-65.94,-32.59239196777344
IMATINIB,ARSENIC TRIOXIDE,UACC-62,-25.43,-17.72016716003418
VANDETANIB,NILOTINIB,M14,4.75,-2.1657638549804688
LENALIDOMIDE,PACLITAXEL,786-O,-27.52,-11.350679397583008
DASATINIB,SORAFENIB,MDA-MB-468,-2.69,-13.836487770080566
CELECOXIB,DASATINIB,Caki-1,-6.27,-6.86760139465332
VANDETANIB,THALIDOMIDE,T-47D,7.65,-7.165640830993652
LAPATINIB,THALIDOMIDE,NCI-H460,-0.72,-7.368227005004883
VANDETANIB,ABIRATERONE,HCC2998,-4.04,-5.501591682434082
CRIZOTINIB,DASATINIB,SW620,4.26,-12.044021606445312
CRIZOTINIB,MITOTANE,UACC-257,-1.03,0.0663414001464843
DOCETAXEL,MITOTANE,HOP-92,-6.33,-7.220359802246094
MEGESTROL ACETATE,DOCETAXEL,Caki-1,-78.37,-22.67605209350586
SULFASALAZINE,RUXOLITINIB,L-1236,-25.822,-23.01783561706543
CRIZOTINIB,FULVESTRANT,UO-31,2.56,-3.4886293411254883
CELECOXIB,THALIDOMIDE,NCI-H522,-2.03,-3.957033634185791
MEGESTROL ACETATE,LAPATINIB,U-251MG,2.11,-8.026737213134766
LOVASTATIN,RUXOLITINIB,L-1236,-5.19,-16.686817169189453
GABAPENTIN,RUXOLITINIB,L-1236,-51.926,-19.87278175354004
VANDETANIB,LAPATINIB,RXF 393L,-12.05,-4.186934471130371
RUXOLITINIB,RALOXIFENE,MOLT-4,-0.73,3.306315422058105
DASATINIB,SORAFENIB,NCI-H460,0.9159999999999998,-11.489691734313965
DOCETAXEL,LAPATINIB,TK-10,0.23,7.027408123016357
AXITINIB,GEFITINIB,NCI-H460,-0.36,1.4480113983154297
FULVESTRANT,THALIDOMIDE,DU145,-7.27,-5.422320365905762
PACLITAXEL,SORAFENIB,UWB1.289,-0.745,0.9617605209350586
ROMIDEPSIN,THALIDOMIDE,SW620,-69.07,-54.01240539550781
LENALIDOMIDE,NILOTINIB,SF268,-1.17,0.1158313751220703
CRIZOTINIB,ABIRATERONE,EKVX,-25.94,-4.500565528869629
VANDETANIB,FULVESTRANT,RXF 393L,0.84,-4.373866558074951
FULVESTRANT,ARSENIC TRIOXIDE,PC-3,0.97,-10.002326965332031
CRIZOTINIB,DASATINIB,DU145,0.77,-7.513802051544189
IMATINIB,SORAFENIB,SK-MEL-5,-4.68,-3.142049789428711
VISMODEGIB,ABIRATERONE,OVCAR-3,-7.7,-1.914412498474121
LENALIDOMIDE,DASATINIB,T-47D,-9.15,-8.36379337310791
RUXOLITINIB,AXITINIB,NCI-H23,6.17,-5.955833435058594
DASATINIB,THALIDOMIDE,SF268,0.11,-10.676553726196287
FULVESTRANT,THALIDOMIDE,UACC-62,-3.0,-2.971294403076172
VISMODEGIB,TRETINOIN,SF295,-0.94,-2.152726173400879
