Actual,Predicted
-20.23,-60.174
-14.31,-25.397999999999996
6.23,-2.8340000000000005
-4.65,-3.7
0.55,-0.5740000000000001
0.37,0.804
26.61,8.584
-65.94,-31.176
-25.43,-12.878
4.75,-2.784
-27.52,-28.662
-2.69,-44.089
-6.27,-16.18
7.65,0.8700000000000001
-0.72,-4.2924999999999995
-4.04,-9.924000000000001
4.26,-6.005999999999999
-1.03,-14.388
-6.33,7.24
-78.37,-40.692
-25.822,-22.05
2.56,-1.8199999999999998
-2.03,-3.354
2.11,-2.934
-5.19,-4.7940000000000005
-51.926,-16.0134
-12.05,-2.0759999999999996
-0.73,0.6279999999999999
0.9159999999999998,-11.306000000000003
0.23,11.756
-0.36,5.529999999999999
-7.27,-2.49
-0.745,-11.133999999999999
-69.07,-18.465999999999998
-1.17,-1.7479999999999998
-25.94,-15.239999999999998
0.84,-1.5539999999999998
0.97,-5.093999999999999
0.77,1.352
-4.68,-7.316
-7.7,-16.048
-9.15,-0.32600000000000007
6.17,4.328
0.11,-15.213999999999999
-3.0,-1.6199999999999999
-0.94,-3.4839999999999995
-5.07,-19.062
-6.5,-9.756
-4.75,-9.542
3.25,0.18399999999999989
-5.53,-4.596
13.77,3.786
-59.79,16.652
-5.91,-0.18600000000000008
1.08,-2.9259999999999997
-67.5,-1.7640000000000005
8.1,2.3
-2.97,-6.029999999999999
-21.57,-15.356
-10.61,-11.120000000000001
3.71,2.652
-9.17,-6.904000000000001
-2.35,-0.2080000000000001
-0.59,-1.2200000000000002
-4.1,-1.018
-30.21,-22.258000000000003
-9.75,-29.411999999999995
-4.52,-20.357999999999997
-9.65,11.62
-17.93,-19.178
-41.64,-21.11
-33.59,-4.074
-16.61,1.7619999999999998
-44.75,-9.322
-39.94,-18.026000000000003
1.57,0.8540000000000001
-16.84,-9.203999999999999
-0.6,-2.154
-2.93,5.9
-50.04,-13.334
-38.37,-8.058
-15.88,-7.651999999999999
-18.99,-13.185999999999998
0.94,1.624
-20.76,-7.409999999999999
-2.95,-0.9650000000000002
4.43,-0.23399999999999999
