Drug A,Drug B,Cell Line Name,Score
Megestrol acetate,Lenalidomide,NCI-H23,-6.888888888888889
Megestrol acetate,Lenalidomide,MDA-MB-231/ATCC,-17.444444444444443
Megestrol acetate,Lenalidomide,HOP-92,-17.333333333333332
Megestrol acetate,Lenalidomide,UACC-257,-7.333333333333333
Megestrol acetate,Lenalidomide,OVCAR-8,0.7777777777777778
Megestrol acetate,Lenalidomide,SF-268,-13.333333333333334
Megestrol acetate,Lenalidomide,CAKI-1,-13.666666666666666
Megestrol acetate,Lenalidomide,T-47D,-4.444444444444445
Megestrol acetate,Lenalidomide,M14,-4.333333333333333
Megestrol acetate,Lenalidomide,NCI-H460,-5.444444444444445
Megestrol acetate,Lenalidomide,HCT-15,-3.4444444444444446
Megestrol acetate,Lenalidomide,SN12C,-3.555555555555556
Megestrol acetate,Lenalidomide,EKVX,-4.888888888888889
Megestrol acetate,Lenalidomide,NCI-H522,-4.111111111111111
Megestrol acetate,Lenalidomide,KM12,-19.88888888888889
Megestrol acetate,Lenalidomide,SR,-15.444444444444445
Megestrol acetate,Lenalidomide,COLO 205,-9.0
Megestrol acetate,Lenalidomide,ACHN,-9.88888888888889
Megestrol acetate,Lenalidomide,HCC-2998,-5.111111111111111
Megestrol acetate,Lenalidomide,BT-549,-2.7777777777777777
Megestrol acetate,Lenalidomide,TK-10,-5.444444444444445
Megestrol acetate,Lenalidomide,NCI-H322M,-14.22222222222222
Megestrol acetate,Lenalidomide,A498,-4.777777777777778
Megestrol acetate,Lenalidomide,SK-MEL-5,-22.88888888888889
Megestrol acetate,Lenalidomide,HT29,-11.555555555555555
Megestrol acetate,Lenalidomide,U251,-0.3333333333333333
Megestrol acetate,Lenalidomide,OVCAR-5,-1.0
Megestrol acetate,Lenalidomide,SK-MEL-2,-4.222222222222222
Megestrol acetate,Lenalidomide,RXF 393,-13.11111111111111
Megestrol acetate,Lenalidomide,CCRF-CEM,-1.8888888888888888
Megestrol acetate,Lenalidomide,A549/ATCC,1.2222222222222223
Megestrol acetate,Lenalidomide,NCI-H226,-11.444444444444445
Megestrol acetate,Lenalidomide,K-562,-4.888888888888889
Megestrol acetate,Lenalidomide,SW-620,-5.444444444444445
Megestrol acetate,Lenalidomide,SF-295,-8.444444444444445
Megestrol acetate,Lenalidomide,MCF7,-12.555555555555555
Megestrol acetate,Lenalidomide,MDA-MB-468,-4.222222222222222
Megestrol acetate,Lenalidomide,DU-145,-0.1111111111111111
Megestrol acetate,Lenalidomide,HOP-62,-1.4444444444444444
Megestrol acetate,Lenalidomide,OVCAR-4,-4.0
Megestrol acetate,Lenalidomide,786-0,-5.222222222222222
Megestrol acetate,Lenalidomide,LOX IMVI,-0.4444444444444444
Megestrol acetate,Lenalidomide,RPMI-8226,-0.5555555555555556
Megestrol acetate,Lenalidomide,HS 578T,-8.333333333333334
Megestrol acetate,Lenalidomide,SNB-75,-7.222222222222222
Megestrol acetate,Lenalidomide,UACC-62,-0.1111111111111111
Megestrol acetate,Lenalidomide,OVCAR-3,-2.2222222222222223
Megestrol acetate,Lenalidomide,UO-31,-3.333333333333333
Megestrol acetate,Lenalidomide,SF-539,-2.888888888888889
Megestrol acetate,Lenalidomide,HCT-116,-2.4444444444444446
Megestrol acetate,Lenalidomide,SK-MEL-28,-4.777777777777778
Megestrol acetate,Lenalidomide,MOLT-4,-9.555555555555555
Megestrol acetate,Lenalidomide,IGROV1,-10.77777777777778
Megestrol acetate,Lenalidomide,PC-3,-3.2222222222222223
Megestrol acetate,Lenalidomide,SK-OV-3,-6.222222222222222
