Drug A,Drug B,Cell Line Name,Score
Docetaxel,Tretinoin,UACC-257,8.88888888888889
Fulvestrant,Paclitaxel,HOP-62,0.3333333333333333
Tretinoin,Cladribine,UACC-257,-1.8888888888888888
Everolimus,Tretinoin,HS 578T,2.555555555555556
Romidepsin,Docetaxel,SN12C,-3.111111111111111
Mitotane,Nilotinib,SF-268,-5.222222222222222
Fulvestrant,Everolimus,OVCAR-3,13.88888888888889
Thalidomide,Mitotane,OVCAR-3,1.8888888888888888
Sirolimus,Cladribine,SF-268,-3.111111111111111
Streptozocin,Paclitaxel,CAKI-1,-3.6666666666666665
Thalidomide,Tretinoin,KM12,-4.888888888888889
Vorinostat,Tretinoin,T-47D,7.333333333333333
Everolimus,Dasatinib,K-562,-2.7777777777777777
Mitotane,Everolimus,HCT-116,1.2222222222222223
Romidepsin,Cladribine,NCI-H522,-2.111111111111111
Vorinostat,Sirolimus,SW-620,3.4444444444444446
Docetaxel,Celecoxib,A498,6.444444444444445
Dasatinib,Sirolimus,RPMI-8226,-8.444444444444445
Docetaxel,Celecoxib,NCI-H322M,-10.0
Fulvestrant,Dasatinib,A549/ATCC,7.111111111111111
Docetaxel,Sirolimus,HCC-2998,-0.5555555555555556
Sirolimus,Mitotane,A498,0.8888888888888888
Megestrol acetate,Gefitinib,COLO 205,2.7777777777777777
Mitotane,Dasatinib,SK-MEL-5,-10.555555555555555
Tretinoin,Cladribine,SR,-8.11111111111111
Nilotinib,Celecoxib,A549/ATCC,-4.111111111111111
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111
Thalidomide,Sirolimus,SF-539,3.4444444444444446
Fulvestrant,Celecoxib,SR,-12.444444444444445
Vorinostat,Sirolimus,A498,-5.777777777777778
Streptozocin,Sirolimus,U251,-0.4444444444444444
Fulvestrant,Paclitaxel,LOX IMVI,-20.88888888888889
Mitotane,Paclitaxel,UACC-257,-10.444444444444445
Mitotane,Paclitaxel,HOP-62,-5.444444444444445
Fulvestrant,Sirolimus,BT-549,-2.555555555555556
Mitotane,Nilotinib,HS 578T,-1.2222222222222223
Fulvestrant,Sirolimus,NCI-H23,-5.111111111111111
Mitotane,Docetaxel,NCI-H226,15.333333333333334
Tretinoin,Celecoxib,SK-MEL-28,-10.0
Gefitinib,Lenalidomide,OVCAR-8,0.1111111111111111
Vorinostat,Sirolimus,SN12C,-0.6666666666666666
Paclitaxel,Sirolimus,SW-620,1.7777777777777777
Mitotane,Dasatinib,SF-539,1.6666666666666667
Mitotane,Nilotinib,SN12C,-16.555555555555557
Romidepsin,Nilotinib,SW-620,2.333333333333333
Dasatinib,Romidepsin,NCI-H522,-5.222222222222222
Everolimus,Nilotinib,OVCAR-3,-3.0
Streptozocin,Sirolimus,UACC-62,-4.333333333333333
Romidepsin,Docetaxel,OVCAR-5,-5.0
Fulvestrant,Celecoxib,SK-MEL-5,-3.888888888888889
Fulvestrant,Sirolimus,OVCAR-4,-6.666666666666667
Vorinostat,Paclitaxel,DU-145,0.5555555555555556
Nilotinib,Tretinoin,HCT-116,-3.2222222222222223
Mitotane,Tretinoin,IGROV1,0.4444444444444444
Streptozocin,Cladribine,MDA-MB-468,-3.4444444444444446
Docetaxel,Nilotinib,UACC-257,2.111111111111111
Nilotinib,Cladribine,EKVX,-6.666666666666667
Everolimus,Vorinostat,NCI-H322M,-4.333333333333333
Docetaxel,Tretinoin,SNB-75,23.0
Paclitaxel,Sirolimus,RPMI-8226,-6.888888888888889
Romidepsin,Paclitaxel,IGROV1,-2.555555555555556
Tretinoin,Cladribine,KM12,-3.555555555555556
Streptozocin,Cladribine,CAKI-1,-5.0
Docetaxel,Tretinoin,CCRF-CEM,21.88888888888889
Thalidomide,Paclitaxel,SF-539,-4.777777777777778
Streptozocin,Cladribine,A498,-4.888888888888889
Megestrol acetate,Lenalidomide,NCI-H322M,-14.22222222222222
Dasatinib,Sirolimus,MCF7,1.6666666666666667
Paclitaxel,Sirolimus,DU-145,5.0
Fulvestrant,Romidepsin,LOX IMVI,6.111111111111111
Streptozocin,Docetaxel,OVCAR-5,-2.555555555555556
Paclitaxel,Cladribine,IGROV1,1.6666666666666667
Fulvestrant,Dasatinib,OVCAR-5,-1.1111111111111112
Paclitaxel,Celecoxib,NCI-H460,24.11111111111111
Paclitaxel,Tretinoin,SK-MEL-28,2.4444444444444446
Paclitaxel,Tretinoin,COLO 205,47.333333333333336
Fulvestrant,Tretinoin,NCI-H522,5.222222222222222
Everolimus,Romidepsin,NCI-H322M,-7.555555555555555
Thalidomide,Cladribine,HS 578T,-4.777777777777778
Paclitaxel,Celecoxib,A549/ATCC,12.333333333333334
Thalidomide,Cladribine,NCI-H23,-13.555555555555555
Everolimus,Vorinostat,TK-10,-2.111111111111111
Streptozocin,Paclitaxel,NCI-H23,-4.777777777777778
Docetaxel,Tretinoin,IGROV1,12.88888888888889
Mitotane,Cladribine,ACHN,3.333333333333333
Streptozocin,Cladribine,HS 578T,-3.2222222222222223
Fulvestrant,Vorinostat,SK-MEL-5,-1.0
Tretinoin,Celecoxib,MDA-MB-231/ATCC,-6.555555555555555
Fulvestrant,Everolimus,U251,0.1111111111111111
Dasatinib,Paclitaxel,U251,3.4444444444444446
Mitotane,Docetaxel,SN12C,-7.777777777777778
Romidepsin,Docetaxel,OVCAR-4,0.7777777777777778
Megestrol acetate,Gefitinib,SW-620,5.888888888888889
Mitotane,Tretinoin,UO-31,2.7777777777777777
Nilotinib,Mitotane,HCC-2998,-11.444444444444445
Docetaxel,Paclitaxel,SF-268,-5.666666666666667
Sirolimus,Mitotane,SN12C,3.555555555555556
Fulvestrant,Sirolimus,SNB-75,-4.222222222222222
Everolimus,Paclitaxel,BT-549,11.11111111111111
Mitotane,Paclitaxel,NCI-H226,-0.6666666666666666
Paclitaxel,Nilotinib,CCRF-CEM,26.444444444444443
Mitotane,Cladribine,OVCAR-4,-3.333333333333333
Megestrol acetate,Gefitinib,MOLT-4,6.0
Mitotane,Docetaxel,HOP-62,-1.7777777777777777
Dasatinib,Vorinostat,HCT-15,2.0
Vorinostat,Tretinoin,HCT-116,-1.3333333333333333
Everolimus,Cladribine,SW-620,-2.7777777777777777
Vorinostat,Romidepsin,BT-549,-0.6666666666666666
Cladribine,Celecoxib,HCT-15,-3.2222222222222223
Docetaxel,Celecoxib,OVCAR-8,8.666666666666666
Romidepsin,Nilotinib,UO-31,-6.0
Mitotane,Nilotinib,MDA-MB-468,2.4444444444444446
Streptozocin,Tretinoin,OVCAR-8,-2.0
Fulvestrant,Tretinoin,SN12C,5.111111111111111
Mitotane,Nilotinib,NCI-H460,-1.1111111111111112
Gefitinib,Lenalidomide,NCI-H322M,3.111111111111111
Fulvestrant,Dasatinib,NCI-H460,-3.333333333333333
Thalidomide,Tretinoin,SF-295,-6.555555555555555
