Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
paclitaxel,Sunitinib,ACHN,ALMANAC,5.6714095358599,-5.156526565551758
raloxifene,Vismodegib,HT29,ALMANAC,-4.76255196765668,-13.99680233001709
Axitinib,Vandetanib,UACC-257,ALMANAC,3.66313041087705,-2.4837722778320312
Vismodegib,Axitinib,NCI-H522,ALMANAC,0.575967253941316,-0.9536075592041016
Nilotinib,Enzastaurin,SK-MEL-5,FRIEDMAN,-12.0132089345431,-6.663144111633301
Nilotinib,Cediranib,UACC62,FRIEDMAN,5.43540834419154,-6.98323917388916
Ruxolitinib,Vandetanib,UO-31,ALMANAC,1.89336396504734,-5.836581230163574
Imatinib,Romidepsin,UACC62,ALMANAC,-64.2987925756874,-41.71131896972656
Enzastaurin,Lestaurtinib,SKMEL30,FRIEDMAN,15.9817503490381,-5.762813091278076
Lenalidomide,Imatinib,SR,ALMANAC,-0.0584721758068966,-3.845755815505981
Romidepsin,Lapatinib,CAKI-1,ALMANAC,-37.8453572333546,-43.73487091064453
Enzastaurin,Vorinostat,COLO 800,FRIEDMAN,-68.9718756362875,-10.955694198608398
Sunitinib,Sorafenib,TK-10,ALMANAC,-4.50862415923759,-5.599268436431885
Fingolimod,Crizotinib,COLO 829,FRIEDMAN,3.15940200797445,-12.946632385253906
Vandetanib,Axitinib,NCI-H522,ALMANAC,3.75236740868467,-5.266860961914063
Vismodegib,Cediranib,UACC-257,FRIEDMAN,-0.603524612703718,-3.804220676422119
MEGESTROL ACETATE,Vorinostat,SF-539,ALMANAC,-50.8363631911546,-13.672906875610352
Gefitinib,Enzastaurin,T-47D,ASTRAZENECA,-0.758807793678774,-8.900880813598633
Axitinib,Nilotinib,SK-MEL-28,ALMANAC,1.25240382594266,-4.64865779876709
Crizotinib,Abiraterone,SF-268,ALMANAC,7.1831444691674,-3.5346555709838867
Sorafenib,Palbociclib,LB2518-MEL,FRIEDMAN,-19.2636792950819,-2.2870686054229736
Nilotinib,Tideglusib,COLO 800,FRIEDMAN,11.5697331598029,-7.604249000549316
Erlotinib,Lenalidomide,MeWo,FRIEDMAN,1.47352382616359,-6.125391483306885
VX-702,Vatalanib,WM115,FRIEDMAN,0.684090522697142,-2.009734630584717
Sunitinib,Midostaurin,A2058,FRIEDMAN,0.349315538926308,-3.76220703125
Linsitinib,Erlotinib,Mel Ho,FRIEDMAN,-0.316731257312025,-1.5343830585479736
Vemurafenib,Sorafenib,UO-31,ALMANAC,2.42988200069625,-7.801405906677246
Dasatinib,mitotane,NCI-H460,ALMANAC,-0.484210537476801,-3.210507392883301
Lenalidomide,thalidomide,RXF 393,ALMANAC,-1.34398407245947,-1.5486159324645996
vinblastine,Vorinostat,NCIH520,ONEIL,-3.15887949932979,-2.8810150623321533
Romidepsin,Fulvestrant,SF-295,ALMANAC,-32.5470329370273,-41.05679702758789
Vatalanib,Erlotinib,RVH-421,FRIEDMAN,6.78302352558366,-1.4093017578125
Lenalidomide,Vorinostat,A549,ALMANAC,7.65214812700771,-5.763084411621094
Axitinib,Lenalidomide,ACHN,ALMANAC,-5.68033021519985,-9.966146469116213
Vemurafenib,Dasatinib,PC-3,ALMANAC,-14.0110886868556,-5.565997123718262
vinblastine,geldanamycin,UACC62,ONEIL,-14.564555056626377,1.7021584510803225
Ruxolitinib,Erlotinib,SKMEL30,FRIEDMAN,12.5130070585648,-2.799079418182373
Vemurafenib,Dasatinib,BT-549,ALMANAC,4.61707819599477,-8.79432201385498
Lenalidomide,Nilotinib,UO-31,ALMANAC,-0.606117284349385,-0.2672315835952759
Lenalidomide,Cediranib,RPMI7951,FRIEDMAN,6.16833485535474,-5.874000072479248
Sunitinib,Sorafenib,K-562,ALMANAC,-14.9881482561835,-5.631125450134277
Abiraterone,Fulvestrant,MDA-MB-468,ALMANAC,-15.980825193882,-0.1429433822631836
Sunitinib,mitotane,HOP-62,ALMANAC,1.3025673342216,-4.184431552886963
