Drug A,Drug B,Cell Line Name,Score,Pred Score
VEMURAFENIB,IMATINIB,HT-29,-17.9,-4.97818660736084
DASATINIB,FULVESTRANT,NCI-H460,-2.55,-3.4376697540283203
VEMURAFENIB,LAPATINIB,Caki-1,5.08,-4.553434371948242
MIFEPRISTONE,RUXOLITINIB,L-1236,-28.831,-16.814159393310547
AXITINIB,FULVESTRANT,MDA-MB-231,-8.91,-3.53527307510376
VINBLASTINE,SORAFENIB,UACC-62,5.265000000000001,-4.751543998718262
MEGESTROL ACETATE,LAPATINIB,KM12,-4.16,-7.267350673675537
VISMODEGIB,RALOXIFENE,SK-MEL-28,7.09,-7.420146465301514
VANDETANIB,NILOTINIB,CCRF-CEM,0.23,-4.240054607391357
AXITINIB,LENALIDOMIDE,MOLT-4,-38.75,-3.8271663188934326
CELECOXIB,SORAFENIB,Caki-1,-11.07,-7.824629306793213
TRETINOIN,SUNITINIB,OVCAR-5,1.5,-8.165021896362305
RALOXIFENE,CELECOXIB,SF268,-0.52,-4.693729400634766
NILOTINIB,MITOTANE,M14,-4.68,-4.48525333404541
CRIZOTINIB,TRETINOIN,HCT 116,-8.22,-2.6758503913879395
VINBLASTINE,SUNITINIB,UACC-62,2.5925,-0.0186805725097656
VEMURAFENIB,CELECOXIB,PC-3,-2.96,-5.129816055297852
IMATINIB,ROMIDEPSIN,PC-3,-80.0,-49.32868194580078
MEGESTROL ACETATE,ROMIDEPSIN,NCI-H23,-75.32,-33.49041748046875
VEMURAFENIB,PACLITAXEL,OVCAR-5,-68.78,-12.673942565917969
VEMURAFENIB,PACLITAXEL,U-251MG,-4.41,-11.321329116821287
AXITINIB,SUNITINIB,NCI-H322M,1.12,-4.765032768249512
LENALIDOMIDE,LAPATINIB,SF539,-2.14,-3.796676635742188
RALOXIFENE,FULVESTRANT,BT-549,-0.87,-3.800247192382813
RALOXIFENE,THALIDOMIDE,HT-29,-0.66,-4.895449161529541
VANDETANIB,VEMURAFENIB,COLO 205,-15.01,-4.304887294769287
RALOXIFENE,PACLITAXEL,EKVX,-12.23,-10.465985298156738
VEMURAFENIB,TRETINOIN,M14,-11.38,-3.0453500747680664
RUXOLITINIB,PACLITAXEL,MOLT-4,17.43,-17.977493286132812
AXITINIB,GEFITINIB,NCI-H522,5.28,-3.4994916915893555
VEMURAFENIB,DASATINIB,MCF-7,-0.44,-1.1231689453125
FULVESTRANT,ARSENIC TRIOXIDE,RXF 393L,-12.0,-6.090705871582031
LENALIDOMIDE,IMATINIB,Caki-1,-1.45,-5.328483581542969
AXITINIB,VANDETANIB,UACC-62,-1.36,-4.652029991149902
MEGESTROL ACETATE,FULVESTRANT,HCC2998,1.5,-7.039339065551758
VISMODEGIB,PACLITAXEL,786-O,14.15,-14.417715072631836
DASATINIB,MITOTANE,UACC-62,2.07,-4.121402740478516
ABIRATERONE,AXITINIB,SF295,-1.56,-7.797267913818359
LENALIDOMIDE,SUNITINIB,NCI-H23,4.23,-3.3571090698242188
RALOXIFENE,SUNITINIB,ACHN,-30.18,-4.677796363830566
ARECOLINE,RUXOLITINIB,L-1236,-11.16,-16.790904998779297
VANDETANIB,SORAFENIB,CCRF-CEM,-17.64,-8.065682411193848
CRIZOTINIB,VEMURAFENIB,HCC2998,-49.14,-3.891337633132935
GEFITINIB,DASATINIB,T-47D,0.68,-0.9357433319091796
RALOXIFENE,GEFITINIB,ACHN,-1.42,-3.639725208282471
NILOTINIB,FULVESTRANT,SR,-9.74,-4.661704063415527
VEMURAFENIB,DASATINIB,SK-MEL-2,-6.13,-2.324197769165039
VEMURAFENIB,VANDETANIB,Caki-1,-0.71,-5.765755653381348
VEMURAFENIB,DASATINIB,Hs 578T,-22.22,-2.32729721069336
RUXOLITINIB,VANDETANIB,UO-31,-3.86,-2.1970787048339844
LENALIDOMIDE,MEGESTROL ACETATE,SW620,-9.15,-7.391332149505615
