Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vatalanib,Pioglitazone,UACC-257,FRIEDMAN,-1.24763099974921,-6.358831405639648
Lestaurtinib,Linsitinib,RPMI7951,FRIEDMAN,-18.3596440451736,-2.658702850341797
Romidepsin,Lapatinib,T-47D,ALMANAC,-33.1239857400473,-37.411712646484375
Vemurafenib,Sunitinib,UO-31,ALMANAC,2.53639809293939,-7.828516960144043
Vismodegib,Erlotinib,COLO 792,FRIEDMAN,-5.34836570502546,-2.9651827812194824
Ruxolitinib,Imatinib,UACC62,ALMANAC,-7.08818443049842,-8.139139175415039
Abiraterone,raloxifene,IGROV1,ALMANAC,-4.82351552730086,0.3414845466613769
Ruxolitinib,Axitinib,SN12C,ALMANAC,-1.73588239984917,-2.783619880676269
Nilotinib,Pioglitazone,MeWo,FRIEDMAN,-8.99917850711853,-6.233518600463867
Vandetanib,Crizotinib,786-0,ALMANAC,-1.18991114546778,-3.668223381042481
Fulvestrant,Sorafenib,MDA-MB-231,ALMANAC,2.65571229611472,-1.548517107963562
vinblastine,Sorafenib,A2780,ONEIL,4.338369925074482,-4.796058177947998
Dasatinib,geldanamycin,RPMI7951,ONEIL,-0.3887710448227697,-2.5220117568969727
Imatinib,Fulvestrant,SN12C,ALMANAC,-3.21680728227897,0.3702857494354248
Abiraterone,Sorafenib,NCI-H226,ALMANAC,-10.3442831235297,-3.9360194206237793
raloxifene,Lenalidomide,SK-MEL-5,ALMANAC,3.34168889787017,-0.988188624382019
Fingolimod,Crizotinib,SK-MEL-5,FRIEDMAN,-5.91642645602158,-7.210527420043945
Nilotinib,mitotane,MDA-MB-468,ALMANAC,2.75517896114404,-3.229935646057129
Lestaurtinib,Midostaurin,UACC62,FRIEDMAN,-12.0937100039059,-3.0793099403381348
Lenalidomide,SNS-032,A375,FRIEDMAN,-3.60219336139636,-3.071598529815674
Crizotinib,raloxifene,MCF7,ALMANAC,10.1321928625797,-3.170193672180176
MEGESTROL ACETATE,Fulvestrant,K-562,ALMANAC,-4.99207054071392,-1.4256641864776611
MEGESTROL ACETATE,Vemurafenib,HOP-92,ALMANAC,-9.56481118609292,-0.7091697454452515
MEGESTROL ACETATE,mitotane,SF-539,ALMANAC,-3.11357336169905,-3.1048364639282227
Gefitinib,Sunitinib,RPMI-8226,ALMANAC,6.76318196189672,-3.1908421516418457
Abiraterone,Vemurafenib,BT-549,ALMANAC,-0.454246358138563,0.3735289573669433
Fingolimod,Cediranib,WT2-iPS,FRIEDMAN,-13.0745594724457,-8.121170043945312
Ruxolitinib,Palbociclib,UACC-257,FRIEDMAN,13.6931257715842,0.1214842796325683
Abiraterone,MEGESTROL ACETATE,SW-620,ALMANAC,-6.26792690294474,-3.8348021507263184
metformin,Dasatinib,NCIH2122,ONEIL,-34.48768519828235,-9.56700325012207
Axitinib,Sorafenib,HOP-92,ALMANAC,-12.7243755974588,-6.632544040679932
Sunitinib,Cediranib,G-361,FRIEDMAN,-6.5263413538703,-2.5656001567840576
Imatinib,mitotane,SF-295,ALMANAC,0.808630882689279,-3.5566515922546387
Nilotinib,Palbociclib,A375,FRIEDMAN,-7.49136158701149,-2.453847885131836
Gefitinib,MEGESTROL ACETATE,SK-MEL-5,ALMANAC,-34.2151259362689,-4.068768501281738
Gefitinib,Vemurafenib,SK-OV-3,ALMANAC,-9.69525351589588,-2.810253620147705
Vandetanib,Lapatinib,A498,ALMANAC,-6.62243899123703,-3.0295865535736084
Crizotinib,Vandetanib,NCI-H322M,ALMANAC,-14.2432354632034,-4.628855228424072
Vorinostat,Lapatinib,A375,ONEIL,-10.739322929783883,-6.969179630279541
metformin,Sorafenib,OCUBM,ONEIL,-20.7592210135025,-13.104907989501951
raloxifene,Nilotinib,UO-31,ALMANAC,1.44250342205316,-4.060805320739746
SNS-032,Pioglitazone,MZ-MEL-2,FRIEDMAN,8.41219310197186,-5.154492378234863
Crizotinib,Tanespimycin,A375,FRIEDMAN,-18.0994475986521,-4.222463607788086
Ruxolitinib,Gefitinib,HS 578T,ALMANAC,1.75418055571227,-2.3149962425231934
celecoxib,Dasatinib,U251,ALMANAC,2.26287384238852,-6.159808158874512
Lapatinib,Tanespimycin,COLO 800,FRIEDMAN,-15.2075913210371,-5.935569763183594
ondansetron,Ruxolitinib,L-1236,NCATS_HL,-15.1780986513519,-19.99113655090332
Ruxolitinib,Abiraterone,HCT-15,ALMANAC,-1.87225773277833,-2.899829149246216
Romidepsin,Vorinostat,TK-10,ALMANAC,-19.6897453691466,-8.802947998046875
Axitinib,Vorinostat,MCF7,ALMANAC,-0.215349626945053,-4.412027359008789
paclitaxel,Dasatinib,U251,ALMANAC,7.23787804433036,-1.6278924942016602
Vismodegib,Imatinib,NCI-H226,ALMANAC,-0.790555102856174,-4.758863925933838
Linsitinib,Lenalidomide,IPC-298,FRIEDMAN,-8.84200611716976,-6.588041305541992
Lenalidomide,MEGESTROL ACETATE,U251,ALMANAC,-2.41961721643837,-6.07984733581543
Pazopanib,Nilotinib,COLO 829,FRIEDMAN,-22.0172861681957,-8.10004711151123
Fulvestrant,Sorafenib,OVCAR-5,ALMANAC,-9.92379550769087,-5.798404216766357
Crizotinib,Lapatinib,SKMEL30,FRIEDMAN,8.77468811841399,-3.96340274810791
Gefitinib,Fulvestrant,MDA-MB-175-VII,ASTRAZENECA,-21.470650350883,-2.187132835388184
Gefitinib,Nilotinib,NCI-H322M,ALMANAC,-9.6538627550033,-3.619618654251098
Crizotinib,Lenalidomide,WM115,FRIEDMAN,-15.8515752347255,-3.989859580993652
Nilotinib,Linsitinib,COLO 792,FRIEDMAN,9.57737001627004,-6.024527549743652
Enzastaurin,Linsitinib,SK-MEL-28,FRIEDMAN,10.1783535931409,-1.5376300811767578
