Drug A,Drug B,Cell Line Name,Score
metformin,geldanamycin,NCIH520,-17.2817979072755
Lapatinib,geldanamycin,HT144,5.79128728304933
Erlotinib,Sorafenib,A375,3.7921116228684086
vinblastine,geldanamycin,MDAMB436,0.51700222845629
Sunitinib,Sorafenib,OCUBM,1.0966146270020711
metformin,Vorinostat,NCIH23,-6.613686761665703
metformin,geldanamycin,SW-620,-39.873530292237
metformin,Vorinostat,LOVO,-35.0272315856836
Sunitinib,Erlotinib,RKO,0.2475632146873464
vinblastine,Sorafenib,HCT116,5.59963570142504
vinblastine,Dasatinib,SW837,5.29419053806362
Lapatinib,Sorafenib,OV90,6.457932781589695
vinblastine,Erlotinib,A2058,6.4251548431743295
metformin,geldanamycin,OCUBM,-19.7885249955934
vinblastine,Sorafenib,RPMI7951,-2.4097304318056905
Sunitinib,Dasatinib,SK-OV-3,7.543407488617369
Sunitinib,Erlotinib,SKMEL30,1.83593808226401
Erlotinib,geldanamycin,NCIH23,-1.5082203021212124
vinblastine,Sorafenib,SKMEL30,5.99108205682079
Sunitinib,Sorafenib,RPMI7951,-18.1797235112709
metformin,Erlotinib,UWB1289,-12.840088322870097
Sunitinib,Dasatinib,OVCAR3,-2.23616712442702
vinblastine,Vorinostat,NCIH1650,-4.662511414401839
Vorinostat,Erlotinib,OCUBM,3.41802282280863
metformin,geldanamycin,NCIH2122,-12.0320822507053
dexamethasone,geldanamycin,OVCAR3,-25.9801803981754
Lapatinib,geldanamycin,NCIH23,-5.97419023328963
Sunitinib,geldanamycin,T-47D,15.4186986077963
paclitaxel,geldanamycin,OCUBM,4.480465220149085
metformin,Dasatinib,NCIH1650,-13.2363849677504
dexamethasone,Sunitinib,HT144,-9.362863686069195
Lapatinib,Erlotinib,A2058,4.128157012788561
vinblastine,Vorinostat,RPMI7951,2.26767773086615
metformin,Sunitinib,NCIH520,-24.1634597090208
Dasatinib,Sorafenib,A427,10.013204486477417
dexamethasone,Lapatinib,UWB1289,-31.934070451053
Dasatinib,geldanamycin,SKMEL30,-22.9515728231767
dexamethasone,geldanamycin,OV90,-11.219410776078313
vinblastine,Erlotinib,A2780,6.00089213826483
metformin,Sorafenib,PA1,-28.9638748432599
Lapatinib,Dasatinib,MDAMB436,3.11049964318654
Vorinostat,Sorafenib,HCT116,-1.073248118887358
dexamethasone,geldanamycin,LOVO,-10.249148139079496
metformin,Dasatinib,HCT116,-13.14009076535719
Erlotinib,Sorafenib,SKMEL30,0.7364260970712593
paclitaxel,Dasatinib,NCIH2122,-44.9949251983702
dexamethasone,Dasatinib,NCI-H460,-5.159519294761907
dexamethasone,geldanamycin,SK-OV-3,1.869241020829697
metformin,Sunitinib,A375,-55.54568697318505
Erlotinib,geldanamycin,OCUBM,0.3065104335081801
Vorinostat,Sorafenib,LOVO,-10.386374558578522
paclitaxel,Vorinostat,NCIH23,-3.0345245902191325
metformin,Dasatinib,A375,-57.144820014625296
Erlotinib,Dasatinib,RPMI7951,2.85060083445348
Lapatinib,geldanamycin,RKO,2.446050707651698
paclitaxel,Vorinostat,OCUBM,5.50221601830175
Vorinostat,Erlotinib,A2058,3.455876052191651
metformin,Lapatinib,OVCAR3,-14.6157572128631
geldanamycin,Sorafenib,PA1,-0.874105623616695
vinblastine,Sunitinib,RKO,-1.378759213278819
geldanamycin,Sorafenib,A427,1.350733135180331
paclitaxel,Erlotinib,NCIH2122,-1.94666134980912
Vorinostat,Sorafenib,UACC62,-3.36735139960915
vinblastine,Sunitinib,UWB1289,0.8319171014720902
paclitaxel,Dasatinib,HT144,-40.2101205720394
metformin,Vorinostat,UACC62,-24.577379709126298
dexamethasone,Sorafenib,RKO,-18.6292132467089
dexamethasone,geldanamycin,RKO,-46.39510994896701
Vorinostat,geldanamycin,OVCAR3,-2.487076105276776
metformin,geldanamycin,A427,-4.752960817423343
paclitaxel,geldanamycin,UACC62,-0.1160299782726794
dexamethasone,Dasatinib,OCUBM,-18.5277286275242
metformin,Erlotinib,NCI-H460,-14.1325019191809
Sunitinib,Dasatinib,SW837,10.909208084253878
Erlotinib,Dasatinib,RKO,1.30779520720034
paclitaxel,Sunitinib,OV90,-5.77436797253085
Erlotinib,Sorafenib,SW-620,3.986867952152618
metformin,Vorinostat,A427,-21.7936206120663
paclitaxel,geldanamycin,A427,-2.643556292002
dexamethasone,Dasatinib,CAOV3,11.0853991753379
dexamethasone,Sorafenib,SW-620,-12.9397422629832
geldanamycin,Sorafenib,A2780,-0.190891674386513
Lapatinib,Erlotinib,RKO,-6.32558602127377
Lapatinib,geldanamycin,NCI-H460,5.391699208755202
Vorinostat,geldanamycin,SKMES1,-8.998840630677615
vinblastine,Sorafenib,LOVO,-1.6005087696864486
Lapatinib,Sorafenib,OCUBM,7.5482379424635875
paclitaxel,geldanamycin,NCIH520,-7.642910278690365
Lapatinib,Dasatinib,OV90,3.719171936095444
Dasatinib,geldanamycin,VCAP,-0.8981307679622897
Lapatinib,Dasatinib,T-47D,7.06032809637297
paclitaxel,Erlotinib,SW-620,-3.134999611446543
Dasatinib,geldanamycin,UWB1289,-5.94174589421185
metformin,Erlotinib,HT29,-17.7883076547542
metformin,Sorafenib,A2780,-25.2381267145584
metformin,geldanamycin,SK-OV-3,-27.5445722402187
paclitaxel,Vorinostat,RPMI7951,2.6678241356197647
Dasatinib,geldanamycin,HT29,5.02066543392875
metformin,Lapatinib,A375,-1.67197513843126
paclitaxel,Dasatinib,SKMES1,6.58117049992555
paclitaxel,Lapatinib,NCIH1650,3.12612254618191
Vorinostat,Dasatinib,SK-OV-3,-2.1147225087047508
vinblastine,Dasatinib,HCT116,-76.9668504799361
vinblastine,Sorafenib,RKO,10.11870938841209
Dasatinib,Sorafenib,SK-OV-3,4.755697845162629
Sunitinib,Lapatinib,HT29,16.5479703149859
dexamethasone,Lapatinib,NCIH520,4.001938538520379
metformin,Erlotinib,NCIH23,-14.1813773041305
paclitaxel,Lapatinib,OV90,0.7709161631446207
