Drug A,Drug B,Cell Line Name,Score
Dasatinib,geldanamycin,CAOV3,-5.39913759737588
Dasatinib,Sorafenib,UWB1289,6.01696699102072
Dasatinib,geldanamycin,OVCAR3,0.5211206139658471
geldanamycin,Sorafenib,A375,4.123908949931413
Dasatinib,Sorafenib,A2058,12.966325580978296
geldanamycin,Sorafenib,OV90,1.1848602197973823
geldanamycin,Sorafenib,MDAMB436,-11.864177458483407
Dasatinib,Sorafenib,A375,11.316750179392892
Dasatinib,geldanamycin,SW837,8.681027307740193
geldanamycin,Sorafenib,CAOV3,1.3318185914773402
Dasatinib,geldanamycin,NCIH23,-0.6435038581465955
Dasatinib,geldanamycin,NCI-H460,-15.0412339008878
Dasatinib,geldanamycin,NCIH2122,-25.4508968849616
Dasatinib,geldanamycin,OCUBM,6.55729051148795
Dasatinib,Sorafenib,OVCAR3,0.7345204104922589
geldanamycin,Sorafenib,NCIH23,0.6681105368389735
Dasatinib,geldanamycin,MDAMB436,0.5403453062071405
Dasatinib,geldanamycin,RKO,-2.8447496930443927
geldanamycin,Sorafenib,LOVO,-10.288292260688207
geldanamycin,Sorafenib,HT29,-1.995826789875676
Dasatinib,Sorafenib,NCIH23,8.243548509216069
geldanamycin,Sorafenib,SKMES1,-2.8859593337581737
geldanamycin,Sorafenib,OVCAR3,-16.475900892606802
geldanamycin,Sorafenib,RPMI7951,-8.08045020128908
geldanamycin,Sorafenib,OCUBM,6.9472187772133225
geldanamycin,Sorafenib,VCAP,-10.35739215730591
Dasatinib,Sorafenib,A2780,11.7225687296843
geldanamycin,Sorafenib,SW-620,-0.8984319813221007
Dasatinib,Sorafenib,NCIH1650,5.42147270471237
geldanamycin,Sorafenib,T-47D,9.0758909366509
Dasatinib,Sorafenib,RKO,4.179707781567577
geldanamycin,Sorafenib,SW837,-3.36903782007548
Dasatinib,geldanamycin,HT144,-37.9495035857927
Dasatinib,Sorafenib,NCIH2122,-11.9154244975033
Dasatinib,geldanamycin,NCIH520,-3.7008288999313423
Dasatinib,geldanamycin,UACC62,-6.47138721063866
Dasatinib,Sorafenib,SW-620,11.923948375295712
Dasatinib,geldanamycin,SW-620,-3.09775596823669
Dasatinib,geldanamycin,A427,1.6740112862957208
Dasatinib,Sorafenib,PA1,4.62415639298937
Dasatinib,Sorafenib,CAOV3,7.656482330373112
Dasatinib,Sorafenib,VCAP,6.720388221210122
Dasatinib,Sorafenib,HCT116,4.40921359309415
geldanamycin,Sorafenib,NCIH1650,-7.75971004909346
Dasatinib,Sorafenib,UACC62,2.3065604778561424
geldanamycin,Sorafenib,UWB1289,-1.5699354762224491
geldanamycin,Sorafenib,NCI-H460,-0.0379657812584102
Dasatinib,geldanamycin,A2780,-3.15562863494722
Dasatinib,Sorafenib,HT29,9.206200380526292
Dasatinib,geldanamycin,NCIH1650,9.62907409316032
Dasatinib,Sorafenib,RPMI7951,-2.260381023139061
Dasatinib,Sorafenib,SW837,-0.5663484394051013
Dasatinib,Sorafenib,NCIH520,10.16232173056559
Dasatinib,Sorafenib,MDAMB436,-2.60072537807549
Dasatinib,geldanamycin,OV90,2.24572304437811
Dasatinib,Sorafenib,OV90,8.678125432705007
geldanamycin,Sorafenib,NCIH2122,0.6884341878779402
Dasatinib,geldanamycin,RPMI7951,-0.3887710448227697
geldanamycin,Sorafenib,RKO,-0.0780407432645869
geldanamycin,Sorafenib,UACC62,3.2582764286422226
geldanamycin,Sorafenib,SK-OV-3,4.133325903305868
Dasatinib,geldanamycin,A2058,-8.692928400841772
Dasatinib,Sorafenib,LOVO,2.1747311895065486
Dasatinib,geldanamycin,SKMES1,6.86106163750481
Dasatinib,geldanamycin,SK-OV-3,3.181253849239128
Dasatinib,geldanamycin,HCT116,-20.9676231329802
Dasatinib,Sorafenib,OCUBM,4.85634828411675
Dasatinib,geldanamycin,T-47D,-1.0190872666435924
geldanamycin,Sorafenib,HCT116,-2.20364176327536
geldanamycin,Sorafenib,SKMEL30,-1.207429910073891
Dasatinib,Sorafenib,SKMES1,-5.8684323426223
Dasatinib,Sorafenib,SKMEL30,-15.1006814359747
Dasatinib,Sorafenib,A427,10.013204486477417
Dasatinib,geldanamycin,SKMEL30,-22.9515728231767
geldanamycin,Sorafenib,PA1,-0.874105623616695
geldanamycin,Sorafenib,A427,1.350733135180331
geldanamycin,Sorafenib,A2780,-0.190891674386513
Dasatinib,geldanamycin,VCAP,-0.8981307679622897
Dasatinib,geldanamycin,UWB1289,-5.94174589421185
Dasatinib,geldanamycin,HT29,5.02066543392875
Dasatinib,Sorafenib,SK-OV-3,4.755697845162629
Dasatinib,geldanamycin,A375,10.3189652047012
Dasatinib,geldanamycin,PA1,2.667044757168528
geldanamycin,Sorafenib,A2058,8.652061852316729
Dasatinib,Sorafenib,HT144,-2.8325461302865187
geldanamycin,Sorafenib,HT144,2.4288820651169605
geldanamycin,Sorafenib,NCIH520,2.283405953189745
Dasatinib,geldanamycin,LOVO,2.35164464781062
Dasatinib,Sorafenib,T-47D,5.893700156574014
Dasatinib,Sorafenib,NCI-H460,2.745769909533195
