Drug A,Drug B,Cell Line Name,Score,Pred Score
VISMODEGIB,LENALIDOMIDE,NCI-H322M,-6.27,-3.3897628784179688
CRIZOTINIB,RUXOLITINIB,786-O,0.82,-19.80697631835937
MEGESTROL ACETATE,ROMIDEPSIN,MDA-MB-468,-57.05,-49.53594970703125
DEXAMETHASONE,ERLOTINIB,SK-MES-1,-11.7,-31.22809600830078
IMATINIB,FULVESTRANT,HOP-62,-1.21,2.6364898681640625
MEGESTROL ACETATE,LAPATINIB,HOP-92,-47.93,-13.361457824707031
RALOXIFENE,MEGESTROL ACETATE,HCT 15,-3.21,-11.112091064453123
VISMODEGIB,SORAFENIB,U-251MG,-2.84,-56.95482635498047
GEFITINIB,DASATINIB,TK-10,7.02,55.10924530029297
RALOXIFENE,MITOTANE,HCC2998,10.1,-14.602943420410156
RUXOLITINIB,ARSENIC TRIOXIDE,HCT 15,-6.79,-20.96651840209961
RALOXIFENE,NILOTINIB,PC-3,-1.82,-51.85063171386719
GEFITINIB,THALIDOMIDE,UO-31,-9.92,16.30329132080078
AXITINIB,VEMURAFENIB,MDA-MB-231,-2.22,-5.21966552734375
ABIRATERONE,DASATINIB,HCC2998,-7.19,164.56243896484375
NILOTINIB,LAPATINIB,SN12C,-29.44,8.947265625
VANDETANIB,CELECOXIB,PC-3,-0.66,4.24169921875
CRIZOTINIB,RUXOLITINIB,NCI-H460,-9.62,2.356109619140625
PACLITAXEL,SORAFENIB,M14,0.82,-44.08509063720703
RUXOLITINIB,GEFITINIB,IGROV-1,4.92,-22.078933715820312
TAURINE,RUXOLITINIB,L-1236,-33.024,-33.98468399047852
PACLITAXEL,DASATINIB,SW837,3.605,-49.481048583984375
VISMODEGIB,SUNITINIB,OVCAR-4,-1.35,-32.671241760253906
METFORMIN,SUNITINIB,OV-90,5.5325,37.43241882324219
DOCETAXEL,MITOTANE,DU145,5.08,-42.008056640625
GLICLAZIDE,RUXOLITINIB,L-1236,-46.51,-1.5403976440429688
DOCETAXEL,ARSENIC TRIOXIDE,SF268,0.25,2.288154602050781
VEMURAFENIB,SUNITINIB,LOX-IMVI,-10.51,-10.415237426757812
VISMODEGIB,RUXOLITINIB,Caki-1,10.03,44.90272521972656
GEFITINIB,ARSENIC TRIOXIDE,UO-31,-10.24,13.10300636291504
DASATINIB,LAPATINIB,Caki-1,0.13,95.7003936767578
ABIRATERONE,LENALIDOMIDE,M14,-7.48,22.007701873779297
VANDETANIB,IMATINIB,SK-MEL-5,-12.14,-6.976634979248047
TRETINOIN,DASATINIB,HCT 116,3.97,74.48834228515625
GEFITINIB,SUNITINIB,IGROV-1,-5.22,25.23871612548828
GEFITINIB,CRIZOTINIB,M14,5.18,-30.169483184814453
ABIRATERONE,DASATINIB,MDA-MB-231,17.47,26.015419006347656
VEMURAFENIB,RUXOLITINIB,OVCAR-5,4.22,-17.433292388916016
AXITINIB,SUNITINIB,SF268,-13.59,5.29144287109375
VISMODEGIB,IMATINIB,CCRF-CEM,-1.54,-151.6199951171875
VEMURAFENIB,ABIRATERONE,MCF-7,-13.03,-24.690414428710938
RUXOLITINIB,LENALIDOMIDE,HOP-92,2.04,9.921768188476562
ABIRATERONE,ROMIDEPSIN,TK-10,-4.94,-8.943729400634766
LENALIDOMIDE,DASATINIB,SNB-75,-6.16,-7.250381469726562
VISMODEGIB,FULVESTRANT,OVCAR-3,-3.29,3.959678649902344
VISMODEGIB,ROMIDEPSIN,HOP-92,-9.68,-29.39561462402344
RUXOLITINIB,TRETINOIN,SNB-75,-5.05,3.1355857849121094
MEGESTROL ACETATE,DASATINIB,UACC-257,-3.42,63.23180389404297
VISMODEGIB,PACLITAXEL,NCI-H522,1.42,-20.98554992675781
VEMURAFENIB,RUXOLITINIB,SK-MEL-2,3.53,-1.5799407958984375
RUXOLITINIB,IMATINIB,NCI-H23,-5.82,-3.503700256347656
RUXOLITINIB,NILOTINIB,UACC-62,-3.24,-17.505325317382812
ROMIDEPSIN,ARSENIC TRIOXIDE,SK-OV-3,-32.79,126.58312225341795
LENALIDOMIDE,THALIDOMIDE,COLO 205,-6.0,-16.434425354003906
RUXOLITINIB,LENALIDOMIDE,T-47D,-3.9,8.25485610961914
MEGESTROL ACETATE,THALIDOMIDE,OVCAR-3,2.09,-3.744190216064453
VEMURAFENIB,LENALIDOMIDE,Hs 578T,7.79,-5.0421295166015625
VISMODEGIB,RUXOLITINIB,HOP-92,-0.12,15.51837921142578
LENALIDOMIDE,MEGESTROL ACETATE,Caki-1,-7.85,-18.060531616210938
VISMODEGIB,AXITINIB,NCI-H522,-10.25,-42.180206298828125
ROMIDEPSIN,DASATINIB,OVCAR-8,-21.54,-69.30279541015625
VISMODEGIB,GEFITINIB,IGROV-1,9.17,-22.02403259277344
MITOTANE,NILOTINIB,UACC-257,-0.36,-58.82404327392578
ERLOTINIB,DASATINIB,PA-1,6.4025,16.35760498046875
RALOXIFENE,GEFITINIB,NCI-H460,-8.65,-13.882362365722656
VISMODEGIB,MEGESTROL ACETATE,SK-OV-3,-7.42,8.524330139160156
RALOXIFENE,ABIRATERONE,NCI-H226,-1.08,-10.940170288085938
RALOXIFENE,VANDETANIB,HOP-62,-2.55,-1.5327529907226562
FULVESTRANT,SORAFENIB,RPMI-8226,-4.59,-24.801589965820312
VANDETANIB,VISMODEGIB,MOLT-4,11.27,9.146636962890623
PACLITAXEL,LAPATINIB,M14,-6.42,-46.438720703125
RALOXIFENE,DASATINIB,IGROV-1,-8.67,-46.23150634765625
GEFITINIB,ARSENIC TRIOXIDE,HT-29,-13.75,-17.13697052001953
TRETINOIN,DOCETAXEL,TK-10,11.71,-53.74462127685547
RALOXIFENE,NILOTINIB,SNB-75,2.95,-3.4713592529296875
SORAFENIB,MITOTANE,UACC-62,4.39,-10.84750747680664
RUXOLITINIB,RALOXIFENE,MDA-MB-231,0.83,-14.00851821899414
VANDETANIB,PACLITAXEL,SK-MEL-2,-45.58,-26.18691635131836
LENALIDOMIDE,GEFITINIB,LOX-IMVI,1.17,-5.247016906738281
RALOXIFENE,CRIZOTINIB,OVCAR-3,0.62,-9.20623016357422
CRIZOTINIB,TRETINOIN,NCI-H322M,-2.39,-27.796947479248047
GEFITINIB,FULVESTRANT,MOLT-4,6.48,-0.2283287048339843
PACLITAXEL,DASATINIB,MDA-MB-468,0.14,-0.9152679443359376
VANDETANIB,SORAFENIB,HT-29,-9.37,44.468994140625
VEMURAFENIB,SUNITINIB,ACHN,-9.59,1.70233154296875
CELECOXIB,SORAFENIB,LOX-IMVI,-7.05,-11.326744079589844
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HCT 116,-0.89,-61.21558380126953
METFORMIN,SUNITINIB,UWB1.289,-8.1975,-33.636871337890625
RALOXIFENE,VANDETANIB,U-251MG,-3.09,-21.003738403320312
DASATINIB,SUNITINIB,MOLT-4,-5.66,173.64208984375
VANDETANIB,ROMIDEPSIN,CCRF-CEM,-12.65,-56.673675537109375
TRETINOIN,IMATINIB,RXF 393L,0.54,50.249298095703125
LENALIDOMIDE,ROMIDEPSIN,M14,-11.88,-38.46286010742188
VINBLASTINE,LAPATINIB,SW620,-73.53,-51.172698974609375
CELECOXIB,MITOTANE,SR,-16.06,-14.503372192382812
ABIRATERONE,ARSENIC TRIOXIDE,HCT 15,-12.07,23.990833282470703
LENALIDOMIDE,NILOTINIB,HT-29,-0.12,-11.83159637451172
AXITINIB,RALOXIFENE,HCC2998,-14.68,-16.655750274658203
TRETINOIN,DOCETAXEL,MDA-MB-468,14.03,-41.95528793334961
VEMURAFENIB,VISMODEGIB,HOP-62,-30.92,-41.14374542236328
AXITINIB,IMATINIB,MOLT-4,-5.41,9.394302368164062
PACLITAXEL,DASATINIB,RKO,4.5225,24.85785675048828
RALOXIFENE,THALIDOMIDE,SK-MEL-2,-10.25,15.96076202392578
LENALIDOMIDE,SUNITINIB,NCI-H322M,-3.09,24.72040557861328
VISMODEGIB,ABIRATERONE,KM12,-6.2,12.81610107421875
RALOXIFENE,ARSENIC TRIOXIDE,MOLT-4,-5.5,0.4167518615722656
PACLITAXEL,THALIDOMIDE,Hs 578T,-45.68,-3.8799896240234375
VISMODEGIB,VEMURAFENIB,T-47D,-1.47,0.0661697387695312
ABIRATERONE,SORAFENIB,SR,-8.56,-6.273117065429688
VANDETANIB,ARSENIC TRIOXIDE,SF539,-5.0,-8.591075897216797
MEGESTROL ACETATE,DOCETAXEL,A-498,5.15,-13.523056030273438
CELECOXIB,IMATINIB,EKVX,-3.7,-21.582534790039062
TRETINOIN,THALIDOMIDE,A-549,-1.06,37.3248291015625
LENALIDOMIDE,TRETINOIN,UO-31,-3.59,5.2598876953125
GEFITINIB,ROMIDEPSIN,OVCAR-8,5.13,-73.82208251953125
VEMURAFENIB,TRETINOIN,OVCAR-3,-3.2,-8.588737487792969
VANDETANIB,LAPATINIB,A-549,-2.09,-12.849945068359377
VANDETANIB,DOCETAXEL,Caki-1,-24.72,-3.879738807678223
SELICICLIB,RUXOLITINIB,L-1236,-32.123,-74.65298461914062
VISMODEGIB,FULVESTRANT,HT-29,6.49,6.5211029052734375
ABIRATERONE,SUNITINIB,A-549,-2.34,-73.22212219238281
ROMIDEPSIN,SORAFENIB,TK-10,-37.47,-145.4412078857422
ABIRATERONE,LAPATINIB,MOLT-4,-8.12,-36.57563400268555
VISMODEGIB,ROMIDEPSIN,OVCAR-4,-6.57,-47.48854064941406
RHEIN,RUXOLITINIB,L-1236,-11.9,-9.192909240722656
LENALIDOMIDE,MITOTANE,UACC-257,-0.85,-9.504913330078123
NILOTINIB,THALIDOMIDE,UO-31,-4.34,36.341339111328125
NILOTINIB,SORAFENIB,MOLT-4,7.54,-86.14939880371094
CRIZOTINIB,SUNITINIB,786-O,-2.34,-42.61394500732422
VEMURAFENIB,ABIRATERONE,PC-3,-0.66,-6.4428558349609375
ABIRATERONE,GEFITINIB,HCT 116,-1.91,-39.13612365722656
RUXOLITINIB,SORAFENIB,M14,-36.38,18.86223602294922
MITOTANE,THALIDOMIDE,OVCAR-8,-2.52,8.047784805297852
CRIZOTINIB,LENALIDOMIDE,SK-MEL-28,-3.12,20.40251922607422
RUXOLITINIB,MEGESTROL ACETATE,Hs 578T,-3.18,-30.11627197265625
NILOTINIB,THALIDOMIDE,UACC-257,-1.13,9.447061538696287
MEGESTROL ACETATE,IMATINIB,A-549,-4.61,-4.861183166503906
CELECOXIB,ROMIDEPSIN,HCT 15,-1.32,-15.266590118408203
LENALIDOMIDE,IMATINIB,HOP-62,3.5,-3.0611495971679688
CRIZOTINIB,PACLITAXEL,SR,8.41,-24.373523712158203
CLOFIBRATE,RUXOLITINIB,L-1236,-22.798,7.804092407226562
LENALIDOMIDE,DOCETAXEL,COLO 205,-31.28,-34.71036148071289
ABIRATERONE,RALOXIFENE,SF539,-1.43,1.3676834106445312
RALOXIFENE,MEGESTROL ACETATE,SF268,-13.38,-2.449005126953125
RALOXIFENE,DASATINIB,NCI-H23,-11.28,-39.65313720703125
