src,dest,conv_bind_weight
18,1241,0.09820607
18,1242,0.3385389
18,1243,0.20797999
18,1822,0.43861452
19,1241,0.031804033
19,1242,0.1577487
19,1243,0.20380631
19,1822,4.753e-42
20,23,0.56693274
20,177,0.090056114
20,798,0.88180053
20,1158,0.39129388
20,1160,0.28120404
20,1161,0.14386173
20,1162,0.36091587
20,1163,0.45328796
20,1165,0.52742314
20,1261,0.57156336
20,1765,0.27401277
20,1766,0.65887415
20,1767,0.28393155
20,1769,0.46442166
20,1772,0.43332025
21,1766,0.45418346
21,1767,0.33092833
22,1766,0.005780722
22,1767,0.36207652
23,1766,1.0534616
23,1767,0.24240252
24,1766,0.21164162
24,1767,0.59793234
25,1292,0.33232248
25,1293,0.32292652
25,1294,0.19023845
25,1295,0.15738747
26,1516,0.09849757
26,1517,0.22191992
26,1518,0.192618
28,1516,0.2063971
28,1517,0.48541674
28,1518,1.188056
29,1516,0.2366265
29,1517,0.51059115
29,1518,0.25514984
30,1516,0.59321845
30,1517,0.37564725
30,1518,0.3072099
31,1516,0.40339425
31,1517,0.26277778
31,1518,0.5641868
32,1516,0.22476873
32,1517,0.11704756
32,1518,0.5297251
33,1516,0.68262637
33,1517,0.1932823
33,1518,1.337828
34,1516,0.4764262
34,1517,0.28033498
34,1518,0.12552646
35,1516,0.1975056
35,1517,0.010263194
35,1518,0.5476537
36,37,0.20569786
36,43,0.42874396
36,52,0.4989553
36,497,0.37178746
36,499,1.0019494
36,652,0.7038325
36,698,0.095358215
36,703,0.17412601
36,832,0.5052381
36,834,0.06623043
36,1089,0.31217247
36,1182,0.13539118
36,1301,0.4658052
36,1553,0.47646123
36,1945,0.22721903
36,1973,0.40910852
37,715,0.2440809
39,40,0.34977466
39,41,0.32747194
40,223,0.74205256
40,1462,0.2965232
40,1821,0.4461647
41,223,0.4590171
41,1462,0.07662957
41,1821,0.4397856
42,709,0.17420112
42,710,0.15755087
42,711,0.49912822
43,712,0.19667554
43,714,0.057542905
43,715,0.6751194
44,712,0.5211859
