Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Dasatinib,Lenalidomide,A2058,FRIEDMAN,-10.4421941416379,-7.134469985961914
alfuzosin,Ruxolitinib,L-1236,NCATS_HL,-20.415937842574,-18.86372375488281
Ruxolitinib,Nilotinib,OVCAR-5,ALMANAC,-7.68362417458673,-3.3234121799468994
Lestaurtinib,Midostaurin,LOX IMVI,FRIEDMAN,-41.2216846057537,-4.490133285522461
Tideglusib,Lapatinib,UACC-257,FRIEDMAN,4.79864898330136,-2.485782623291016
Tolvaptan,Ruxolitinib,L-1236,NCATS_HL,-32.0370930046522,-16.914844512939453
Linsitinib,Lapatinib,SK-MEL-28,FRIEDMAN,12.9935109358931,-4.850456714630127
Crizotinib,Dasatinib,A101D,FRIEDMAN,-30.6447286216216,-5.526395320892334
celecoxib,Dasatinib,OVCAR-4,ALMANAC,-1.50354104374073,-4.837285041809082
Abiraterone,MEGESTROL ACETATE,SK-OV-3,ALMANAC,-4.26460031196013,-5.125186920166016
mitotane,thalidomide,NCIH23,ALMANAC,-6.38504845900417,-13.607526779174805
Ruxolitinib,Axitinib,MDA-MB-231,ALMANAC,-7.12422334674708,-4.935197353363037
Lapatinib,Sorafenib,RPMI-8226,ALMANAC,-13.5536998315198,-4.520147800445557
raloxifene,Vorinostat,OVCAR3,ALMANAC,-4.55888290533162,-13.241499900817873
paclitaxel,Lapatinib,M14,ALMANAC,-6.75232109042226,-2.3494887351989746
paclitaxel,Dasatinib,EKVX,ALMANAC,-2.46814384883699,-3.809056520462036
Dasatinib,mitotane,ACHN,ALMANAC,-15.6634750273414,-9.252775192260742
Lestaurtinib,Sunitinib,SK-MEL-28,FRIEDMAN,-15.1312085451397,-5.572293281555176
Lenalidomide,paclitaxel,SK-MEL-28,ALMANAC,-28.701426665276,-22.958045959472656
Vismodegib,Fulvestrant,DU-145,ALMANAC,3.72082811782698,-5.087314605712891
Vandetanib,Fulvestrant,M14,ALMANAC,1.9063950775947,-4.053762912750244
Vismodegib,Imatinib,786-0,ALMANAC,-4.27685908501249,-4.674304008483887
Linsitinib,Lapatinib,451Lu,FRIEDMAN,-12.0718754405752,-3.926845073699951
Sunitinib,Lapatinib,LOVO,ONEIL,9.06213659212517,-5.759292602539063
Sunitinib,Fulvestrant,UO-31,ALMANAC,0.218929563308117,-7.352476119995117
celecoxib,mitotane,T-47D,ALMANAC,-1.00525088583301,-8.929910659790039
Erlotinib,Dasatinib,MeWo,FRIEDMAN,13.6192061689873,-2.843479633331299
Vemurafenib,MEGESTROL ACETATE,HCC-2998,ALMANAC,-10.2777534768671,-8.839353561401367
Vismodegib,mitotane,A549,ALMANAC,-2.07305947106928,-9.303596496582031
Linsitinib,Lapatinib,A101D,FRIEDMAN,-2.55235448313782,-4.582112312316895
Vemurafenib,thalidomide,COLO 205,ALMANAC,-20.5803141003491,-7.500733375549316
Vandetanib,celecoxib,NCI-H460,ALMANAC,-9.51984892004568,-2.082045555114746
Lapatinib,Erlotinib,CAOV3,ONEIL,4.54734483862441,-2.5313656330108643
Vorinostat,Cediranib,Mel Ho,FRIEDMAN,6.30230180508677,-7.537731647491455
Romidepsin,Fulvestrant,K-562,ALMANAC,-57.3143481111111,-9.106332778930664
paclitaxel,Dasatinib,UACC62,ALMANAC,-0.15164661638559,-2.446019172668457
mitotane,thalidomide,K-562,ALMANAC,-7.895926814476,-8.512894630432129
Imatinib,Nilotinib,CAKI-1,ALMANAC,-2.62494670489677,-4.392564296722412
Pazopanib,Tideglusib,WM115,FRIEDMAN,-6.39816157929754,-6.084711074829102
Sorafenib,Lenalidomide,SK-MEL-5,FRIEDMAN,0.727658304513107,-7.665728569030762
Sorafenib,thalidomide,LOX IMVI,ALMANAC,-4.91607682927375,-6.598198890686035
Vandetanib,Sorafenib,SK-OV-3,ALMANAC,-16.4414496439087,-11.835872650146484
Bexarotene,Tanespimycin,RVH-421,FRIEDMAN,-34.2179341569251,-5.806100845336914
mitotane,Fulvestrant,MDA-MB-468,ALMANAC,3.45659936548068,-6.791572570800781
Navitoclax,Sunitinib,WM115,FRIEDMAN,18.4854957312447,4.021466255187988
Sunitinib,Palbociclib,COLO 792,FRIEDMAN,-1.94499347376707,-5.739977836608887
Vemurafenib,Dasatinib,OVCAR-5,ALMANAC,-6.26028435280159,-8.654218673706055
Axitinib,Nilotinib,CAKI-1,ALMANAC,1.94014952846204,-3.404412269592285
Sorafenib,Cediranib,G-361,FRIEDMAN,-22.3018709788366,-4.410101890563965
Vemurafenib,Vemurafenib,SNB-75,ALMANAC,2.22618747295144,-7.943592071533203
Lestaurtinib,Sunitinib,Mel Ho,FRIEDMAN,1.1915853114573,-5.3299078941345215
Lapatinib,thalidomide,OVCAR3,ALMANAC,-5.16590399643504,-6.452365875244141
Pazopanib,Vismodegib,WT2-iPS,FRIEDMAN,-7.93554553982811,-9.875707626342772
vinblastine,Vorinostat,SW-620,ONEIL,-7.940842049461227,-14.577788352966309
Ruxolitinib,Sunitinib,NCIH23,ALMANAC,-3.52818526036687,-5.830865383148193
Vemurafenib,mitotane,UO-31,ALMANAC,4.89052308353212,-9.39460563659668
Vorinostat,Sunitinib,OCUBM,ONEIL,-1.8239337240231763,-8.507798194885254
Vatalanib,Lenalidomide,RVH-421,FRIEDMAN,-8.51854031711709,-2.4077413082122803
raloxifene,Abiraterone,SF-539,ALMANAC,0.223224642735056,4.2660322189331055
Crizotinib,Lapatinib,ACHN,ALMANAC,0.502295284510136,-5.349226951599121
Lestaurtinib,Bexarotene,A101D,FRIEDMAN,-11.2374087938664,-5.179959297180176
Sorafenib,SNS-032,COLO 829,FRIEDMAN,-14.7500177200712,-6.683239936828613
vinblastine,Sunitinib,A2058,ONEIL,2.63157412115867,-8.057214736938477
Abiraterone,raloxifene,OVCAR-5,ALMANAC,4.41128824504849,-6.378090858459473
raloxifene,MEGESTROL ACETATE,UACC-257,ALMANAC,-2.64795588531004,-5.058798789978027
Enzastaurin,Fingolimod,SKMEL30,FRIEDMAN,-53.5612387520528,-8.630943298339844
Fingolimod,Dasatinib,RVH-421,FRIEDMAN,-4.91063181234252,-5.703079700469971
Erlotinib,SNS-032,MZ-MEL-2,FRIEDMAN,-6.31829699729001,-5.256816864013672
Vismodegib,Vemurafenib,UO-31,ALMANAC,1.06233622150143,-7.339861869812012
Vandetanib,Vemurafenib,LOX IMVI,ALMANAC,5.36076392609526,-7.444668769836426
Crizotinib,MEGESTROL ACETATE,SF-268,ALMANAC,-9.66588250402445,-7.083367347717285
Ruxolitinib,Sunitinib,RPMI-8226,ALMANAC,-6.84877751217965,-6.122093200683594
Dasatinib,Lenalidomide,UACC-257,FRIEDMAN,-18.0909624325724,-4.304524898529053
