Drug A,Drug B,Cell Line Name,Score,Pred Score
VEMURAFENIB,IMATINIB,HT-29,-17.9,-5.1978759765625
DASATINIB,FULVESTRANT,NCI-H460,-2.55,-5.179497718811035
VEMURAFENIB,LAPATINIB,Caki-1,5.08,-5.070597171783447
MIFEPRISTONE,RUXOLITINIB,L-1236,-28.831,-17.869346618652344
AXITINIB,FULVESTRANT,MDA-MB-231,-8.91,-5.190169334411621
VINBLASTINE,SORAFENIB,UACC-62,5.265000000000001,-5.3651652336120605
MEGESTROL ACETATE,LAPATINIB,KM12,-4.16,-5.173114776611328
VISMODEGIB,RALOXIFENE,SK-MEL-28,7.09,-4.000033378601074
VANDETANIB,NILOTINIB,CCRF-CEM,0.23,-5.175373077392578
AXITINIB,LENALIDOMIDE,MOLT-4,-38.75,-10.61419677734375
CELECOXIB,SORAFENIB,Caki-1,-11.07,-5.1902923583984375
TRETINOIN,SUNITINIB,OVCAR-5,1.5,-6.076214790344238
RALOXIFENE,CELECOXIB,SF268,-0.52,-5.1896162033081055
NILOTINIB,MITOTANE,M14,-4.68,-5.178528785705566
CRIZOTINIB,TRETINOIN,HCT 116,-8.22,-10.197848320007324
VINBLASTINE,SUNITINIB,UACC-62,2.5925,-5.365162372589111
VEMURAFENIB,CELECOXIB,PC-3,-2.96,-5.361843585968018
IMATINIB,ROMIDEPSIN,PC-3,-80.0,-30.199926376342773
MEGESTROL ACETATE,ROMIDEPSIN,NCI-H23,-75.32,-33.30255126953125
VEMURAFENIB,PACLITAXEL,OVCAR-5,-68.78,-10.114185333251951
VEMURAFENIB,PACLITAXEL,U-251MG,-4.41,-10.417221069335938
AXITINIB,SUNITINIB,NCI-H322M,1.12,-5.19030237197876
LENALIDOMIDE,LAPATINIB,SF539,-2.14,-3.6177010536193848
RALOXIFENE,FULVESTRANT,BT-549,-0.87,-5.190184593200684
RALOXIFENE,THALIDOMIDE,HT-29,-0.66,-3.6827588081359854
VANDETANIB,VEMURAFENIB,COLO 205,-15.01,-11.461668014526367
RALOXIFENE,PACLITAXEL,EKVX,-12.23,-10.779369354248049
VEMURAFENIB,TRETINOIN,M14,-11.38,-10.071369171142578
RUXOLITINIB,PACLITAXEL,MOLT-4,17.43,-10.273194313049316
AXITINIB,GEFITINIB,NCI-H522,5.28,-5.155344486236572
VEMURAFENIB,DASATINIB,MCF-7,-0.44,-5.392662048339844
FULVESTRANT,ARSENIC TRIOXIDE,RXF 393L,-12.0,-12.090744018554688
LENALIDOMIDE,IMATINIB,Caki-1,-1.45,-3.8402466773986816
AXITINIB,VANDETANIB,UACC-62,-1.36,-5.159945964813232
MEGESTROL ACETATE,FULVESTRANT,HCC2998,1.5,-5.163628578186035
VISMODEGIB,PACLITAXEL,786-O,14.15,-7.425589561462402
DASATINIB,MITOTANE,UACC-62,2.07,-5.085895538330078
ABIRATERONE,AXITINIB,SF295,-1.56,-3.171594619750977
LENALIDOMIDE,SUNITINIB,NCI-H23,4.23,-4.532901763916016
RALOXIFENE,SUNITINIB,ACHN,-30.18,-5.189549922943115
ARECOLINE,RUXOLITINIB,L-1236,-11.16,-17.900753021240234
VANDETANIB,SORAFENIB,CCRF-CEM,-17.64,-5.158812999725342
CRIZOTINIB,VEMURAFENIB,HCC2998,-49.14,-12.268423080444336
GEFITINIB,DASATINIB,T-47D,0.68,-5.189999580383301
RALOXIFENE,GEFITINIB,ACHN,-1.42,-5.190117359161377
NILOTINIB,FULVESTRANT,SR,-9.74,-5.178306579589844
VEMURAFENIB,DASATINIB,SK-MEL-2,-6.13,-5.192118644714356
VEMURAFENIB,VANDETANIB,Caki-1,-0.71,-5.06966495513916
VEMURAFENIB,DASATINIB,Hs 578T,-22.22,-5.175394058227539
RUXOLITINIB,VANDETANIB,UO-31,-3.86,-5.1903486251831055
LENALIDOMIDE,MEGESTROL ACETATE,SW620,-9.15,-4.100287437438965
VEMURAFENIB,PACLITAXEL,ACHN,-2.08,-10.427223205566406
AXITINIB,SORAFENIB,MOLT-4,-3.89,-5.18903923034668
DOCETAXEL,ROMIDEPSIN,786-O,-13.09,-25.038583755493164
VINBLASTINE,GELDANAMYCIN,SK-MEL-30,-6.415,-8.630159378051758
LENALIDOMIDE,IMATINIB,786-O,-0.72,-4.790778636932373
VISMODEGIB,RALOXIFENE,RXF 393L,6.02,-4.542819023132324
VISMODEGIB,SORAFENIB,SNB-75,-40.89,-2.0423390865325928
ABIRATERONE,VISMODEGIB,KM12,4.4,-4.413178443908691
VEMURAFENIB,GEFITINIB,NCI-H322M,-6.57,-2.619827508926392
VEMURAFENIB,TRETINOIN,UO-31,5.02,-10.37677001953125
DOCETAXEL,ARSENIC TRIOXIDE,HOP-92,-2.75,-7.6212477684021
VISMODEGIB,MEGESTROL ACETATE,HCT 116,-12.23,-2.446864128112793
PIBOSEROD,RUXOLITINIB,L-1236,-28.07,-19.19111633300781
AXITINIB,SORAFENIB,Hs 578T,-17.98,-5.190044403076172
NILOTINIB,MITOTANE,UO-31,-2.85,-5.185906410217285
GEFITINIB,SORAFENIB,OVCAR-4,-10.24,-5.1902756690979
LENALIDOMIDE,PACLITAXEL,OVCAR-5,-4.1,-8.955358505249023
IMATINIB,MITOTANE,786-O,-2.89,-5.187525749206543
MEGESTROL ACETATE,NILOTINIB,A-549,-2.4,-5.153371810913086
CELECOXIB,IMATINIB,MDA-MB-231,-0.22,-5.190329074859619
PACLITAXEL,SUNITINIB,TK-10,-15.04,-5.771141529083252
CRIZOTINIB,SORAFENIB,HT-29,-9.84,-5.190255165100098
ABIRATERONE,VANDETANIB,OVCAR-5,-1.33,-2.79394268989563
MIRTAZAPINE,RUXOLITINIB,L-1236,-22.79,-17.90081024169922
VISMODEGIB,RALOXIFENE,K-562,4.61,-9.379122734069824
VEMURAFENIB,NILOTINIB,MOLT-4,-17.51,-5.19521951675415
VEMURAFENIB,GEFITINIB,HCC2998,4.87,-5.78550910949707
ROMIDEPSIN,DASATINIB,OVCAR-3,-21.94,-36.74585723876953
AXITINIB,SUNITINIB,SK-MEL-28,-3.25,-5.1367034912109375
RUXOLITINIB,DOCETAXEL,HCT 15,-33.48,-8.35000228881836
CRIZOTINIB,TRETINOIN,SK-MEL-5,-3.3,-10.213061332702637
VISMODEGIB,VEMURAFENIB,UACC-62,7.74,-8.86144733428955
VISMODEGIB,PACLITAXEL,NCI-H23,3.41,-7.706304550170898
FULVESTRANT,DOCETAXEL,ACHN,2.67,-10.511472702026367
TRETINOIN,PACLITAXEL,MCF-7,7.22,-8.23636245727539
RUXOLITINIB,NILOTINIB,HCT 15,-12.15,-7.1787872314453125
LENALIDOMIDE,VEMURAFENIB,SF268,-2.07,-7.673072338104248
PACLITAXEL,DASATINIB,SK-MEL-28,3.96,-4.5286970138549805
TRETINOIN,ROMIDEPSIN,SN12C,-52.23,-31.113933563232425
LAPATINIB,FULVESTRANT,SF539,-2.86,-5.1902947425842285
ABIRATERONE,NILOTINIB,A-498,-5.23,-5.312002182006836
AXITINIB,DASATINIB,RPMI-8226,-12.18,-5.189870357513428
NILOTINIB,ARSENIC TRIOXIDE,Hs 578T,1.93,-11.381633758544922
VEMURAFENIB,VANDETANIB,786-O,0.89,-5.188675880432129
MEGESTROL ACETATE,ARSENIC TRIOXIDE,EKVX,-20.56,-12.169958114624023
NILOTINIB,FULVESTRANT,TK-10,-1.62,-5.190281391143799
RALOXIFENE,LAPATINIB,HCT 15,-0.5,-4.475940704345703
CRIZOTINIB,MEGESTROL ACETATE,LOX-IMVI,-8.48,-5.178950309753418
ABIRATERONE,CRIZOTINIB,MDA-MB-231,2.71,-2.506793975830078
CRIZOTINIB,RALOXIFENE,COLO 205,-8.64,-5.9703450202941895
DASATINIB,ARSENIC TRIOXIDE,T-47D,-0.45,-10.475975036621094
VEMURAFENIB,SORAFENIB,T-47D,-5.57,-2.966935157775879
ERLOTINIB,GELDANAMYCIN,HT-144,5.3175,-6.816349983215332
VISMODEGIB,CELECOXIB,SF295,-0.69,-3.718998670578003
METFORMIN,SORAFENIB,RPMI-7951,-10.1525,-13.328088760375977
CELECOXIB,NILOTINIB,CCRF-CEM,-1.23,-5.192527294158936
RALOXIFENE,CELECOXIB,Caki-1,0.33,-5.190244674682617
ABIRATERONE,PACLITAXEL,A-549,8.86,-6.482391834259033
CELECOXIB,LAPATINIB,MOLT-4,-3.94,-5.190452575683594
AXITINIB,DOCETAXEL,RPMI-8226,-39.28,-10.293863296508787
GEFITINIB,VEMURAFENIB,HCT 116,-1.31,-6.988123893737793
METHYLDOPA,RUXOLITINIB,L-1236,-26.687,-17.900758743286133
CELECOXIB,THALIDOMIDE,SNB-75,-0.85,-5.179651737213135
RALOXIFENE,DASATINIB,Caki-1,-34.47,-5.190204620361328
TRETINOIN,MITOTANE,SK-MEL-28,3.02,-4.018467426300049
MEGESTROL ACETATE,VEMURAFENIB,NCI-H522,2.31,-8.22303581237793
NILOTINIB,ROMIDEPSIN,HT-29,-69.8,-38.47456359863281
DOCETAXEL,ROMIDEPSIN,HCT 116,-23.8,-25.79849433898925
VISMODEGIB,LAPATINIB,MOLT-4,-9.0,-3.61543321609497
VEMURAFENIB,ROMIDEPSIN,NCI-H460,-59.28,-41.79447555541992
CRIZOTINIB,ARSENIC TRIOXIDE,Caki-1,-28.42,-11.388018608093262
VISMODEGIB,NILOTINIB,HOP-92,1.46,-4.881420612335205
RUXOLITINIB,RALOXIFENE,EKVX,5.34,-5.248114585876465
VANDETANIB,IMATINIB,NCI-H322M,-7.86,-5.190308570861816
DASATINIB,MITOTANE,MCF-7,-5.27,-5.3809332847595215
GEFITINIB,ROMIDEPSIN,OVCAR-4,-8.07,-34.960838317871094
CRIZOTINIB,ABIRATERONE,RPMI-8226,-2.84,-6.193709373474121
VEMURAFENIB,NILOTINIB,M14,-5.62,-5.201738357543945
IMATINIB,DASATINIB,OVCAR-8,-3.22,-5.190136909484863
TRETINOIN,DASATINIB,OVCAR-5,-3.21,-5.834727764129639
RUXOLITINIB,NILOTINIB,RXF 393L,-9.78,-5.187657356262207
PACLITAXEL,SUNITINIB,MCF-7,-3.65,-5.177144527435303
PACLITAXEL,ARSENIC TRIOXIDE,OVCAR-3,-4.96,-8.607551574707031
VEMURAFENIB,TRETINOIN,786-O,-3.56,-10.385361671447754
VINBLASTINE,SUNITINIB,A-427,5.8525,-12.44902229309082
RALOXIFENE,SORAFENIB,OVCAR-8,-5.68,-5.190127849578857
MITOTANE,THALIDOMIDE,LOX-IMVI,-2.28,-5.1183624267578125
VISMODEGIB,DASATINIB,NCI-H522,11.24,-2.170715570449829
MEGESTROL ACETATE,DOCETAXEL,NCI-H23,-21.4,-10.855318069458008
LENALIDOMIDE,IMATINIB,NCI-H522,-2.49,-3.84007740020752
MEGESTROL ACETATE,FULVESTRANT,MOLT-4,-1.62,-5.182595252990723
ABIRATERONE,GEFITINIB,SF295,6.78,-3.215277910232544
IMATINIB,DOCETAXEL,786-O,8.68,-10.821788787841797
RALOXIFENE,DOCETAXEL,TK-10,-30.96,-11.11915683746338
SUNITINIB,SORAFENIB,TK-10,-1.34,-5.190300941467285
RALOXIFENE,VANDETANIB,Caki-1,-8.28,-5.190248012542725
GEFITINIB,DOCETAXEL,NCI-H522,-4.08,-10.237059593200684
VANDETANIB,MEGESTROL ACETATE,SF268,-5.46,-5.186324119567871
LENALIDOMIDE,TRETINOIN,A-498,2.58,-9.738420486450195
VANDETANIB,RALOXIFENE,HOP-62,6.64,-6.044620513916016
GEFITINIB,NILOTINIB,HCT 116,3.48,-5.1904778480529785
VANDETANIB,LAPATINIB,HCT 15,-2.96,-5.18910026550293
RUXOLITINIB,LENALIDOMIDE,UO-31,-8.75,-6.435623645782471
VISMODEGIB,CRIZOTINIB,HCT 15,-5.39,-2.9771413803100586
LENALIDOMIDE,NILOTINIB,786-O,-1.52,-4.7908477783203125
TRETINOIN,ARSENIC TRIOXIDE,A-549,-0.12,-11.861964225769045
RUXOLITINIB,NILOTINIB,PC-3,3.65,-5.173423767089844
VINBLASTINE,LAPATINIB,UACC-62,-0.0375,-5.365777969360352
CRIZOTINIB,DOCETAXEL,MDA-MB-231,2.96,-10.868160247802734
AXITINIB,SORAFENIB,IGROV-1,-20.12,-5.188263893127441
VISMODEGIB,ARSENIC TRIOXIDE,SF268,-23.7,-7.466220378875732
CRIZOTINIB,VANDETANIB,UO-31,1.18,-5.190367221832275
VEMURAFENIB,RUXOLITINIB,M14,-24.14,-5.201460838317871
IMATINIB,DASATINIB,SF295,-34.15,-5.24408769607544
ROMIDEPSIN,LAPATINIB,A-498,-13.7,-3.930239200592041
RUXOLITINIB,VEMURAFENIB,TK-10,-11.77,-5.473316192626953
CRIZOTINIB,SORAFENIB,HCT 15,-8.82,-5.1899027824401855
RALOXIFENE,THALIDOMIDE,UACC-62,1.89,-5.170328617095947
TRETINOIN,ARSENIC TRIOXIDE,HCT 15,-19.94,-8.53580093383789
NILOTINIB,FULVESTRANT,OVCAR-4,-5.71,-5.190290927886963
CRIZOTINIB,MEGESTROL ACETATE,HOP-92,-77.95,-5.175278663635254
VISMODEGIB,RUXOLITINIB,OVCAR-4,-1.06,-2.746738910675049
SUNITINIB,GELDANAMYCIN,T-47D,15.42,-4.926912784576416
CELECOXIB,TRETINOIN,SK-MEL-5,1.83,-10.199984550476074
ROMIDEPSIN,SORAFENIB,NCI-H460,-40.69,-39.52259826660156
LENALIDOMIDE,TRETINOIN,SN12C,1.12,-10.064410209655762
ROMIDEPSIN,SUNITINIB,OVCAR-5,-52.72,-32.83314514160156
GEFITINIB,ARSENIC TRIOXIDE,OVCAR-5,-9.74,-10.258916854858398
ROMIDEPSIN,LAPATINIB,UO-31,4.62,-4.202154159545898
NILOTINIB,SUNITINIB,RXF 393L,4.75,-5.189949989318848
ABIRATERONE,RUXOLITINIB,HOP-92,0.65,-2.436841487884521
MITOTANE,THALIDOMIDE,SK-OV-3,-1.31,-4.873288631439209
CELECOXIB,DOCETAXEL,UACC-62,12.36,-10.467479705810549
MEGESTROL ACETATE,SORAFENIB,UACC-257,-34.78,-5.179186820983887
CELECOXIB,LAPATINIB,EKVX,-12.59,-5.189010143280029
VISMODEGIB,CRIZOTINIB,IGROV-1,-0.41,-3.8892765045166016
AXITINIB,LENALIDOMIDE,T-47D,1.45,-7.125969886779785
AXITINIB,LAPATINIB,HOP-92,-4.98,-5.190303802490234
MITOTANE,ARSENIC TRIOXIDE,OVCAR-4,-24.35,-11.620162010192873
DEXAMETHASONE,ERLOTINIB,A2058,-41.38,-5.1859869956970215
DOCETAXEL,LAPATINIB,T-47D,10.04,-5.68576192855835
VINBLASTINE,LAPATINIB,A2058,-0.2525000000000001,-14.501153945922852
VANDETANIB,LENALIDOMIDE,OVCAR-8,1.58,-7.112948417663574
TRETINOIN,DOCETAXEL,NCI-H460,14.47,-8.413224220275879
CELECOXIB,PACLITAXEL,RXF 393L,-31.08,-10.834028244018556
NILOTINIB,FULVESTRANT,MCF-7,-12.83,-5.1902995109558105
ERLOTINIB,SORAFENIB,RPMI-7951,-10.7625,-5.190301895141602
NILOTINIB,FULVESTRANT,MDA-MB-231,-2.63,-5.190290927886963
VANDETANIB,ROMIDEPSIN,SK-MEL-5,-72.75,-44.87825012207031
MEGESTROL ACETATE,THALIDOMIDE,HOP-92,2.77,-5.132158756256104
