src,dest,conv_bind_weight
18,1241,0.021320822144000003
18,1242,1.4311659000000002e-05
18,1243,1.4311659000000002e-05
18,1822,0.006662074315
19,1241,0.011696612144
19,1242,1.4311659000000002e-05
19,1243,1.4311659000000002e-05
19,1822,0.006290448143999999
20,23,0.000335444255
20,177,0.019804336299599996
20,798,0.022468413827
20,1158,0.02463208604
20,1160,0.01764636944
20,1161,0.003216725954
20,1162,0.0033254355299999995
20,1163,0.014792080700000002
20,1165,0.032768135200000006
20,1261,0.010142101024
20,1765,0.000874951646
20,1766,0.0010658142380000001
20,1767,0.04835955646
20,1769,0.0003777110236
20,1772,0.001183022352
21,1766,0.030864099450799997
21,1767,0.06979097234251999
22,1766,0.0388491385184
22,1767,0.0004973211976
23,1766,0.000281277056
23,1767,0.000519694994
24,1766,0.026788436182799996
24,1767,0.011694013157000001
25,1292,0.012286898259000001
25,1293,1.4311659000000002e-05
25,1294,1.43116618391135e-05
25,1295,1.4311659000000002e-05
26,1516,0.04106196273399999
26,1517,0.006025761922
26,1518,0.001210159638
28,1516,0.00035051168879999997
28,1517,0.000499683406
28,1518,0.001470609418
29,1516,0.0001864123632
29,1517,0.009124258326000001
29,1518,0.0002957419486
30,1516,0.00041042730520000003
30,1517,0.032056643703
30,1518,0.00042834027200000003
31,1516,0.0004056998854
31,1517,0.000485856862
31,1518,0.0004044481248
32,1516,0.0091598295828
32,1517,0.0170397477482
32,1518,0.0368681248434
33,1516,0.00082562608
33,1517,0.030622225358
33,1518,0.0016491842863520002
34,1516,0.000274104658
34,1517,0.00025754820268000003
34,1518,0.000778579386
35,1516,0.0049268282172000005
35,1517,0.0009685583149999999
35,1518,0.004833890204
36,37,1.4311659000000002e-05
36,43,0.029596146143999996
36,52,1.4311659000000002e-05
36,497,0.014985892144000002
36,499,0.021635812144000004
36,652,0.003273389144
36,698,1.4311659000000002e-05
36,703,1.4311659000000002e-05
36,832,1.4311659000000002e-05
36,834,0.007667316144
36,1089,0.0014147027426
36,1182,1.4311659000000002e-05
36,1301,1.4311659000000002e-05
36,1553,0.000249100084
36,1945,0.018542130144000003
36,1973,1.4311659000000002e-05
37,715,0.01574800559962
39,40,0.02779609046
39,41,0.03417522442
40,223,1.4330834999999999e-05
40,1462,0.033147390192
40,1821,1.4311659000000002e-05
41,223,1.4311659000000002e-05
41,1462,0.001944273166
41,1821,0.004916768544000001
42,709,0.0033132293199999996
42,710,0.0005011011508
42,711,0.0024078474662
43,712,1.4311659000000002e-05
43,714,0.019127172144
43,715,5.1441712959999995e-05
44,712,1.4311659000000002e-05
44,714,1.4311659000000002e-05
44,715,0.00856655512382
45,709,0.00048243707400000003
45,710,0.027951325284
45,711,0.006647726315999999
46,704,0.006829103144
46,705,1.4311659000000002e-05
46,706,1.4311659000000002e-05
46,707,1.4311659000000002e-05
46,708,0.001176094944
46,714,1.4311659000000002e-05
46,1512,0.0017772788899999999
46,1513,0.004963552818
46,1514,0.0119980898292
46,1515,0.003764065508
46,1519,0.01505511961
46,1520,0.0042564577200000005
46,1521,0.0032404939
46,1941,1.4311659000000002e-05
