Actual,Predicted
4.0,-3.471668243408203
-3.7777777777777777,-4.206859588623047
-0.5555555555555556,-1.978583812713623
-7.333333333333333,-1.0220205783843994
-9.0,-4.01499080657959
-2.7777777777777777,-3.2475624084472656
-4.333333333333333,-2.9050421714782715
8.333333333333334,-2.7094192504882812
-0.3333333333333333,-2.7782557010650635
-2.2222222222222223,-2.208237886428833
0.4444444444444444,-2.0352606773376465
-4.777777777777778,-1.1941169500350952
-1.8888888888888888,-2.129037380218506
4.0,-2.5985352993011475
0.5555555555555556,-1.937309980392456
7.333333333333333,-1.0324532985687256
-4.333333333333333,-4.239448070526123
-9.0,-1.669708490371704
-6.888888888888889,-1.9897018671035767
0.6666666666666666,-3.5626752376556396
-12.555555555555555,-3.0392961502075195
-2.333333333333333,-3.980985164642334
-5.111111111111111,-3.728874921798706
-4.888888888888889,-1.4897818565368652
1.3333333333333333,-3.16987681388855
-9.22222222222222,-6.246482849121094
-1.3333333333333333,-1.0927103757858276
-4.666666666666667,-0.8283478617668152
-3.888888888888889,4.679713249206543
2.7777777777777777,-1.9233341217041016
0.4444444444444444,-1.9654152393341064
-5.888888888888889,-2.041994094848633
-3.888888888888889,-1.2441214323043823
-6.555555555555555,-3.962320327758789
-11.444444444444445,-2.5506088733673096
-1.3333333333333333,4.247111797332764
-1.6666666666666667,0.03593466803431511
-7.888888888888889,-5.450680732727051
15.444444444444445,13.849350929260254
-6.222222222222222,-2.1068625450134277
-2.888888888888889,-3.1850602626800537
-9.77777777777778,-6.4770827293396
24.77777777777778,21.508363723754883
-15.0,-0.2827313542366028
-8.0,-5.109795570373535
-0.6666666666666666,-1.3436676263809204
1.6666666666666667,-5.361522197723389
-0.6666666666666666,-2.129915952682495
-10.333333333333334,-6.567868709564209
-7.222222222222222,-1.5484707355499268
-4.333333333333333,-3.510103702545166
0.8888888888888888,-1.1673465967178345
-0.4444444444444444,-1.7669274806976318
9.666666666666666,0.7365942001342773
-4.222222222222222,-1.0193603038787842
4.888888888888889,4.458144664764404
-5.222222222222222,-1.68553626537323
