Drug A,Drug B,Cell Line Name,Score,Pred Score
VEMURAFENIB,IMATINIB,HT-29,-17.9,-4.803720474243164
DASATINIB,FULVESTRANT,NCI-H460,-2.55,53.96109008789063
VEMURAFENIB,LAPATINIB,Caki-1,5.08,-4.623947143554688
MIFEPRISTONE,RUXOLITINIB,L-1236,-28.831,-22.67953491210937
AXITINIB,FULVESTRANT,MDA-MB-231,-8.91,6.159553527832031
VINBLASTINE,SORAFENIB,UACC-62,5.265000000000001,-14.301586151123049
MEGESTROL ACETATE,LAPATINIB,KM12,-4.16,-4.167797088623047
VISMODEGIB,RALOXIFENE,SK-MEL-28,7.09,3.950607299804688
VANDETANIB,NILOTINIB,CCRF-CEM,0.23,-4.8636322021484375
AXITINIB,LENALIDOMIDE,MOLT-4,-38.75,-6.3205413818359375
CELECOXIB,SORAFENIB,Caki-1,-11.07,-3.840782165527344
TRETINOIN,SUNITINIB,OVCAR-5,1.5,-9.476593017578123
RALOXIFENE,CELECOXIB,SF268,-0.52,-8.859672546386719
NILOTINIB,MITOTANE,M14,-4.68,-4.119426727294922
CRIZOTINIB,TRETINOIN,HCT 116,-8.22,-30.606056213378903
VINBLASTINE,SUNITINIB,UACC-62,2.5925,-11.76519012451172
VEMURAFENIB,CELECOXIB,PC-3,-2.96,3.3370132446289062
IMATINIB,ROMIDEPSIN,PC-3,-80.0,-26.411651611328125
MEGESTROL ACETATE,ROMIDEPSIN,NCI-H23,-75.32,-31.447303771972656
VEMURAFENIB,PACLITAXEL,OVCAR-5,-68.78,-9.1170654296875
VEMURAFENIB,PACLITAXEL,U-251MG,-4.41,-6.972846984863281
AXITINIB,SUNITINIB,NCI-H322M,1.12,10.813846588134766
LENALIDOMIDE,LAPATINIB,SF539,-2.14,-4.824302673339844
RALOXIFENE,FULVESTRANT,BT-549,-0.87,6.396488189697266
RALOXIFENE,THALIDOMIDE,HT-29,-0.66,-4.580940246582031
VANDETANIB,VEMURAFENIB,COLO 205,-15.01,-15.302623748779297
RALOXIFENE,PACLITAXEL,EKVX,-12.23,-12.365188598632812
VEMURAFENIB,TRETINOIN,M14,-11.38,-2.004180908203125
RUXOLITINIB,PACLITAXEL,MOLT-4,17.43,-13.645021438598633
AXITINIB,GEFITINIB,NCI-H522,5.28,-0.7032012939453125
VEMURAFENIB,DASATINIB,MCF-7,-0.44,-14.420307159423828
FULVESTRANT,ARSENIC TRIOXIDE,RXF 393L,-12.0,-11.67721939086914
LENALIDOMIDE,IMATINIB,Caki-1,-1.45,-4.782384872436523
AXITINIB,VANDETANIB,UACC-62,-1.36,1.425750732421875
MEGESTROL ACETATE,FULVESTRANT,HCC2998,1.5,-4.0916290283203125
VISMODEGIB,PACLITAXEL,786-O,14.15,-11.752304077148438
DASATINIB,MITOTANE,UACC-62,2.07,21.523193359375
